regime,split_seed,arm,extractant,ecfp_cluster,draw,n_query,form,k,n_free,n_series_free,mae,mae_free,mae_series_free,fit_rejected
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,NULL_kmean,1,213,35,1.0354538647673563,1.041879101969972,1.2083834190465015,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,offset,1,213,35,1.1160705641666997,1.1049537220347088,0.9186450835979207,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,scale,1,213,35,0.9454292508477755,0.9403240886433397,1.013568160200806,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,affine,1,213,35,0.9037103917117184,0.9023166815956939,1.0910141462708665,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,none_at_k,2,213,21,1.5691659701394927,1.547137683574603,0.9861710129779973,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,NULL_kmean,2,213,21,0.9885140145276845,1.0017199089282538,1.6023273634392392,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,offset,2,213,21,0.9711913845670451,0.9683155662924522,1.3062486756126581,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,scale,2,213,21,0.8157357939950652,0.8193140142536081,1.3704861204397139,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,affine,2,213,21,0.8114921258881612,0.8184220914662039,1.4386026973214978,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,none_at_k,3,201,21,1.5691659701394927,1.6006679830071868,0.9861710129779973,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,NULL_kmean,3,201,21,1.0581486649870244,1.058051107318923,1.423703756444483,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,offset,3,201,21,1.0109411865266478,1.0204670673014817,1.260488208130408,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,scale,3,201,21,0.862742362649593,0.8741309752042175,1.3038417835491647,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,affine,3,201,21,0.866562394948269,0.8750913776244156,1.3398599559295656,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,none_at_k,5,177,21,1.5691659701394927,1.5131826903129393,0.9861710129779973,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,NULL_kmean,5,177,21,1.0075562057251903,0.995136443530837,1.5376562891939525,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,offset,5,177,21,0.8901991540494886,0.8678894848899305,1.4251469239700032,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,scale,5,177,21,0.7387172917373255,0.7378781471942932,1.530064839015412,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,17,225,affine,5,177,21,0.7716598565329997,0.7707577591093265,1.5483192266739976,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,none,0,225,225,1.560812162194497,1.560812162194497,1.560812162194497,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,none_at_k,1,213,35,1.560812162194497,1.4934898889627062,0.8497734742601132,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,NULL_kmean,1,213,35,1.7064841605199161,1.771322917827692,2.906451215659233,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,offset,1,213,35,0.8129078834890973,0.7859280087250171,1.4203246946103265,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,scale,1,213,35,0.7706111048149412,0.7561234621636745,1.7920029200635716,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,affine,1,213,35,0.8932725057498563,0.8977729120658521,2.029461735085466,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,none_at_k,2,202,35,1.560812162194497,1.505340030485712,0.8497734742601132,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,NULL_kmean,2,202,35,1.549278601970002,1.602200981600706,2.73944861396389,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,offset,2,202,35,0.8225620586528458,0.8212989947844515,1.6368074533899453,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,scale,2,202,35,0.719768250923707,0.709635536814112,1.6544533436822872,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,affine,2,202,35,0.7926031966194902,0.7900663636966528,1.8456913637322632,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,none_at_k,3,190,23,1.560812162194497,1.5624266036551178,0.9793234841505459,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,NULL_kmean,3,190,23,0.97313910286052,0.9089599220154294,1.389573926496643,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,offset,3,190,23,0.8625650783172503,0.8060996438418992,1.0635486989566274,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,scale,3,190,23,0.7218961148316907,0.6523109800123646,1.2150413401400715,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,affine,3,190,23,0.722633537529567,0.6518500240458109,1.2335920890314038,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,none_at_k,5,178,23,1.560812162194497,1.574147117967286,0.9793234841505459,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,NULL_kmean,5,178,23,0.9636192690751743,0.9033516456955905,1.3223413644112418,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,offset,5,178,23,0.8358570818732369,0.7921644285232912,1.1319646661971756,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,scale,5,178,23,0.7088040632649899,0.6570786362533083,1.2646443596286048,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,18,225,affine,5,178,23,0.7128563225805855,0.6604755871497902,1.2810291796382445,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,none,0,225,225,1.58253076250896,1.58253076250896,1.58253076250896,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,none_at_k,1,213,35,1.58253076250896,1.6132632019523445,0.8603532960295334,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,NULL_kmean,1,213,35,1.2645365958466264,1.2845689553776025,0.9702117723687442,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,offset,1,213,35,1.2755330054508416,1.3060753361357618,0.8706415466542302,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,scale,1,213,35,1.1514457037630912,1.1823938690250202,0.8812277484814895,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,affine,1,213,35,1.1070192606500462,1.1361227057850747,0.9097607737899399,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,none_at_k,2,201,35,1.58253076250896,1.66945211414703,0.8603532960295334,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,NULL_kmean,2,201,35,1.6621971714891324,1.744058458362714,0.9686532048033237,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,offset,2,201,35,1.4551882130852234,1.540230778864752,0.8514770907158377,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,scale,2,201,35,1.4010688726455196,1.4859422284026433,0.8348754120275624,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,affine,2,201,35,1.3965064197319688,1.480572046196492,0.839845239485693,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,none_at_k,3,189,35,1.58253076250896,1.7280351688806324,0.8603532960295334,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,NULL_kmean,3,189,35,1.173224246615801,1.2339825817270114,1.0006859420421497,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,offset,3,189,35,1.1595787945142177,1.2670649631838728,0.9070281075939385,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,scale,3,189,35,0.9913951410459112,1.0915410899305265,0.9723560337151398,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,affine,3,189,35,0.9907778964328898,1.0903708976855444,0.9738152517304889,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,none_at_k,5,177,21,1.58253076250896,1.745689851426954,0.9861710129779973,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,NULL_kmean,5,177,21,1.2659023173448776,1.3707566014075243,1.223674307460814,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,offset,5,177,21,1.1783674844574359,1.3138117945638823,1.1105714700567284,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,scale,5,177,21,1.0535176818150875,1.187542571030329,1.1440792304558742,0
unseen_ligand,104729,MC_ecfp,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,5f0151fca007cf9a,19,225,affine,5,177,21,1.0536806290508949,1.1862013310651844,1.1490083779609694,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,none,0,235,235,0.7888472558768544,0.7888472558768544,0.7888472558768544,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,none_at_k,1,234,44,0.7888472558768544,0.790056178338602,1.180660378036245,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,NULL_kmean,1,234,44,1.4769855417914026,1.4791853838425437,1.1031067558434344,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,offset,1,234,44,1.0408369622216,1.045118671216803,0.7596194793124184,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,scale,1,234,44,0.7958377236510551,0.7970195931291885,1.2198474592130735,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,affine,1,234,44,1.0454464994384323,1.0497778727979068,0.7794938335068037,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,none_at_k,2,227,44,0.7888472558768544,0.7917163022303542,1.180660378036245,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,NULL_kmean,2,227,44,0.7501808452607023,0.7540221503393139,0.6007831978890251,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,offset,2,227,44,0.782673875696282,0.7858550247016739,1.1961451040832902,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,scale,2,227,44,0.8869067600102539,0.8884770981875261,1.6180368004383878,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,affine,2,227,44,0.8985115850402484,0.8996550736173891,1.6044506885781635,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,none_at_k,3,227,25,0.7888472558768544,0.7917163022303542,1.0381389615198167,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,NULL_kmean,3,227,25,0.7493597539153687,0.7531721218540565,0.5679527783699644,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,offset,3,227,25,0.9166912917649241,0.915957411976255,0.8540773093821276,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,scale,3,227,25,0.7358818850217467,0.7418254196738316,0.7572380764768394,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,affine,3,227,25,0.7838998088413746,0.7868267516981592,0.7217432099670666,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,none_at_k,5,227,25,0.7888472558768544,0.7917163022303542,1.0381389615198167,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,NULL_kmean,5,227,25,0.8349808583263479,0.8386337743408021,1.1086151227804806,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,offset,5,227,25,0.7450580393625663,0.7556967872558883,1.2888254816508076,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,scale,5,227,25,0.7443134679660999,0.7495672547034696,0.8133428907547048,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,0,235,affine,5,227,25,0.7478104386214026,0.7552223609810255,1.07195197089593,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,none,0,235,235,0.8110208129061651,0.8110208129061651,0.8110208129061651,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,none_at_k,1,235,44,0.8110208129061651,0.8110208129061651,1.1858797544561128,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,NULL_kmean,1,235,44,0.851689165860482,0.851689165860482,0.5675672624494829,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,offset,1,235,44,0.8202273534259397,0.8202273534259397,1.1648253923862384,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,scale,1,235,44,0.8119537025482976,0.8119537025482976,1.191048538129702,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,affine,1,235,44,0.8206515582793305,0.8206515582793305,1.1675128134773625,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,none_at_k,2,233,44,0.8110208129061651,0.8086946809435687,1.1858797544561128,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,NULL_kmean,2,233,44,1.075494727296993,1.0810700577263896,0.7025868698572582,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,offset,2,233,44,0.8222916419820003,0.820347541228803,1.1601975400958553,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,scale,2,233,44,0.8156597264835694,0.8133557187104097,1.2115821952156336,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,affine,2,233,44,0.8228492669651378,0.8208779568247826,1.1713646229901136,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,none_at_k,3,233,44,0.8110208129061651,0.8086946809435687,1.1858797544561128,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,NULL_kmean,3,233,44,1.0497258858654952,1.0547225460204916,0.6847626146002521,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,offset,3,233,44,0.8075275523478801,0.8050799224426736,1.1941179929037804,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,scale,3,233,44,0.8081177093690627,0.8057777986392584,1.1696976091505817,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,affine,3,233,44,0.8069787808461968,0.8045751794327953,1.1786595858438615,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,none_at_k,5,233,25,0.8110208129061651,0.8086946809435687,1.15668638037467,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,NULL_kmean,5,233,25,1.0640067358606122,1.0693278385058835,0.8973832986518226,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,offset,5,233,25,0.9030575523243318,0.9034848698771314,1.0194423028994093,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,scale,5,233,25,0.780445895096447,0.778006687424953,0.9202823542430124,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,1,235,affine,5,233,25,0.872002121698991,0.8730807060041993,0.6278023380552444,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,none,0,235,235,0.8025913186490747,0.8025913186490747,0.8025913186490747,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,none_at_k,1,232,45,0.8025913186490747,0.8061233110601214,1.183027810804995,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,NULL_kmean,1,232,45,1.3630773571861041,1.380703357494545,0.9858883530942878,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,offset,1,232,45,1.019442339384754,1.027141787078388,0.8025249539659961,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,scale,1,232,45,0.8065394545417518,0.8102508220989105,1.2045241727726603,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,affine,1,232,45,1.0221416416761584,1.0297954337322204,0.8133640815584537,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,none_at_k,2,231,45,0.8025913186490747,0.8030090851806664,1.183027810804995,0
unseen_ligand,104729,MC_ecfp,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,f5e64beb8df99b4d,2,235,NULL_kmean,2,231,45,0.7594208799342292,0.7485173933983099,0.5860499475834644,0
