regime,family,alone_arm,alone_mae,reference_arm,reference_mae,with_family_arm,with_family_mae,gain,ci95_low,ci95_high,seeds_pos,seeds_total
unseen_chemotype,physchem,A_physchem,1.232302328423756,MC,1.1470232660021438,MC_physchem,1.090073360147202,0.05694990585494186,-0.038484321301748,0.185646195899051,5.0,5
unseen_chemotype,ecfp,A_ecfp,1.1874772742347475,MC,1.1470232660021438,MC_ecfp,1.056656916020635,0.09036634998150883,-0.05623898734358997,0.18065838397128373,4.0,5
unseen_chemotype,lig2d_ext,A_lig2d_ext,1.174817562360193,MC,1.1470232660021438,MC_lig2d_ext,1.0373061685414737,0.10971709746067004,0.005714117299661129,0.22689321050546657,5.0,5
unseen_chemotype,donors,A_donors,1.1386700341689118,MC,1.1470232660021438,MC_donors,1.0302579823664746,0.11676528363566918,0.03772935150856788,0.184773343217545,5.0,5
unseen_chemotype,complex_phys,A_complex_phys,1.1878756173371794,MC,1.1470232660021438,MC_complex_phys,1.1221762748508695,0.02484699115127431,-0.04835600678297393,0.11893191865632918,4.0,5
unseen_chemotype,polyhedron,A_polyhedron,1.1962267691230568,MC,1.1470232660021438,MC_polyhedron,1.1138834939979947,0.03313977200414908,-0.05708281729449301,0.11159300796161244,5.0,5
unseen_chemotype,cond (added to metal),A_cond,1.18995194348046,A_metal,1.369864397856341,MC,1.1470232660021438,0.22284113185419718,0.07203836704508765,0.3633452739258787,5.0,5
unseen_chemotype,massaction (log-conc law),,,MC,1.1470232660021438,MC_massaction,,,,,,5
unseen_chemotype,massaction on ecfp,,,MC_ecfp,1.056656916020635,MC_ecfp_massaction,,,,,,5
unseen_chemotype,massaction on lig2d_ext,,,MC_lig2d_ext,1.0373061685414737,MC_lig2d_ext_massaction,,,,,,5
unseen_chemotype,massaction on all2d,,,MC_all2d,1.067956528926666,MC_all2d_massaction,,,,,,5
unseen_chemotype,all2d,,,MC,1.1470232660021438,MC_all2d,1.067956528926666,0.07906673707547784,-0.030012797697405648,0.1726328082443544,4.0,5
unseen_chemotype,all3d,,,MC,1.1470232660021438,MC_all3d,1.1082807243754442,0.038742541626699545,-0.05497475228030757,0.12604539830807324,5.0,5
unseen_chemotype,everything,,,MC,1.1470232660021438,MC_everything,1.0712799288700234,0.07574333713212034,-0.03964606843469078,0.1834368780789242,5.0,5
unseen_chemotype,all3d vs all2d,,,MC_all2d,1.067956528926666,MC_all3d,1.1082807243754442,-0.0403241954487783,-0.09940775491486091,0.03156513934317186,1.0,5
unseen_chemotype,everything vs all2d,,,MC_all2d,1.067956528926666,MC_everything,1.0712799288700234,-0.003323399943357508,-0.036886042856994275,0.04568984009662113,2.0,5
unseen_conditions,physchem,A_physchem,1.0709256245772458,MC,1.0245706742733929,MC_physchem,0.7854372456239217,0.23913342864947118,0.12210856707453037,0.35304224666517553,5.0,5
unseen_conditions,ecfp,A_ecfp,1.115111005796827,MC,1.0245706742733929,MC_ecfp,0.7995752031142024,0.2249954711591905,0.10565021244156153,0.34129360409235077,5.0,5
unseen_conditions,lig2d_ext,A_lig2d_ext,1.0774721351171754,MC,1.0245706742733929,MC_lig2d_ext,0.7912887996522238,0.23328187462116912,0.12323812013434289,0.34569545881407504,5.0,5
