regime,family,alone_arm,alone_mae,reference_arm,reference_mae,with_family_arm,with_family_mae,gain,ci95_low,ci95_high,seeds_pos,seeds_total
unseen_conditions,donors,A_donors,1.0913328357039676,MC,1.0245706742733929,MC_donors,0.9018743724046381,0.1226963018687548,0.037298875486483495,0.21265612169523931,5.0,5
unseen_conditions,complex_phys,A_complex_phys,0.9898987412172374,MC,1.0245706742733929,MC_complex_phys,0.802554785253667,0.2220158890197259,0.12228081460453281,0.32659105919990705,5.0,5
unseen_conditions,polyhedron,A_polyhedron,1.0244852010115006,MC,1.0245706742733929,MC_polyhedron,0.8368580082985864,0.18771266597480651,0.09473373509782249,0.28280942877413245,5.0,5
unseen_conditions,cond (added to metal),A_cond,1.037297444534017,A_metal,1.3206057209980653,MC,1.0245706742733929,0.2960350467246724,0.11949886508371525,0.4744907418538883,5.0,5
unseen_conditions,massaction (log-conc law),,,MC,1.0245706742733929,MC_massaction,,,,,,5
unseen_conditions,massaction on ecfp,,,MC_ecfp,0.7995752031142024,MC_ecfp_massaction,,,,,,5
unseen_conditions,massaction on lig2d_ext,,,MC_lig2d_ext,0.7912887996522238,MC_lig2d_ext_massaction,,,,,,5
unseen_conditions,massaction on all2d,,,MC_all2d,0.7953413966545476,MC_all2d_massaction,,,,,,5
unseen_conditions,all2d,,,MC,1.0245706742733929,MC_all2d,0.7953413966545476,0.22922927761884526,0.11842475146673205,0.3413450391237434,5.0,5
unseen_conditions,all3d,,,MC,1.0245706742733929,MC_all3d,0.8044415246077724,0.22012914966562047,0.11372299243891408,0.3318479815181203,5.0,5
unseen_conditions,everything,,,MC,1.0245706742733929,MC_everything,0.7648818976656999,0.25968877660769296,0.14657248156056096,0.37357179128267803,5.0,5
unseen_conditions,all3d vs all2d,,,MC_all2d,0.7953413966545476,MC_all3d,0.8044415246077724,-0.00910012795322479,-0.07631126793630197,0.067185965204164,3.0,5
unseen_conditions,everything vs all2d,,,MC_all2d,0.7953413966545476,MC_everything,0.7648818976656999,0.0304594989888477,-0.010116945650603991,0.07573480346746463,5.0,5
unseen_ligand,physchem,A_physchem,1.086248753849231,MC,0.9587117938926072,MC_physchem,0.8994672871853899,0.05924450670721726,-0.03503417629043458,0.1537045541201478,5.0,5
unseen_ligand,ecfp,A_ecfp,1.114680147492548,MC,0.9587117938926072,MC_ecfp,0.9104748006370735,0.048236993255533656,-0.045830705088463417,0.14433260795537073,4.0,5
unseen_ligand,lig2d_ext,A_lig2d_ext,1.0396333250444796,MC,0.9587117938926072,MC_lig2d_ext,0.835836993830464,0.12287480006214324,0.021698257407334366,0.22901445540704682,5.0,5
unseen_ligand,donors,A_donors,1.0881372653759698,MC,0.9587117938926072,MC_donors,0.874551707171371,0.0841600867212362,0.021442111390053264,0.1560721280826414,5.0,5
unseen_ligand,complex_phys,A_complex_phys,1.1121230941617788,MC,0.9587117938926072,MC_complex_phys,0.9722172930298084,-0.013505499137201227,-0.10845882223699387,0.07661703403146959,0.0,5
unseen_ligand,polyhedron,A_polyhedron,1.1448490970191563,MC,0.9587117938926072,MC_polyhedron,0.9996605488479589,-0.04094875495535166,-0.1403226162495771,0.05709263146218087,0.0,5
unseen_ligand,cond (added to metal),A_cond,1.0025058805383118,A_metal,1.2929371416293882,MC,0.9587117938926072,0.33422534773678103,0.16655530729707976,0.5018181916129145,5.0,5
unseen_ligand,massaction (log-conc law),,,MC,0.9587117938926072,MC_massaction,,,,,,5
unseen_ligand,massaction on ecfp,,,MC_ecfp,0.9104748006370735,MC_ecfp_massaction,,,,,,5
unseen_ligand,massaction on lig2d_ext,,,MC_lig2d_ext,0.835836993830464,MC_lig2d_ext_massaction,,,,,,5
unseen_ligand,massaction on all2d,,,MC_all2d,0.874091034049054,MC_all2d_massaction,,,,,,5
unseen_ligand,all2d,,,MC,0.9587117938926072,MC_all2d,0.874091034049054,0.08462075984355322,-0.010536305926242488,0.18603244846414432,5.0,5
unseen_ligand,all3d,,,MC,0.9587117938926072,MC_all3d,0.9757663783499453,-0.017054584457338096,-0.11408287313752699,0.07888571256198598,0.0,5
unseen_ligand,everything,,,MC,0.9587117938926072,MC_everything,0.8872185791393697,0.07149321475323744,-0.024231879559712077,0.17311549886228417,5.0,5
unseen_ligand,all3d vs all2d,,,MC_all2d,0.874091034049054,MC_all3d,0.9757663783499453,-0.10167534430089131,-0.17666735380620904,-0.034149668802223566,0.0,5
unseen_ligand,everything vs all2d,,,MC_all2d,0.874091034049054,MC_everything,0.8872185791393697,-0.013127545090315773,-0.0405473510663145,0.016980772954420277,0.0,5
unseen_series,physchem,A_physchem,1.111297018422189,MC,0.9239573978412567,MC_physchem,0.8803161370048608,0.04364126083639597,-0.06298266235476259,0.14400327269240026,4.0,5
unseen_series,ecfp,A_ecfp,1.0868398554759147,MC,0.9239573978412567,MC_ecfp,0.8385680633972751,0.08538933444398167,-0.018269769883107953,0.18834192021062413,5.0,5
unseen_series,lig2d_ext,A_lig2d_ext,1.0745662828256008,MC,0.9239573978412567,MC_lig2d_ext,0.8222553822616117,0.10170201557964509,-0.010089891048968612,0.21116759586207903,5.0,5
unseen_series,donors,A_donors,1.0772009647066292,MC,0.9239573978412567,MC_donors,0.805093276372322,0.11886412146893477,0.04236440900096012,0.19524090275545905,5.0,5
unseen_series,complex_phys,A_complex_phys,1.038866211712464,MC,0.9239573978412567,MC_complex_phys,0.8841087163748151,0.039848681466441604,-0.050971248669811293,0.12405304743529871,5.0,5
unseen_series,polyhedron,A_polyhedron,1.076109722344413,MC,0.9239573978412567,MC_polyhedron,0.9069688793206268,0.01698851852062999,-0.07582786525084015,0.10792998029105452,4.0,5
unseen_series,cond (added to metal),A_cond,0.9878532605512627,A_metal,1.2999334649883025,MC,0.9239573978412567,0.3759760671470458,0.22874078036691223,0.5259560704183949,5.0,5
unseen_series,massaction (log-conc law),,,MC,0.9239573978412567,MC_massaction,,,,,,5
unseen_series,massaction on ecfp,,,MC_ecfp,0.8385680633972751,MC_ecfp_massaction,,,,,,5
unseen_series,massaction on lig2d_ext,,,MC_lig2d_ext,0.8222553822616117,MC_lig2d_ext_massaction,,,,,,5
unseen_series,massaction on all2d,,,MC_all2d,0.8378198439491754,MC_all2d_massaction,,,,,,5
unseen_series,all2d,,,MC,0.9239573978412567,MC_all2d,0.8378198439491754,0.08613755389208133,-0.01814159991128879,0.18797591989541876,5.0,5
unseen_series,all3d,,,MC,0.9239573978412567,MC_all3d,0.8639668554317856,0.059990542409471104,-0.0337877125708991,0.15184986039697013,5.0,5
unseen_series,everything,,,MC,0.9239573978412567,MC_everything,0.820680990483892,0.10327640735736476,-0.005393124368006991,0.20781251157670536,5.0,5
unseen_series,all3d vs all2d,,,MC_all2d,0.8378198439491754,MC_all3d,0.8639668554317856,-0.026147011482610227,-0.09620587422342271,0.04255839272294207,1.0,5
unseen_series,everything vs all2d,,,MC_all2d,0.8378198439491754,MC_everything,0.820680990483892,0.017138853465283432,-0.014452097356694593,0.05111381598129602,5.0,5
