n_folds,checkpoint,endpoint,n_rows,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration
15,1,all,15744,offset_uncertainty_vs_random,random,offset_uncertainty,offset_mae,0.08243399867501584,-0.14955775027286805,0.312368943958712,0.355128974205159,67,131,79,5000,-0.0840863474524864,30,0.21374045801526717,0.1427405418536537,-0.20174059067492311,0.3666085880249548,0.5652587676771499,-0.11553888024539741,0.41902794784428493,0.11404767598129185,0.1552874021622729
15,1,all,15744,offset_uncertainty_vs_random,random,offset_uncertainty,shape_mae,0.11492852449849784,0.07524616492592666,0.17378707116416453,0.0001999600079984003,99,131,79,5000,0.11484094729096697,54,0.21374045801526717,0.02425981956877306,0.0666309338201055,0.16322611517689017,9.540040607359364e-06,0.0758072781919871,0.1753145206797362,0.04463279759461039,-0.011709696301849107
15,1,all,15744,same_chemotype_first_vs_random,random,same_chemotype_first,mae,-0.10245333810506635,-0.17783559663636897,-0.04458225786549855,0.9998000399920016,40,131,79,5000,-0.0891835744753261,27,0.21374045801526717,0.03531997519550339,-0.1727700071935359,-0.0321366690165968,0.004835582919148097,-0.16968910460219863,-0.03895929540793905,0.021558673039087442,0.04401324178325073
15,1,all,15744,same_chemotype_first_vs_random,random,same_chemotype_first,offset_mae,-0.0764018881498746,-0.15192640746842115,-0.016888965851599644,0.9946010797840432,52,131,79,5000,-0.07008775286671731,31,0.21374045801526717,0.03478716090812406,-0.14565780547609403,-0.007145970823655173,0.031043373184373887,-0.15074486052971978,-0.01578603242379094,-0.007519955698540524,0.010766472883833901
15,1,all,15744,same_chemotype_first_vs_random,random,same_chemotype_first,shape_mae,-0.0191196862753431,-0.08438608817822564,0.025924078927042904,0.7644471105778844,65,131,79,5000,-0.03805445977501471,36,0.21374045801526717,0.02791195737159223,-0.07468812479337436,0.036448752242688155,0.4953746323859932,-0.07740889585053623,0.030094714281216177,0.019552946376962338,0.049848763697101665
15,1,hard_nn<0.4,13946,maxmin_vs_random,random,maxmin,mae,0.0802930631141112,0.020460804740485172,0.12870022292973587,0.005598880223955209,81,119,69,5000,0.08804102038443903,41,0.23529411764705882,0.026273326913173682,0.02786545553357357,0.13272067069464882,0.003203072657521309,0.02346449290430232,0.13053636100120508,-0.0005013256759256267,0.025077774705231773
15,1,hard_nn<0.4,13946,maxmin_vs_random,random,maxmin,offset_mae,0.04121433050785765,-0.033034523420098875,0.09595058659687457,0.13857228554289142,70,119,69,5000,0.040971642287332896,36,0.23529411764705882,0.032752149440645306,-0.02414156613849737,0.10657022715421267,0.21256140308054852,-0.02403530886125522,0.10350506225027792,0.020054370352950636,0.05466109901934856
15,1,hard_nn<0.4,13946,maxmin_vs_random,random,maxmin,shape_mae,0.11895344802656756,0.08752062191275123,0.1447155237794909,0.0001999600079984003,101,119,69,5000,0.10875994607430733,53,0.23529411764705882,0.013385189146485212,0.09224371894344438,0.14566317710969073,5.401500852979543e-13,0.08829257495699205,0.14527935043865486,-0.0005013256759256267,0.01283857779778994
15,1,hard_nn<0.4,13946,uncertainty_vs_random,random,uncertainty,mae,0.2294967938661318,-0.04051051525888989,0.46640154190828814,0.08238352329534093,71,119,69,5000,0.055762081125140736,31,0.23529411764705882,0.14849227558148517,-0.0668149286140402,0.5258085163463038,0.12686369053770818,0.0010932598095180876,0.5494210732505611,0.0969073145239695,0.144148132940272
15,1,hard_nn<0.4,13946,uncertainty_vs_random,random,uncertainty,offset_mae,0.24591207863277187,-0.10383810509408614,0.5540399695269771,0.17536492701459708,63,119,69,5000,-0.0035568065625259325,27,0.23529411764705882,0.19530694481977778,-0.14381686184757747,0.6356410191131212,0.21229730685669249,-0.051972215272485967,0.6635699196365682,0.09589999317755758,0.1462756716876879
15,1,hard_nn<0.4,13946,uncertainty_vs_random,random,uncertainty,shape_mae,0.12288566119903387,0.09327937098632218,0.1685112513434748,0.0001999600079984003,93,119,69,5000,0.12765332942859792,49,0.23529411764705882,0.018300034768359973,0.08636851037468561,0.15940281202338213,4.60760096688307e-09,0.09596143853862711,0.17581188262434405,0.06773071300425916,0.028203156049089607
15,1,hard_nn<0.4,13946,diversity_x_uncertainty_vs_random,random,diversity_x_uncertainty,mae,-0.123747687794549,-0.2753910263345354,-0.016539188742066776,0.9902019596080783,55,119,69,5000,-0.1593880918823073,25,0.23529411764705882,0.07003583738890551,-0.26350202539078255,0.016006649801684536,0.08172898029268592,-0.24478758029533346,0.009353614867788015,0.07024331382191673,0.10088756416381083
15,1,hard_nn<0.4,13946,diversity_x_uncertainty_vs_random,random,diversity_x_uncertainty,offset_mae,-0.14201696407012193,-0.3109337568463981,-0.02299339060643616,0.9928014397120576,53,119,69,5000,-0.17931654609675415,24,0.23529411764705882,0.07631462253213703,-0.2943004223467972,0.010266494206553373,0.06707625209536129,-0.27912642305647273,0.006187286766883428,0.06270677794321385,0.0916794361105016
15,1,hard_nn<0.4,13946,diversity_x_uncertainty_vs_random,random,diversity_x_uncertainty,shape_mae,0.022054178406513806,-0.047326156386232915,0.07062983119118171,0.2929414117176565,74,119,69,5000,-0.021641202345688643,34,0.23529411764705882,0.03158682633540579,-0.04097635218825843,0.08508470900128604,0.48742791585324075,-0.031936108800662215,0.08220481485310853,0.08482565160726444,0.10739703066507779
15,1,hard_nn<0.4,13946,offset_uncertainty_vs_random,random,offset_uncertainty,mae,0.19232636388767693,-0.009911182577975897,0.357996984133005,0.03519296140771846,75,119,69,5000,0.058216294197192264,34,0.23529411764705882,0.10507137751498273,-0.01734030552600732,0.40199303330136116,0.07156728087460455,0.027765514307009208,0.41827113644824954,0.10093759374265118,0.13725747131698582
