comparison,checkpoint,statistic,n_foldseeds,point_delta,n_positive,ci95_low,ci95_high,bca_low,bca_high
diversity_x_uncertainty_vs_random,8,offset,15,0.14907068540246396,13,0.049728761270017754,0.25598767511194326,0.05656771631591129,0.2662222767180769
diversity_x_uncertainty_vs_random,12,macro_mae,15,0.14090529253986825,11,0.05949432392817974,0.22394728881168136,0.06735800357137683,0.23338921774697619
diversity_x_uncertainty_vs_random,12,hard,15,0.24535475465098167,13,0.11044818250553283,0.3910777300524312,0.11964450521943965,0.4029964043493995
diversity_x_uncertainty_vs_random,12,offset,15,0.1278402917213241,10,0.032899623250095794,0.2198289231514326,0.039587705837414416,0.22695161866276717
diversity_x_uncertainty_vs_random,16,macro_mae,15,0.18910242518984444,12,0.10562951620778992,0.26680811587281617,0.10444234102051483,0.2660315155392468
diversity_x_uncertainty_vs_random,16,hard,15,0.2913268061034486,12,0.16139025171558166,0.4290876957339304,0.16813776463773072,0.4378870157325915
diversity_x_uncertainty_vs_random,16,offset,15,0.17348877522998674,11,0.0834829056842679,0.25842169130216947,0.084822172298713,0.26132775453282553
diversity_x_uncertainty_vs_random,20,macro_mae,15,0.22884999696440972,13,0.1486687328024069,0.3020622960431655,0.143528354908944,0.29860921092672804
diversity_x_uncertainty_vs_random,20,hard,15,0.3173970719019716,13,0.19509601637318943,0.43864361118105627,0.19711172948828723,0.4399103709700922
diversity_x_uncertainty_vs_random,20,offset,15,0.2330443977280837,13,0.14279574255261343,0.31600700472485077,0.1344888230322137,0.31153284372682843
diversity_x_uncertainty_vs_random,25,macro_mae,15,0.2222983722636466,15,0.16329676590418823,0.2797681322443715,0.16379393153377597,0.28049319579047016
diversity_x_uncertainty_vs_random,25,hard,15,0.3266734432680843,15,0.22285738309935452,0.43642277882743674,0.22906107200743603,0.4473533837754048
diversity_x_uncertainty_vs_random,25,offset,15,0.21521061252634593,14,0.14349912821063673,0.2833609345651646,0.14352419137187072,0.2835108923970468
diversity_x_uncertainty_vs_random,30,macro_mae,15,0.1938739140541981,14,0.1314094496873705,0.24922663299584263,0.13013231374684708,0.24853811395460182
diversity_x_uncertainty_vs_random,30,hard,15,0.3074352384461824,15,0.2081009325728596,0.41037047707780505,0.21232958917886544,0.41771753663102074
diversity_x_uncertainty_vs_random,30,offset,15,0.17993547104992677,14,0.11176660237097884,0.24461854736970584,0.11270060245658636,0.2456706688181178
offset_uncertainty_vs_random,5,macro_mae,15,-0.13269884992131017,3,-0.29618527435952424,0.057855086653487264,-0.2760088442707733,0.10198856495453933
offset_uncertainty_vs_random,5,hard,15,-0.18816973819353924,5,-0.39793023937210253,0.04137840019821314,-0.38212615521429977,0.06960168111227362
offset_uncertainty_vs_random,5,offset,15,-0.12966516895293898,3,-0.31560806792152435,0.10693264610136903,-0.2862500602426795,0.17812424374592895
offset_uncertainty_vs_random,8,macro_mae,15,-0.10660809048585015,4,-0.22296338722653058,0.00040000778079696026,-0.23738510903457224,-0.008498953695208401
offset_uncertainty_vs_random,8,hard,15,-0.09851609205197234,5,-0.25482823677603406,0.04090833764209938,-0.27458433264985854,0.02976447352582497
offset_uncertainty_vs_random,8,offset,15,-0.12645546956741663,5,-0.261706306254179,-0.0017836179122360327,-0.27531813147478185,-0.012481433890163086
offset_uncertainty_vs_random,12,macro_mae,15,-0.026800988595482064,6,-0.15076409498728408,0.08210744747555977,-0.16726682417039954,0.07411309106954349
offset_uncertainty_vs_random,12,hard,15,0.02800767829957007,10,-0.1413101486698054,0.1771267780984237,-0.16399330127256628,0.16288061805172208
offset_uncertainty_vs_random,12,offset,15,-0.03912649069492066,7,-0.18445839609970022,0.09146166944859724,-0.19770043899686449,0.08324459758488291
offset_uncertainty_vs_random,16,macro_mae,15,0.01893672426368635,11,-0.10960402728267286,0.1312904082032481,-0.13174406259340934,0.11974943841483993
offset_uncertainty_vs_random,16,hard,15,0.08613553213245924,11,-0.07946754331123503,0.22631363147888048,-0.10410338800694681,0.21806756344622294
offset_uncertainty_vs_random,16,offset,15,-0.0020099596175964535,9,-0.15487486662726233,0.1328065833390435,-0.18506515805453372,0.11900271530444903
offset_uncertainty_vs_random,20,macro_mae,15,0.08871610112774238,10,-0.03190067293692696,0.18920203593456886,-0.04618285505642575,0.18067350146481814
offset_uncertainty_vs_random,20,hard,15,0.1603200322748332,10,0.0031562505476320666,0.2957908500677987,-0.016005039850137223,0.28693184819551365
offset_uncertainty_vs_random,20,offset,15,0.08317818559388662,10,-0.0654040984926822,0.20835450836911457,-0.08566922161186717,0.19505941771687135
offset_uncertainty_vs_random,25,macro_mae,15,0.11753692277454499,10,0.022912768013607726,0.20269242335375204,0.021010614146459015,0.20085021824626212
offset_uncertainty_vs_random,25,hard,15,0.21605510934011835,11,0.06925219439653783,0.36279345899482124,0.07521523578005194,0.37123284356386954
offset_uncertainty_vs_random,25,offset,15,0.10484676311152634,10,-0.012235468822198515,0.21285073288934392,-0.014571777077999323,0.2118148910747151
offset_uncertainty_vs_random,30,macro_mae,15,0.12351821859537412,8,0.032065195298700035,0.2098873728025744,0.03216625843802241,0.20991048195341694
offset_uncertainty_vs_random,30,hard,15,0.22979528352317372,9,0.09774988391162297,0.35781093969089317,0.10600881317443529,0.3686166662782916
offset_uncertainty_vs_random,30,offset,15,0.10832082656576966,8,-0.0028875125883766764,0.2147689213239305,-0.0023636450949995904,0.21595984609647853
uncertainty_vs_random,5,macro_mae,15,-0.14688188711773797,4,-0.34898722413550703,0.07698645342296971,-0.33727715125342383,0.08964956287836177
uncertainty_vs_random,5,hard,15,-0.20689033875099588,5,-0.44360161961719263,0.05202487999759824,-0.43759521696910547,0.06042592219137701
uncertainty_vs_random,5,offset,15,-0.14313804320578818,6,-0.3788630054779042,0.11840251567363236,-0.3663884209348216,0.13431826339539885
uncertainty_vs_random,8,macro_mae,15,-0.0008758936149519059,6,-0.14211634225866748,0.14703382137893753,-0.13841365518655596,0.15093540190621724
uncertainty_vs_random,8,hard,15,0.01886942135671587,8,-0.1554356705422527,0.20791995838013816,-0.15090826747741362,0.21445535247207512
uncertainty_vs_random,8,offset,15,-0.008843927766053132,7,-0.16955412837788442,0.15858325903456516,-0.16934599853382282,0.15902233918165762
uncertainty_vs_random,12,macro_mae,15,0.028568107263469842,9,-0.11379367468806705,0.16064154830640529,-0.11762423992834181,0.15561635411060767
uncertainty_vs_random,12,hard,15,0.08921111463166656,10,-0.10533166799615247,0.2657579176749518,-0.11041214259726168,0.2627069862134045
uncertainty_vs_random,12,offset,15,0.010422620326319524,9,-0.15236162820312094,0.16145044139218953,-0.15791527639059763,0.15448960646246032
uncertainty_vs_random,16,macro_mae,15,0.08646828705948081,10,-0.0733814032552251,0.22333744100137817,-0.09874512222492177,0.2115882668501819
uncertainty_vs_random,16,hard,15,0.1567996892436053,10,-0.04466450305462296,0.3323782548941986,-0.06334323833564165,0.3207541967573121
uncertainty_vs_random,16,offset,15,0.0536350544722356,10,-0.13041268956464278,0.2122809371383797,-0.16284527211451544,0.19662744385838044
uncertainty_vs_random,20,macro_mae,15,0.1116226536631212,10,-0.019647131122937696,0.23558472575154885,-0.02813194257765954,0.23041568097036136
uncertainty_vs_random,20,hard,15,0.20057491502145292,10,0.017254077846324895,0.3725795462217755,0.00766682768691072,0.3652207598179565
uncertainty_vs_random,20,offset,15,0.09063855274808633,10,-0.06799650505058437,0.23590993390181164,-0.07846107498116271,0.22854429730079237
uncertainty_vs_random,25,macro_mae,15,0.15775294478706414,10,0.06073213110855044,0.2490429907587155,0.06215358804170557,0.2514710264295273
uncertainty_vs_random,25,hard,15,0.24011394398502264,10,0.09733023273792127,0.3825443371190775,0.10426647247630695,0.3863197832970115
uncertainty_vs_random,25,offset,15,0.1524380227543549,10,0.03852137225905635,0.26220599092337904,0.04093785386375925,0.2645949736328656
uncertainty_vs_random,30,macro_mae,15,0.15828318085765988,11,0.07737908722472166,0.23676430341193083,0.08159171261644332,0.241232249465998
uncertainty_vs_random,30,hard,15,0.22556003356842663,11,0.11507878293276196,0.3335681067099314,0.12441104780675921,0.34517045844049116
uncertainty_vs_random,30,offset,15,0.15469641300738327,11,0.05881839913154893,0.24692272260913953,0.06271923294295662,0.25069608240982755
same_chemotype_first_vs_random,5,macro_mae,15,-0.37953930200057273,1,-0.5229212425085965,-0.19802792447803422,-0.506467202429326,-0.1470546645399134
same_chemotype_first_vs_random,5,hard,15,-0.46061355899403306,2,-0.6496429590312437,-0.24092763938280584,-0.633307575670165,-0.20905122060645712
same_chemotype_first_vs_random,5,offset,15,-0.4031838565036914,1,-0.5893952669758155,-0.1874534834139628,-0.5661178876787372,-0.14788370572025344
same_chemotype_first_vs_random,8,macro_mae,15,-0.48881859066713224,0,-0.5824617625768752,-0.3827365134092316,-0.5788389533106945,-0.37251621974356747
same_chemotype_first_vs_random,8,hard,15,-0.6195396950679137,0,-0.7721434357819793,-0.46927026993010684,-0.7747652103088563,-0.4710986763993352
same_chemotype_first_vs_random,8,offset,15,-0.5155487660787623,0,-0.6286579535539472,-0.3919175740186529,-0.6210803124180003,-0.3803441019516061
same_chemotype_first_vs_random,12,macro_mae,15,-0.5098951800303476,0,-0.6353088814746799,-0.3866640626834995,-0.6345135781302251,-0.3848166811659633
same_chemotype_first_vs_random,12,hard,15,-0.6312174398371463,0,-0.8148278446579791,-0.4590516359831878,-0.8212566305810536,-0.4632221932047998
same_chemotype_first_vs_random,12,offset,15,-0.5456728256943163,0,-0.6698262458264272,-0.43189331163885053,-0.6738169601335083,-0.4337010621862183
same_chemotype_first_vs_random,16,macro_mae,15,-0.5286803133240817,0,-0.6780548174594443,-0.3941633668776088,-0.6779333567812275,-0.39402422485651156
same_chemotype_first_vs_random,16,hard,15,-0.6678947693892872,0,-0.8779022308235673,-0.4767305046048737,-0.8805906121388716,-0.48110901736547956
same_chemotype_first_vs_random,16,offset,15,-0.576956708712807,0,-0.7542239970197405,-0.4220743990823678,-0.7676736689419904,-0.42997303502240247
same_chemotype_first_vs_random,20,macro_mae,15,-0.6162571277906608,0,-0.7804897253872559,-0.4770700238353353,-0.7891259039488814,-0.48690457782200425
same_chemotype_first_vs_random,20,hard,15,-0.7504634601263571,0,-0.9558139601772462,-0.5672002204499749,-0.9709957271171652,-0.5750768529353276
same_chemotype_first_vs_random,20,offset,15,-0.6851769167646965,0,-0.8984038361760233,-0.5141145476576838,-0.9317269708297571,-0.5312344134599619
same_chemotype_first_vs_random,25,macro_mae,15,-0.6981049251823273,0,-0.8272037704328168,-0.5770057332702527,-0.8322375303659085,-0.5802813858890734
same_chemotype_first_vs_random,25,hard,15,-0.8353787996635457,0,-1.0293805285346125,-0.6626618285859323,-1.0489753376470037,-0.6743568674595715
same_chemotype_first_vs_random,25,offset,15,-0.7904336743264778,0,-0.9571449943929895,-0.638878534755255,-0.969864925247614,-0.6499436386890641
same_chemotype_first_vs_random,30,macro_mae,15,-0.6107411452949828,0,-0.7740282202020902,-0.4796095006292644,-0.810668766168135,-0.4962289785977532
same_chemotype_first_vs_random,30,hard,15,-0.7428705480768201,0,-0.992873292691926,-0.5333430045406423,-1.0288654933547734,-0.5599996493649031
same_chemotype_first_vs_random,30,offset,15,-0.697538014351917,0,-0.886429111310051,-0.5490373327958769,-0.9358937732448652,-0.5699618680567157
diversity_x_uncertainty_vs_maxmin,5,macro_mae,15,-0.1043104597194343,2,-0.1721539293296504,-0.030333027825623617,-0.1680901374937285,-0.02406429597443984
diversity_x_uncertainty_vs_maxmin,5,hard,15,-0.13774481823821116,4,-0.23332462526308606,-0.046808429951911375,-0.2335903781708701,-0.046905055681921284
diversity_x_uncertainty_vs_maxmin,5,offset,15,-0.11036903107536931,3,-0.18124668437922398,-0.03806962301442227,-0.1803194015087815,-0.03718883723485752
diversity_x_uncertainty_vs_maxmin,8,macro_mae,15,0.017968527611273395,8,-0.03964716826611911,0.07549170084464256,-0.03963816656925241,0.07549771897260199
diversity_x_uncertainty_vs_maxmin,8,hard,15,0.0038367850449237593,8,-0.07351108657114348,0.07871120586986544,-0.07310583478205078,0.07885173623149966
diversity_x_uncertainty_vs_maxmin,8,offset,15,0.0255914479164081,8,-0.0286521715183435,0.07788026965981933,-0.029746750315474718,0.07672650822392145
diversity_x_uncertainty_vs_maxmin,12,macro_mae,15,0.025824731001250444,7,-0.029666247757755775,0.08293119257301232,-0.027142564368053894,0.08502651143956622
diversity_x_uncertainty_vs_maxmin,12,hard,15,-0.0020801201849814637,6,-0.07839072417447107,0.07779246771269735,-0.0759115769572995,0.07993284301786
diversity_x_uncertainty_vs_maxmin,12,offset,15,0.03056067466331327,7,-0.03125352635151012,0.09814490683285948,-0.026056306328091295,0.10497550287198279
diversity_x_uncertainty_vs_maxmin,16,macro_mae,15,0.06757746432663828,8,-0.0011510406825839755,0.14196940654276777,0.0071327486364234065,0.15448139994448437
diversity_x_uncertainty_vs_maxmin,16,hard,15,0.029784699384588536,7,-0.04630827029005818,0.11857165188190474,-0.035294306360665,0.1404119417272217
diversity_x_uncertainty_vs_maxmin,16,offset,15,0.08259043868495856,10,0.00822095873973339,0.16970318725124703,0.01609674094541935,0.1848691483813698
diversity_x_uncertainty_vs_maxmin,20,macro_mae,15,0.10228112711999052,10,0.03131353145773627,0.1807865882813727,0.035071014314839326,0.1856453871033087
diversity_x_uncertainty_vs_maxmin,20,hard,15,0.06072774954406437,8,-0.012430922585973163,0.1495041342256905,-0.005377954557516362,0.1627008040819543
diversity_x_uncertainty_vs_maxmin,20,offset,15,0.12768043943086982,11,0.03236867816955933,0.23226487393791018,0.03490027049092158,0.2343949527249053
diversity_x_uncertainty_vs_maxmin,25,macro_mae,15,0.07935083737949089,9,0.00015036554505297724,0.1633309502015945,0.003801994649252636,0.16697684933233814
diversity_x_uncertainty_vs_maxmin,25,hard,15,0.0463672591343657,9,-0.0329339971967611,0.13337491685447164,-0.02570742893095698,0.14003835234133555
diversity_x_uncertainty_vs_maxmin,25,offset,15,0.11421087722517892,10,0.012801296851580459,0.22409557417501208,0.0159005075026677,0.2286251214121678
diversity_x_uncertainty_vs_maxmin,30,macro_mae,15,0.09356723991604073,9,0.023506364175850593,0.1681063546881883,0.027264836855728298,0.17269423651071727
diversity_x_uncertainty_vs_maxmin,30,hard,15,0.09732696664571919,12,0.028528807923121798,0.17401032361666127,0.03283855681582891,0.18097063783829379
diversity_x_uncertainty_vs_maxmin,30,offset,15,0.12368050860426827,10,0.04655232647426917,0.20993411709826726,0.05212264489765441,0.21888165132606316
offset_uncertainty_vs_maxmin,5,macro_mae,15,-0.33065827709579154,1,-0.46279017674436085,-0.2051686123774096,-0.47345413958551136,-0.21166709093394945
offset_uncertainty_vs_maxmin,5,hard,15,-0.46247954876037284,2,-0.6795654129844734,-0.2653714808842651,-0.6931869410865856,-0.2785704392569097
offset_uncertainty_vs_maxmin,5,offset,15,-0.3513085550792321,1,-0.488199313715359,-0.21255449293959802,-0.4899913614527944,-0.21388833736539814
offset_uncertainty_vs_maxmin,8,macro_mae,15,-0.23320344950729163,1,-0.33066033940185285,-0.14165266231894558,-0.3398143199981105,-0.14823268203095494
offset_uncertainty_vs_maxmin,8,hard,15,-0.3089482728707151,1,-0.4830010554807919,-0.15630726287470903,-0.5291666926852554,-0.18014116108036224
offset_uncertainty_vs_maxmin,8,offset,15,-0.24993470705347245,1,-0.35845332700959626,-0.14864400409336195,-0.3706879497769488,-0.15550877985375786
offset_uncertainty_vs_maxmin,12,macro_mae,15,-0.1418815501340998,3,-0.23601828955654686,-0.06450209953880047,-0.26409859610354314,-0.07546141756225581
offset_uncertainty_vs_maxmin,12,hard,15,-0.2194271965363931,3,-0.36164885549754067,-0.09926126042915827,-0.3888955971766584,-0.11189879236842128
offset_uncertainty_vs_maxmin,12,offset,15,-0.13640610775293152,2,-0.25404228384835476,-0.040223085884313683,-0.29431139945309964,-0.054395710799802696
offset_uncertainty_vs_maxmin,16,macro_mae,15,-0.1025882365995198,4,-0.19808230514959302,-0.02388432137686437,-0.22469069383180346,-0.035456194110465133
offset_uncertainty_vs_maxmin,16,hard,15,-0.17540657458640083,3,-0.2880772702757405,-0.06952609966393732,-0.3006787322040996,-0.08042845285561946
offset_uncertainty_vs_maxmin,16,offset,15,-0.09290829616262461,7,-0.22067954554255778,0.011203651900215838,-0.2767428623941902,-0.004685944034315349
offset_uncertainty_vs_maxmin,20,macro_mae,15,-0.037852768716676845,8,-0.13607208550445263,0.04615554221250363,-0.15414477362431914,0.03814455052577668
offset_uncertainty_vs_maxmin,20,hard,15,-0.09634929008307405,5,-0.20259013341025228,0.004766975972461052,-0.20573796686639023,0.0011393466070629664
offset_uncertainty_vs_maxmin,20,offset,15,-0.022185772703327236,8,-0.1546477795545717,0.08944677825554331,-0.19987471970116352,0.07333382012989197
offset_uncertainty_vs_maxmin,25,macro_mae,15,-0.02541061210961078,7,-0.11430628573233535,0.05925710433938324,-0.12012991118104054,0.056917889820245426
offset_uncertainty_vs_maxmin,25,hard,15,-0.0642510747936002,6,-0.14775747830551478,0.013073712708341118,-0.1517602197102826,0.010082730470082723
offset_uncertainty_vs_maxmin,25,offset,15,0.0038470278103593047,7,-0.11901430864442593,0.11340203286595253,-0.13976150158835673,0.10318014867662974
offset_uncertainty_vs_maxmin,30,macro_mae,15,0.02321154445721677,7,-0.0555407702117782,0.10655272077506084,-0.0548949917759851,0.10670601119538119
offset_uncertainty_vs_maxmin,30,hard,15,0.019687011722710493,8,-0.055408855085858785,0.09855246931219866,-0.054704169851115335,0.09993531935020199
offset_uncertainty_vs_maxmin,30,offset,15,0.052065864120111154,8,-0.05099029442946708,0.15228704096737,-0.05233645289664932,0.15086844536839866
