arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds,macro_curve_spearman
M_SELECTED,0.5015577544391777,0.015701203412830867,0.5528945354548355,0.19172108776606928,0.6646054326718381,0.7237288852186552,0.41206529703468925,0.4791836270271692,0.16781105098982546,0.7075005796138496,0.8422444691632678,90,83,88,86,5,0.41103334235338745
C_DIRECT_ROW,0.5118642012495467,0.03464118649097305,0.5554419990058949,0.18483416764891653,0.6830577188746203,0.7105853400940434,0.43195221633491576,0.5198885045273299,0.16813917026118808,0.7867698843314727,0.796316895315783,90,83,88,86,5,0.3836706826559678
