extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2.97752,-2.68614,-5.60415,2.7374,-0.662272,-1.07728,-1.85826,2.60651,5,s104729_S_b018,18
C1COCCOCCOCCOCCOCCO1,3.2665,-2.18885,-6.00243,2.18727,-1.49384,-0.297627,-2.26791,2.88785,5,s104729_S_b018,18
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-2.62916,-1.59565,-0.762995,-1.05195,-1.08816,2.41002,-1.38257,1.40104,7,s104729_S_b018,18
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-3.30574,-1.99656,-2.22938,-0.67505,-0.871625,-0.959172,-2.11173,0.364586,46,s104729_S_b018,18
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-0.911841,-0.913907,-0.641494,0.953741,1.34272,2.02862,-4.42529,3.03832,6,s104729_S_b018,18
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.222372,-1.41655,0.947848,-0.741398,1.38166,-1.09939,-1.90265,0.879224,2,s104729_S_b018,18
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.68471,-2.3092,-2.72915,0.776789,1.36689,1.66155,-4.73218,4.13496,2,s104729_S_b018,18
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.211322,0.63402,-0.515557,0.834365,0.0312894,0.707196,0.449408,-0.444844,14,s104729_S_b018,18
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.467288,-0.27565,-0.671479,-0.0867787,1.15641,0.876386,-1.10056,-0.67284,6,s104729_S_b018,18
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.13862,-0.148471,-0.843219,0.648405,-0.0162504,1.01147,0.296106,-0.0500177,52,s104729_S_b018,18
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.735722,0.648649,-0.822575,2.16584,0.796967,0.950489,0.781479,-0.562592,2,s104729_S_b018,18
CC(C)CN(CC(C)C)C(=O)C(C)C,1.53942,-2.04148,1.14311,-2.64853,0.748374,-1.57416,-0.68619,2.7758,7,s104729_S_b018,18
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.120008,-0.0131413,-0.584545,0.886921,0.0961484,0.943853,0.437729,-0.066827,60,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-3.42638,-3.25689,-4.35149,1.33333,-0.997422,-0.86715,0.325841,-0.0556735,12,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-2.27799,-3.50663,-2.26035,0.163859,-0.243666,-1.73722,-1.76168,0.426537,22,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-2.24071,-0.717372,0.914409,-0.800916,-1.56269,-0.830105,-2.64003,4.73705,12,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,0.431627,-3.40821,-3.14456,-0.807359,-0.298153,1.00027,-3.2331,-1.9864,24,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-1.27893,-2.67548,-0.811811,-0.772421,-0.0128167,-0.426716,-2.13359,1.29419,4,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-2.18171,-1.10337,0.755706,-1.05197,-1.13229,-1.20156,-2.61834,5.09296,12,s104729_S_b018,18
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-2.58253,-3.03209,-2.36785,0.148403,-0.525694,-0.727323,-1.07,0.281832,24,s104729_S_b018,18
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-1.95575,-2.48298,-2.4162,-0.0800189,0.50949,-1.89871,-2.79042,0.504498,10,s104729_S_b018,18
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.0572436,-2.84239,-3.38069,-0.824522,-0.42139,-0.567635,-1.99048,-1.2042,22,s104729_S_b018,18
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-2.62918,-2.8352,-2.59141,0.310304,-1.11329,-0.9403,-0.995741,0.487644,28,s104729_S_b018,18
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-2.14086,-1.40422,-2.02175,-0.814443,-1.72978,-1.67229,-1.2643,0.841725,30,s104729_S_b018,18
CCCC(=O)N(CC(C)C)CC(C)C,1.18204,-1.01083,0.861249,-2.67814,0.238453,-1.06973,-0.0195619,2.00721,9,s104729_S_b018,18
CCCCC(CC)C(=O)N(CCCC)CCCC,1.07955,-1.36508,1.36761,-3.52008,0.671881,-1.21636,-0.705837,2.0897,61,s104729_S_b018,18
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-0.367295,0.334342,-0.160673,0.696222,-0.52713,0.719905,0.735224,-1.03065,14,s104729_S_b018,18
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.21127,-3.7652,0.846044,-1.71393,-0.419845,2.16592,1.22595,-0.18928,63,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,1.67778,-1.09342,2.02881,-3.2597,1.26641,-0.901,-0.687684,1.84487,90,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.51627,-2.01417,1.55746,-3.19054,1.22563,-0.635932,-0.476868,2.17082,451,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,1.47701,-1.1214,1.23037,-3.4264,0.467808,-1.27886,-0.136887,1.64477,25,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.48744,-1.26221,1.60823,-2.74236,0.676441,-1.63019,-0.371589,1.47426,29,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,1.87559,-1.04073,1.81908,-2.93442,0.304061,-0.835728,0.0444945,1.87854,447,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.96428,-0.670238,1.97134,0.535423,1.03552,0.0534417,-2.38559,1.13607,4,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.706738,-3.3746,0.0758371,-2.22018,-0.308503,2.20885,1.41902,-0.754745,24,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.89047,-0.291989,0.502515,0.618814,-0.116108,0.143086,0.529544,-0.988665,472,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,1.27317,-1.14029,0.677588,-2.90954,0.174794,-1.45983,0.136281,1.18955,27,s104729_S_b018,18
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.327073,1.15701,-0.612354,-1.29263,-0.53248,-1.19955,0.000204325,-0.342391,4,s104729_S_b018,18
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.0378924,-0.389687,-0.195066,-0.49573,1.47513,0.625808,-1.4049,-0.667673,6,s104729_S_b018,18
CCCCCC(=O)N(C(C)CC)C(C)CC,1.0633,-1.22502,1.18892,-2.95784,0.661078,-0.691077,0.206593,1.79301,5,s104729_S_b018,18
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.60505,-1.12155,1.47593,-2.84415,0.383164,-1.00356,0.0555143,1.61124,17,s104729_S_b018,18
CCCCCC(=O)N(CCCC)CCCC,1.35412,-0.906365,1.42515,-2.79305,0.354382,-0.861645,-0.358767,1.65936,2,s104729_S_b018,18
