extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-6.1917,1.20348,0.462888,2.19213,-2.65728,2.16249,-4.1937,-3.48321,-4.872,2.15667,-1.72944,1.39488,3.06245,1.39863,1.46587,-4.65206,5,s104729_S_b012,12
C1COCCOCCOCCOCCOCCO1,-5.64907,1.84637,0.467168,1.02888,-2.15379,2.27208,-3.78493,-2.4295,-4.66802,3.57124,-1.85004,2.72764,3.08368,0.858643,2.26915,-5.13056,5,s104729_S_b012,12
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.125348,0.107174,2.60247,0.830603,-1.44291,0.4023,-0.780895,3.03835,0.813426,3.11726,1.04012,-1.36385,2.02156,-1.96984,0.083074,-1.10189,7,s104729_S_b012,12
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.01965,1.41185,0.0430315,0.540287,-0.313423,1.61746,-1.86267,1.54351,0.300861,1.25386,-0.662908,-1.92173,1.46925,-2.00585,-1.49662,1.57691,46,s104729_S_b012,12
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.04262,3.21782,0.176346,0.122776,-1.71061,-0.975229,-3.69226,0.84829,2.93149,0.0377439,0.507161,-0.961354,0.832471,-0.17376,-0.646884,0.754764,6,s104729_S_b012,12
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.008,1.69589,-0.777017,1.04853,0.94026,0.192402,-0.230925,0.552327,1.65585,0.5664,-0.64688,0.822739,0.532122,1.51217,-1.87125,-0.00981069,2,s104729_S_b012,12
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.44457,5.03781,3.83875,1.35243,-3.34507,-3.66954,-1.90151,-1.75278,4.92795,1.28934,1.71688,-1.13942,-0.669101,-1.40226,0.609572,2.16401,2,s104729_S_b012,12
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.658163,-0.680434,-0.110126,-1.53085,-0.469272,-0.597253,0.786035,0.602285,-0.410176,-0.338574,0.0076201,0.961338,-0.519245,-0.276284,0.459799,-0.639939,14,s104729_S_b012,12
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-2.30819,0.631563,3.18788,-4.50112,1.04828,1.14443,-0.191318,0.000720501,-1.5363,1.53096,-1.59277,2.17171,2.75472,2.06834,-0.686728,-0.375609,6,s104729_S_b012,12
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,1.48366,-0.308621,-0.208365,-1.85099,0.0246719,-0.715413,0.800244,-0.0524173,-0.229835,-0.0693928,0.338685,0.636714,-0.64389,-0.89106,0.615091,-0.0938216,52,s104729_S_b012,12
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1.05354,-0.843145,0.671073,-0.841641,0.75068,-0.315201,-0.316454,-0.115957,-0.913556,-0.720657,0.373231,2.56908,0.410157,-1.0454,1.35869,-0.804599,2,s104729_S_b012,12
CC(C)CN(CC(C)C)C(=O)C(C)C,-0.756325,2.62831,-1.89019,0.721591,3.0862,-2.59155,-0.0772778,-0.647931,2.73637,1.27086,-0.571141,-2.32518,0.847271,1.11117,-0.908681,1.44811,7,s104729_S_b012,12
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1.32308,-0.410183,-0.0465161,-2.04939,0.239132,-0.0685875,0.891422,0.175537,0.0348501,-0.441016,0.405176,0.666628,-0.817104,-0.354534,0.856807,0.0750138,60,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,4.96338,-0.773544,1.18415,0.420278,0.227704,0.358458,-1.34012,-0.544833,-0.43407,0.413382,1.47448,-3.756,0.302447,-3.40793,-0.148525,1.04365,12,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,2.52641,-0.0754095,-0.7274,0.68534,-0.159753,-0.0263762,-2.63599,0.00714505,0.45298,0.930829,-1.10048,-3.29732,1.70463,-1.8448,-1.84539,2.39521,22,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-3.97217,0.745035,1.91899,1.07755,1.35306,-2.68818,-0.854566,0.61247,-0.134906,3.96414,0.912736,-2.94266,-0.133049,-1.51959,-6.04084,1.79812,12,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,1.19081,1.16678,-0.57177,-0.922528,-1.95276,-1.36901,-0.504506,0.134715,-1.69757,-0.957003,2.79606,1.39109,2.52667,1.16371,-1.80862,2.59412,24,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.693078,0.890195,-0.386035,1.14635,0.186379,-0.82049,-2.8078,0.618031,1.70822,1.5242,-0.893693,-0.902979,1.09869,-0.292472,-1.55657,1.51125,4,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-2.29891,0.669576,1.97821,1.78044,1.35615,-2.62343,-1.46301,-0.202751,0.182274,4.22322,0.330689,-3.38261,-0.304465,-2.08785,-6.17022,1.51152,12,s104729_S_b012,12
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,2.38258,-0.131017,0.546188,0.697989,-0.333566,0.32187,-2.25174,0.584199,0.0439194,1.26682,-0.041328,-0.637643,1.77886,-2.03817,-0.924927,1.86268,24,s104729_S_b012,12
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,2.25931,1.01475,-1.0477,0.813396,0.187759,0.116711,-2.85474,0.416737,0.40509,1.5023,-1.96839,0.113747,1.07535,-1.17856,-1.72748,1.56053,10,s104729_S_b012,12
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,1.95219,1.85889,0.553737,2.47071,-1.07432,-1.0318,0.263613,-0.366077,0.284814,-0.304796,-0.927473,1.08844,2.0947,-2.40789,-1.60119,1.95213,22,s104729_S_b012,12
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,2.89482,-0.768798,0.205592,0.573786,-0.621099,0.400612,-1.91335,0.416299,-0.0941925,1.16634,0.194514,-1.68348,1.00927,-2.58169,-0.969879,1.30491,28,s104729_S_b012,12
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,1.80019,0.0951535,-0.288443,0.23283,-0.226394,0.045892,-1.56458,0.92191,0.0670657,1.19244,-0.0274247,-3.22032,0.767156,-2.09442,-1.09876,1.42052,30,s104729_S_b012,12
CCCC(=O)N(CC(C)C)CC(C)C,-0.492038,2.1019,-1.25999,0.566816,2.45958,-2.17757,0.319315,0.0147642,1.79764,0.903556,-0.00384912,-2.29788,0.378531,0.483397,-0.394267,0.634329,9,s104729_S_b012,12
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.79316,2.64038,-1.3615,1.47648,2.85707,-2.09652,0.00258285,-0.455186,2.5283,1.31333,-0.544063,-1.5331,1.75437,1.11637,-1.35139,1.05003,61,s104729_S_b012,12
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.668584,-0.61975,0.834305,-1.09587,0.0508388,0.163225,0.714737,1.31167,-0.878287,-0.61356,1.05327,0.325083,-0.099513,-0.0872658,0.644692,-0.471637,14,s104729_S_b012,12
