extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.4041,-3.79273,-0.0148612,1.27623,1.04031,3.93484,1.06182,-3.65149,-5.38232,-0.425806,4.02923,2.07004,2.54818,-1.89596,2.77078,1.16412,5,s104729_S_b011,11
C1COCCOCCOCCOCCOCCO1,0.9581,-3.4384,0.941346,1.49938,1.58448,3.22616,1.02018,-2.85432,-5.42997,-0.429569,4.9154,1.9743,1.05338,-1.16565,2.9214,0.533915,5,s104729_S_b011,11
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.28508,-0.540144,-0.174169,0.198948,3.08754,-0.174058,-0.450963,-2.62076,-2.02885,-0.639985,-0.560744,2.42433,0.382371,0.21947,0.514926,0.786665,7,s104729_S_b011,11
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.42926,0.039921,-1.65434,-1.97325,0.564604,0.880575,-1.34592,0.66221,-1.52975,-0.890116,-2.83972,1.59928,2.04894,1.09515,0.644092,-0.48786,46,s104729_S_b011,11
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.4296,-0.502752,-0.418498,0.826844,-1.43927,-1.04508,-0.246998,-0.0976477,-1.5869,0.325718,-0.217435,-0.804468,3.27712,-0.275395,0.0153216,-1.43865,6,s104729_S_b011,11
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.47443,1.00394,-1.44528,0.380693,0.244755,0.211881,-1.14785,-0.0853614,-1.07461,0.977826,-1.0021,0.25786,0.627071,-0.462013,-1.48079,-0.910175,2,s104729_S_b011,11
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1.47233,-1.63104,0.13996,0.376001,-1.44228,-1.67459,-2.83997,-3.16348,-1.17,-1.05801,0.961103,0.0238419,7.17347,-1.49869,1.62455,-1.82574,2,s104729_S_b011,11
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.401777,-0.389391,0.710873,0.303028,0.25377,0.147583,1.48063,0.490392,0.710069,-0.0936904,0.206405,0.140189,-0.369201,-0.260862,1.01895,0.10055,14,s104729_S_b011,11
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-2.68341,1.80548,-1.62787,4.6845,0.64827,0.728607,2.9154,0.10014,-0.151524,-0.692179,-0.242542,1.23763,-1.99738,0.406499,-0.879062,0.36387,6,s104729_S_b011,11
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.72694,-0.323766,1.19258,0.239321,0.343023,-0.185859,0.926216,0.358864,0.939408,0.138031,0.127895,0.094993,-0.481867,0.104657,1.23923,-0.574971,52,s104729_S_b011,11
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.0808074,-0.21464,0.132109,0.583448,0.214871,-0.5601,3.31739,1.13956,1.08753,-0.941545,0.338313,0.370738,-0.430871,0.468679,1.1369,-0.42242,2,s104729_S_b011,11
CC(C)CN(CC(C)C)C(=O)C(C)C,0.869116,-1.76666,-1.3603,2.17394,1.93867,0.0385017,-2.9404,-0.970207,-1.25021,1.77392,-0.767713,0.889306,-0.201543,-0.775344,-0.746716,-2.49688,7,s104729_S_b011,11
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.539058,0.0457895,0.97207,0.0608434,-0.0495634,-0.346192,0.687482,0.767552,0.398851,-0.30096,0.446444,0.190809,-0.723456,0.453737,1.00624,-0.482986,60,s104729_S_b011,11
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-1.56935,-1.2279,-0.00123733,-2.08047,1.42956,0.419916,-0.203592,0.558531,-0.0835621,-1.39129,-1.61525,1.71611,3.11424,1.24611,1.94507,2.09476,12,s104729_S_b011,11
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.489826,-1.57446,-0.51887,-1.7687,1.29058,1.60707,-0.311355,0.695131,-1.00029,-0.688591,-3.47449,0.478888,3.60434,0.34353,0.0366401,0.304623,22,s104729_S_b011,11
