extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-1.19239,1.07657,-2.22325,-0.477758,2.10557,0.0667061,-4.27032,1.26352,-3.84309,1.24309,1.42476,6.3812,-1.3308,-1.15653,-1.69758,-4.30017,5,s104729_S_b020,20
C1COCCOCCOCCOCCOCCO1,-1.12718,1.11104,-1.79965,-0.790926,2.28587,0.867698,-5.28411,1.10119,-3.16054,0.418429,1.49407,5.7854,-0.486406,-0.965522,-1.42393,-4.17121,5,s104729_S_b020,20
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-1.49251,0.875899,0.723604,-0.7607,-1.49412,1.73093,-2.9495,-0.133119,1.01717,-2.10529,0.559314,1.37736,0.240392,2.41012,-0.0484214,1.81067,7,s104729_S_b020,20
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-3.78246,0.380807,-0.588519,-1.00618,-2.96398,1.68008,1.45127,0.60338,-0.190283,-0.783284,0.18029,0.857401,-1.45135,3.51986,-0.427652,-0.257609,46,s104729_S_b020,20
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.96973,-0.333755,-1.20822,-1.11599,0.72573,3.37405,-1.19106,1.90087,-3.69513,-0.0220577,1.18498,2.57758,1.89466,0.195721,-1.96248,-0.164861,6,s104729_S_b020,20
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-2.12771,0.285107,-1.02919,-0.909581,0.473097,0.85438,-0.133449,1.59733,-0.334058,0.0769352,-0.703389,0.658822,0.3031,0.0697658,-1.28664,-1.27173,2,s104729_S_b020,20
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.97364,-0.0988763,1.28773,-0.00568709,1.70653,5.24061,-2.19394,3.17258,-0.260393,0.0989258,2.38508,0.960867,0.250321,-0.37273,-2.00236,-0.920734,2,s104729_S_b020,20
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.602839,-0.259663,0.44029,1.0516,0.119633,-1.48915,-0.706857,0.000212714,-0.0641483,0.701786,0.679393,0.332298,0.568225,0.399267,-0.0455575,0.459389,14,s104729_S_b020,20
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2.07021,-1.13364,1.18348,-0.0904372,-0.660365,2.94143,-1.32264,7.18427,4.07454,1.13765,0.782339,4.3411,0.414314,-0.016432,0.708679,-0.930407,6,s104729_S_b020,20
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.306068,-0.640481,0.663859,0.909762,0.187209,-1.49687,0.380596,0.31316,-0.00325305,1.09681,0.266614,0.279523,0.34476,0.578326,0.131565,0.831407,52,s104729_S_b020,20
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1.81589,-0.101682,-0.263985,1.05251,-0.658722,-1.69582,-0.207516,0.250252,-0.191734,0.555371,0.430602,1.58165,-0.0513417,0.107489,1.13493,0.212979,2,s104729_S_b020,20
CC(C)CN(CC(C)C)C(=O)C(C)C,-2.5252,0.396477,-0.435293,-1.90955,1.19276,1.87507,0.904292,1.863,-1.45825,-0.40825,-1.35882,-2.98982,-0.742212,-0.32404,-1.74823,1.25401,7,s104729_S_b020,20
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.22904,-1.34283,0.59425,0.901524,-0.150552,-1.02356,0.140977,0.239182,-0.000701398,1.44345,0.630864,0.712557,0.513152,0.188091,-0.224546,0.831028,60,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-2.03389,0.427607,1.74422,1.12327,-2.37901,0.388652,1.20108,0.879387,2.09009,1.34775,0.435653,1.09808,-3.39687,4.14945,0.396955,1.77521,12,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-3.1379,0.573211,0.652615,-0.516663,-1.04118,1.47898,1.15723,1.58507,0.603153,-0.483721,-0.329086,-0.0352775,-3.88325,2.73212,-0.768611,-1.14572,22,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-0.171771,-0.911205,1.97096,-1.30329,4.03568,4.84963,-1.66754,1.5954,-4.32441,-3.61784,-0.751681,1.76185,-2.07388,3.63058,1.15543,0.779937,12,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-0.629221,2.2607,-1.19748,1.41767,-0.382226,0.55624,-1.27733,1.21677,-0.121006,-1.77406,1.48429,0.518452,-2.61978,3.88331,0.0538128,-3.18358,24,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-2.40792,0.470782,0.34125,-1.42829,0.0536991,1.51819,-0.761981,1.15224,0.531217,-1.38957,-0.813401,0.462483,-2.09537,1.16473,-0.881964,-0.920211,4,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-0.562802,0.221035,3.10904,-1.40804,4.16111,4.8229,-1.66351,1.73353,-3.91312,-2.96911,-0.800779,1.18461,-2.21455,5.4047,0.798942,0.303517,12,s104729_S_b020,20
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-2.77235,0.141656,0.489752,-0.140856,-1.87507,0.879986,0.164002,1.35579,1.10597,-0.545894,-0.238296,1.05926,-4.27405,3.14692,-0.485797,-0.487806,24,s104729_S_b020,20
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-2.64902,0.550783,-0.440009,-0.959677,-0.527675,0.81853,-0.274891,1.95555,0.343558,-2.00471,-0.769806,1.2497,-3.61869,2.47707,-0.992755,-2.27219,10,s104729_S_b020,20
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.312056,2.32922,-1.12334,-1.03443,-0.728547,1.36043,0.0729845,1.8886,0.503693,0.741456,1.45988,1.24973,-3.73359,1.41325,0.163215,-2.24722,22,s104729_S_b020,20
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-2.12741,-0.120874,1.25344,0.1144,-1.35097,0.751512,0.597472,0.89614,1.48327,-0.802885,-0.0835887,0.990752,-3.13804,3.56431,0.00106041,0.0392581,28,s104729_S_b020,20
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-2.78319,-0.732874,0.91939,-0.482195,-1.07047,0.976412,-0.346377,0.539861,0.902605,-0.3752,-0.377065,0.0242121,-2.62246,3.3201,0.169367,-0.649248,30,s104729_S_b020,20
CCCC(=O)N(CC(C)C)CC(C)C,-2.05544,-0.530043,-0.490064,-1.53715,0.62428,1.3855,0.125049,1.20531,-0.901251,0.38209,-1.13271,-2.83919,-0.473583,0.0461732,-1.2497,1.41646,9,s104729_S_b020,20
CCCCC(CC)C(=O)N(CCCC)CCCC,-2.39943,0.220107,-1.63504,-2.31188,0.815824,2.23254,0.354535,1.24769,-0.882626,-0.996446,-1.61867,-2.81111,-0.6167,-0.220536,-0.923129,1.41159,61,s104729_S_b020,20
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.690083,-1.15797,-0.0824385,1.33985,-0.336894,-0.605777,-0.531771,-0.538065,0.207483,0.304536,0.862978,0.790688,0.343322,-0.124639,0.259226,1.10219,14,s104729_S_b020,20
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.15885,2.7958,-2.00813,2.24693,-1.66863,1.04869,-1.15307,-0.780402,-1.79492,-2.51383,-0.846275,0.13444,1.06518,0.979874,-1.57643,4.98849,63,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-2.54917,0.714788,-2.96373,-1.19966,0.699014,1.52092,-0.682458,1.43449,-1.77688,-2.07846,-1.51662,-2.32941,-1.06679,-1.03862,-1.85754,0.879323,90,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-2.10477,1.35773,-1.52977,-1.03029,1.2154,1.56238,-0.487729,1.87824,-1.52366,-1.70649,-1.31929,-2.541,-0.735782,-1.14627,-1.83495,1.8156,451,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-2.04201,0.0474837,-1.42408,-0.95431,0.469094,1.30905,-0.636414,1.11774,-0.542133,-1.48648,-1.24611,-2.43826,-1.38309,-0.329314,-0.581082,0.830612,25,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-2.34697,0.536969,-1.63268,-0.982863,0.672759,1.51021,1.01921,1.09872,-1.10529,-1.4142,-1.01897,-1.98337,-0.343891,-0.470265,-1.51427,0.573671,29,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-2.0199,0.0999339,-1.3056,-1.10208,0.946585,1.5446,-0.927686,1.0053,-0.77303,-0.791434,-1.23554,-2.51018,-0.669987,-0.813421,-1.27761,1.20585,447,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-3.53305,-0.906297,-2.08258,-0.759439,1.40649,0.751583,0.823413,0.212679,-3.36362,-1.94546,-1.39492,1.2794,0.472319,-0.539753,-1.7318,-0.197321,4,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.86489,3.51226,-1.15657,2.14976,-1.75005,1.43375,-2.55634,-0.526996,-1.46363,-3.52161,-1.48171,-0.0103821,1.31501,2.0778,-1.68657,4.69457,24,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.0182598,-0.448507,-1.21256,1.54361,-0.22046,-0.619837,0.482212,-0.701832,-0.379921,-0.937838,-0.0875247,-0.200339,0.270399,-0.703783,0.39763,0.593016,520,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-1.6015,0.538151,-1.01964,-0.475986,0.286964,1.00194,0.0363998,1.21811,-0.288379,-1.183,-0.754994,-2.12296,-0.518934,-0.266293,-1.2055,1.69591,27,s104729_S_b020,20
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2.59933,-2.05565,0.762793,0.993445,0.201957,0.826348,0.80171,1.06989,-2.02015,-1.62921,-0.210645,-1.32091,1.84874,0.842659,0.0310021,0.576564,4,s104729_S_b020,20
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.65048,-0.634005,0.478363,-0.32534,-0.662591,3.45334,-1.89463,7.18603,3.66165,0.594347,0.502726,4.0531,0.0703881,-0.505031,0.429628,-1.30329,6,s104729_S_b020,20
CCCCCC(=O)N(C(C)CC)C(C)CC,-1.51874,-0.0360699,-0.778502,-0.878276,0.609741,1.21237,0.277753,1.26543,-0.592038,-0.636343,-0.894258,-2.12507,-0.522748,-0.637332,-1.42314,2.01993,5,s104729_S_b020,20
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.06744,0.0477756,-1.10186,-0.976234,1.08586,1.3269,0.0554261,0.938267,-0.773009,-0.758651,-1.09148,-2.49718,-0.559224,-0.515415,-1.34298,0.845115,17,s104729_S_b020,20
CCCCCC(=O)N(CCCC)CCCC,-1.5964,0.0983463,-1.05369,-1.84247,1.11886,1.5005,-0.398125,0.944269,-0.431913,-0.640659,-1.26518,-2.29141,-0.604338,-0.485503,-0.96533,0.99422,2,s104729_S_b020,20
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1.84057,-0.16498,-1.33098,-0.373507,-1.03657,-0.538468,0.409241,-0.972415,0.273871,-0.778573,-0.27054,1.09786,0.0476348,0.242812,1.73361,-0.345366,2,s104729_S_b020,20
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-2.18429,0.188784,-1.21503,-1.49089,0.99047,1.49273,-0.451881,1.62572,-1.29871,-0.489145,-1.16418,-2.70673,-0.555821,-0.588725,-1.68707,1.3235,14,s104729_S_b020,20
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.98353,-0.747268,0.160336,1.11878,-0.543118,-0.483789,-0.336384,-1.12716,0.539776,0.403753,0.922374,0.679893,0.975312,0.0986576,0.432623,1.17752,119,s104729_S_b020,20
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.62641,-0.405553,-0.183635,1.03281,-0.00476735,-0.941075,-0.169975,-0.878857,0.0647311,0.0549051,0.608617,-0.123379,0.40018,0.144383,0.379287,-0.308474,14,s104729_S_b020,20
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.6779,0.380313,-0.685953,-1.83876,0.639372,1.39964,-0.382865,0.776374,-0.585887,-0.370488,-1.09762,-3.02797,-0.390083,-0.194635,-0.617211,0.129212,446,s104729_S_b020,20
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2.82093,-2.32952,0.994242,1.16295,-0.19036,0.742403,1.13061,0.880787,-1.91441,-1.65887,-0.152468,-1.3446,2.14026,1.20353,0.0169706,0.868484,77,s104729_S_b020,20
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-0.816983,0.444314,1.97087,-2.26082,4.01953,3.14513,-1.98583,1.25675,-2.60036,-4.46498,-1.63187,2.11113,-0.137631,5.21154,0.385921,0.171126,6,s104729_S_b020,20
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-0.38407,0.942534,0.984035,-1.48856,3.64017,3.72187,-2.48388,1.86562,-2.89312,-4.82114,-1.01638,2.88756,-0.607304,3.6702,-0.240256,0.572058,6,s104729_S_b020,20
