g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),0.767294,1.29465,0.399906,0.306609,-0.556016,0.10518,0.999545,-0.756456,0.334511,-0.584467,-0.639196,0.463124,-0.342716,-0.98312,-1.45667,0.558269,1733,s104729_S_b015,15
Am(VI),1.36963,1.44271,0.21049,0.657937,-3.08928,1.87405,-0.197615,0.554177,-1.26049,0.138041,-0.66174,-1.18565,-2.41142,0.111951,1.12035,0.592213,27,s104729_S_b015,15
Ba(II),-0.518687,0.59317,4.87011,-2.51686,0.0761487,2.2802,3.23057,-3.35231,-0.0505727,2.76041,-4.05129,-3.48714,1.78571,-4.84944,0.440093,4.4332,25,s104729_S_b015,15
Bi(III),-0.371615,-2.42885,-0.171889,-2.11488,1.87085,4.48965,0.125791,-0.00309062,2.86853,0.948511,1.35848,-0.999649,1.88804,-2.75941,0.879985,-0.519187,17,s104729_S_b015,15
Ca(II),-0.957153,0.298474,0.607856,-0.792651,0.736274,1.96434,1.10065,-0.0714389,0.950679,0.0772465,-1.0091,-1.2764,1.79756,-3.60474,1.67105,-0.297766,22,s104729_S_b015,15
Cd(II),1.23764,-2.25874,-1.64813,-0.59054,0.260965,0.337417,1.83136,-2.84716,4.30367,3.6558,-7.91786,-4.40892,1.70862,0.285773,2.98939,1.85122,4,s104729_S_b015,15
Ce(III),1.54346,-2.1279,1.08026,-1.58106,1.30976,0.763136,0.29297,-1.4694,-1.51819,1.50676,-0.450682,-0.756325,-0.887414,-0.7768,0.446655,0.870296,272,s104729_S_b015,15
Cf(III),-0.444632,0.384929,-0.689688,1.01683,-0.391055,-0.514467,0.927202,0.35317,0.577846,-0.292796,-0.435418,1.118,-1.09844,-0.362709,-2.06043,1.56461,9,s104729_S_b015,15
Cm(III),0.189516,0.911094,-0.228794,0.201213,-1.32773,-0.760013,1.15405,-0.0800008,0.363078,0.0275932,-0.067257,0.283891,-0.652008,-0.385098,-1.55015,1.87184,135,s104729_S_b015,15
Dy(III),-0.390694,-0.212309,-0.498969,-0.288325,1.59983,-0.241029,0.0526909,0.0212309,0.0238287,0.199462,0.0705003,0.741488,1.23754,0.269226,0.058493,-0.561199,377,s104729_S_b015,15
Er(III),-0.0703152,-0.00450501,-1.17484,-0.0588486,1.68327,-0.569381,-0.080932,0.385764,0.0881197,0.223048,0.419465,1.08974,1.14299,0.11527,0.0192979,-0.37247,300,s104729_S_b015,15
Eu(III),0.0155376,-0.413429,0.974971,-0.451058,1.72455,-0.039806,0.228632,0.157424,0.288874,1.13921,-0.197461,0.61786,-0.191494,-0.863881,-0.234972,-0.973624,1692,s104729_S_b015,15
Gd(III),-0.511907,-0.792213,0.340897,-0.626129,1.4476,-0.558539,-0.0981994,-0.716251,-0.207361,0.650194,0.0959706,0.271029,0.499171,0.381802,-0.0644087,-0.14903,375,s104729_S_b015,15
