extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-2.58201,-4.56221,1.60545,-0.96232,-1.26849,0.12794,-3.83732,-0.541581,5,s104729_S_b017,17
C1COCCOCCOCCOCCOCCO1,-2.59571,-4.19319,1.81831,-1.1406,-1.45263,-0.952513,-3.53908,-0.236237,5,s104729_S_b017,17
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.671052,-0.328072,0.50474,1.9036,2.20691,-0.804121,-4.18647,0.981342,7,s104729_S_b017,17
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.22187,0.60828,1.78203,-0.163996,1.75854,0.985438,-2.11098,-0.689367,46,s104729_S_b017,17
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.70096,1.13547,1.12359,3.98744,-2.05665,3.58815,-2.52848,-0.998741,6,s104729_S_b017,17
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.813636,-0.427113,1.04175,1.83818,-0.338658,0.733103,-0.862105,-1.36811,2,s104729_S_b017,17
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.0876283,0.191991,2.26564,2.74117,-1.75752,3.19301,-2.95322,0.553241,2,s104729_S_b017,17
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.215617,0.474547,-1.53826,-0.423701,0.331375,-0.555392,0.893208,0.318152,14,s104729_S_b017,17
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.38675,2.40575,0.336928,3.21491,-0.606914,-1.15997,0.226642,2.80652,6,s104729_S_b017,17
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.212289,-0.166528,-1.2909,-0.641986,0.445579,-0.509266,0.691141,0.161792,52,s104729_S_b017,17
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.155175,1.26291,-2.20165,0.0569028,-1.16086,-0.307805,0.526681,0.145885,2,s104729_S_b017,17
CC(C)CN(CC(C)C)C(=O)C(C)C,-2.40057,-3.28308,2.07932,1.50886,0.553947,1.14212,-2.07389,-1.36055,7,s104729_S_b017,17
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.155517,0.434286,-1.13809,-0.627341,0.276052,-0.426796,1.13958,0.594416,60,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,2.83711,-1.18746,0.425671,-2.78409,2.01282,-2.51746,-1.10539,-0.337411,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,1.47362,-1.34881,2.15416,-1.69987,-0.15562,-1.16159,-1.6774,-1.63847,22,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-1.0799,-0.528769,2.51879,-4.27763,0.79455,3.97456,-6.58236,-0.261676,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,3.10003,-1.25528,2.01535,-1.99345,-2.72049,-0.498942,-3.1968,-2.12949,24,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.506024,-0.984974,2.4991,-0.00497216,-0.22549,-0.00574398,-1.69819,-1.06818,4,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-1.59148,-1.1437,2.95008,-4.14768,0.418125,3.9977,-6.90719,-0.429197,12,s104729_S_b017,17
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,1.86504,-0.516971,1.65837,-1.32014,0.561793,-1.35123,-1.37499,-0.579805,24,s104729_S_b017,17
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.643834,-0.943218,2.34135,-0.546346,-0.454565,-0.570628,-1.77831,-1.61819,10,s104729_S_b017,17
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,1.13348,-1.68989,1.40506,-1.78874,-1.13543,-0.558168,-0.660926,-1.0691,22,s104729_S_b017,17
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,1.83971,-0.713952,1.69059,-1.95004,1.22655,-1.72507,-1.11756,-0.510855,28,s104729_S_b017,17
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.801905,-0.801177,2.36187,-1.83544,2.07037,-0.096285,-0.666433,-0.641232,30,s104729_S_b017,17
CCCC(=O)N(CC(C)C)CC(C)C,-1.73823,-2.55558,1.37974,1.16836,0.676419,0.308665,-1.2439,-0.974961,9,s104729_S_b017,17
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.48478,-2.4591,2.33134,2.09821,0.391092,1.40957,-2.13285,-1.23831,61,s104729_S_b017,17
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1.00303,0.859525,-0.469001,0.148519,0.513499,-0.829105,0.948593,0.97428,14,s104729_S_b017,17
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.769462,0.994428,0.67703,2.70681,-0.646768,-0.968724,-3.15135,2.25777,63,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.85147,-2.28741,2.12809,2.70788,-0.747541,0.819662,-1.73924,-2.54419,90,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-2.29712,-3.11082,1.71531,2.11209,-0.68727,-0.166635,-2.45707,-1.55586,451,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-1.55097,-2.4539,2.2258,1.79762,0.352206,-0.152888,-1.78269,-1.69118,25,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.3581,-2.52335,2.16293,2.4858,-0.173698,0.577041,-1.46881,-1.69789,29,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.4653,-2.30681,2.41232,2.24772,0.279608,0.442778,-1.33015,-0.751158,447,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.137947,0.0804866,2.58714,3.28574,-1.96446,1.64651,-0.745848,-0.852909,4,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.29379,0.587192,0.676062,2.63551,-1.52072,-1.45644,-3.52548,1.60113,24,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.830326,0.91153,0.509244,1.21263,-0.363178,-0.60537,0.874695,0.541154,520,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.922918,-2.28076,1.99842,1.48295,0.291566,-0.915891,-1.33658,-1.73066,27,s104729_S_b017,17
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.196627,3.32022,0.620027,-0.828325,0.891683,1.84785,-0.755525,-1.6807,4,s104729_S_b017,17
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.54507,2.27638,0.948955,3.61275,-1.4983,-0.946908,0.41607,2.34704,6,s104729_S_b017,17
CCCCCC(=O)N(C(C)CC)C(C)CC,-1.37458,-2.50706,1.30934,1.77396,0.178295,-0.183256,-1.7384,-0.888194,5,s104729_S_b017,17
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.51116,-2.58842,2.28214,1.90233,0.369627,0.117307,-1.51861,-1.42322,17,s104729_S_b017,17
CCCCCC(=O)N(CCCC)CCCC,-1.34858,-2.36598,1.631,1.43869,0.350772,0.873836,-1.46594,-1.21349,2,s104729_S_b017,17
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1.20791,1.87136,-1.49422,0.676228,-0.854539,0.235047,-0.0893175,0.154402,2,s104729_S_b017,17
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-2.12818,-2.85102,1.71869,1.59037,0.36961,0.813065,-1.78938,-1.43504,14,s104729_S_b017,17
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1.1043,0.46675,-0.767749,-0.339066,0.548266,-0.637399,0.728136,0.753057,119,s104729_S_b017,17
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.833034,1.08778,-0.450476,0.178748,0.303911,-0.145247,1.08077,0.242562,14,s104729_S_b017,17
