extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.189002,1.01846,0.780859,0.696727,3.64705,1.52662,3.6647,3.11818,5.13614,0.193182,0.572913,1.19117,0.369741,4.52867,0.619799,-1.54672,5,s104729_S_b001,1
C1COCCOCCOCCOCCOCCO1,-0.0527134,1.16471,1.10497,-0.0987787,4.18794,1.19343,3.526,2.56578,4.97839,0.678275,0.0317495,0.736607,0.721954,4.38744,0.805746,-1.52718,5,s104729_S_b001,1
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.53145,1.44525,1.39197,-0.412266,-0.365754,3.19121,0.508004,-0.86603,-0.104647,-0.825868,0.723498,-1.53678,0.726438,2.75023,-0.347895,-0.89124,7,s104729_S_b001,1
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.28756,-0.426015,0.425793,1.14287,-1.0015,1.03671,4.24606,-0.957681,-0.179162,-0.953954,1.81175,0.760421,-0.522047,0.447729,-1.3503,0.201413,46,s104729_S_b001,1
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.43583,0.879842,1.57309,1.91679,-1.20562,1.49082,0.556603,-0.899382,-1.3285,-1.19669,-2.5999,0.917016,0.356154,-0.809452,-1.90053,2.56638,6,s104729_S_b001,1
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.51647,0.722445,1.42417,0.711659,0.578511,-0.0802708,0.27816,0.6424,-0.237505,-1.44997,-0.486007,0.80043,-0.917661,-0.216283,-1.3557,1.43488,2,s104729_S_b001,1
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.392133,1.58236,1.73353,1.30614,-3.56963,3.55311,-0.75892,-0.0490966,-1.17512,-3.85129,-4.58297,1.605,-0.572638,-0.715038,-0.944427,0.586715,2,s104729_S_b001,1
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.320734,1.26864,-0.610535,-0.668903,0.114753,-0.213599,-1.00828,0.738349,0.182313,0.980183,0.937746,-0.640293,-0.053572,-0.281804,0.115688,-0.603945,14,s104729_S_b001,1
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.89106,3.71287,-0.106916,0.0633293,1.43646,-0.278183,0.795514,-1.19124,0.485325,-0.126221,-2.15316,-5.69423,0.714385,0.298555,1.28182,-2.00981,6,s104729_S_b001,1
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.302087,0.990132,-0.560108,-0.922529,0.0689154,-0.687843,-0.345079,0.694839,0.397502,1.30698,1.11487,0.0379512,-0.542271,-0.597872,0.327772,-0.705789,52,s104729_S_b001,1
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.900633,1.33154,-0.256428,-0.643309,0.500938,-0.473992,-0.484653,-0.520685,-0.931652,1.80242,1.80925,-0.927605,-1.00313,-1.00409,-1.12182,-0.575395,2,s104729_S_b001,1
CC(C)CN(CC(C)C)C(=O)C(C)C,1.67102,-0.748418,1.77344,0.614659,1.61124,1.66105,2.24115,3.31708,1.39833,-0.9341,-0.807816,1.21797,-0.787581,0.594449,0.259605,0.21268,7,s104729_S_b001,1
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.583654,1.10335,-0.0619093,-1.05901,0.0323642,-1.10454,-0.527836,0.954311,0.0682961,1.61041,1.26201,0.069788,-0.200616,-0.888985,-0.0583904,-0.789922,50,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.00486517,0.296625,-2.11903,0.291585,-2.29626,1.68793,4.30253,-2.18181,-0.645266,-0.136927,2.60018,1.42306,-0.713424,1.7899,0.395375,-2.52804,12,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.424914,-0.197415,-0.696428,1.20225,-1.54005,-0.0139399,3.60613,-1.1787,0.685204,-2.49205,-0.102232,1.84653,-1.22341,1.24193,-0.693535,-0.294631,22,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,1.48006,0.809795,-0.252492,0.174593,2.39922,2.58806,2.10876,-0.649424,-0.9004,-5.75938,0.749164,-1.85716,0.716989,4.57155,0.689186,-1.7199,12,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,0.0914929,-1.34672,-1.01695,-0.655886,0.780136,-1.03198,1.25667,-3.67275,0.32559,0.50575,-0.514654,0.488213,-2.76323,2.66684,0.542299,1.81774,24,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.805815,0.683572,0.739035,0.516817,-0.824122,0.433295,1.50626,-0.529497,1.25394,-2.56609,-0.934111,1.04756,-0.887972,1.61236,-1.14929,0.148538,4,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,1.69084,0.260991,-1.1928,0.661021,2.52967,1.86035,2.34253,-0.395595,-0.441629,-5.91569,0.330823,-1.24065,0.463219,4.35575,0.569084,-1.23621,12,s104729_S_b001,1
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.280493,0.272303,-0.540914,0.792227,-1.48537,1.00514,3.20111,-1.21636,0.300087,-1.53458,0.857632,1.60308,-0.786596,2.2054,-1.54374,-0.686476,24,s104729_S_b001,1
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.695818,-0.1868,0.282086,1.05683,-0.753219,0.867953,3.60484,-0.244565,1.2955,-1.76436,-0.566749,1.74769,-1.22051,2.08121,-0.673866,0.431147,10,s104729_S_b001,1
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.106668,-0.275886,-1.67713,2.38729,-0.634602,1.2238,1.36675,-2.09981,0.860355,-0.775101,-0.0634533,3.8486,-1.7495,2.80341,-1.4833,-0.330362,22,s104729_S_b001,1
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-0.0735438,-0.332756,-1.53407,0.515018,-1.92615,1.36676,3.80861,-1.43065,0.124926,-1.55367,0.723041,1.07032,-0.576764,1.29596,0.0263211,-1.20934,28,s104729_S_b001,1
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.378596,-0.694157,-0.856668,0.733537,-1.52298,1.54972,4.50422,-0.425102,0.184301,-1.73672,0.669215,0.876294,-0.54711,1.0479,0.516142,-0.947896,30,s104729_S_b001,1
CCCC(=O)N(CC(C)C)CC(C)C,1.48157,-0.539963,0.713875,0.164549,1.31878,1.19694,2.26702,2.44377,0.825827,-0.419892,-0.365767,0.664452,-0.821241,0.544786,0.574199,0.119965,9,s104729_S_b001,1
CCCCC(CC)C(=O)N(CCCC)CCCC,2.13746,-0.761179,1.60542,0.444864,1.49792,1.91554,2.2835,2.05077,1.18861,-1.33683,-1.27778,0.667833,-1.14807,0.786996,0.303705,1.12124,61,s104729_S_b001,1
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-0.832262,0.887958,-0.0215234,-1.20326,-0.0617986,-0.56527,-0.132197,-0.157249,-0.460567,1.10108,0.689255,-0.741505,0.317073,-0.0336036,0.114546,-0.461396,14,s104729_S_b001,1
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.752653,3.88337,4.22779,0.415213,1.88954,5.36663,2.26302,-1.91085,0.855265,0.614245,-1.35747,0.00412309,0.0453406,1.23213,-0.0661147,0.183946,63,s104729_S_b001,1
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,1.78391,-1.05483,1.40496,0.647983,2.29158,1.49733,3.45068,2.30499,1.04406,-0.829129,-1.06963,1.21719,-2.08247,0.526302,-0.122386,1.65505,90,s104729_S_b001,1
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.76807,-0.342984,1.43599,0.480374,2.43271,2.10445,2.02113,2.2712,1.9361,-0.877527,-1.30816,0.890934,-1.50329,1.95914,0.146542,1.10654,451,s104729_S_b001,1
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,1.29399,-0.899656,0.701322,0.683858,1.55257,1.42521,2.89369,1.78702,1.32373,-0.922034,-1.34173,0.868628,-1.18433,0.439786,0.255518,0.936238,25,s104729_S_b001,1
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.45593,-1.11385,1.72416,0.483448,2.05762,0.844743,2.22131,2.02467,0.90845,-0.637782,-1.00634,0.70514,-1.14499,0.689388,-0.560008,1.19122,29,s104729_S_b001,1
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,1.08769,-0.834482,1.41808,0.461179,1.51049,1.62836,2.32698,1.86077,0.905406,-1.02042,-1.3804,0.5883,-1.1995,1.35061,0.288717,0.655658,447,s104729_S_b001,1
