extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-1.52419,-1.35334,1.96256,1.37422,5,s104729_S_b025,25
C1COCCOCCOCCOCCOCCO1,-1.42238,-1.33273,2.064,0.849673,5,s104729_S_b025,25
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.37636,-1.99111,2.5127,0.30936,7,s104729_S_b025,25
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.687327,0.166986,-0.260539,1.90819,46,s104729_S_b025,25
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.24019,0.923232,1.52742,0.908987,6,s104729_S_b025,25
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.42626,-1.51338,0.847537,1.1245,2,s104729_S_b025,25
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-2.06782,0.888403,2.61552,2.65251,2,s104729_S_b025,25
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.490856,0.58386,-0.283114,-1.54761,14,s104729_S_b025,25
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.0654804,-2.46987,0.872987,-3.6463,6,s104729_S_b025,25
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.419762,0.707388,-0.496695,-1.11328,52,s104729_S_b025,25
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.171626,0.872699,-0.055692,-2.15021,2,s104729_S_b025,25
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.43359,-2.21645,2.12135,3.68693,7,s104729_S_b025,25
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.378679,0.665116,-0.610242,-1.18496,60,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,2.91015,1.39523,0.206074,2.20138,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.221832,0.381755,0.896601,2.10492,22,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,0.0506789,0.890697,3.60845,3.08339,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-0.0563631,-0.445069,0.31348,0.705349,24,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-0.256197,-0.878083,1.36828,1.58697,4,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-0.402419,0.640461,3.83414,3.89956,12,s104729_S_b025,25
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,1.05221,0.529475,1.18316,1.97005,24,s104729_S_b025,25
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.119561,-0.299189,1.35211,1.49173,10,s104729_S_b025,25
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.0473829,0.296018,1.48438,1.65337,22,s104729_S_b025,25
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,1.32624,0.803647,0.215207,1.99471,28,s104729_S_b025,25
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.863087,0.127819,-0.459334,2.56971,30,s104729_S_b025,25
CCCC(=O)N(CC(C)C)CC(C)C,-0.561771,-1.57421,0.916831,3.17301,9,s104729_S_b025,25
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.36318,-2.10444,1.86833,3.36393,61,s104729_S_b025,25
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.657144,0.954489,-0.364421,-1.34629,14,s104729_S_b025,25
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.17548,0.236647,3.9327,0.116014,63,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.79983,-2.55712,2.10767,2.8398,90,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-1.6989,-2.76931,2.82699,2.25863,451,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-0.75178,-2.30882,2.42367,2.47271,25,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.90223,-2.07276,2.0887,2.07053,29,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.01903,-2.04078,1.72572,2.68071,447,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.81698,0.902651,1.91563,0.648054,4,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.387814,1.19781,3.4051,0.534597,24,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.499671,0.617016,0.713517,-1.58929,520,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-0.410081,-1.45256,2.06228,1.93344,27,s104729_S_b025,25
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.301412,-0.131648,-0.865792,0.0533418,4,s104729_S_b025,25
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.895795,-3.35456,0.251711,-3.48922,6,s104729_S_b025,25
CCCCCC(=O)N(C(C)CC)C(C)CC,-0.625985,-1.91199,1.57185,2.33365,5,s104729_S_b025,25
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.28643,-1.81511,1.90505,2.4641,17,s104729_S_b025,25
CCCCCC(=O)N(CCCC)CCCC,-0.868626,-1.61795,1.21278,2.64215,2,s104729_S_b025,25
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-0.402891,0.838325,-0.308931,-1.58131,2,s104729_S_b025,25
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-1.18856,-2.11589,2.13329,3.10369,14,s104729_S_b025,25
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.843876,1.26293,-0.574793,-1.36276,134,s104729_S_b025,25
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.190344,0.659093,-0.903181,-1.28498,14,s104729_S_b025,25
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-0.815874,-1.66172,0.969861,3.30402,446,s104729_S_b025,25
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.501859,0.168151,-1.18958,0.0600708,77,s104729_S_b025,25
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-0.864244,0.990467,3.93669,2.02383,6,s104729_S_b025,25
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-1.10607,1.20283,3.18943,2.20882,6,s104729_S_b025,25
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-1.09005,0.934089,3.02215,2.08457,6,s104729_S_b025,25
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.915195,0.613322,-0.881139,-1.47385,14,s104729_S_b025,25
CCCCCCCCCC(=O)N(C)C,0.0419773,-1.38721,0.330654,2.22264,5,s104729_S_b025,25
CCCCCCCCCC(=O)N(CC)CC,-0.158599,-1.58751,0.731806,2.24066,5,s104729_S_b025,25
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-0.855991,-1.87838,1.14522,2.66009,63,s104729_S_b025,25
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.27247,-2.04511,1.50041,2.23017,11,s104729_S_b025,25
CCCCCCCCCCCC(=O)N(CC)CC,-0.665409,-2.05835,1.32382,2.81053,47,s104729_S_b025,25
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-0.90226,1.48309,2.24322,1.49916,12,s104729_S_b025,25
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,1.27358,0.135223,-1.19878,0.0653717,105,s104729_S_b025,25
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.604938,0.77544,0.0288716,0.200754,22,s104729_S_b025,25
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0.669651,0.948678,-1.03688,-0.908016,26,s104729_S_b025,25
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0.750376,0.0777117,-1.05924,-1.42674,26,s104729_S_b025,25
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0.35591,0.633622,-1.28716,-1.49605,22,s104729_S_b025,25
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0.619829,0.916845,-2.41287,-0.6337,13,s104729_S_b025,25
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,-0.301097,0.172485,-1.41336,-0.0123193,14,s104729_S_b025,25
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.536101,-0.701723,0.556496,-0.0445647,39,s104729_S_b025,25
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.561867,0.362849,-1.40867,-0.781368,368,s104729_S_b025,25
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.28994,-0.984422,0.842747,-1.16014,208,s104729_S_b025,25
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,-3.87686,1.07627,1.154,2.59087,6,s104729_S_b025,25
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,-2.1322,-1.00518,-0.190856,1.37756,4,s104729_S_b025,25
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,-2.12996,-4.83377,1.7365,5.41572,2,s104729_S_b025,25
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,-0.145736,-1.77797,1.02603,0.587668,4,s104729_S_b025,25
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-1.14397,-0.239646,4.81855,2.56396,8,s104729_S_b025,25
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,-0.632893,-3.0079,0.753474,1.59578,12,s104729_S_b025,25
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,0.0498684,-0.996081,6.10324,2.01833,12,s104729_S_b025,25
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-0.513826,0.65077,-0.838922,-1.8172,2,s104729_S_b025,25
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,-0.0717473,0.211863,-0.115954,0.0264269,82,s104729_S_b025,25
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.758452,0.873213,-0.095163,-1.17062,216,s104729_S_b025,25
