extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-1.48799,1.10811,-1.89264,1.46522,1.97432,-3.66993,-0.563495,-2.05076,0.335942,-3.21131,-0.61019,2.62256,2.42097,0.684599,1.14033,1.79131,5,s104729_S_b009,9
C1COCCOCCOCCOCCOCCO1,-1.8951,1.14389,-2.43252,2.89348,1.54569,-3.13701,-1.35563,-1.18047,0.742139,-3.11093,-1.39566,2.36757,2.62534,-0.764186,-0.184337,1.82845,5,s104729_S_b009,9
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-1.74352,1.74233,-1.06119,-1.43471,0.204563,0.178531,-0.122328,0.132308,1.93041,-0.473788,1.53878,-0.42619,1.18318,-1.4111,2.75607,0.136028,7,s104729_S_b009,9
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2.72779,-0.142482,0.0321827,-2.84135,1.16791,-0.0115647,0.839991,-1.52455,2.59301,1.59754,-0.840517,2.09233,1.28391,1.69976,3.15902,0.033432,46,s104729_S_b009,9
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.61634,0.265048,-0.274107,-0.902962,2.83224,0.868141,-0.391296,-2.18523,1.49422,2.91831,-2.23374,1.51989,-1.3983,-1.53178,2.54049,0.075282,6,s104729_S_b009,9
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.61935,-0.174278,0.0254241,-1.14958,-0.56173,0.791693,0.893699,-0.657149,1.00576,1.9322,-0.511441,1.32874,-0.876363,-0.786424,-0.115172,2.39166,2,s104729_S_b009,9
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-2.57166,-0.00178865,2.15387,-3.26964,0.987798,1.21979,1.27606,-2.14625,2.58479,2.61222,-0.944925,-0.298922,-0.849519,-2.4103,2.12179,0.0950775,2,s104729_S_b009,9
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.468205,0.261169,0.75114,0.715371,-0.335952,-0.403356,-0.449148,0.341265,-0.576665,-0.651594,0.509721,-0.295134,0.571939,0.430273,0.216479,-0.182944,14,s104729_S_b009,9
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.8862,-0.019218,-4.16735,4.04394,1.75963,-1.10661,-2.02436,0.789531,2.73408,-1.66579,0.487541,2.80709,0.608881,-1.99624,1.0905,-0.607512,6,s104729_S_b009,9
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.147534,0.0653748,0.384227,1.15728,-0.485533,0.3051,-0.30971,0.161029,-0.276558,-0.487928,0.602367,-0.65541,0.692329,0.709867,-0.308771,-0.402051,52,s104729_S_b009,9
