extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,family,fold_id,fold_ordinal
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,-1.87378,-4.92331,-2.14039,-1.59508,2.78901,2.46043,-0.0858449,-0.725861,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,-1.31837,-5.06171,-1.4811,-1.68906,2.50776,2.29408,-0.950487,-0.689083,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CO,-0.861932,1.10937,-0.159343,-0.524576,-1.70893,1.17805,2.69309,0.0708857,20,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,-0.0896783,0.462585,-1.00408,-0.114393,-1.42657,-0.388177,-0.203677,0.0427486,24,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0.307097,0.217012,0.163588,-0.199958,-1.07617,-0.237189,-0.708091,0.306964,24,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,1.07861,1.12689,1.22503,-0.859346,0.364398,-0.146767,-1.38134,0.917202,7,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.40205,0.992778,0.269548,-0.511765,1.04098,0.609361,-0.797443,0.693882,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.407276,0.00853777,0.354074,-0.362612,0.0123057,0.279701,-1.29555,0.976238,2398,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|CCCCOP(=O)(OCCCC)OCCCC,-0.50831,0.743427,0.756044,-0.116819,0.0685225,2.46489,-2.44264,1.41046,61,diglycolamide+neutral_organophosphate,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCO)CCO)N(CCO)CCO,-0.553092,0.634372,1.02997,-0.096322,-0.395643,0.411202,-1.12303,-0.191632,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO,-0.656219,0.998945,1.15753,-0.316913,0.697921,1.04852,-1.44343,-0.225441,4,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCOCCO)CCOCCOCCO)N(CCOCCOCCO)CCOCCOCCO,0.332391,0.375571,1.66637,-1.03326,0.690893,0.682399,-1.68209,0.578241,5,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1cccc(P(=O)(O)O)n1,-0.960291,-0.137862,0.343887,0.148813,-1.10481,-0.188011,-0.533548,-0.492347,1,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1ccccn1,-0.298334,0.52998,1.15466,-0.51282,-0.291441,0.836782,-1.28792,0.147333,1,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)C(C)C)C(C)C,1.48873,1.00118,0.315547,-0.376789,1.07027,0.678878,-0.930851,0.288292,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,1.09771,1.25857,1.5046,-0.579931,1.61046,0.843185,-1.16263,0.567639,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,1.11386,1.86557,1.76846,-1.10832,0.317672,0.287339,-0.422921,0.330378,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.738014,1.286,1.10853,-1.00681,0.0544953,0.640005,0.517845,0.296493,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.0539,0.995204,-0.0360562,-0.724417,-0.240973,0.693376,-0.0196975,-0.106112,22,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.30681,0.92512,0.106976,-0.928369,-0.0880897,1.19921,0.0839464,-0.00909308,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.890271,0.459145,-0.351612,-0.556,0.0776923,1.74413,0.625903,-0.4913,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.07242,1.12839,0.108996,-1.1209,-0.21488,0.451387,-0.335434,-0.0301024,47,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,1.85796,1.9069,-0.925358,-2.45264,0.0459459,1.81063,0.589245,-0.951133,71,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.590339,0.855309,-0.515162,-0.670022,-0.823701,-0.0285764,0.153785,-0.644183,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,2.32081,2.68082,-1.17668,-0.592703,0.688274,2.25727,1.54359,-1.96935,70,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1.07214,0.769833,-0.255688,-1.04773,0.351979,1.57867,0.49959,-0.426985,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,1.49999,1.11856,-0.874439,-1.28431,1.34284,2.29602,1.91143,-0.542291,71,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,1.02999,1.2816,0.458483,-0.770674,0.0564701,0.0149191,-0.33595,0.171693,18,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,1.11122,1.23485,0.200533,-0.772035,-0.385147,0.422467,-0.0971494,-0.245114,75,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,1.03075,0.398304,0.0948448,0.655982,0.42498,-0.12233,1.5632,0.0185695,70,podand_ether,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,1.00268,-1.74817,1.21384,-1.99128,0.626757,0.816177,-0.612167,-2.1476,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,0.659152,-1.78984,0.38051,-2.16313,-0.779625,-0.070044,-0.402879,-2.21577,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.194285,-0.0433836,-0.180898,0.073253,-0.790647,0.00723225,-0.348358,0.0943173,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.351748,-0.480917,-0.731496,0.502887,-1.86101,-0.413958,0.181157,-0.366897,32,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.0322274,-0.372574,-0.21697,0.568803,-0.572904,-0.297032,0.0653545,-0.268015,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.636706,-0.5365,-0.643994,0.225359,-1.01527,-1.08404,0.963511,-0.789469,11,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.765523,-0.234219,-2.06621,0.515977,-1.28506,-1.27707,0.723167,-0.464954,52,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,-1.67325,-0.101921,-0.85858,0.62811,-1.80779,-0.914219,0.472322,-1.96533,4,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,-1.60093,-3.06816,-3.55475,-0.582296,0.501518,-2.26429,-0.612782,-2.50853,8,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,0.0865892,0.149346,-1.19223,1.38442,-0.247341,-2.40617,-0.210991,0.146163,34,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|Cc1cc(Br)ccc1NC(=O)CCl,-4.3704,-0.146081,-2.71462,0.404003,3.91956,2.5502,3.19817,3.53389,7,metallacarborane_anion+pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,-0.58211,-0.435556,-0.481145,0.900706,-0.601779,-1.31161,-0.215538,-0.134343,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,-4.39594,-3.8444,-2.71922,-0.356177,2.08924,-1.05856,0.339709,0.190146,8,sulfur_donor_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,-2.58462,0.531389,-0.742322,0.716673,-0.298821,-1.30979,2.3819,-0.0675713,24,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1|Cc1cc(Br)ccc1NC(=O)CCl,-5.31218,-0.756591,-4.22709,1.3547,2.20323,1.11012,1.28457,3.08595,16,metallacarborane_anion+pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cc(Cl)ccn1,-0.968806,-0.551202,-0.932471,0.738803,-1.47697,-1.48798,0.6709,-0.837141,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cc(OC)ccn1,-1.364,-0.825854,-0.891077,1.18991,-0.825053,-1.54389,0.726321,-1.36746,4,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cnccn1,-0.95695,-0.48096,-1.04128,0.921465,-1.22994,-1.68341,0.548023,-0.891533,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,-1.02448,-0.229941,-0.681806,1.34236,-0.349495,0.0422387,1.2004,-1.6005,6,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,-1.25645,0.163465,-0.543747,1.09475,-0.909167,-0.115787,1.14346,-1.94319,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.958275,0.26771,-0.670669,2.66135,0.892957,1.94011,-0.481847,-1.41594,17,carbamoylmethylphosphine_oxide,s104729_S_b000,0
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],6.33288,0.101783,1.0354,-2.71425,5.25241,0.836177,-0.924371,-0.0254294,28,phosphine_oxide,s104729_S_b000,0
CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,-1.47364,-0.102418,-2.16833,1.03892,1.92959,-2.15527,0.375954,-1.22029,10,n_heterocyclic,s104729_S_b000,0
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,0.299379,-0.680549,1.09637,0.885593,0.539052,-0.666671,0.0249628,1.22157,9,malonamide,s104729_S_b000,0
CCCCCCN(C=O)CCCCCC,-0.595261,-1.21843,1.34069,0.123885,-0.388605,-0.350986,1.59568,-1.24245,5,monoamide,s104729_S_b000,0
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,0.975283,0.548068,1.06569,-0.761846,0.532355,0.460906,-2.01719,1.1703,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,1.06071,0.359408,0.976359,-0.831923,0.522665,0.241844,-2.31168,1.30081,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)C(C)C,-1.17638,-1.61433,0.544853,0.769079,-0.854909,-1.09565,1.28043,-1.68126,8,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,-1.13121,-1.78808,0.472129,0.692378,-0.70872,-0.76092,2.8081,-2.0192,48,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.134333,-1.10814,1.29838,0.828375,0.857897,-0.751295,0.362225,1.58692,9,malonamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CCC,-1.11055,-1.53467,0.717233,0.472224,-0.776376,-0.895689,1.4657,-1.47944,8,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CCCCC,-1.01089,-1.70558,0.821136,0.224305,-0.414634,-0.979088,1.85095,-1.30766,143,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1.28767,0.910627,0.647293,-0.74036,0.95139,0.232009,-0.715539,0.71602,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.633521,-0.154704,0.657984,-0.289306,0.122719,0.158438,-0.754752,1.15309,134,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCC)CCCCCC)C(C)C)C(C)C,1.31925,0.857602,0.67846,-0.543484,0.926024,0.222179,-0.790323,0.33266,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.774466,1.46538,1.06443,-0.900658,0.182416,-0.202951,-1.14355,0.620855,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.607412,0.946397,1.36183,-0.701638,-0.0860481,-0.325053,-0.871036,0.541821,8,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.276656,1.09342,0.597881,-0.859787,-0.527778,-0.459371,-1.12321,0.743699,8,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCC)CCCCCC,0.524136,0.564214,-0.00983918,-0.652041,-0.717384,-0.24669,0.161208,-0.428603,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0826315,-0.815346,0.152276,1.42623,-0.73212,-2.55338,-0.235863,-0.330082,6,pyridine_carboxamide,s104729_S_b000,0
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-0.216737,-0.918686,0.276442,0.827168,-1.12577,-1.59571,1.46996,0.325903,6,malonamide,s104729_S_b000,0
CCCCCCOP(=O)(O)OCCCCCC,-2.48563,1.22767,-1.10817,0.32846,0.812619,2.48755,-3.11909,-1.57465,10,phosphoric_acid,s104729_S_b000,0
CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.756491,1.53138,0.253082,-1.63562,-0.456324,0.32308,0.533314,-0.5604,2,diglycolamide,s104729_S_b000,0
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,-0.103727,-0.738156,-2.24288,1.48158,-1.02098,-1.88735,1.28098,-0.0390379,14,pyridine_carboxamide,s104729_S_b000,0
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,-0.0300704,1.64794,-1.76522,-0.270781,2.74364,-0.218959,2.35028,-1.60909,28,n_heterocyclic,s104729_S_b000,0
CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.368739,-0.138074,0.846937,-0.45866,0.209897,0.0845461,-0.892572,1.00107,142,diglycolamide,s104729_S_b000,0
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,-1.64732,-0.339691,-1.6577,-1.19196,0.751085,-1.34741,-0.32159,0.527202,348,n_heterocyclic,s104729_S_b000,0
CCCCN(C)C(=O)CC(=O)N(C)CCCC,-0.767803,-1.40888,0.328814,1.97005,-0.315448,-1.84104,0.721644,0.0622653,9,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(C)(C)C,-2.21456,-2.04358,0.463016,0.307058,-1.53941,-1.89559,3.049,-2.5655,12,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(C)C,-1.29293,-1.61505,1.03131,0.937199,-1.00999,-1.03857,2.16365,-2.19112,9,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,-0.371441,-0.256381,0.0368884,0.754586,0.390128,-1.29367,1.9048,0.326651,4,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CC,-0.6751,-0.862708,1.50241,0.0735108,-0.736011,-0.387722,1.48273,-1.35128,5,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,-0.0472671,-0.543017,1.42934,0.652093,0.805427,-0.689708,0.490119,1.24136,9,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CCC,-0.460708,-1.08169,1.55744,0.129511,-1.53179,-1.04796,1.33337,-1.11016,39,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,-1.55053,0.661204,0.911385,-0.0410441,-1.21307,-0.656977,-0.0629128,-1.94932,5,polyamide_other,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,1.04551,1.4856,0.464442,-0.953532,2.14166,0.623762,-0.97262,0.79581,83,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.267891,1.00731,1.07293,-1.02638,-0.176848,0.299028,-0.805071,0.572012,381,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,0.76146,1.23304,0.187671,-0.492851,1.80944,0.0876935,-0.652804,-0.101189,24,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0.762748,1.48793,0.479547,-1.05138,-0.0659546,0.264057,0.301572,-0.441596,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0.0368927,0.511402,-0.235608,-0.256971,-1.25622,-0.542384,1.04679,-1.25331,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCC)CCCC,0.511767,0.88131,0.447587,-0.335421,-0.666754,-0.115106,0.158994,-0.672166,6,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.783205,1.48145,0.415571,-1.03863,-0.098467,0.256437,0.408185,-0.518692,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,-0.538356,0.0621495,-0.637397,1.14436,-0.628534,-2.66184,0.323666,-0.381635,14,pyridine_carboxamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,-0.260065,0.163504,-0.185308,0.687567,0.315719,-1.80036,0.358787,-0.11806,6,pyridine_carboxamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,-0.962003,7.30919,4.67325,-2.92824,1.93093,1.42284,-2.3565,-0.85401,3,carboxylic_acid,s104729_S_b000,0
CCCCN(CCCC)C(C)=O,-0.504282,-0.37373,1.8302,-0.342714,-1.34653,-0.758291,1.00631,-1.18996,5,monoamide,s104729_S_b000,0
CCCCOP(=O)(OCCCC)OCCCC,-0.457044,-3.28529,0.773477,-3.96737,-0.461283,-1.79618,3.51851,-0.759429,24,neutral_organophosphate,s104729_S_b000,0
CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,-3.67088,-2.40681,0.606735,-0.0695354,1.49254,-1.74775,2.84788,1.37776,12,sulfur_donor_other,s104729_S_b000,0
CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,-2.32195,-0.630058,2.30455,-1.70738,2.56935,-0.51595,1.09706,2.8577,12,sulfur_donor_other,s104729_S_b000,0
CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,-3.41142,-1.77805,0.94981,0.466663,0.907389,-1.81328,0.513934,1.74597,12,sulfur_donor_other,s104729_S_b000,0
CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,-3.87091,-2.39975,0.825168,0.658027,1.48427,-1.60276,2.81702,1.41004,12,sulfur_donor_other,s104729_S_b000,0
CCCN(CCC)C(=O)CC(=O)N(CCC)CCC,0.420366,0.842296,1.10281,-0.742999,0.206618,-0.228797,-1.1211,0.702831,5,diglycolamide,s104729_S_b000,0
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.224387,0.811072,0.9915,-0.77314,0.134825,-0.360951,-0.957841,0.21193,77,diglycolamide,s104729_S_b000,0
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,-2.10746,-0.0418383,-1.09168,-1.08652,0.242708,-1.64041,-1.14456,0.285812,14,n_heterocyclic,s104729_S_b000,0
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0.86477,-0.219457,-0.391886,1.83674,0.406504,-2.48516,0.914316,0.182177,3,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0.379717,-0.706015,-2.02687,1.33966,-0.645349,-0.836473,0.713204,-0.0771071,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.0874794,-0.523506,-2.11451,1.38138,-1.24357,-1.2964,-0.0147399,0.161585,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,0.157177,-0.59297,-2.12251,1.43594,-1.09068,-1.27605,0.234952,0.0885997,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0.227133,0.449737,-2.54509,1.46523,-0.437877,-1.51609,0.877176,-0.649613,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,-0.0095149,-0.539415,-1.05844,1.25977,-1.31877,-1.67375,0.126151,0.283395,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,0.34218,-0.284094,-1.40327,1.45174,-0.882543,-0.890644,0.794924,-0.165146,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,-0.44188,-0.253757,-1.88075,1.16631,-1.43275,-1.51681,0.158305,-0.468931,14,pyridine_carboxamide,s104729_S_b000,0
CCN(CC)C(=O)COCC(=O)N(CC)CC,0.865495,0.272455,0.166723,-0.0477127,-0.110839,-0.798533,0.0242928,0.427759,84,diglycolamide,s104729_S_b000,0
CCN(CC)C(=O)COc1c2cc(OC)cc1Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)C2,0.881167,-4.49959,-9.60785,1.7819,5.52108,0.711594,1.81588,-2.58947,1,crown_ether_calixarene,s104729_S_b000,0
CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,-0.0753147,0.238611,-0.525144,0.855523,0.901599,-1.72442,0.358974,-0.125181,78,pyridine_carboxamide,s104729_S_b000,0
