extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.40052,0.37005,1.04835,4.3061,5,s104729_S_b010,10
C1COCCOCCOCCOCCOCCO1,1.73928,-0.450002,1.08322,5.11627,5,s104729_S_b010,10
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.186777,-0.734187,-0.283396,3.34024,7,s104729_S_b010,10
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.40247,0.526542,0.443078,0.877668,46,s104729_S_b010,10
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.275237,1.2136,0.887898,0.0581368,6,s104729_S_b010,10
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.847633,1.19964,1.17995,0.371315,2,s104729_S_b010,10
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.949653,1.43072,1.15985,0.724821,2,s104729_S_b010,10
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.870469,-0.862928,-0.0199906,-0.860528,14,s104729_S_b010,10
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.976773,-0.758329,2.06164,-0.154171,6,s104729_S_b010,10
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.310827,-0.586609,-0.0171714,-0.17275,52,s104729_S_b010,10
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.0104787,-1.84328,-0.162281,-0.931449,2,s104729_S_b010,10
CC(C)CN(CC(C)C)C(=O)C(C)C,1.17376,1.69762,1.98036,2.91633,7,s104729_S_b010,10
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.266535,-0.51573,-0.412981,-0.662965,60,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-2.53126,-1.02306,-0.785784,2.42368,12,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-0.290783,0.0817756,0.694286,1.68253,22,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,1.73552,1.98848,-1.64495,2.14324,12,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,1.01542,-0.822147,-0.0952954,0.498598,24,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.76639,0.346161,0.331018,1.97204,4,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,1.68855,2.39719,-1.29821,2.43926,12,s104729_S_b010,10
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-0.784142,0.00594118,0.383313,1.64942,24,s104729_S_b010,10
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,1.0174,-0.0967135,0.910717,0.974894,10,s104729_S_b010,10
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,1.92717,-1.28442,0.0536022,1.40186,22,s104729_S_b010,10
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-1.03031,-0.666523,-0.255199,2.19808,28,s104729_S_b010,10
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-1.07687,0.320736,-0.0275683,1.20666,30,s104729_S_b010,10
CCCC(=O)N(CC(C)C)CC(C)C,0.748315,0.91738,1.73546,2.34476,9,s104729_S_b010,10
CCCCC(CC)C(=O)N(CCCC)CCCC,1.3332,1.18379,2.06676,2.4887,61,s104729_S_b010,10
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-0.334575,-1.13476,-0.631526,-0.993417,14,s104729_S_b010,10
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.0278842,-1.43077,0.744655,2.58992,63,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,1.45977,1.13578,3.02733,2.03533,90,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.25497,0.979373,3.03737,2.6507,451,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,1.28277,0.952531,1.66028,2.40043,25,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.37726,1.22488,1.84282,2.62911,29,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,1.45811,0.816468,1.75086,1.97393,447,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.56334,1.60272,1.21352,0.450333,4,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.0177189,-1.02564,0.974445,1.51858,24,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.780542,-0.652678,-0.143521,-0.741434,520,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,0.37344,0.62953,1.49848,2.02588,27,s104729_S_b010,10
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.15574,0.352667,0.0453359,1.27513,4,s104729_S_b010,10
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.307032,-0.648766,2.64142,-0.512347,6,s104729_S_b010,10
CCCCCC(=O)N(C(C)CC)C(C)CC,0.870652,0.604818,2.15079,2.29441,5,s104729_S_b010,10
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.22124,0.780707,1.62866,2.47182,17,s104729_S_b010,10
CCCCCC(=O)N(CCCC)CCCC,1.07439,1.14198,1.46275,1.9455,2,s104729_S_b010,10
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.997609,-1.8876,-0.38421,-1.17751,2,s104729_S_b010,10
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,0.904666,1.33817,2.30188,2.44038,14,s104729_S_b010,10
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,-0.838566,-0.82722,-0.937183,-0.894559,134,s104729_S_b010,10
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,-0.347506,-0.431485,-0.360539,-1.45201,14,s104729_S_b010,10
CCCCCCCC(=O)N(CCCCCC)CCCCCC,0.736735,1.46639,1.39929,2.03845,419,s104729_S_b010,10
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.07247,0.541284,-0.372698,1.1723,32,s104729_S_b010,10
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3.1051,1.26937,-0.750032,1.82845,6,s104729_S_b010,10
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,2.85134,0.51767,-0.38801,1.83528,6,s104729_S_b010,10
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,3.0571,0.756232,-1.61916,1.3772,6,s104729_S_b010,10
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.0512976,-1.79145,-0.526675,-1.53844,14,s104729_S_b010,10
CCCCCCCCCC(=O)N(C)C,0.252683,0.684958,1.25314,1.83417,5,s104729_S_b010,10
CCCCCCCCCC(=O)N(CC)CC,0.576768,0.697223,1.2746,1.84868,5,s104729_S_b010,10
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,0.691958,1.37214,1.45224,1.79446,63,s104729_S_b010,10
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.873715,0.497185,1.94662,2.25565,11,s104729_S_b010,10
CCCCCCCCCCCC(=O)N(CC)CC,0.963871,1.28389,1.53355,1.96258,47,s104729_S_b010,10
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,0.0879854,0.800795,-0.953013,1.07318,12,s104729_S_b010,10
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,-1.81513,-1.03827,-0.268579,-0.949921,105,s104729_S_b010,10
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,-0.826658,-0.146715,-0.452932,-0.259693,22,s104729_S_b010,10
