extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3.78649,4.75444,-1.32682,0.613831,5,s104729_S_b019,19
C1COCCOCCOCCOCCOCCO1,4.00395,4.82977,-0.826596,-0.760316,5,s104729_S_b019,19
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.569944,1.843,-1.09718,-2.25078,7,s104729_S_b019,19
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.62212,0.853619,-1.75766,-0.524077,46,s104729_S_b019,19
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.2363,0.642208,-0.249824,1.74196,6,s104729_S_b019,19
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.35533,1.36947,-0.71329,1.18711,2,s104729_S_b019,19
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-0.981385,2.47462,0.275626,1.70584,2,s104729_S_b019,19
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.982217,-1.00776,-0.211796,-0.413165,14,s104729_S_b019,19
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-3.87032,-3.35666,0.545095,1.04351,6,s104729_S_b019,19
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.548939,-0.836684,0.0831135,-0.119025,52,s104729_S_b019,19
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.0873433,-2.27324,-0.482548,0.073171,2,s104729_S_b019,19
CC(C)CN(CC(C)C)C(=O)C(C)C,-3.01729,2.36162,-1.92759,0.984305,7,s104729_S_b019,19
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.69029,-0.628114,0.666703,-0.0886402,60,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,2.92294,1.00809,-0.65068,-3.5328,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,1.15424,1.99629,-1.04307,-0.502619,22,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-1.21829,3.61251,-0.447445,-2.18148,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-0.0548308,-0.482382,-1.33969,-0.349965,24,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.325985,2.58278,0.158859,0.314036,4,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-1.38477,3.88135,-0.547224,-1.06758,12,s104729_S_b019,19
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,1.8322,1.88746,-1.26448,-1.16945,24,s104729_S_b019,19
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.979086,1.77951,-0.451164,0.728035,10,s104729_S_b019,19
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.873833,2.22242,0.468722,-0.179257,22,s104729_S_b019,19
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,2.02422,1.78677,-0.929864,-1.67525,28,s104729_S_b019,19
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,2.48749,2.29086,-0.963142,-0.871864,30,s104729_S_b019,19
CCCC(=O)N(CC(C)C)CC(C)C,-1.87556,1.66377,-1.24937,0.592097,9,s104729_S_b019,19
CCCCC(CC)C(=O)N(CCCC)CCCC,-2.84006,1.99092,-1.47139,0.824502,61,s104729_S_b019,19
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.864392,-0.591738,0.645631,-0.749959,14,s104729_S_b019,19
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.967941,-0.0823897,-1.42113,-2.50581,63,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.84948,1.87167,-3.00407,0.860603,90,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-2.32142,1.69306,-2.84861,0.644442,451,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-2.17776,1.42449,-2.17131,0.249343,25,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-2.13109,1.56797,-2.01123,1.20079,29,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.95358,1.96889,-1.43324,0.421317,447,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.05008,0.488764,-0.777263,2.12815,4,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.68328,-0.800761,-1.54674,-1.5799,24,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.0770718,-0.758553,0.0391812,0.374223,520,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-1.62596,0.681268,-1.72024,0.08962,27,s104729_S_b019,19
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-2.88963,-2.99289,0.848925,0.596312,4,s104729_S_b019,19
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-4.31385,-3.44652,0.146788,1.63358,6,s104729_S_b019,19
CCCCCC(=O)N(C(C)CC)C(C)CC,-1.66264,1.67419,-1.62258,0.261191,5,s104729_S_b019,19
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.75676,1.71982,-1.70522,0.59482,17,s104729_S_b019,19
CCCCCC(=O)N(CCCC)CCCC,-1.96478,1.62788,-1.12584,0.595312,2,s104729_S_b019,19
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,-0.564293,-2.23576,0.0797298,0.380691,2,s104729_S_b019,19
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-1.97355,1.92439,-2.50819,0.183627,14,s104729_S_b019,19
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1.01578,-0.839136,0.925955,-1.14714,134,s104729_S_b019,19
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1.10768,-0.79903,0.297099,0.194623,14,s104729_S_b019,19
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.76153,1.74694,-1.29723,0.589093,446,s104729_S_b019,19
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-2.34772,-3.39301,1.52048,0.228215,77,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-2.47365,2.90434,1.52561,-0.0679785,6,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-2.29123,3.19487,0.977869,0.304902,6,s104729_S_b019,19
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-2.37052,2.80855,2.0372,0.132172,6,s104729_S_b019,19
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1.32707,-1.14571,0.179475,-0.633183,14,s104729_S_b019,19
CCCCCCCCCC(=O)N(C)C,-1.1112,1.30205,-0.469845,0.068315,5,s104729_S_b019,19
CCCCCCCCCC(=O)N(CC)CC,-1.38944,1.47869,-0.5342,0.158163,5,s104729_S_b019,19
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.78947,1.64794,-1.29164,0.471247,63,s104729_S_b019,19
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.91379,1.63229,-2.07438,0.646194,11,s104729_S_b019,19
CCCCCCCCCCCC(=O)N(CC)CC,-1.82776,1.94746,-1.31628,0.185237,47,s104729_S_b019,19
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-1.86618,0.650312,0.444409,-0.00784251,12,s104729_S_b019,19
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,2.35543,-0.731605,0.0283335,-0.739483,105,s104729_S_b019,19
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,1.53384,-0.178206,1.29095,-0.00468677,22,s104729_S_b019,19
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0.637234,-0.460349,0.571401,-0.348624,26,s104729_S_b019,19
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0.430029,-0.530709,0.0597503,-0.504074,26,s104729_S_b019,19
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0.124764,-0.606111,0.0802885,-0.294554,22,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1.76001,-0.905183,0.707337,0.298309,13,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,1.5704,-0.137198,-0.143696,0.421254,14,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.215865,-0.640114,-0.0813239,0.110121,39,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.67058,-0.801045,0.0169745,0.0953282,368,s104729_S_b019,19
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.836841,-0.869373,-1.44695,-2.97478,208,s104729_S_b019,19
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,-1.94713,1.75457,-0.337974,3.01061,6,s104729_S_b019,19
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,-1.1448,1.0232,-0.321309,2.55132,4,s104729_S_b019,19
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,-4.52387,4.02393,1.08639,1.09411,2,s104729_S_b019,19
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,0.644866,1.09502,-0.586109,-0.501034,4,s104729_S_b019,19
