g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),-0.00798231,0.41644,0.1779,-0.726002,-0.0571588,-0.310828,-0.404606,2.26631,-0.110273,0.0467314,-0.125445,0.663978,-1.25073,-0.240842,-0.719162,-0.610704,1715,s104729_S_b009,9
Am(VI),-0.630298,1.30662,0.275894,-1.59775,-0.75161,-3.24648,-0.319603,-1.06099,0.113917,-0.508612,1.80328,0.812376,-1.94716,-1.55082,-0.552866,0.676721,27,s104729_S_b009,9
Ba(II),1.82866,1.4391,0.131561,-2.58181,0.24601,0.132109,5.04459,6.40132,-3.25288,2.85807,0.762278,-1.1256,-1.13359,-1.60202,1.33708,2.17216,25,s104729_S_b009,9
Bi(III),0.0633565,-0.981487,-1.51108,0.521848,-1.11641,-0.364143,-3.62558,1.84981,-2.61391,-0.326817,4.08469,-5.85078,0.842899,1.70283,1.68759,0.915683,17,s104729_S_b009,9
Ca(II),1.05975,-0.637371,0.755977,-0.530322,1.13548,1.06487,2.41536,2.72618,-0.426005,0.471835,1.58284,-0.32665,1.34944,-2.86681,-1.18676,2.00401,22,s104729_S_b009,9
Cd(II),1.23336,-3.35496,-3.37925,1.95314,-3.0355,-1.78416,7.18769,9.32699,-5.47706,1.0057,1.27755,-9.53976,-0.358852,2.01835,1.54586,1.55528,4,s104729_S_b009,9
Ce(III),0.904952,0.820919,0.630308,0.646513,-0.392676,-0.460608,0.838946,0.969582,-0.708537,0.870934,0.129287,-1.34046,-0.201628,0.0709733,3.77859,1.17014,293,s104729_S_b009,9
Cf(III),-0.799203,0.894112,0.389355,-0.770874,0.227057,-0.140995,-1.08705,0.717328,-0.115465,-1.15789,-0.0165788,0.314338,-0.463581,-0.025453,-0.971,-1.02855,9,s104729_S_b009,9
Cm(III),-1.04015,0.772377,1.06289,-0.850925,-0.20722,0.540021,-0.110948,1.25461,-0.132677,-0.0197498,0.112214,0.387564,-1.24905,-0.232478,-1.16642,-0.263173,135,s104729_S_b009,9
Dy(III),-0.0249926,-0.513102,-0.0594328,1.26186,-0.116945,1.30837,-0.851445,0.30097,0.18341,-0.118587,0.764436,-0.308905,0.5209,0.34059,0.000246078,-0.70625,377,s104729_S_b009,9
Er(III),-0.146675,-0.176745,-0.320096,1.32266,-0.271671,1.39132,-1.20631,0.0329653,0.398337,-0.278698,0.586307,-0.163714,0.677755,0.366738,-0.690005,-0.530973,300,s104729_S_b009,9
Eu(III),0.536908,0.463153,0.356407,0.597312,0.150174,0.42551,0.126111,0.211344,-0.529147,-0.403874,0.207792,-1.75238,0.362231,0.541917,0.28969,-0.971144,1692,s104729_S_b009,9
Gd(III),0.145505,-0.0521129,-0.0628367,1.07394,-0.116677,1.34761,-0.263489,-0.144027,-0.411429,0.376944,0.441135,-0.941971,-0.0546978,0.230681,1.14321,-1.23652,375,s104729_S_b009,9
Hf(IV),-0.171148,1.23886,-2.5078,1.12656,1.00454,0.575613,-0.447077,-1.0624,3.33376,-2.65758,2.23892,1.48991,1.11731,-2.45933,-0.0778968,0.407299,5,s104729_S_b009,9
Ho(III),-0.327709,-0.252441,-0.26599,1.47257,-0.149397,1.25413,-1.07337,0.0122571,0.288022,-0.229829,0.618814,-0.254435,0.675953,0.422252,-0.491191,-0.673228,264,s104729_S_b009,9
In(III),1.70041,-0.813898,-1.22597,-3.22267,-0.163441,-2.01897,1.33443,2.82608,-3.70179,-0.34516,4.1493,-2.67487,1.56776,-3.12458,-0.0159229,0.0786721,5,s104729_S_b009,9
La(III),0.595602,0.915526,0.325144,0.971193,-0.647572,-0.433522,1.1976,0.935349,-1.09705,1.35245,0.343761,-1.17014,-0.652734,0.459685,4.61721,1.30558,334,s104729_S_b009,9
Lu(III),-0.843578,0.325897,-0.319254,1.75999,-0.476363,1.39304,-1.45661,-0.277348,0.230153,-0.206588,0.604402,-0.0537482,0.846108,0.52492,-1.16442,-0.321509,247,s104729_S_b009,9
Nd(III),0.62169,-0.157924,-0.0225951,1.26458,-0.251135,0.442999,0.421732,0.734847,-0.371917,1.08452,0.640278,-1.79072,-1.09557,0.762825,2.91829,0.439759,433,s104729_S_b009,9
Np(IV),-0.432764,-0.636388,-0.399786,-1.44947,0.712871,-1.72279,-0.523362,0.408489,0.54893,-0.884708,0.901295,1.39969,-0.697127,-1.073,-0.335011,-0.887549,216,s104729_S_b009,9
Np(V),-0.92129,1.58859,1.50879,-2.82971,-1.54848,-2.63063,0.449828,-0.414483,-0.934469,0.428981,1.94867,2.82169,-1.24844,-2.63571,-0.564754,-0.240145,187,s104729_S_b009,9
Np(VI),-0.400297,1.02136,-0.178038,-1.38896,-0.932416,-3.31005,-1.39987,-2.10796,0.764161,-0.840856,3.10877,0.747783,-1.30246,-2.23109,-0.740377,0.681756,67,s104729_S_b009,9
Pa(V),0.951498,1.52992,-0.336387,-1.14922,-1.09332,-3.50478,-0.501732,-1.92941,0.825547,-0.111676,2.30147,0.691976,-0.425171,-3.48115,-1.07475,1.22321,43,s104729_S_b009,9
Pb(II),2.11481,-1.1458,-0.686944,-1.99722,-0.870667,-1.34258,0.174361,4.59976,-5.02637,2.35282,3.4622,-4.66508,-0.315603,2.2802,3.72739,1.7647,10,s104729_S_b009,9
Pd(II),-5.02934,-1.32812,-4.45823,4.39282,-2.98471,-0.0375512,5.82945,4.96819,0.851464,-2.63858,2.84286,-7.88372,-3.4278,-1.05869,1.3205,-0.916291,18,s104729_S_b009,9
Pd(IV),-3.17019,2.4197,-2.16429,-1.2777,-1.44272,-0.612736,-0.232192,-2.29795,2.55527,-3.12587,5.62829,-0.331219,-1.80438,-6.75899,-0.798758,-0.618534,5,s104729_S_b009,9
Pm(III),0.509637,0.264555,0.0983347,1.04925,-0.0479333,0.600841,0.176712,0.235808,-0.703448,-0.0767561,0.113042,-1.65324,0.0964549,0.850683,1.01756,-0.730416,1,s104729_S_b009,9
