g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Pr(III),0.772314,0.424906,0.00567044,0.859847,-0.553162,0.0100169,0.515491,0.776334,-0.613169,1.03833,0.340262,-1.07441,-0.600524,0.589044,3.39635,0.037379,348,s104729_S_b009,9
Pu(III),-1.79432,1.3085,0.725953,-1.77493,0.330081,-1.1223,0.137711,0.861997,0.539822,-0.528561,-0.169385,0.233435,-0.907227,-0.727163,0.885463,1.40907,118,s104729_S_b009,9
Pu(IV),-0.982242,0.331305,-1.33786,-1.80438,1.1992,-1.69774,-0.560849,-0.0478621,1.31609,-0.896908,0.549375,1.0836,0.78323,-1.07736,0.424487,0.873773,580,s104729_S_b009,9
Pu(VI),-0.929491,2.03944,-1.02191,-1.75497,-0.560986,-3.22334,-1.40789,-2.4685,1.50262,-0.813056,2.6749,0.396446,0.10593,-2.19921,0.0409459,2.50594,107,s104729_S_b009,9
Sm(III),0.41589,-0.0942752,-0.253461,1.50077,-0.0629563,0.445916,-0.233722,0.275923,-0.393509,0.831315,0.30822,-1.00306,-0.375274,0.772278,1.40461,-0.466196,323,s104729_S_b009,9
Sr(II),1.27249,0.586162,-0.00894973,-0.947915,0.553273,1.05452,3.12069,4.95087,-1.6666,1.37698,1.23695,-1.56502,0.57124,-2.10783,-0.179112,2.0901,94,s104729_S_b009,9
Sr(III),1.21828,1.54412,-1.50535,-0.470867,-0.62016,0.589939,1.73223,2.31022,-1.63356,1.86706,2.58077,-1.61319,1.65874,-3.99986,-4.67021,1.54066,38,s104729_S_b009,9
Tb(III),0.115775,-0.190849,-0.28149,1.24806,-0.0367158,0.749226,-0.242305,-0.0513225,-0.372216,-0.215019,0.593479,-0.91956,0.272169,0.610573,-0.170258,-0.826551,248,s104729_S_b009,9
Tc(VII),-0.0329914,2.61438,-2.62339,0.233662,-1.04041,-2.78753,-1.28379,-3.08188,5.01243,-3.69548,4.52097,-0.882072,-1.31388,-5.38084,1.19049,2.78501,21,s104729_S_b009,9
Th(IV),0.815975,-0.417621,0.452342,-0.664476,0.0459887,-1.62048,0.692218,0.410412,0.945866,-0.450793,-0.888391,-1.05139,-1.03334,0.240359,1.545,0.986883,773,s104729_S_b009,9
Tm(III),-0.434906,-0.00131036,-0.299312,1.75704,-0.467052,1.08827,-1.36862,-0.107899,0.131806,-0.253607,0.492331,-0.00745338,0.773052,0.604679,-0.828156,-0.555985,201,s104729_S_b009,9
U(IV),0.894913,0.654306,0.106584,-1.31865,-0.514281,-2.78822,0.233693,0.769226,0.520152,-0.115644,1.95452,0.192713,-1.64652,-1.70106,0.868266,0.568582,15,s104729_S_b009,9
U(VI),0.566463,0.977545,-2.36945,-1.34637,0.270673,-4.53152,-1.67679,-1.70565,1.04047,-0.637814,5.07622,0.824937,-0.676055,-3.11476,-0.213461,0.257107,1036,s104729_S_b009,9
Y(III),1.29002,-0.774989,2.85852,1.10907,1.33289,2.79861,0.165088,1.64558,1.7107,-1.64073,2.51828,0.453455,0.700159,-2.57399,0.0194523,1.28398,28,s104729_S_b009,9
Yb(III),-0.97676,0.107447,-0.651228,1.89589,-0.359548,0.558643,-1.113,-0.273898,-0.388622,-0.364974,0.391558,-0.32502,1.0084,0.853037,-1.15293,-0.402354,215,s104729_S_b009,9
Zr(IV),0.458283,0.825214,-1.23146,2.90565,-0.353821,-0.701131,-0.666729,-2.70956,5.03528,-3.57422,2.15415,-0.502429,-0.0440457,-3.16766,0.809346,0.885448,13,s104729_S_b009,9
