extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1.9335,0.692249,-0.357958,0.585923,5,s104729_S_b007,7
C1COCCOCCOCCOCCOCCO1,1.09567,0.647074,-0.00244904,1.23688,5,s104729_S_b007,7
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.290211,2.40619,-1.88273,2.01423,7,s104729_S_b007,7
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2.53012,0.639779,-2.94466,0.676573,46,s104729_S_b007,7
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.16663,1.69031,1.11611,-0.333123,6,s104729_S_b007,7
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.857652,1.12125,0.376666,0.906496,2,s104729_S_b007,7
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.570238,2.5138,0.0308979,-0.581761,2,s104729_S_b007,7
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-1.1138,-0.972931,-0.209294,-0.32517,14,s104729_S_b007,7
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-1.21925,2.54375,-3.93677,-1.41477,6,s104729_S_b007,7
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.869104,-1.20729,-0.170083,-0.6925,52,s104729_S_b007,7
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.843227,0.0312106,-0.203888,-0.913505,2,s104729_S_b007,7
CC(C)CN(CC(C)C)C(=O)C(C)C,1.98724,2.70384,1.92553,1.23962,7,s104729_S_b007,7
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.647829,-1.4236,-0.244999,-0.694743,60,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,0.72827,0.155502,-5.36163,0.0771223,12,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,2.37417,1.76846,-2.6206,1.12624,22,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,0.100388,3.59545,-2.35941,0.574283,12,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,2.95052,-0.573318,-2.56808,3.40795,24,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,1.5691,2.44233,-0.953818,1.30009,4,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,0.936129,3.61735,-1.93835,0.778711,12,s104729_S_b007,7
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,1.96458,1.11701,-3.16993,0.997637,24,s104729_S_b007,7
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,2.36992,1.1177,-1.13846,1.83371,10,s104729_S_b007,7
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.873718,1.0762,-1.00343,1.35317,22,s104729_S_b007,7
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,1.77686,0.400799,-3.39224,0.157765,28,s104729_S_b007,7
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,1.97219,0.863891,-2.57658,-0.502205,30,s104729_S_b007,7
