extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.332696,3.16858,0.857858,2.53939,-2.46772,3.12404,3.22967,5.45869,-1.07506,0.479432,-4.86373,1.2847,2.19958,-0.230899,2.24009,-1.60321,5,s104729_S_b026,26
C1COCCOCCOCCOCCOCCO1,-0.187557,3.08039,0.70468,1.30885,-3.21072,3.03774,3.09593,6.44734,-0.226035,0.400897,-5.23471,0.890725,1.56326,-0.594782,2.10905,-2.19946,5,s104729_S_b026,26
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.290755,-0.878142,0.712155,0.131499,-1.88764,0.96417,1.1739,-0.669707,-1.09733,-1.33059,-0.224075,0.339984,0.307962,1.18558,-3.04158,0.223239,7,s104729_S_b026,26
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.026,1.50354,2.33725,0.399171,1.18758,0.476823,1.33331,-1.45506,-3.93298,-1.2916,-1.42743,0.382696,1.13974,1.66406,0.443828,1.42661,46,s104729_S_b026,26
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.82753,-0.650959,-0.73099,-1.05821,0.139804,2.81788,-0.311621,1.50096,-1.41691,-1.56792,-1.13648,-2.05204,-0.369131,-0.321722,-0.685352,3.9217,6,s104729_S_b026,26
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.03604,-0.686402,-1.05719,-0.812442,-0.182216,1.11997,0.571709,0.513176,-0.727354,-0.15972,-0.975909,-1.36586,1.20269,1.14583,-0.488667,1.66918,2,s104729_S_b026,26
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.752204,-3.11941,0.89905,0.477323,0.530287,2.0625,0.561036,-0.264265,-1.83668,-0.583982,-2.41911,-1.22888,-1.29044,-1.90204,-2.99316,5.88094,2,s104729_S_b026,26
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-1.06947,0.506904,0.387204,0.332486,-0.249287,-0.300038,-0.835106,-0.163641,0.34437,0.248481,0.967408,0.355025,-0.925191,0.111604,0.141321,-0.866728,14,s104729_S_b026,26
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.597496,-1.48181,-0.0126032,2.86903,-1.78407,0.703845,-1.59724,0.600481,4.5034,3.16655,-1.3123,-0.805982,-0.0609437,1.16203,1.26743,-0.688158,6,s104729_S_b026,26
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-1.50951,0.54837,0.57048,-0.213506,-0.385634,-0.267111,-0.704037,0.230463,-0.141637,0.215708,0.990055,0.144273,-0.377358,-0.0426345,-0.293933,-1.04997,52,s104729_S_b026,26
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-1.45758,1.05934,0.832868,-0.245989,-1.19712,-0.7865,-0.997429,-0.304637,0.0626913,0.469465,1.42004,0.0655985,0.224984,-1.48214,0.510522,-0.200746,2,s104729_S_b026,26
CC(C)CN(CC(C)C)C(=O)C(C)C,-0.214089,-0.306217,-0.854294,-1.6302,-0.292832,0.74927,1.56844,1.57858,-1.17761,1.34105,-1.46672,-1.65193,1.11408,2.68659,-2.10043,1.26906,7,s104729_S_b026,26
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-1.6273,0.763436,0.355435,-0.284705,-0.563917,-0.0385199,-0.943612,0.166273,0.31706,0.246233,0.996265,-0.045552,-0.610302,0.180898,0.704307,-1.24672,60,s104729_S_b026,26
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.485921,3.00317,3.82813,0.113383,1.56291,-0.533438,0.642715,-1.48624,-3.30821,-2.86859,-0.152301,1.98245,1.25136,1.37924,0.352014,0.253426,12,s104729_S_b026,26
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,1.2133,1.30168,2.85783,1.17794,1.60666,1.53331,1.16225,-0.245353,-4.24724,-1.45715,-1.73522,0.800152,1.67873,2.40704,0.387682,0.418497,22,s104729_S_b026,26
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,2.27646,-2.42084,-2.01446,0.591992,-2.66433,1.51919,1.27479,0.244799,-1.21393,-1.1834,0.386317,1.47692,0.669622,1.71585,-2.01151,0.0448689,12,s104729_S_b026,26
