extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2.26529,2.67878,-2.96735,2.78521,3.79169,2.91503,-2.82005,2.45385,5,s104729_S_b016,16
C1COCCOCCOCCOCCOCCO1,2.12227,2.13958,-3.50248,3.31355,3.07047,2.95335,-3.02184,1.90544,5,s104729_S_b016,16
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.13879,-2.189,0.793091,-2.1182,-0.178449,-1.18603,-2.53229,2.34606,7,s104729_S_b016,16
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2.6444,-1.61716,1.33922,-0.193423,-1.07994,0.0520172,2.27568,2.96234,46,s104729_S_b016,16
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,1.22705,1.98177,1.16577,0.89586,-1.98853,0.612655,-2.05108,3.9316,6,s104729_S_b016,16
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,0.629307,1.24757,1.20229,-1.20181,1.39354,0.438833,-0.711126,1.56933,2,s104729_S_b016,16
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,2.2486,3.21143,0.545676,1.38085,0.902998,-1.38847,-4.0444,6.49054,2,s104729_S_b016,16
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-1.36615,0.068632,-1.62,-0.0533721,-0.514495,-0.597834,-0.107362,-0.988855,14,s104729_S_b016,16
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.8962,-0.773322,0.642044,-2.87751,-4.01969,3.84346,-0.76466,-3.75974,6,s104729_S_b016,16
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.758631,-0.469147,-1.31902,-0.118607,-0.532519,-1.06844,0.91582,-0.214704,52,s104729_S_b016,16
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-0.822143,-0.0260074,-2.0132,0.958862,-1.66278,-0.479565,-0.331594,-0.750522,2,s104729_S_b016,16
CC(C)CN(CC(C)C)C(=O)C(C)C,1.87129,1.99606,2.75973,-2.77341,3.1385,0.870082,0.65638,2.40697,7,s104729_S_b016,16
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.86447,-0.219453,-1.15266,-0.00229485,-0.318354,-0.971586,0.493011,-0.229779,60,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,3.42569,-3.52531,-2.19493,2.35875,0.32082,-1.01278,2.58691,2.58362,12,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,4.41171,0.125108,0.0508326,1.12453,1.28327,1.81674,1.62604,3.03307,22,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,2.78583,1.35989,-1.51122,-4.4376,2.17006,-2.965,1.41049,2.48005,12,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,3.31615,0.567555,0.896731,-0.926453,3.25772,4.01679,-1.88406,5.58384,24,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,1.57128,0.630725,0.481683,0.389563,1.44794,1.25515,-0.860917,2.2867,4,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,3.63047,2.10382,-1.59162,-4.05692,2.53317,-2.47772,1.10919,2.32933,12,s104729_S_b016,16
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,2.99057,-1.95882,-0.39246,0.517069,0.121361,0.734468,0.689201,2.5503,24,s104729_S_b016,16
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,3.01957,1.0129,0.433789,-0.0105982,1.12067,2.58224,-0.0489057,2.60265,10,s104729_S_b016,16
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.671429,1.10793,-1.02749,0.465473,2.62899,3.29338,-0.318916,2.41448,22,s104729_S_b016,16
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,3.07232,-1.51071,-1.41334,1.63401,0.945144,0.665683,2.10329,2.02394,28,s104729_S_b016,16
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,2.66457,-1.55167,0.333136,0.341853,0.747513,0.549126,2.86516,2.31976,30,s104729_S_b016,16
CCCC(=O)N(CC(C)C)CC(C)C,1.13356,0.567074,1.76198,-1.92804,2.14196,0.545353,1.12228,1.94044,9,s104729_S_b016,16
CCCCC(CC)C(=O)N(CCCC)CCCC,1.4262,1.24043,2.49274,-2.52009,2.58624,2.17635,0.702167,2.54318,61,s104729_S_b016,16
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,-1.35571,-0.874534,-0.933769,0.584401,-0.912888,-0.910728,-0.025285,-0.247299,14,s104729_S_b016,16
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.66644,-2.14349,0.732589,-1.72519,-0.345792,1.89588,-2.77842,0.38628,63,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,1.00678,1.52086,3.12813,-3.26757,1.48686,1.43146,-0.371143,2.45342,90,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,1.32493,1.4545,2.20177,-3.37938,2.28037,1.78381,-1.01087,2.30987,451,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,1.53291,1.01899,1.92152,-2.18806,2.39081,1.30878,0.726148,2.20276,25,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,1.03221,1.3342,2.17831,-2.21923,2.21383,0.875486,0.133233,2.23144,29,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,1.06282,0.772797,2.30337,-2.7581,1.80594,0.937052,0.229441,2.08014,447,s104729_S_b016,16
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.614142,2.9382,2.18456,-0.46055,-0.934689,2.48447,-0.92435,1.58047,4,s104729_S_b016,16
