extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-0.521044,-0.79243,0.479874,1.31801,-1.39061,0.943933,0.813985,-1.46044,-6.25867,0.930397,-3.2246,-1.56109,3.94991,-1.13074,-4.7191,-2.20578,5,s104729_S_b013,13
C1COCCOCCOCCOCCOCCO1,-0.311191,-1.33799,0.312389,1.23268,-1.64231,0.923301,1.06102,-0.786553,-6.4306,1.06272,-3.62548,-1.44629,2.91714,-1.99118,-4.38784,-1.46299,5,s104729_S_b013,13
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.000653893,-0.325101,-0.250164,0.335495,-0.359465,0.548611,-0.676681,1.04933,-0.270977,-0.478463,-1.57781,-0.317435,-2.67696,-0.577687,-3.02581,-0.533414,7,s104729_S_b013,13
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1.24379,-1.34064,-0.561041,1.03949,-0.234216,1.44079,1.79622,-0.799118,-0.905409,-0.769904,-1.4501,-1.2522,0.11511,0.590454,-1.97448,-1.91203,46,s104729_S_b013,13
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-1.09353,1.19069,-1.98094,0.0517581,-0.10157,-1.37208,3.21565,-1.51081,-0.673859,-1.5309,-0.655615,-3.07748,0.14284,0.721771,-0.488378,2.30314,6,s104729_S_b013,13
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.178884,1.15024,0.137162,1.30492,-0.811072,0.271157,0.764295,-0.387851,-0.764793,-1.36093,0.335335,-2.22185,1.03556,0.294013,-0.939332,-0.0763641,2,s104729_S_b013,13
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-1.50907,2.08951,-3.06976,2.324,1.52145,-2.6804,3.6077,-1.07312,-2.24545,0.01587,0.163766,-3.91743,-1.41652,0.783231,-0.843553,3.11355,2,s104729_S_b013,13
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.686499,-0.326614,-0.434456,-0.19363,0.425586,0.154373,0.0877033,0.726658,0.759072,-0.225575,0.679325,1.25622,0.267151,-0.159426,1.14024,0.459621,14,s104729_S_b013,13
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-3.48174,1.79226,0.359434,1.42687,-2.13975,-1.79965,-1.26568,1.59578,1.17252,-1.72891,0.607419,0.873023,1.77597,1.8517,-1.99283,0.515215,6,s104729_S_b013,13
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.966999,-0.495403,-0.841639,0.0156083,0.688624,1.20247,0.8169,0.550013,0.628312,-0.240478,-0.146637,1.24976,-0.0756708,-0.189451,0.803443,0.535408,52,s104729_S_b013,13
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1.21161,-0.660983,-0.946433,-0.0976944,0.966048,-0.0420317,1.48603,1.05462,-0.0136621,0.328692,0.0880347,1.51442,0.655102,-2.3966,1.21818,0.495422,2,s104729_S_b013,13
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.01998,0.730734,1.55023,1.64323,-1.99928,2.28184,-0.744234,-0.620831,-0.796835,-2.29932,-0.0936641,-0.481862,-1.29584,2.36016,-0.590123,-2.35953,7,s104729_S_b013,13
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.927291,-0.13118,-0.917827,0.115203,0.45352,0.523669,0.472573,0.684461,0.518797,-0.135226,-0.237642,1.05922,0.585285,-0.617409,0.677056,0.232418,60,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,1.50954,-1.80695,-1.40261,-1.26661,1.53093,2.43167,1.54118,-0.473253,-0.543463,1.43682,-3.63378,0.407926,-0.557696,-0.613173,-1.7008,-0.781247,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-0.194804,-0.949099,0.523741,-0.161441,0.175141,2.42582,2.09709,-1.16646,-1.1905,-0.212878,-0.982029,-1.43291,-0.279099,0.360854,-1.37839,-1.54248,22,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-1.93875,-0.0626238,0.580637,-0.859599,-3.96288,1.59043,-1.90019,0.320348,-3.63251,3.0884,0.288647,-0.817867,-3.32714,-1.17813,-0.714595,-2.42317,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-1.40997,-3.78066,1.12604,0.111005,1.51607,-0.134665,2.0455,-1.15715,-2.81949,0.285931,-0.169246,-4.10983,-2.28,-2.27648,0.00238471,-0.418807,24,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-1.35827,-0.0199484,0.485111,0.40233,-0.0115266,0.653841,0.332894,-0.178751,-0.880695,-0.282419,-0.616396,-1.40149,-0.479489,0.188064,-1.83499,-0.988361,4,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-1.832,-0.36128,1.33142,-1.03592,-3.5992,1.83074,-1.32803,-0.548429,-3.86455,3.4396,0.355493,-1.46081,-2.56388,-0.331991,-0.482142,-2.30109,12,s104729_S_b013,13
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.237685,-1.15971,0.0206767,-0.0891274,0.17556,1.98979,1.65957,-0.664028,-0.86069,-0.20472,-1.5599,-0.710344,-0.741652,-0.939998,-2.06831,-1.48072,24,s104729_S_b013,13
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.487092,-0.561681,1.01342,0.780226,-0.181732,2.2638,2.33909,-1.33665,-2.0109,-0.353986,-0.10541,-1.14728,0.15469,0.299457,-2.11796,-0.674884,10,s104729_S_b013,13
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.865545,-0.0848403,1.5096,-2.32799,0.798808,4.38853,1.88456,-1.54487,-1.58384,1.77419,1.4268,-1.69625,-0.879711,-1.05053,-1.0606,2.19132,22,s104729_S_b013,13
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,0.513342,-1.72429,0.293923,-0.819265,0.703482,2.50819,1.53918,-0.151964,-0.697088,0.474656,-1.9547,0.0452534,-0.493614,-0.949784,-0.825402,-0.857345,28,s104729_S_b013,13
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.39743,-1.24756,0.638345,0.0493791,0.101592,2.53463,1.24296,-0.195068,-0.657015,-0.245326,-1.7008,-0.0175579,-0.61733,1.1223,-1.03087,-1.13649,30,s104729_S_b013,13
CCCC(=O)N(CC(C)C)CC(C)C,-0.606723,0.300708,1.01148,0.912658,-1.39405,1.26633,-0.819316,0.0554597,-0.0947363,-1.69346,-0.445978,-0.205962,-0.943691,2.24968,-0.842372,-1.71129,9,s104729_S_b013,13
CCCCC(CC)C(=O)N(CCCC)CCCC,-1.25994,0.463995,1.50808,1.50786,-2.01273,1.07738,-0.669983,-0.415126,-0.6613,-1.88687,-0.101315,-1.04786,-1.29005,1.82732,-0.8573,-1.80371,61,s104729_S_b013,13
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.00554,-0.693985,-1.31792,-0.564252,-0.055955,-0.231589,-0.272254,1.10541,0.568095,-0.350616,0.0915463,0.761039,0.616019,0.369075,0.00833143,0.389892,14,s104729_S_b013,13
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.19169,-1.04801,-0.511313,-0.0386085,-1.10321,1.16127,1.21698,-0.281443,-1.22587,-0.0155355,-2.08496,1.45369,-2.96916,-1.39019,-2.49674,0.0942859,63,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-1.24711,0.555918,0.851255,1.39371,-2.55951,0.992842,0.23551,-0.388686,-0.326942,-3.49127,0.95627,-0.722742,-1.06083,2.11769,-2.2966,-1.55504,90,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-1.24708,0.577943,1.19767,0.933993,-1.9965,1.63942,0.911017,-0.670253,-0.788935,-2.93148,0.532429,-0.129588,-2.06161,0.99994,-1.40072,-2.04406,451,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-1.54982,0.333489,1.13685,0.572701,-1.7283,1.13594,-0.118777,-0.477451,-0.582934,-2.1202,0.244107,-0.693126,-1.42325,2.37411,-1.12706,-1.47084,25,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-1.15843,0.415002,0.658514,0.90445,-1.93067,0.987781,0.23613,-0.9097,-0.786684,-2.25973,0.714331,-0.925306,-0.801818,1.74391,-0.61721,-1.89689,29,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-1.60638,0.383606,0.79556,0.51978,-1.80559,0.960246,-0.274884,-0.188976,-0.506488,-2.20767,0.0708461,-0.307004,-1.4087,1.94594,-1.39244,-1.57276,447,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-3.66619,1.29834,0.393662,-1.23046,-1.57648,0.237733,2.52659,-1.79973,-0.712881,-3.22937,0.489881,-1.36545,1.2301,1.41258,0.0531275,-0.696978,4,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.54932,-1.00332,0.206678,0.319384,-1.4151,1.96765,1.87471,-1.40408,-1.91492,-0.852753,-1.31389,1.63637,-3.08537,-1.08192,-3.03425,0.133862,24,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.20437,-0.327595,-1.37986,-0.731051,-0.431171,-0.320281,0.979299,0.399013,-0.26978,-1.11845,0.776856,0.564964,0.584172,0.330679,0.158348,-0.338467,520,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-1.01237,-0.170255,0.86732,0.390151,-1.5484,1.30267,-0.314758,-0.156346,-0.389249,-2.13934,-0.163819,-0.111434,-1.17845,1.69721,-1.2847,-1.16141,27,s104729_S_b013,13
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.831587,-0.556682,-0.156911,0.959184,-2.11276,-0.0622659,0.671065,-0.503016,-0.529652,2.57983,-1.08541,-1.36849,-0.130327,1.92258,1.99081,3.1562,4,s104729_S_b013,13
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-4.15991,1.81818,0.433609,1.76155,-2.65869,-1.65499,-0.784701,1.36947,0.914456,-2.34366,1.44385,0.473715,2.1614,2.19248,-2.25163,0.208887,6,s104729_S_b013,13
CCCCCC(=O)N(C(C)CC)C(C)CC,-0.911283,0.296572,0.957694,0.928193,-1.72516,1.15418,-0.951424,-0.0495487,-0.144915,-2.08783,0.117438,-0.209404,-1.44638,1.54348,-0.985358,-1.33046,5,s104729_S_b013,13
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.66231,0.351407,0.961455,0.538235,-1.80972,0.808062,-0.222877,-0.400794,-0.561886,-2.14329,0.394165,-0.536843,-0.896295,1.92103,-0.798884,-1.69672,17,s104729_S_b013,13
CCCCCC(=O)N(CCCC)CCCC,-1.12304,0.292852,1.27276,1.16143,-1.58478,1.01107,-0.527619,-0.264933,-0.423216,-1.49944,-0.0888846,-0.98077,-1.2391,1.36905,-1.05775,-1.35303,2,s104729_S_b013,13
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.547382,-1.16203,-0.243707,0.386939,0.308747,-0.826389,0.60162,1.03287,-0.657153,0.805131,-0.257383,0.722701,1.26148,-2.40386,0.503029,0.44628,2,s104729_S_b013,13
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-0.849432,0.596926,1.3305,1.27787,-1.83327,1.66241,-0.334177,-0.428344,-0.637291,-2.16835,0.0666839,-0.310452,-1.48175,1.69684,-1.14693,-1.93907,14,s104729_S_b013,13
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0.495521,-0.522175,-0.752423,-0.22956,0.221781,-0.737369,-0.649853,1.04163,0.625004,0.123514,-0.167268,0.797615,0.816342,-0.278949,0.728246,0.420959,134,s104729_S_b013,13
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,-0.155266,-0.526235,-0.585566,-0.713269,0.116573,-0.757104,0.118798,0.613711,0.499622,0.00455698,0.587596,0.322978,0.596366,0.540474,0.809905,0.255468,14,s104729_S_b013,13
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.0834,0.450311,1.53771,0.831223,-1.39273,0.699617,-1.37996,-0.469778,-0.287561,-1.13862,0.0952011,-0.974144,-1.35587,2.0359,-0.686224,-1.35859,210,s104729_S_b013,13
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.735173,-0.696394,-0.28507,0.756344,-2.00452,-0.218141,0.406116,-0.420087,-0.471834,2.76474,-1.4728,-1.26641,0.107086,1.85824,2.19433,3.10956,49,s104729_S_b013,13
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-2.12612,-1.86308,2.28884,-0.775455,-1.92067,0.643364,-0.888725,-1.84327,-3.76692,3.10076,1.61692,-2.14021,-1.90055,-0.342909,-0.615114,-0.214863,6,s104729_S_b013,13
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-2.12861,-1.53135,2.2022,-0.515176,-1.72725,1.37007,-0.352585,-1.83235,-3.83425,3.00692,1.70751,-1.85685,-2.06647,-0.63181,-0.841132,0.291672,6,s104729_S_b013,13
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-2.40512,-1.50679,1.84391,-0.76213,-1.84709,0.582186,-0.893055,-1.03968,-3.2899,3.43499,1.70092,-1.97634,-1.4951,-0.609093,-0.835548,-0.170005,6,s104729_S_b013,13
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.538501,-0.144459,0.109696,-2.61991,0.783898,0.7802,-0.46762,-0.171949,0.468251,1.77006,1.89019,0.0116,0.229189,-0.148487,0.825124,2.62247,14,s104729_S_b013,13
CCCCCCCCCC(=O)N(C)C,-0.543557,0.113895,0.672339,0.341633,-1.05238,0.150189,-1.05048,0.363235,0.138932,-1.33837,-0.162831,-0.412812,-0.409001,1.67638,-0.665644,-1.043,5,s104729_S_b013,13
CCCCCCCCCC(=O)N(CC)CC,-0.708228,0.189925,0.730414,0.383359,-1.27276,0.514534,-1.28801,0.19718,0.0303792,-1.48229,-0.265228,-0.170377,-0.897644,1.70551,-0.953552,-1.17932,5,s104729_S_b013,13
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-0.866615,0.464068,1.43093,0.801421,-1.31525,0.575239,-0.961747,-0.393068,-0.15513,-1.46302,0.281921,-0.615527,-1.11463,1.31533,-0.579016,-1.33001,63,s104729_S_b013,13
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.32187,0.781778,1.07961,0.400702,-1.6936,0.380761,-0.125038,-0.562854,-0.656446,-2.18999,0.406312,-0.331063,-1.21622,1.67657,-0.979955,-1.9197,11,s104729_S_b013,13
CCCCCCCCCCCC(=O)N(CC)CC,-0.841125,0.578896,1.2219,0.776451,-1.57958,1.07467,-0.889951,-0.411481,-0.351488,-1.67854,-0.266936,-0.649654,-1.15897,2.29092,-1.22212,-1.50591,47,s104729_S_b013,13
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-0.538453,0.910457,-0.838679,0.863694,-0.712035,0.696975,-1.97179,1.65453,0.136162,-0.60624,-0.00468236,0.275214,1.54073,0.33786,0.996011,-1.68583,12,s104729_S_b013,13
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,1.69199,-0.134509,0.110219,-0.166219,0.120965,-0.115021,-0.988965,0.178724,0.385258,-0.355857,-0.99701,1.35129,0.254076,2.59624,-0.430153,-0.0657734,105,s104729_S_b013,13
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.247066,0.340665,-0.5299,-0.635007,0.378105,-0.825101,-0.682699,0.472687,0.231948,0.295516,1.08236,0.348911,0.602266,0.62547,1.13347,-0.0336078,22,s104729_S_b013,13
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,1.20948,-0.127255,-0.721671,-0.609894,0.89049,-0.378641,-0.395007,0.232695,0.742156,0.442555,-0.553239,0.433475,0.99485,0.552359,0.708161,0.644293,26,s104729_S_b013,13
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,1.37957,-0.354526,-0.673703,-0.499828,0.897232,-0.297259,-0.242747,0.268085,0.834754,0.548917,-1.03006,0.45957,0.472708,0.340743,0.216729,0.850693,26,s104729_S_b013,13
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,1.51375,-0.411451,-0.509092,-0.278758,0.832354,-0.216263,-0.13934,0.165262,0.66899,0.545537,-1.63921,0.299352,0.697125,0.0879118,0.37697,0.559516,22,s104729_S_b013,13
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1.35299,0.139459,-0.335273,-0.777438,1.0762,-0.785726,-0.147981,-0.103178,0.675398,0.670371,-0.425641,0.357273,0.65921,0.922766,0.95235,0.346599,13,s104729_S_b013,13
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,0.616393,0.200855,0.0693712,-0.449959,0.480932,-0.764724,0.331029,-0.183771,0.267327,0.166503,-0.448563,0.272544,0.850234,1.0574,0.544422,-0.438087,14,s104729_S_b013,13
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.945218,0.797374,0.204077,-0.0626835,0.421418,-0.2079,-0.0531186,-0.332316,0.202319,-0.0723647,0.214495,0.646648,-1.65542,-0.787022,-0.880582,0.170697,39,s104729_S_b013,13
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.5103,0.870842,-0.20771,-0.825259,0.987517,-1.05552,-0.00871027,-0.295664,0.386398,0.344343,-0.40925,0.685307,-0.066185,0.176646,0.466483,0.0993046,368,s104729_S_b013,13
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.53862,0.920915,1.0689,0.965748,0.990537,-1.60889,-0.170237,-1.28526,0.622621,-0.164337,0.33783,1.08704,0.511034,-3.35113,-2.21271,0.828743,208,s104729_S_b013,13
CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,-2.82772,2.76772,0.678946,-0.273267,-0.140174,-1.69927,3.54502,-1.90131,-1.58203,-2.11765,-0.493204,-2.90515,1.03131,1.60609,0.517925,1.07605,6,s104729_S_b013,13
CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,-0.438042,1.42453,1.3596,1.05732,-0.760712,0.117257,0.760325,-0.540383,-1.24553,-1.43907,0.352523,-1.51116,1.96874,0.482642,-0.403245,-0.370279,4,s104729_S_b013,13
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,-6.99156,7.41148,-3.31566,1.59581,-0.960915,1.36513,4.2571,-9.44673,-5.60741,0.516658,-6.10574,-4.71952,-3.59106,1.18656,-3.64123,-1.12873,2,s104729_S_b013,13
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,-0.843331,0.0208672,1.1867,0.11081,0.686678,-0.138649,0.247698,0.72471,-0.658624,-0.58076,-0.42858,0.314179,-1.34016,-0.509599,-1.52955,0.527411,4,s104729_S_b013,13
CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-3.33253,-1.36488,1.73555,-0.874802,-2.80228,0.550378,-1.12431,-1.07212,-4.19061,3.12836,1.63308,-2.387,-1.42607,-0.292625,-1.07151,-1.03685,8,s104729_S_b013,13
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,-1.53997,0.347206,2.13197,1.02333,0.223819,0.262312,0.303089,0.174754,-0.798017,-1.23467,-0.319284,-0.446655,-0.811803,0.371842,-2.07095,-0.204455,12,s104729_S_b013,13
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,-2.77081,-1.94948,1.43393,-1.69106,-2.91765,0.966558,-1.59554,-0.84653,-4.49037,3.7591,0.587656,-1.84375,-2.13385,-0.655665,-1.65587,-0.990777,12,s104729_S_b013,13
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.611939,-0.613794,-0.0872104,0.383949,0.252363,-1.46054,0.589456,0.939136,-0.734554,0.659087,-0.0737647,0.588161,1.34323,-2.44268,0.356844,0.317049,2,s104729_S_b013,13
