extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2.40852,-0.831832,-0.517084,1.54716,5,s104729_S_b027,27
C1COCCOCCOCCOCCOCCO1,3.16175,-0.0817631,-0.256251,1.88854,5,s104729_S_b027,27
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1.78968,-1.79207,0.77242,-1.85445,7,s104729_S_b027,27
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.24753,-2.05901,-1.13614,-1.19054,46,s104729_S_b027,27
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-0.817354,-1.08748,-1.8891,0.535701,6,s104729_S_b027,27
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,1.35829,-0.670183,-1.34238,0.426961,2,s104729_S_b027,27
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,0.922875,-0.936159,-1.88342,0.0211701,2,s104729_S_b027,27
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,-0.412692,0.848916,0.798709,-0.121694,14,s104729_S_b027,27
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.480589,-0.0637864,2.18341,2.66381,6,s104729_S_b027,27
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.121118,1.00594,0.627531,-0.294095,52,s104729_S_b027,27
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,-1.76568,-0.0492647,0.481669,0.675207,2,s104729_S_b027,27
CC(C)CN(CC(C)C)C(=O)C(C)C,3.49733,-0.95915,-1.60709,0.174591,7,s104729_S_b027,27
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.312649,1.18231,0.558865,-0.23237,60,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-2.19652,-2.35347,0.672669,-2.96522,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-1.51016,-2.84127,-1.03883,-0.921202,22,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,3.497,-2.19642,-0.251763,-1.88567,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-1.79195,-2.73177,0.646775,1.56482,24,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0.308998,-1.76184,-0.683487,-0.0591797,4,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,2.43109,-2.74079,-0.932754,-1.51617,12,s104729_S_b027,27
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-1.02323,-2.47489,-0.0472852,-1.61016,24,s104729_S_b027,27
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-0.82164,-2.39344,-1.03548,0.0651314,10,s104729_S_b027,27
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-0.666886,-1.96041,0.265013,0.711705,22,s104729_S_b027,27
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-1.0609,-2.07693,-0.227029,-1.91568,28,s104729_S_b027,27
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-0.644158,-1.42973,-1.23764,-1.68484,30,s104729_S_b027,27
CCCC(=O)N(CC(C)C)CC(C)C,2.62366,-0.349114,-1.01308,-0.252341,9,s104729_S_b027,27
