extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,4.39871,1.74196,1.57483,3.37799,5,s104729_S_b005,5
C1COCCOCCOCCOCCOCCO1,4.28581,1.29103,1.69508,2.82213,5,s104729_S_b005,5
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.0925388,-2.13298,2.43501,0.357616,7,s104729_S_b005,5
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.90528,-1.32399,0.938943,-0.86847,46,s104729_S_b005,5
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.665823,1.90208,1.71181,0.957465,6,s104729_S_b005,5
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-0.844431,1.3309,1.3009,0.908068,2,s104729_S_b005,5
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1.18039,0.958423,2.50841,1.81972,2,s104729_S_b005,5
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1.1075,-0.526326,-0.0944693,-0.674597,14,s104729_S_b005,5
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3.58743,-1.54922,2.66911,-2.52314,6,s104729_S_b005,5
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,-0.122243,-0.803646,-0.202323,-0.336597,52,s104729_S_b005,5
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.413419,-1.1219,0.557202,-2.21858,2,s104729_S_b005,5
CC(C)CN(CC(C)C)C(=O)C(C)C,-3.18415,1.23849,1.58268,3.03333,7,s104729_S_b005,5
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.19862,-0.676022,-0.217629,-0.800253,38,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.972348,-3.5622,-1.81605,-0.0213114,12,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-1.12267,-0.667086,-0.374005,0.6475,22,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-0.859623,0.400189,1.19971,1.93763,12,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-2.6634,0.853748,-2.5492,0.197998,24,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-0.989583,0.128896,1.28779,0.54792,4,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-0.662593,0.662173,1.22314,2.68156,12,s104729_S_b005,5
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-1.48349,-0.874121,-0.0468005,-0.0111866,24,s104729_S_b005,5
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-1.19374,0.756711,0.716489,0.742231,10,s104729_S_b005,5
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-2.07657,0.123321,-0.701293,0.987991,22,s104729_S_b005,5
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-0.854218,-1.77623,-0.438276,0.253731,28,s104729_S_b005,5
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-1.39718,-0.675406,-0.29182,-0.196202,30,s104729_S_b005,5
CCCC(=O)N(CC(C)C)CC(C)C,-2.8509,1.03711,0.885299,2.28704,9,s104729_S_b005,5
CCCCC(CC)C(=O)N(CCCC)CCCC,-2.42637,1.24077,1.92386,2.66808,61,s104729_S_b005,5
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.718165,-0.931027,-0.45404,-1.01877,14,s104729_S_b005,5
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.30145,-3.23404,1.12395,0.960726,63,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-3.99732,1.92067,1.76862,2.24819,90,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-4.40702,1.39384,1.73395,2.64876,451,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-3.16551,1.0825,0.777491,2.3649,25,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-2.75134,1.98447,1.6856,2.5452,29,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-2.60731,1.15325,1.82809,2.04001,447,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.21885,3.29788,1.00858,0.31165,4,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-3.84968,-2.1312,0.884577,1.81213,24,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-0.699282,-0.219569,0.426843,-1.50817,480,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-2.62757,0.707047,0.110981,2.30888,27,s104729_S_b005,5
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-2.797,-0.700986,-0.990557,-1.81057,4,s104729_S_b005,5
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2.58174,-0.670961,3.0167,-2.92696,6,s104729_S_b005,5
CCCCCC(=O)N(C(C)CC)C(C)CC,-2.12913,0.963556,0.909525,2.42261,5,s104729_S_b005,5
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-3.19266,1.19837,1.35838,2.32578,17,s104729_S_b005,5
CCCCCC(=O)N(CCCC)CCCC,-2.55546,1.17388,0.787032,2.18173,2,s104729_S_b005,5
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.386851,-0.385007,0.432537,-2.29645,2,s104729_S_b005,5
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-2.99164,1.32076,1.39476,2.77566,14,s104729_S_b005,5
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1.02852,-0.965295,-0.772164,-1.01416,120,s104729_S_b005,5
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1.06851,-0.252744,-0.0975953,-1.13858,14,s104729_S_b005,5
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-2.54145,1.16929,0.715318,2.30987,446,s104729_S_b005,5
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-2.37897,-0.999533,-1.36736,-2.42455,77,s104729_S_b005,5
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-0.200279,0.593474,1.51113,0.587041,6,s104729_S_b005,5
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-0.89852,0.555349,0.929408,0.952474,6,s104729_S_b005,5
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-0.519228,0.874483,1.62673,0.213041,6,s104729_S_b005,5
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.577028,-1.18002,-0.390494,-1.30777,14,s104729_S_b005,5
CCCCCCCCCC(=O)N(C)C,-2.20531,0.815114,0.460934,1.92588,5,s104729_S_b005,5
CCCCCCCCCC(=O)N(CC)CC,-2.05504,0.846201,0.444502,2.09637,5,s104729_S_b005,5
CCCCCCCCCC(=O)N(CCCCCC)CCCCCC,-2.13534,1.2111,0.771281,2.21272,63,s104729_S_b005,5
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.82761,1.74671,1.6035,1.97369,11,s104729_S_b005,5
CCCCCCCCCCCC(=O)N(CC)CC,-1.92813,1.09365,0.752946,2.21736,47,s104729_S_b005,5
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,1.36175,0.809163,-0.40934,0.990206,12,s104729_S_b005,5
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,2.60518,-0.214085,-0.48579,-1.85567,105,s104729_S_b005,5
