extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,e_l_08,e_l_09,e_l_10,e_l_11,e_l_12,e_l_13,e_l_14,e_l_15,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,-0.232883,5.18295,-0.406075,1.79062,1.37545,0.787346,-2.0953,0.159762,-0.549343,3.72724,0.508664,-2.21321,0.99734,-2.24608,-2.42001,2.54953,5,s104729_S_b021,21
C1COCCOCCOCCOCCOCCO1,-0.53666,4.04749,-1.52289,2.03988,1.57511,0.446421,-2.21823,-0.640755,0.202555,2.83549,0.140617,-2.3424,0.991153,-2.53105,-1.59859,3.44413,5,s104729_S_b021,21
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-1.70049,0.601929,-0.900879,-0.470952,0.295994,-0.155143,-1.24794,3.89815,-0.53062,1.53562,0.16991,-0.338536,2.32416,-2.15005,-0.789283,0.941008,7,s104729_S_b021,21
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.51151,1.90521,1.24017,-1.81071,1.49727,0.651565,0.481692,2.17833,-0.997365,0.0433419,1.47797,-0.556801,0.289602,-1.70776,-4.22325,0.228181,46,s104729_S_b021,21
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-3.08415,-0.129495,-0.559644,-0.553502,1.50659,-1.8167,0.171223,3.47411,-0.716922,2.39508,-0.607569,0.935082,-0.603275,-0.6774,-1.21744,2.67456,6,s104729_S_b021,21
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.30081,1.88328,0.132474,0.762846,1.69705,-0.304011,0.0323665,0.809979,-0.147881,0.364177,-0.575299,1.19757,-1.49686,-0.309558,-0.394555,1.21246,2,s104729_S_b021,21
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-5.19173,-0.577949,-0.53993,0.529632,1.85576,-1.22663,-0.389177,3.19929,-0.251317,2.74545,0.771702,2.10317,1.39636,-2.0428,-1.64435,-1.1068,2,s104729_S_b021,21
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1.01152,-0.0606642,-0.488356,-0.184773,-0.465771,-0.611904,-0.573046,-0.484941,0.673309,-0.668892,-0.90978,-0.296649,0.587436,-0.676569,0.251126,-0.0962792,14,s104729_S_b021,21
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-0.735847,3.20807,0.145976,0.797583,-0.899352,1.43522,3.0773,0.573697,0.757773,2.12013,1.40145,0.749743,-0.187557,-3.57137,-0.739441,-2.49309,6,s104729_S_b021,21
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.813616,-0.295927,-0.140277,-0.430444,-0.311294,-0.755122,-0.958703,-0.786219,1.21952,-0.579907,-0.402843,0.292235,0.477627,-0.187635,-0.0400334,0.652764,52,s104729_S_b021,21
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.576747,-0.388674,-1.02248,-0.835351,0.220285,-1.09304,-1.57725,-0.40663,0.660536,-1.79535,-0.121158,-0.274836,-0.00609672,-1.69518,0.307322,0.00256637,2,s104729_S_b021,21
