extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.427581,-0.206413,-1.2976,0.815755,0.601751,4.43643,1.28033,2.19917,5,s104729_S_b008,8
C1COCCOCCOCCOCCOCCO1,0.88869,0.183469,-1.22666,1.74416,0.650877,3.73638,1.36511,1.5183,5,s104729_S_b008,8
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.203002,0.506406,-0.804387,2.24248,-1.23036,-0.389519,1.10124,3.84818,7,s104729_S_b008,8
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.443424,-0.728631,-1.81414,-0.764677,-0.654801,2.1497,2.19036,1.3204,46,s104729_S_b008,8
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.67604,-2.28596,-1.21517,1.0771,0.966062,0.305089,0.324613,-0.0573991,6,s104729_S_b008,8
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.39156,-0.659995,0.863625,0.811126,0.258222,0.272596,1.02432,0.477428,2,s104729_S_b008,8
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-3.49039,-2.7012,-2.52003,2.10261,0.966829,-0.263092,-1.26922,-0.276021,2,s104729_S_b008,8
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.572843,0.23592,0.129977,0.217123,-0.791276,-0.20717,-0.838314,-0.945582,14,s104729_S_b008,8
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1.647,2.00516,-1.37515,1.89938,-0.0852399,2.47495,-0.937048,-0.356504,6,s104729_S_b008,8
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.189742,0.235635,0.262066,0.272591,-0.73544,0.626744,-1.22676,-1.01459,52,s104729_S_b008,8
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.316084,1.09741,-0.759343,1.23091,-0.533539,-0.540759,-0.583843,-1.7917,2,s104729_S_b008,8
CC(C)CN(CC(C)C)C(=O)C(C)C,-2.78344,-1.71104,0.209184,2.0926,1.06722,3.42733,-0.097981,1.82831,7,s104729_S_b008,8
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,-0.186172,0.00898795,0.0406375,0.00662613,-1.00328,0.193188,-1.25542,-0.995548,60,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,1.32622,1.30415,-1.92689,-0.764103,-1.55029,4.42962,-0.397056,1.36104,12,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0.541663,0.129167,-0.306213,-0.120876,0.193401,3.89933,2.14199,1.0844,22,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,1.74131,-2.72683,-2.32531,1.43438,3.6577,-0.281656,2.54556,4.26064,12,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,1.69375,2.1928,1.82696,0.392196,2.42345,2.43269,2.26952,0.577392,24,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-0.690014,-0.17304,0.57747,0.714378,0.489527,1.98746,2.04531,1.82486,4,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,1.56787,-3.17859,-2.10762,1.09323,3.87153,0.186865,1.96672,3.83393,12,s104729_S_b008,8
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.787312,0.605852,-1.05357,0.166424,-0.264901,2.78995,1.60099,1.48158,24,s104729_S_b008,8
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0.0266436,-0.280616,0.257594,0.730869,0.0199485,2.83908,2.16792,0.773867,10,s104729_S_b008,8
