g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Am(III),-0.0852747,-0.923168,-1.09353,1.15013,-0.590155,0.246029,-0.763036,-0.291899,0.635934,0.0199917,0.338725,-0.377765,-0.106184,-0.0110532,-0.93363,-0.178979,1683,s104729_S_b020,20
Am(VI),-0.622635,0.651097,-2.90211,-0.546621,-0.15732,-3.02663,-1.31826,-0.821495,-0.41724,-0.857311,-0.372201,1.72441,-0.647376,1.67022,-0.392254,-0.0740473,27,s104729_S_b020,20
Ba(II),1.75223,-1.49857,2.16104,4.80324,-1.90992,-2.27738,-2.34644,-2.99305,0.33591,-0.38873,0.266209,2.34645,4.07004,0.953557,-3.36903,0.551619,25,s104729_S_b020,20
Bi(III),-2.7026,-1.96493,2.19422,5.54716,2.1344,-0.300408,0.0113402,1.78032,-1.12967,-4.12984,-5.82411,-2.35282,0.960469,2.64162,0.161009,2.75142,17,s104729_S_b020,20
Ca(II),-0.80168,-0.839532,3.10594,1.48936,-0.344049,-2.12372,-0.641656,-0.772541,0.905864,-0.1919,-0.256332,0.178941,1.66874,1.10144,-2.79967,-0.915713,22,s104729_S_b020,20
Cd(II),-0.354521,-7.03211,3.46425,8.9221,0.72947,-5.64052,0.514526,-3.01631,-2.86504,-0.345712,-5.03792,0.039907,-5.01534,-3.5365,-4.05423,-0.982653,4,s104729_S_b020,20
Ce(III),0.93646,0.926769,-0.894111,2.68291,0.398192,-0.24206,0.0127686,-0.265143,-1.78395,-0.936595,0.941207,1.05652,0.709944,-1.71831,-0.198502,-0.127795,293,s104729_S_b020,20
Cf(III),-0.816851,-0.638205,-0.368746,1.19269,0.924697,0.645735,-0.185718,0.508382,0.0491438,-0.234362,-0.384789,-0.0285919,-0.799724,-0.969172,-2.44707,0.023139,9,s104729_S_b020,20
Cm(III),-0.12548,-0.93761,-0.411755,0.84994,-0.12219,0.622846,-0.830589,-0.139977,0.155562,0.772578,-0.120671,0.0289921,0.0335749,-0.381754,-2.57239,-0.142644,135,s104729_S_b020,20
Dy(III),-0.362933,-0.203235,1.05829,0.0513174,1.12803,0.512381,0.803125,0.162196,0.0774522,-0.743218,0.222245,-0.983283,0.220884,-0.879088,-0.119699,-0.220711,377,s104729_S_b020,20
Er(III),-0.676,-0.314011,0.779921,-0.140439,1.22376,0.611869,1.04939,0.349829,0.105959,-0.816055,0.23901,-1.16407,-0.30607,-1.06223,-0.329164,-0.0420135,300,s104729_S_b020,20
Eu(III),0.293266,-0.301346,1.0905,0.949522,0.267461,0.8924,0.5124,0.62379,0.160924,-0.726919,0.91357,0.86855,-0.122022,-0.357021,-0.178553,0.946172,1692,s104729_S_b020,20
Gd(III),0.649613,0.0363282,0.831139,0.636161,0.831287,0.844435,0.572136,0.0221901,-0.276874,-0.518118,0.32454,-0.494514,0.322205,-0.764872,0.0785151,0.0203502,360,s104729_S_b020,20
Hf(IV),0.567424,-0.593686,-0.94756,-4.94564,0.34509,0.329379,2.48522,0.390487,-0.775186,-3.31834,-0.465334,-1.26358,-0.23437,1.05663,-1.62152,-1.90716,5,s104729_S_b020,20
Ho(III),-0.557212,-0.369139,0.578959,-0.137231,1.25863,0.648187,0.977943,0.287338,0.145557,-0.657898,0.162103,-1.03823,-0.181852,-1.0603,-0.205527,0.0257247,248,s104729_S_b020,20
In(III),-2.14746,-3.90156,1.47185,2.86973,-0.152386,-2.64279,-3.31477,0.560512,-0.707367,-0.892088,-3.13365,1.04484,-0.508363,1.54054,-3.09486,3.03887,5,s104729_S_b020,20
La(III),1.67074,1.08991,-0.465463,3.15008,0.0668506,-0.281656,0.144305,-0.648352,-2.26178,-0.976134,0.854423,1.10613,1.03757,-1.52548,-0.147524,0.0298547,344,s104729_S_b020,20
Lu(III),-0.844558,-0.570961,0.357366,-0.450869,1.45125,0.977125,1.15244,0.516285,-0.126972,-1.18,0.14871,-1.20324,-0.548259,-1.4746,-0.718794,0.304383,247,s104729_S_b020,20
Nd(III),0.784298,0.285404,-0.462142,1.93539,0.350515,0.211596,0.109049,-0.456969,-1.24946,-0.501723,0.00346142,0.36045,0.746542,-1.37677,1.26833,-0.0591293,433,s104729_S_b020,20
