g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Np(IV),0.2779,0.918494,-0.592268,-0.559386,-0.965608,-1.32003,0.00241888,-0.116569,0.921334,0.116468,-0.708924,0.018207,-0.6922,2.36613,0.315497,-0.736681,216,s104729_S_b020,20
Np(V),0.44396,-0.775792,-2.14815,-0.157076,-1.64216,-2.57023,-1.65124,-2.10582,-0.371329,0.285362,-0.437668,3.21957,0.743499,1.87964,0.0464386,0.530723,187,s104729_S_b020,20
Np(VI),-0.176413,0.218374,-2.44683,-1.26288,-0.0727766,-4.17652,-0.350823,-0.968516,-0.225456,-1.95608,-0.265916,1.95026,-0.444052,2.92097,-0.134743,0.00311689,67,s104729_S_b020,20
Pa(V),0.10514,-0.753814,-2.36734,-1.92407,-2.4063,-3.43102,-1.53074,-1.51568,0.415399,-2.2414,-0.149274,0.252354,0.379951,2.77968,-0.539082,-0.562586,43,s104729_S_b020,20
Pb(II),-1.55406,-1.91141,2.06055,9.27906,1.0459,-0.511876,-1.41681,0.43911,-2.3638,-1.60799,-5.03546,-1.17844,2.24394,1.80109,-1.04416,3.95699,10,s104729_S_b020,20
Pd(II),5.10227,-3.79988,2.07818,2.01366,0.731286,-1.92459,3.26245,-3.40802,-3.32691,-0.747602,-1.94103,0.303441,-6.28943,-0.300848,-3.95199,-5.86975,18,s104729_S_b020,20
Pd(IV),3.31462,-1.86405,-1.26813,-4.2202,-0.811331,-0.341272,-1.21794,-1.25755,-0.756657,-3.65408,-0.0616324,1.28142,-0.31898,5.0329,-3.11536,-1.44348,5,s104729_S_b020,20
Pm(III),0.507283,-0.0687698,0.896503,1.30325,0.656819,1.23289,0.560732,0.579515,-0.189438,-0.267816,0.753175,0.588497,0.165899,-0.866274,0.10924,0.630064,1,s104729_S_b020,20
Pr(III),1.14905,0.587607,-0.579956,1.97125,0.390537,0.0407943,0.145624,-0.399386,-1.37041,-0.567774,0.589073,0.744493,0.756449,-1.15735,0.642682,0.145036,348,s104729_S_b020,20
Pu(III),-0.174372,0.488167,-1.59376,1.05321,-0.0804495,-0.230143,-0.739562,0.491479,-0.197151,-0.26312,-1.67804,1.21253,-0.125477,0.149527,-1.58225,-1.24838,118,s104729_S_b020,20
Pu(IV),-0.800386,0.899165,-1.33761,-0.622108,-0.74027,-1.34286,0.162468,0.421393,0.7046,-0.866813,-1.60299,-0.189544,-0.467329,2.01877,-1.28856,-1.12183,580,s104729_S_b020,20
Pu(VI),-1.24521,0.140729,-3.2252,-1.2414,0.192169,-4.15209,-0.259838,-0.495533,-0.467958,-2.94724,-1.11955,1.82573,-0.181418,2.47168,-1.74106,-0.360763,107,s104729_S_b020,20
Sm(III),0.377794,-0.0220268,0.190878,1.10759,0.597709,0.579297,0.601671,-0.142208,-0.563777,-0.814071,0.245996,-0.0480343,0.39627,-1.33606,0.677618,-0.0888964,242,s104729_S_b020,20
Sr(II),0.105018,-1.18736,3.30417,2.99243,-0.649716,-2.23385,-1.35156,-1.63243,0.823727,-0.440003,0.301387,0.741143,2.56349,-0.0926321,-2.35932,-0.349927,94,s104729_S_b020,20
Sr(III),-0.492375,-2.99459,3.64894,-1.62128,-1.64053,-2.06605,-1.88363,-1.75622,-0.134977,-1.79678,0.597873,-0.237093,2.11565,-0.734422,-3.36137,0.244682,38,s104729_S_b020,20
Tb(III),0.0592717,-0.446752,0.440081,0.234464,0.646813,0.525223,0.948795,0.509519,0.0655559,-0.236349,0.647444,-0.319865,0.149141,-0.609766,0.00835721,0.46219,269,s104729_S_b020,20
Tc(VII),1.5829,0.668949,-3.07882,-4.92453,1.3605,-4.45395,1.57221,0.334033,-1.29952,-8.30492,0.426329,1.18631,-0.332974,3.71981,-1.43143,-2.42636,21,s104729_S_b020,20
Th(IV),-0.178282,1.3369,-0.229346,0.59069,-0.432593,-0.252725,-0.926503,0.447324,-0.473438,0.336752,0.39184,0.618489,-0.889507,-0.0036549,-0.735384,-0.57538,773,s104729_S_b020,20
Tm(III),-0.699292,-0.564761,0.335043,-0.379226,1.32998,0.848966,1.119,0.445315,0.203691,-0.895578,0.295764,-1.04358,-0.337833,-1.20889,-0.361305,0.323418,201,s104729_S_b020,20
U(IV),0.362817,0.337253,-1.63379,0.373477,-1.30375,-2.51289,-1.28953,-0.62355,-0.588856,-0.963934,0.946373,0.847961,-0.114794,1.64927,-0.964267,-0.331166,15,s104729_S_b020,20
U(VI),-0.104356,-0.0458418,-3.27627,-1.32107,-1.51091,-5.80623,-0.260363,-1.07143,-0.094942,-2.8893,0.830461,0.370923,-0.123783,4.5204,-0.912314,0.261431,1036,s104729_S_b020,20
Y(III),-0.566297,0.991878,1.88448,-1.78902,2.33092,0.40865,-1.20275,-1.24313,-0.208027,-0.90049,-0.0158285,0.713646,-0.30391,-2.53825,-0.490811,-1.73689,28,s104729_S_b020,20
Yb(III),-0.851291,-0.954137,0.200141,-0.361926,1.1331,0.968683,1.43035,0.838234,0.0782254,-0.478296,0.162524,-0.400345,-0.207603,-1.35153,-0.948829,0.730413,231,s104729_S_b020,20
Zr(IV),0.858518,0.225143,-0.589643,-5.72822,0.569599,0.170639,1.88076,1.19061,-1.75753,-3.30025,0.343789,-0.367527,-1.23322,-0.205064,-0.708647,-3.02031,13,s104729_S_b020,20
