g19_metal_state,e_m_00,e_m_01,e_m_02,e_m_03,e_m_04,e_m_05,e_m_06,e_m_07,e_m_08,e_m_09,e_m_10,e_m_11,e_m_12,e_m_13,e_m_14,e_m_15,n_training_rows,fold_id,fold_ordinal
Er(III),-0.193372,0.172213,0.158514,-0.455555,-0.0505356,-1.2233,1.74098,-1.51126,0.376517,-0.926045,-1.00288,0.652427,0.000853062,-0.580045,-0.246653,0.686053,300,s104729_S_b023,23
Eu(III),-0.774508,0.296492,0.962392,0.922722,0.179574,0.379447,1.00354,-1.01619,-1.462,-0.324006,0.728117,-0.363981,0.576491,-0.687281,-0.00647068,0.136115,1535,s104729_S_b023,23
Gd(III),-0.304706,0.200855,-0.567249,0.00519377,0.155844,-0.64437,1.21522,-0.925809,-0.963916,-0.0985526,0.4318,0.792512,0.0692356,-1.03094,-0.223291,-0.025899,375,s104729_S_b023,23
Hf(IV),-0.365572,-3.25377,-0.368461,-1.34073,2.10613,-4.29855,-1.72276,-1.4727,-1.22233,-2.03261,-2.3328,0.914529,-0.534405,-1.2022,3.69268,1.19512,5,s104729_S_b023,23
Ho(III),-0.108539,0.103686,0.0264388,-0.183285,0.110227,-0.983753,1.51405,-1.60369,0.124843,-0.820096,-0.789727,0.803537,0.196605,-0.472581,-0.190462,0.757798,264,s104729_S_b023,23
In(III),0.0774941,-2.99138,-0.569574,-1.03068,-0.0401405,-2.3217,0.708719,1.25171,5.05222,0.0348207,6.72208,-4.64297,-1.99687,-3.24596,0.586681,-1.5626,5,s104729_S_b023,23
La(III),-0.772607,-0.0780333,-0.0569956,0.36812,2.85242,0.709359,0.574666,1.54762,-1.03039,0.650354,1.32824,-1.0704,-0.553899,0.0568313,-3.0754,-0.760423,344,s104729_S_b023,23
Lu(III),-0.455617,0.640615,0.30146,-0.248692,0.205985,-1.06501,1.64155,-1.14765,0.725282,-1.28096,-1.72751,0.885113,0.360122,-0.987422,-0.161783,1.14788,225,s104729_S_b023,23
Nd(III),-0.145988,-0.298947,-0.598134,0.158005,0.835547,-0.140755,0.705709,0.860821,-0.857487,0.310874,1.39936,0.176311,-1.2268,-0.578877,-1.78851,-0.236715,433,s104729_S_b023,23
Np(IV),0.984113,-0.424893,-0.350307,0.228529,-1.43179,-0.669877,-0.987808,-0.150989,0.710545,1.15215,0.472751,-0.698008,0.845911,1.07225,2.02817,0.147429,216,s104729_S_b023,23
Np(V),-1.02603,-1.25372,-3.77303,1.74937,-0.189728,0.304283,-2.84888,2.49891,1.31431,2.2312,0.892778,-1.51593,-0.261457,0.582254,0.340258,-1.15251,187,s104729_S_b023,23
Np(VI),-0.162949,-2.44958,-1.90989,2.57406,-1.85643,-1.52412,-2.60171,1.86427,1.30907,1.09487,0.0869832,-2.02864,1.89067,1.27885,-0.365063,0.896478,67,s104729_S_b023,23
Pa(V),-1.72098,-1.72763,-2.89872,-0.289227,-0.51092,-2.57787,-3.04702,0.172919,1.52972,0.502635,-0.0771244,-2.51156,-0.245508,-0.347622,0.138577,0.293391,43,s104729_S_b023,23
Pb(II),-0.328682,-6.02212,0.426968,0.337054,-1.18583,2.64351,0.191884,4.1539,1.51288,-2.54735,3.9511,-4.126,-2.44056,-2.10703,-0.795436,0.882097,10,s104729_S_b023,23
Pd(II),2.79712,-1.80045,-1.0136,-1.81608,7.49315,-0.950426,0.705913,-0.217999,-2.30733,-1.562,0.327976,-7.1982,-2.79577,-3.19861,2.71095,5.18943,18,s104729_S_b023,23
Pd(IV),-0.271687,-5.12415,-0.729364,-1.00968,3.49462,-5.95957,-6.43221,0.475285,-0.6646,-0.133659,0.666362,-5.5619,0.376184,-0.961455,3.5565,1.61114,5,s104729_S_b023,23
Pm(III),-0.26682,0.342637,1.193,0.463246,0.437886,0.571059,1.06997,-0.847669,-1.28152,-0.532426,0.809246,0.357034,0.487719,-0.396568,-0.0254507,0.0455524,1,s104729_S_b023,23
Pr(III),0.0345813,-0.0316967,-0.268532,0.639596,1.33134,0.29918,0.433216,0.66029,-0.897936,0.524341,1.05502,-0.0947492,-1.05682,-0.148012,-2.30497,-0.513009,348,s104729_S_b023,23
Pu(III),0.126983,-1.26084,-1.96126,-1.77968,0.213208,0.875843,-0.799872,0.825912,-0.368047,0.453192,-0.338611,-1.19192,1.04397,1.23331,0.984178,-1.01616,118,s104729_S_b023,23
Pu(IV),0.390648,-1.06688,-0.708581,-2.43477,-1.15065,-1.16054,-1.25463,-0.131154,0.183223,0.254829,0.278891,-0.769147,1.63432,1.64521,1.84439,0.386838,580,s104729_S_b023,23
Pu(VI),-0.803831,-3.08466,-2.34677,-0.0478661,-1.5583,-1.94888,-2.87223,1.94221,0.768116,0.161545,-0.0948026,-2.13867,2.64624,1.91002,-0.667814,1.06291,107,s104729_S_b023,23
Sm(III),0.170314,0.48773,0.0301486,0.304151,0.402243,-0.192606,0.470873,0.0334923,-0.742649,0.0163363,1.14462,0.625599,-0.627385,-0.758162,-0.861797,0.274287,323,s104729_S_b023,23
Sr(II),-1.60939,-0.894545,2.26407,1.27859,3.04474,0.165238,0.23584,1.0253,2.84509,-1.98568,3.48404,-1.80383,0.674947,0.0966274,0.388593,-2.53985,94,s104729_S_b023,23
Sr(III),-3.93585,-1.10923,2.49144,0.762157,2.16301,-0.884177,-1.58558,0.667628,5.66799,-1.8885,1.46721,-1.80941,-0.382057,-2.35611,1.7259,-2.0377,38,s104729_S_b023,23
Tb(III),-0.294154,-0.494963,0.183051,0.373025,0.0326711,-0.130035,0.847018,-0.97716,-0.648222,-1.03546,0.224051,1.23316,0.116801,-0.363719,-0.0991221,0.664037,269,s104729_S_b023,23
Tc(VII),0.308193,-5.11297,-1.27255,-0.794683,0.340512,-7.45008,-4.84595,-0.248711,-2.66378,-2.6422,-2.96735,-0.974685,0.210319,-0.0504453,2.39469,3.1726,21,s104729_S_b023,23
Th(IV),-0.566609,0.162196,-1.21554,-0.659117,-0.302013,0.30476,-0.0825811,-0.55219,-0.608382,-0.384932,0.319777,-2.04172,-0.238637,1.31352,0.434213,-0.40173,753,s104729_S_b023,23
Tm(III),-0.274888,0.15247,0.222947,-0.0318246,0.0263126,-1.00747,1.38833,-1.31499,0.302794,-1.35095,-1.2708,0.90742,0.436994,-0.658217,-0.400221,0.914084,201,s104729_S_b023,23
U(IV),-0.810627,-2.29801,-1.37529,0.228312,0.0326551,-1.2995,-1.52373,0.0861601,0.523016,1.42149,0.905023,-3.01082,0.165524,-0.0900264,-0.217455,0.0613714,15,s104729_S_b023,23
U(VI),-0.241948,-4.35075,-0.272462,1.23497,-0.795661,-3.44169,-3.02312,0.477127,1.88421,1.28479,1.39699,-2.53431,2.46476,-0.497579,-0.429496,1.55296,1036,s104729_S_b023,23
Y(III),-1.65224,-1.53846,0.316637,-0.73726,0.521895,-0.840482,2.32714,2.11896,2.42604,0.870557,0.800246,-1.91114,0.0359897,0.450448,2.58064,1.84768,28,s104729_S_b023,23
Yb(III),-0.295325,0.221267,1.01896,-0.156363,0.0910899,-0.38141,0.968325,-0.995829,-0.0445441,-1.44417,-1.51791,1.12368,0.949142,-1.02956,-0.395525,1.58927,231,s104729_S_b023,23
Zr(IV),-1.33867,-2.17949,-1.46268,-1.61826,1.27123,-6.68573,-0.875512,-1.70098,-3.0247,-2.3114,-3.16039,-1.13359,-1.80301,-0.955151,3.07537,1.74823,13,s104729_S_b023,23
