extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,fold_id,fold_ordinal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3.62461,-0.800746,0.11895,2.13564,-1.19429,-0.629951,2.79463,3.11908,5,s104729_S_b014,14
C1COCCOCCOCCOCCOCCO1,3.43113,-0.0287649,-0.339243,2.41293,-1.04132,0.0954348,2.57284,2.5609,5,s104729_S_b014,14
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,-0.159649,1.09606,-2.06227,-0.342577,2.45235,1.40879,2.37525,0.853794,7,s104729_S_b014,14
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,-1.35699,-0.482482,-1.91427,0.362218,1.52198,0.935011,-1.53494,0.55338,46,s104729_S_b014,14
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,-2.62323,-2.20226,-3.41272,0.210552,-0.863462,2.70999,1.14244,-0.0857396,6,s104729_S_b014,14
CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,-1.80388,-1.39617,-0.129459,1.25978,-0.349091,-0.482791,0.483011,1.22831,2,s104729_S_b014,14
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,-2.73802,-3.11975,-4.11442,0.624102,0.275965,0.420043,1.62589,-1.26995,2,s104729_S_b014,14
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.545341,0.848995,1.26167,-1.14832,0.14929,0.59962,0.192719,-0.129108,14,s104729_S_b014,14
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-3.56934,0.0459595,0.266123,-0.388435,-2.32158,1.73577,-0.170108,-1.41445,6,s104729_S_b014,14
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.277598,0.813418,0.824997,-0.789523,-0.216494,0.542312,-0.652444,-0.171289,52,s104729_S_b014,14
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0.0909478,1.81279,1.46651,0.329309,-0.114535,1.00354,-1.24118,-0.375451,2,s104729_S_b014,14
CC(C)CN(CC(C)C)C(=O)C(C)C,-1.92185,-1.31185,-3.58591,1.0847,-1.9376,-1.61565,-0.0788695,2.49156,7,s104729_S_b014,14
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.530933,0.494367,1.29699,-0.675536,0.111383,0.67965,-0.780762,-0.632297,60,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,-0.183567,1.32364,-3.58066,-0.814536,3.21797,2.17166,-2.08175,0.0470898,12,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,-1.99692,-1.18372,-3.18281,0.107404,1.67602,0.607374,-1.17711,1.46183,22,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,-0.976549,0.405715,-3.90915,0.0862331,3.33453,-1.98328,2.88959,1.02781,12,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCCCCCN(C)C(=O)C(CCCCCC)(OCC)C(=O)N(C)CCCCCCCC,-4.71898,0.155119,-1.14136,2.48815,1.94163,-0.4314,-1.82761,-1.45258,24,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,-1.90911,-1.49454,-1.75237,0.836386,1.23516,0.386315,0.055642,1.44277,4,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,-1.06467,-0.0869761,-4.74002,-0.296825,2.83113,-2.63639,2.74111,1.43724,12,s104729_S_b014,14
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,-1.113,-0.650395,-2.92273,0.260691,1.73967,1.40746,-0.560985,0.464043,24,s104729_S_b014,14
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,-2.59312,-1.29775,-2.86111,1.03435,1.22815,0.194839,-0.739831,1.28583,10,s104729_S_b014,14
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,-4.06956,-0.774315,-3.88711,0.018225,1.41613,-0.192233,0.169596,-0.33075,22,s104729_S_b014,14
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,-1.44898,-0.0479711,-2.55598,-0.775894,2.54149,0.978175,-1.04575,0.720909,28,s104729_S_b014,14
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,-1.86458,-0.677282,-3.06961,-1.08894,1.96291,0.0892504,-0.993801,0.751099,30,s104729_S_b014,14
CCCC(=O)N(CC(C)C)CC(C)C,-1.4698,-0.734246,-2.90696,0.508798,-1.31667,-1.21793,-0.380089,1.81006,9,s104729_S_b014,14
CCCCC(CC)C(=O)N(CCCC)CCCC,-2.32295,-0.977227,-2.45613,1.26042,-1.64597,-1.04959,0.239172,2.07533,61,s104729_S_b014,14
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1.04634,0.803247,0.730352,-0.590723,0.518179,0.68048,-0.553557,-0.444168,14,s104729_S_b014,14
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1.26814,1.02025,-3.48189,1.36719,0.36302,-0.0270342,1.98848,-0.376495,63,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)(C)C,-2.51265,-0.377045,-1.81875,1.19838,-2.34607,-2.02786,1.06467,2.88257,90,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-1.64634,-0.0667239,-2.22728,1.49699,-2.29093,-1.2388,1.23692,2.76778,451,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC,-1.42373,-0.420374,-3.03408,0.471541,-1.87672,-1.86904,0.1428,2.61654,25,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CC(C)(C)C,-0.909226,-0.965246,-1.18462,1.62354,-1.82264,-1.08232,0.0232085,2.28644,29,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCC,-0.978376,-0.612148,-2.36516,0.917148,-1.31357,-1.90891,0.878037,2.04635,447,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-2.42181,-1.34922,-0.724698,-0.420583,-1.77165,1.28162,0.273455,2.52718,4,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.803733,1.96277,-3.33965,2.09787,-1.1887,0.199611,1.72808,0.544926,24,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.514987,1.07425,1.44405,0.312142,-0.46501,-0.263235,-0.611664,0.670391,499,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O,-1.16351,-0.535112,-2.73626,0.443741,-1.45847,-0.653617,-0.623347,2.15323,27,s104729_S_b014,14
CCCCC(CC)CN(CC(CC)CCCC)C(C)=O|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-1.07885,-0.969019,-0.964527,0.143072,-1.09136,3.32881,-2.11104,-2.17941,4,s104729_S_b014,14
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,-3.81387,-0.159593,0.269411,-0.000824928,-2.68627,1.36998,-0.423884,-1.07757,6,s104729_S_b014,14
CCCCCC(=O)N(C(C)CC)C(C)CC,-1.25204,-0.51946,-2.69345,1.00712,-1.31574,-1.05439,0.577057,1.82572,5,s104729_S_b014,14
CCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-1.06392,-0.938111,-1.48209,0.993554,-1.45448,-1.64605,0.112352,2.26723,17,s104729_S_b014,14
CCCCCC(=O)N(CCCC)CCCC,-1.25463,-0.843251,-2.49752,0.692693,-1.28517,-1.57281,0.582895,1.4861,2,s104729_S_b014,14
CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.0594135,1.37012,0.884499,1.44945,0.0891347,0.540479,-1.57002,-0.495305,2,s104729_S_b014,14
CCCCCC(CC)C(=O)N(CC(C)C)CC(C)C,-1.68832,-0.876133,-2.95004,0.874548,-1.83026,-1.4876,1.34897,2.30937,14,s104729_S_b014,14
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1.30659,1.2102,0.931827,-1.10976,0.74978,0.838762,-1.01736,-0.550587,134,s104729_S_b014,14
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.818561,0.296559,1.72071,-0.927511,0.367096,-0.0392206,-0.0237018,-0.407864,14,s104729_S_b014,14
CCCCCCCC(=O)N(CCCCCC)CCCCCC,-1.52334,-0.93937,-2.51031,0.178056,-1.51983,-1.77594,0.58487,1.33773,446,s104729_S_b014,14
CCCCCCCC(=O)N(CCCCCC)CCCCCC|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-0.880957,-0.613432,-0.771993,-0.0323757,-0.792778,3.54519,-2.40024,-2.44047,77,s104729_S_b014,14
CCCCCCCCC(Br)C(=O)O|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,-3.79041,-0.150089,-2.38727,0.307018,2.48118,-1.76103,3.05254,2.73709,6,s104729_S_b014,14
CCCCCCCCC(Br)C(=O)O|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,-3.71044,-0.569163,-2.40852,0.713016,2.31556,-1.6337,1.67805,2.26235,6,s104729_S_b014,14
CCCCCCCCC(Br)C(=O)O|c1cc(-n2cccn2)nc(-n2cccn2)c1,-3.53264,-0.878838,-1.9591,0.388478,2.70781,-2.23281,2.52277,2.30461,6,s104729_S_b014,14
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.217022,1.05665,0.684944,-1.43196,0.36036,0.616443,0.321752,-1.9765,14,s104729_S_b014,14
