cell_id,ri,A,B,dZ,y,extractant,chemotype,L1_corpus,L2_chemotype,L3_extractant,L4_ext_pub,L5_ext_acid,L7_oracle_amp
7ae1cf22d55d9cc1,2,Ce,Nd,2,-0.41204441192589475,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.2472679781179088,,,,,-0.27571558521748185
7ae1cf22d55d9cc1,2,Ce,Sm,4,-0.9098882332880878,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4716375379972425,,,,,-0.63650237693226
7ae1cf22d55d9cc1,2,Ce,Eu,5,-1.0221920574971959,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.5901950053969061,,,,,-0.8521611658720898
7ae1cf22d55d9cc1,2,Ce,Gd,6,-1.0667057826977338,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4666269259204971,,,,,-0.7894189660849434
7ae1cf22d55d9cc1,2,Ce,Tb,7,-1.176372264877134,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6613903954658427,,,,,-0.9948927001546213
7ae1cf22d55d9cc1,2,Ce,Dy,8,-1.2103990483978253,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.7231366470977746,,,,,-1.0903512260581825
7ae1cf22d55d9cc1,2,Ce,Ho,9,-1.248663548493108,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.8421973361876527,,,,,-1.233987868465553
7ae1cf22d55d9cc1,2,Ce,Er,10,-1.2742923960139385,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.8222577986039648,,,,,-1.2440582457937088
7ae1cf22d55d9cc1,2,Ce,Tm,11,-1.2540996864540008,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.8180942847574103,,,,,-1.2449842463575367
7ae1cf22d55d9cc1,2,Ce,Yb,12,-1.255272505103306,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.8968710008477683,,,,,-1.2787589162971014
7ae1cf22d55d9cc1,2,Ce,Lu,13,-1.2666015635818482,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.9145390943013714,,,,,-1.2960142230933065
7ae1cf22d55d9cc1,2,Pr,Nd,1,-0.24879037757538575,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.08331918290605816,,,,,-0.11306824633554446
7ae1cf22d55d9cc1,2,Pr,Sm,3,-0.7466341989375788,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.3076887427853919,,,,,-0.47385503805032264
7ae1cf22d55d9cc1,2,Pr,Eu,4,-0.8589380231466869,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4262462101850555,,,,,-0.6895138269901524
7ae1cf22d55d9cc1,2,Pr,Gd,5,-0.9034517483472247,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.30267813070864646,,,,,-0.626771627203006
7ae1cf22d55d9cc1,2,Pr,Tb,6,-1.0131182305266249,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4974416002539921,,,,,-0.8322453612726839
7ae1cf22d55d9cc1,2,Pr,Dy,7,-1.0471450140473162,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.5591878518859239,,,,,-0.9277038871762452
7ae1cf22d55d9cc1,2,Pr,Ho,8,-1.085409514142599,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6782485409758021,,,,,-1.0713405295836156
7ae1cf22d55d9cc1,2,Pr,Er,9,-1.1110383616634296,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6583090033921142,,,,,-1.0814109069117714
7ae1cf22d55d9cc1,2,Pr,Tm,10,-1.090845652103492,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6541454895455596,,,,,-1.0823369074755993
7ae1cf22d55d9cc1,2,Pr,Yb,11,-1.0920184707527971,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.7329222056359176,,,,,-1.116111577415164
7ae1cf22d55d9cc1,2,Pr,Lu,12,-1.103347529231339,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.7505902990895207,,,,,-1.133366884211369
7ae1cf22d55d9cc1,2,Nd,Sm,2,-0.497843821362193,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.22436955987933369,,,,,-0.3607867917147782
7ae1cf22d55d9cc1,2,Nd,Eu,3,-0.6101476455713011,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.34292702727899727,,,,,-0.5764455806546079
7ae1cf22d55d9cc1,2,Nd,Gd,4,-0.654661370771839,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.2193589478025883,,,,,-0.5137033808674616
7ae1cf22d55d9cc1,2,Nd,Tb,5,-0.7643278529512392,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.41412241734793387,,,,,-0.7191771149371394
7ae1cf22d55d9cc1,2,Nd,Dy,6,-0.7983546364719305,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4758686689798658,,,,,-0.8146356408407007
7ae1cf22d55d9cc1,2,Nd,Ho,7,-0.8366191365672131,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.5949293580697439,,,,,-0.9582722832480712
7ae1cf22d55d9cc1,2,Nd,Er,8,-0.8622479840880437,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.574989820486056,,,,,-0.968342660576227
7ae1cf22d55d9cc1,2,Nd,Tm,9,-0.842055274528106,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.5708263066395015,,,,,-0.9692686611400547
7ae1cf22d55d9cc1,2,Nd,Yb,10,-0.8432280931774112,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6496030227298595,,,,,-1.0030433310796196
7ae1cf22d55d9cc1,2,Nd,Lu,11,-0.8545571516559534,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.6672711161834626,,,,,-1.0202986378758248
7ae1cf22d55d9cc1,2,Sm,Eu,1,-0.11230382420910812,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.11855746739966361,,,,,-0.21565878893982973
7ae1cf22d55d9cc1,2,Sm,Gd,2,-0.15681754940964598,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.005010612076745406,,,,,-0.15291658915268339
7ae1cf22d55d9cc1,2,Sm,Tb,3,-0.2664840315890462,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.1897528574686002,,,,,-0.3583903232223613
7ae1cf22d55d9cc1,2,Sm,Dy,4,-0.30051081510973754,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.2514991091005321,,,,,-0.45384884912592255
7ae1cf22d55d9cc1,2,Sm,Ho,5,-0.33877531520502013,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.37055979819041024,,,,,-0.597485491533293
7ae1cf22d55d9cc1,2,Sm,Er,6,-0.36440416272585074,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.35062026060672224,,,,,-0.6075558688614489
7ae1cf22d55d9cc1,2,Sm,Tm,7,-0.34421145316591306,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.3464567467601678,,,,,-0.6084818694252766
7ae1cf22d55d9cc1,2,Sm,Yb,8,-0.34538427181521825,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4252334628505257,,,,,-0.6422565393648414
7ae1cf22d55d9cc1,2,Sm,Lu,9,-0.3567133302937604,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4429015563041288,,,,,-0.6595118461610465
7ae1cf22d55d9cc1,2,Eu,Gd,1,-0.04451372520053787,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.123568079476409,,,,,0.06274219978714635
7ae1cf22d55d9cc1,2,Eu,Tb,2,-0.1541802073799381,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.0711953900689366,,,,,-0.14273153428253155
7ae1cf22d55d9cc1,2,Eu,Dy,3,-0.18820699090062942,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.13294164170086847,,,,,-0.23819006018609282
7ae1cf22d55d9cc1,2,Eu,Ho,4,-0.22647149099591202,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.25200233079074663,,,,,-0.3818267025934633
7ae1cf22d55d9cc1,2,Eu,Er,5,-0.25210033851674263,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.23206279320705867,,,,,-0.39189707992161904
7ae1cf22d55d9cc1,2,Eu,Tm,6,-0.23190762895680495,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.22789927936050422,,,,,-0.3928230804854469
7ae1cf22d55d9cc1,2,Eu,Yb,7,-0.23308044760611013,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.3066759954508621,,,,,-0.4265977504250117
7ae1cf22d55d9cc1,2,Eu,Lu,8,-0.24440950608465228,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.3243440889044652,,,,,-0.4438530572212168
7ae1cf22d55d9cc1,2,Gd,Tb,1,-0.10966648217940023,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.19476346954534562,,,,,-0.2054737340696779
7ae1cf22d55d9cc1,2,Gd,Dy,2,-0.14369326570009155,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.2565097211772775,,,,,-0.30093225997323914
7ae1cf22d55d9cc1,2,Gd,Ho,3,-0.18195776579537415,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.37557041026715565,,,,,-0.4445689023806096
7ae1cf22d55d9cc1,2,Gd,Er,4,-0.20758661331620476,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.35563087268346766,,,,,-0.4546392797087654
7ae1cf22d55d9cc1,2,Gd,Tm,5,-0.18739390375626708,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.3514673588369132,,,,,-0.4555652802725932
7ae1cf22d55d9cc1,2,Gd,Yb,6,-0.18856672240557226,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4302440749272711,,,,,-0.489339950212158
7ae1cf22d55d9cc1,2,Gd,Lu,7,-0.19989578088411442,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.4479121683808742,,,,,-0.5065952570083632
7ae1cf22d55d9cc1,2,Tb,Dy,1,-0.03402678352069133,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.06174625163193187,,,,,-0.09545852590356127
7ae1cf22d55d9cc1,2,Tb,Ho,2,-0.07229128361597392,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.18080694072181006,,,,,-0.23909516831093172
7ae1cf22d55d9cc1,2,Tb,Er,3,-0.09792013113680453,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.16086740313812206,,,,,-0.24916554563908752
7ae1cf22d55d9cc1,2,Tb,Tm,4,-0.07772742157686685,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.15670388929156762,,,,,-0.2500915462029153
7ae1cf22d55d9cc1,2,Tb,Yb,5,-0.07890024022617204,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.23548060538192553,,,,,-0.2838662161424801
7ae1cf22d55d9cc1,2,Tb,Lu,6,-0.09022929870471419,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.2531486988355286,,,,,-0.3011215229386853
7ae1cf22d55d9cc1,2,Dy,Ho,1,-0.038264500095282594,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.11906068908987819,,,,,-0.14363664240737045
7ae1cf22d55d9cc1,2,Dy,Er,2,-0.0638933476161132,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.09912115150619019,,,,,-0.15370701973552625
7ae1cf22d55d9cc1,2,Dy,Tm,3,-0.04370063805617552,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.09495763765963575,,,,,-0.15463302029935405
7ae1cf22d55d9cc1,2,Dy,Yb,4,-0.04487345670548071,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.17373435374999366,,,,,-0.18840769023891885
7ae1cf22d55d9cc1,2,Dy,Lu,5,-0.05620251518402286,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.19140244720359675,,,,,-0.20566299703512403
7ae1cf22d55d9cc1,2,Ho,Er,1,-0.02562884752083061,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.019939537583687994,,,,,-0.0100703773281558
7ae1cf22d55d9cc1,2,Ho,Tm,2,-0.005436137960892928,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.02410305143024244,,,,,-0.0109963778919836
7ae1cf22d55d9cc1,2,Ho,Yb,3,-0.006608956610198113,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.05467366466011547,,,,,-0.044771047831548394
7ae1cf22d55d9cc1,2,Ho,Lu,4,-0.017938015088740267,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.07234175811371857,,,,,-0.06202635462775358
7ae1cf22d55d9cc1,2,Er,Tm,1,0.020192709559937683,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.004163513846554445,,,,,-0.0009260005638278002
7ae1cf22d55d9cc1,2,Er,Yb,2,0.019019890910632498,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.07461320224380347,,,,,-0.034700670503392594
7ae1cf22d55d9cc1,2,Er,Lu,3,0.007690832432090344,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.09228129569740656,,,,,-0.05195597729959778
7ae1cf22d55d9cc1,2,Tm,Yb,1,-0.001172818649305185,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.07877671609035791,,,,,-0.033774669939564794
7ae1cf22d55d9cc1,2,Tm,Lu,2,-0.012501877127847338,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.09644480954396101,,,,,-0.05102997673576998
7ae1cf22d55d9cc1,2,Yb,Lu,1,-0.011329058478542153,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,-0.017668093453603095,,,,,-0.017255306796205183
2d78f120adfe3686,3,La,Ce,1,-0.3010299956639812,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.09412315712571395,-0.3010299959999999,,,,-0.07552228323492458
2d78f120adfe3686,3,La,Pr,2,-0.43136376415898736,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.25781419019955465,-0.39548778879487184,,,,-0.1466806501695829
2d78f120adfe3686,3,La,Nd,3,-0.4471580313422192,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.34341476086299694,-0.4227183272948718,,,,-0.196455844385639
2d78f120adfe3686,3,La,Sm,5,-0.5314789170422551,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.5690722194379502,-0.5228787449999999,,,,-0.3545824040573272
2d78f120adfe3686,3,La,Eu,6,-0.5314789170422551,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.6880503731254878,-0.39592691329487184,,,,-0.44888583893659484
2d78f120adfe3686,3,Ce,Pr,1,-0.13033376849500616,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.1636910330738407,-0.09445779279487193,,,,-0.07115836693465832
2d78f120adfe3686,3,Ce,Nd,2,-0.146128035678238,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.24929160373728299,-0.12168833129487186,,,,-0.12093356115071442
2d78f120adfe3686,3,Ce,Sm,4,-0.23044892137827394,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.47494906231223627,-0.221848749,,,,-0.2790601208224026
2d78f120adfe3686,3,Ce,Eu,5,-0.23044892137827394,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.5939272159997738,-0.0948969172948719,,,,-0.3733635557016703
2d78f120adfe3686,3,Pr,Nd,1,-0.015794267183231847,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.08560057066344229,-0.02723053849999993,,,,-0.049775194216056105
2d78f120adfe3686,3,Pr,Sm,3,-0.10011515288326778,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.3112580292383956,-0.12739095620512808,,,,-0.20790175388774432
2d78f120adfe3686,3,Pr,Eu,4,-0.10011515288326778,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.43023618292593313,-0.00043912449999997105,,,,-0.30220518876701197
2d78f120adfe3686,3,Nd,Sm,2,-0.08432088570003593,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,-0.22565745857495328,-0.10016041770512815,,,,-0.1581265596716882
