target,rms_dev,r2_global_out_of_chemotype,rms_after_global,r2_local_loo,rms_after_local
amp_dev,0.38319485340324866,-0.7382077025469258,0.5052083298706498,0.12368279467668253,0.3587156602381958
quad_dev,0.20155975589608255,0.07383634965906405,0.19397586165789954,0.23023370603580418,0.17684112497339508
