target,nn1_loo_accuracy,chance,n_classes
extractant,0.7120921305182342,0.14050567158240654,90
chemotype,0.8042226487523992,0.5226365950611731,45
publication_id,0.9404990403071017,0.06874053661753383,58
condition_key,0.18234165067178504,0.0035845727064076544,454
