global_model,arm,k,mae,n_ligands
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL,1,0.7575156334349555,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL,2,0.6934242213120548,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL,3,0.6147843772570644,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL,5,0.6062102267411391,99
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,1,0.7538848498932323,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,2,0.6178749916954337,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,3,0.5392852737342606,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@D_OPTIMAL,1,1.0636892959958917,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@D_OPTIMAL,2,0.6825644627491755,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@D_OPTIMAL,3,0.5815156022922564,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@D_OPTIMAL,5,0.5533122148454758,99
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@MEDOID,1,0.7538848498932323,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@MEDOID,2,0.6981585258122832,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@MEDOID,3,0.6238363810167294,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@MEDOID,5,0.6217730265965451,99
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],1,0.6392271808301027,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],2,0.5645059816239142,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],3,0.5339494975873595,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],5,0.5398084230576573,99
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@RANDOM,1,0.84589642363874,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@RANDOM,2,0.6719450572324007,143
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@RANDOM,3,0.5889279207130579,140
GEN9_A4_MULTI_d05,NEAREST_OBSERVED@RANDOM,5,0.5619447134754055,99
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL,1,0.7575156334349555,143
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL,2,0.7290041084193523,143
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL,3,0.7139530045534407,140
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL,5,0.7612714879985231,99
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL_THEN_SPREAD,1,0.7538848498932323,143
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL_THEN_SPREAD,2,0.7281122188801588,143
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL_THEN_SPREAD,3,0.7172105407461676,140
GEN9_A4_MULTI_d05,NO_MODEL@CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN9_A4_MULTI_d05,NO_MODEL@D_OPTIMAL,1,1.0636892959958917,143
GEN9_A4_MULTI_d05,NO_MODEL@D_OPTIMAL,2,0.7561055897239792,143
GEN9_A4_MULTI_d05,NO_MODEL@D_OPTIMAL,3,0.74581503755955,140
GEN9_A4_MULTI_d05,NO_MODEL@D_OPTIMAL,5,0.7761169849969408,99
GEN9_A4_MULTI_d05,NO_MODEL@MEDOID,1,0.7538848498932323,143
GEN9_A4_MULTI_d05,NO_MODEL@MEDOID,2,0.7318114593322019,143
GEN9_A4_MULTI_d05,NO_MODEL@MEDOID,3,0.7192407977421663,140
GEN9_A4_MULTI_d05,NO_MODEL@MEDOID,5,0.7657437731812652,99
GEN9_A4_MULTI_d05,NO_MODEL@ORACLE[OFFSET_K1],1,0.6392271808301027,143
GEN9_A4_MULTI_d05,NO_MODEL@ORACLE[OFFSET_K1],2,0.6188317658693572,143
GEN9_A4_MULTI_d05,NO_MODEL@ORACLE[OFFSET_K1],3,0.6403845194040402,140
GEN9_A4_MULTI_d05,NO_MODEL@ORACLE[OFFSET_K1],5,0.7005286959919891,99
GEN9_A4_MULTI_d05,NO_MODEL@RANDOM,1,0.84589642363874,143
GEN9_A4_MULTI_d05,NO_MODEL@RANDOM,2,0.7538060274474901,143
GEN9_A4_MULTI_d05,NO_MODEL@RANDOM,3,0.7293150496401231,140
GEN9_A4_MULTI_d05,NO_MODEL@RANDOM,5,0.7687039885593794,99
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL,1,0.685832399531676,143
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL,2,0.6478030109364871,143
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL,3,0.6288348068955085,140
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL,5,0.6477600465868653,99
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.682298972346184,143
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,2,0.6471883261603153,143
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,3,0.6303418730381728,140
GEN9_A4_MULTI_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,5,0.6541905329974093,99
GEN9_A4_MULTI_d05,OFFSET_K1@D_OPTIMAL,1,0.9206484879733384,143
GEN9_A4_MULTI_d05,OFFSET_K1@D_OPTIMAL,2,0.6675229493248618,143
GEN9_A4_MULTI_d05,OFFSET_K1@D_OPTIMAL,3,0.6484811540688923,140
GEN9_A4_MULTI_d05,OFFSET_K1@D_OPTIMAL,5,0.6586644472608911,99
GEN9_A4_MULTI_d05,OFFSET_K1@MEDOID,1,0.682298972346184,143
GEN9_A4_MULTI_d05,OFFSET_K1@MEDOID,2,0.6509642714800891,143
GEN9_A4_MULTI_d05,OFFSET_K1@MEDOID,3,0.6314081628119697,140
GEN9_A4_MULTI_d05,OFFSET_K1@MEDOID,5,0.6521130026107472,99
GEN9_A4_MULTI_d05,OFFSET_K1@ORACLE[OFFSET_K1],1,0.5028422736106037,143
GEN9_A4_MULTI_d05,OFFSET_K1@ORACLE[OFFSET_K1],2,0.5078454814591125,143
GEN9_A4_MULTI_d05,OFFSET_K1@ORACLE[OFFSET_K1],3,0.5370019354194516,140
GEN9_A4_MULTI_d05,OFFSET_K1@ORACLE[OFFSET_K1],5,0.5751602485808188,99
GEN9_A4_MULTI_d05,OFFSET_K1@RANDOM,1,0.7545564733579299,143
GEN9_A4_MULTI_d05,OFFSET_K1@RANDOM,2,0.6664178053960021,143
GEN9_A4_MULTI_d05,OFFSET_K1@RANDOM,3,0.6408934444333682,140
GEN9_A4_MULTI_d05,OFFSET_K1@RANDOM,5,0.6519579708748223,99
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL,1,0.685832399531676,143
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL,2,0.6446456134153672,143
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL,3,0.6164991487701996,140
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL,5,0.6046495653125692,99
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.682298972346184,143
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL_THEN_SPREAD,2,0.6186904729703869,143
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL_THEN_SPREAD,3,0.5876927964996332,140
GEN9_A4_MULTI_d05,OFFSET_K2@CENTRAL_THEN_SPREAD,5,0.5860791375064796,99
GEN9_A4_MULTI_d05,OFFSET_K2@D_OPTIMAL,1,0.9206484879733384,143
GEN9_A4_MULTI_d05,OFFSET_K2@D_OPTIMAL,2,0.6361210829761657,143
GEN9_A4_MULTI_d05,OFFSET_K2@D_OPTIMAL,3,0.601539815111474,140
GEN9_A4_MULTI_d05,OFFSET_K2@D_OPTIMAL,5,0.581219039855196,99
GEN9_A4_MULTI_d05,OFFSET_K2@MEDOID,1,0.682298972346184,143
GEN9_A4_MULTI_d05,OFFSET_K2@MEDOID,2,0.6489057283899573,143
GEN9_A4_MULTI_d05,OFFSET_K2@MEDOID,3,0.6197948713950071,140
