global_model,arm,k,mae,n_ligands
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL,1,0.7575156334349555,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL,2,0.6934242213120548,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL,3,0.6147843772570644,140
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL,5,0.6062102267411391,99
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,1,0.7538848498932323,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,2,0.6178749916954337,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,3,0.5392852737342606,140
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@D_OPTIMAL,1,1.0636892959958917,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@D_OPTIMAL,2,0.6825644627491755,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@D_OPTIMAL,3,0.5815156022922564,140
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@D_OPTIMAL,5,0.5533122148454758,99
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_BLEND,1,0.808552099138672,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_BLEND,2,0.6244796106199626,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_BLEND,3,0.5488218105639987,140
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_BLEND,5,0.5311468146994923,99
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_RANK,1,0.808552099138672,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_RANK,2,0.6244796106199626,143
GEN9_A1_ADJ_d05,NEAREST_OBSERVED@LEARNED_RANK,3,0.5488218105639987,140
