block,ncol,pooled_r2,within_r2,between_r2
COND64,64,0.5752098364214115,0.13923289436314246,0.5628532630223468
MASSACT8,8,0.13123615456654814,0.08351447495979736,0.0414901552856094
TOPO39,39,0.29145347944239774,0.1426337314508559,0.5212507862009845
DONORS13,13,0.15366216379402275,0.14226432712757997,0.16604507518020972
PHYSCHEM10,10,0.15415993264005023,0.16011546375573704,0.26723915454371816
COORD114,114,0.4588232741273106,0.19274387433896023,0.7027433672334666
CHEM137,137,0.4796611855308085,0.19711864789537803,0.7206568453064123
LEAN209,209,0.730972989222257,0.32994497833261704,0.9258669693833614
