design,split_seed,A,B,dZ,n_candidates,saved,saved_heavy,saved_light,e_random,e_model,n_no_call,n_called_heavy,n_called_light
BQ,155921,Pr,Yb,11,50,1.5297202797202796,0.5,2.559440559440559,2.8722527472527473,1.3425324675324675,0,36,14
BQ,155921,Pr,Lu,12,48,1.7356060606060604,0.41666666666666674,3.0545454545454542,3.102272727272727,1.3666666666666667,0,35,13
BQ,155921,Nd,Ho,7,52,1.953703703703704,0.5185185185185186,3.3888888888888893,3.925925925925926,1.9722222222222223,0,38,14
BQ,155921,Nd,Tm,9,48,1.7548076923076925,0.48461538461538467,3.0250000000000004,3.3923076923076927,1.6375,0,34,14
BQ,155921,Nd,Yb,10,51,1.6666666666666665,0.5,2.833333333333333,3.095238095238095,1.4285714285714286,0,37,14
BQ,155921,Nd,Lu,11,56,2.4547619047619045,0.32619047619047614,4.583333333333333,3.958333333333333,1.5035714285714286,0,43,13
BQ,155921,Sm,Ho,5,52,1.669230769230769,0.5384615384615383,2.8,3.669230769230769,2.0,0,38,14
BQ,155921,Sm,Tm,7,48,1.7316304347826088,0.43826086956521726,3.0250000000000004,3.43,1.6983695652173914,0,34,14
BQ,155921,Sm,Yb,8,51,1.8346508563899868,0.6086956521739129,3.0606060606060606,3.4940711462450595,1.6594202898550725,0,37,14
BQ,155921,Sm,Lu,9,56,1.9704229797979798,0.31458333333333344,3.6262626262626263,3.481534090909091,1.511111111111111,0,43,13
BQ,155921,Eu,Ho,4,51,2.1574675324675328,0.6363636363636365,3.678571428571429,4.896103896103896,2.7386363636363638,0,37,14
BQ,155921,Eu,Tm,6,47,1.7106203007518794,0.49624060150375926,2.925,3.5428571428571427,1.8322368421052633,0,33,14
BQ,155921,Eu,Yb,7,51,1.6413419913419913,0.6493506493506496,2.633333333333333,3.3484848484848486,1.707142857142857,0,35,16
BQ,155921,Eu,Lu,8,55,2.1169540229885055,0.38390804597701145,3.8499999999999996,3.7333333333333334,1.6163793103448276,0,42,13
BQ,155921,Gd,Ho,3,57,3.286666666666666,0.6399999999999999,5.933333333333333,6.96,3.6733333333333333,0,41,16
BQ,155921,Gd,Tm,5,54,2.4422077922077925,0.42727272727272747,4.457142857142857,5.0285714285714285,2.5863636363636364,0,38,16
BQ,155921,Gd,Yb,6,57,2.2833211233211235,0.5507692307692309,4.015873015873016,4.337606837606838,2.0542857142857143,0,41,16
BQ,155921,Gd,Lu,7,60,2.0837106699175667,0.39974457215836523,3.767676767676768,3.824451410658307,1.7407407407407407,0,45,15
BQ,155921,Tb,Ho,2,57,0.9603174603174605,1.1428571428571432,0.7777777777777777,5.293650793650794,4.333333333333334,0,41,16
BQ,155921,Tb,Tm,4,54,2.439583333333333,0.8374999999999999,4.041666666666666,5.15625,2.716666666666667,0,38,16
BQ,155921,Tb,Yb,5,56,2.506944444444444,0.7222222222222223,4.291666666666666,5.0625,2.5555555555555554,0,40,16
BQ,155921,Tb,Lu,6,54,1.9206349206349207,0.6190476190476191,3.2222222222222223,3.8095238095238093,1.8888888888888888,0,39,15
BQ,155921,Dy,Ho,1,57,-2.0,4.0,-8.0,21.75,23.75,0,41,16
BQ,155921,Dy,Tm,3,54,2.846626984126984,1.2361111111111107,4.457142857142857,6.984126984126984,4.1375,0,38,16
BQ,155921,Dy,Yb,4,58,2.494444444444444,0.8619047619047615,4.1269841269841265,5.2444444444444445,2.75,0,42,16
BQ,155921,Dy,Lu,5,60,2.1142305407011293,0.6830065359477122,3.545454545454546,4.467171717171717,2.3529411764705883,0,45,15
BQ,155921,Ho,Er,1,57,2.166666666666666,-1.1666666666666679,5.5,16.916666666666664,14.75,0,40,17
BQ,155921,Ho,Tm,2,55,2.516666666666667,1.533333333333334,3.5,8.666666666666668,6.15,0,38,17
BQ,155921,Ho,Yb,3,57,2.5166666666666666,2.833333333333333,2.1999999999999997,7.7333333333333325,5.216666666666667,0,40,17
BQ,155921,Ho,Lu,4,54,1.8571428571428572,1.0,2.7142857142857144,5.0,3.142857142857143,0,39,15
BQ,155921,Er,Tm,1,55,0.5999999999999996,-5.5,6.699999999999999,12.6,12.0,0,38,17
BQ,155921,Er,Yb,2,58,5.500000000000001,5.666666666666668,5.333333333333334,14.75,9.25,0,41,17
BQ,155921,Er,Lu,3,60,2.3363095238095233,1.0476190476190466,3.625,8.169642857142858,5.833333333333334,0,45,15
BQ,155921,Tm,Yb,1,55,9.5,0.0,19.0,42.0,32.5,0,38,17
BQ,155921,Tm,Lu,2,52,2.6333333333333333,0.0,5.266666666666667,31.8,29.166666666666668,0,37,15
BQ,155921,Yb,Lu,1,54,0.0,-9.5,9.5,27.5,27.5,0,19,35
BQ,196613,La,Ce,1,68,7.3625,0.2250000000000001,14.5,12.9375,5.575,0,52,16
BQ,196613,La,Pr,2,72,2.654563492063492,0.38055555555555554,4.928571428571429,6.126785714285714,3.4722222222222223,0,51,21
BQ,196613,La,Nd,3,77,3.6363636363636362,0.2727272727272727,7.0,10.636363636363637,7.0,0,53,24
BQ,196613,La,Sm,5,74,1.3172958993227744,0.2536394176931691,2.3809523809523796,6.155015197568389,4.837719298245615,0,50,24
BQ,196613,La,Eu,6,83,1.4481042007637752,0.4795417348608837,2.4166666666666665,3.5186170212765955,2.0705128205128207,0,50,33
BQ,196613,La,Gd,7,68,1.6146046935520622,0.3915470494417863,2.837662337662338,3.3721804511278197,1.7575757575757576,0,46,22
BQ,196613,La,Tb,8,58,1.5155531609195403,0.4644396551724137,2.566666666666667,3.871875,2.3563218390804597,0,39,19
BQ,196613,La,Dy,9,68,1.4418650793650793,0.4194444444444445,2.4642857142857144,3.7375,2.2956349206349205,0,46,22
BQ,196613,La,Ho,10,52,1.3308080808080809,0.2727272727272727,2.3888888888888893,3.7474747474747474,2.4166666666666665,0,39,13
BQ,196613,La,Er,11,69,1.1913377192982457,0.48684210526315796,1.8958333333333335,2.541666666666667,1.350328947368421,0,47,22
BQ,196613,La,Tm,12,48,1.5818646232439337,0.3192848020434227,2.8444444444444446,3.567049808429119,1.9851851851851854,0,36,12
BQ,196613,La,Yb,13,52,1.4489583333333336,0.35624999999999996,2.541666666666667,3.0364583333333335,1.5875,0,38,14
BQ,196613,La,Lu,14,56,2.2739035087719297,0.21447368421052637,4.333333333333333,3.8791666666666664,1.6052631578947367,0,45,11
BQ,196613,Ce,Pr,1,68,3.663888888888889,0.19444444444444464,7.133333333333334,9.775,6.111111111111111,0,49,19
BQ,196613,Ce,Nd,2,65,6.385093167701863,0.27018633540372683,12.5,12.178571428571429,5.793478260869565,0,47,18
BQ,196613,Ce,Sm,4,65,1.6887673729778996,0.2822966507177034,3.095238095238096,5.582706766917293,3.8939393939393936,0,47,18
BQ,196613,Ce,Eu,5,68,1.7572916666666667,0.44791666666666674,3.066666666666667,4.408333333333333,2.651041666666667,0,46,22
BQ,196613,Ce,Gd,6,57,1.8419642857142857,0.3125,3.3714285714285714,3.80625,1.9642857142857142,0,41,16
BQ,196613,Ce,Tb,7,53,2.3597701149425285,0.38620689655172424,4.333333333333333,5.4,3.0402298850574714,0,40,13
BQ,196613,Ce,Dy,8,55,2.1622390891840606,0.32447817836812143,4.0,4.823529411764706,2.661290322580645,0,40,15
BQ,196613,Ce,Ho,9,52,2.0954637096774196,0.36592741935483875,3.825,4.140625,2.0451612903225804,0,39,13
BQ,196613,Ce,Er,10,55,1.3174242424242424,0.446969696969697,2.187878787878788,2.7151515151515153,1.3977272727272727,0,39,16
BQ,196613,Ce,Tm,11,48,1.9221424010217114,0.3192848020434227,3.525,3.907327586206897,1.9851851851851854,0,36,12
BQ,196613,Ce,Yb,12,50,1.775,0.30714285714285716,3.2428571428571424,3.4,1.625,0,38,12
BQ,196613,Ce,Lu,13,48,2.197650166852058,0.27030033370411566,4.125,3.852822580645161,1.6551724137931034,0,37,11
BQ,196613,Pr,Nd,1,71,-7.5695970695970685,1.5274725274725278,-16.666666666666664,14.571428571428571,22.14102564102564,0,46,25
BQ,196613,Pr,Sm,3,70,-0.05854241338112265,0.5495818399044208,-0.6666666666666661,7.061827956989248,7.12037037037037,0,46,24
BQ,196613,Pr,Eu,4,73,1.5394408831908832,0.6087962962962963,2.47008547008547,4.002403846153847,2.462962962962963,0,45,28
BQ,196613,Pr,Gd,5,62,1.0895833333333336,0.5416666666666667,1.6375000000000002,3.09375,2.0041666666666664,0,40,22
BQ,196613,Pr,Tb,6,58,1.9457264957264955,0.6692307692307691,3.222222222222222,4.412393162393162,2.466666666666667,0,39,19
BQ,196613,Pr,Dy,7,60,1.2103988603988598,0.7207977207977205,1.6999999999999993,4.17962962962963,2.9692307692307693,0,39,21
BQ,196613,Pr,Ho,8,52,1.4495073891625616,0.3990147783251232,2.5,3.5637931034482757,2.1142857142857143,0,39,13
BQ,196613,Pr,Er,9,60,1.217236467236467,0.8148148148148147,1.6196581196581197,2.824074074074074,1.606837606837607,0,38,22
BQ,196613,Pr,Tm,10,48,1.6245299145299146,0.4046153846153846,2.8444444444444446,3.664529914529915,2.04,0,36,12
BQ,196613,Pr,Yb,11,50,1.4536019536019538,0.4285714285714286,2.4786324786324787,2.8722527472527473,1.4186507936507935,0,38,12
BQ,196613,Pr,Lu,12,48,1.6485690235690234,0.34259259259259256,2.954545454545454,3.102272727272727,1.4537037037037037,0,37,11
BQ,196613,Nd,Sm,2,78,1.6659352142110766,0.5318704284221527,2.8000000000000007,9.096969696969698,7.431034482758621,0,53,25
BQ,196613,Nd,Eu,3,80,1.9932647997164126,0.7557603686635943,3.230769230769231,4.421836228287841,2.428571428571429,0,51,29
BQ,196613,Nd,Gd,4,72,1.2256148580121704,0.5571120689655173,1.8941176470588235,3.2876838235294117,2.0620689655172413,0,49,23
BQ,196613,Nd,Tb,5,59,2.1083638583638584,0.6452991452991454,3.571428571428571,5.396825396825397,3.2884615384615383,0,40,19
BQ,196613,Nd,Dy,6,71,1.5807104660045836,0.6159663865546217,2.545454545454546,4.301298701298702,2.7205882352941178,0,48,23
BQ,196613,Nd,Ho,7,52,1.4066951566951569,0.4245014245014245,2.3888888888888893,3.925925925925926,2.519230769230769,0,39,13
BQ,196613,Nd,Er,8,65,1.3597069597069598,0.5142857142857142,2.2051282051282053,2.776190476190476,1.4164835164835163,0,47,18
BQ,196613,Nd,Tm,9,48,1.5689743589743592,0.4046153846153846,2.733333333333334,3.3923076923076927,1.8233333333333333,0,36,12
BQ,196613,Nd,Yb,10,51,1.568452380952381,0.4285714285714286,2.708333333333333,3.095238095238095,1.5267857142857144,0,39,12
BQ,196613,Nd,Lu,11,56,2.301190476190476,0.269047619047619,4.333333333333333,3.958333333333333,1.657142857142857,0,45,11
BQ,196613,Sm,Eu,1,77,2.831547619047619,1.2380952380952381,4.425,6.685714285714285,3.8541666666666665,0,51,26
BQ,196613,Sm,Gd,2,72,2.006522717049033,1.064327485380117,2.9487179487179485,4.728744939271255,2.7222222222222223,0,49,23
BQ,196613,Sm,Tb,3,59,1.705862977602108,0.7450592885375495,2.6666666666666665,4.304347826086957,2.5984848484848486,0,40,19
BQ,196613,Sm,Dy,4,70,1.6158098945918749,0.6006674082313683,2.6309523809523814,4.103494623655914,2.487684729064039,0,48,22
BQ,196613,Sm,Ho,5,52,1.119230769230769,0.43846153846153824,1.7999999999999998,3.669230769230769,2.55,0,39,13
BQ,196613,Sm,Er,6,65,1.4933155080213907,0.4866310160427807,2.5000000000000004,3.170588235294118,1.6772727272727272,0,47,18
BQ,196613,Sm,Tm,7,48,1.5423188405797104,0.3513043478260869,2.733333333333334,3.43,1.8876811594202898,0,36,12
BQ,196613,Sm,Yb,8,51,1.6959345002823265,0.5217391304347825,2.8701298701298703,3.4940711462450595,1.798136645962733,0,39,12
BQ,196613,Sm,Lu,9,56,1.857724567099567,0.24791666666666656,3.4675324675324672,3.481534090909091,1.6238095238095238,0,45,11
BQ,196613,Eu,Gd,1,70,3.9749999999999996,1.75,6.199999999999999,15.975,12.0,0,47,23
BQ,196613,Eu,Tb,2,58,-6.045055821371611,0.5765550239234449,-12.666666666666668,11.174242424242426,17.219298245614038,0,39,19
BQ,196613,Eu,Dy,3,69,0.6994147157190636,0.6488294314381271,0.75,5.721153846153847,5.021739130434783,0,46,23
BQ,196613,Eu,Ho,4,51,0.4675324675324677,0.5064935064935066,0.4285714285714288,4.896103896103896,4.428571428571429,0,38,13
BQ,196613,Eu,Er,5,68,1.3329365079365076,0.6214285714285712,2.0444444444444443,3.4499999999999997,2.117063492063492,0,46,22
BQ,196613,Eu,Tm,6,47,1.5121553884711778,0.39097744360902253,2.6333333333333333,3.5428571428571427,2.030701754385965,0,35,12
BQ,196613,Eu,Yb,7,51,1.5062229437229435,0.5541125541125542,2.458333333333333,3.3484848484848486,1.8422619047619047,0,37,14
BQ,196613,Eu,Lu,8,55,1.957471264367816,0.3149425287356322,3.5999999999999996,3.7333333333333334,1.7758620689655173,0,44,11
BQ,196613,Gd,Tb,1,65,-6.163157894736841,0.3403508771929826,-12.666666666666664,12.736842105263158,18.9,0,46,19
BQ,196613,Gd,Dy,2,74,2.7068004459308805,0.580267558528428,4.833333333333333,7.6923076923076925,4.9855072463768115,0,52,22
BQ,196613,Gd,Ho,3,57,2.5225,0.44499999999999984,4.6,6.96,4.4375,0,44,13
BQ,196613,Gd,Er,4,69,1.8004608294930877,0.40092165898617527,3.2,4.629032258064516,2.8285714285714283,0,51,18
BQ,196613,Gd,Tm,5,54,1.8846320346320347,0.2454545454545456,3.5238095238095237,5.0285714285714285,3.1439393939393936,0,42,12
BQ,196613,Gd,Yb,6,57,1.7926068376068378,0.39076923076923076,3.1944444444444446,4.337606837606838,2.545,0,45,12
BQ,196613,Gd,Lu,7,60,1.6985254847323814,0.2515964240102171,3.145454545454546,3.824451410658307,2.1259259259259258,0,49,11
BQ,196613,Tb,Dy,1,66,4.783333333333333,-2.2666666666666657,11.833333333333332,17.866666666666667,13.083333333333332,0,46,20
BQ,196613,Tb,Ho,2,57,0.0628815628815631,0.6813186813186816,-0.5555555555555554,5.293650793650794,5.230769230769231,0,44,13
BQ,196613,Tb,Er,3,63,2.098684210526316,0.9473684210526314,3.25,5.684210526315789,3.5855263157894735,0,45,18
BQ,196613,Tb,Tm,4,54,2.0979166666666664,0.5708333333333333,3.625,5.15625,3.0583333333333336,0,42,12
BQ,196613,Tb,Yb,5,56,2.1875,0.5,3.875,5.0625,2.875,0,44,12
BQ,196613,Tb,Lu,6,54,1.7095238095238094,0.4190476190476189,3.0,3.8095238095238093,2.1,0,43,11
BQ,196613,Dy,Ho,1,57,-1.625,3.25,-6.5,21.75,23.375,0,44,13
BQ,196613,Dy,Er,2,69,4.458333333333333,2.0,6.916666666666666,9.722222222222221,5.263888888888889,0,51,18
BQ,196613,Dy,Tm,3,54,2.129960317460317,0.7361111111111107,3.5238095238095237,6.984126984126984,4.854166666666666,0,42,12
BQ,196613,Dy,Yb,4,58,1.9408730158730156,0.5761904761904759,3.3055555555555554,5.2444444444444445,3.303571428571429,0,46,12
BQ,196613,Dy,Lu,5,60,1.7965834818775996,0.44771241830065334,3.145454545454546,4.467171717171717,2.670588235294118,0,49,11
BQ,196613,Ho,Er,1,57,2.166666666666666,-3.166666666666668,7.5,16.916666666666664,14.75,0,44,13
BQ,196613,Ho,Tm,2,55,2.616666666666667,0.7333333333333343,4.5,8.666666666666668,6.05,0,42,13
BQ,196613,Ho,Yb,3,57,2.583333333333333,2.166666666666666,3.0,7.7333333333333325,5.15,0,44,13
BQ,196613,Ho,Lu,4,54,1.5999999999999999,0.5999999999999996,2.6,5.0,3.4000000000000004,0,43,11
BQ,196613,Er,Tm,1,55,0.09999999999999964,-7.5,7.699999999999999,12.6,12.5,0,42,13
BQ,196613,Er,Yb,2,58,5.333333333333334,4.333333333333334,6.333333333333334,14.75,9.416666666666668,0,45,13
BQ,196613,Er,Lu,3,60,2.50297619047619,0.3809523809523796,4.625,8.169642857142858,5.666666666666667,0,49,11
BQ,196613,Tm,Yb,1,55,10.5,0.0,21.0,42.0,31.5,0,42,13
BQ,196613,Tm,Lu,2,52,3.3,0.0,6.6,31.8,28.5,0,41,11
BQ,196613,Yb,Lu,1,54,13.5,5.5,21.5,27.5,14.0,0,43,11
BQ,262147,La,Ce,1,68,-2.1375,-0.2749999999999999,-4.0,12.9375,15.075,0,62,6
BQ,262147,La,Pr,2,72,2.4791666666666665,0.1964285714285714,4.761904761904762,6.126785714285714,3.647619047619048,0,56,16
BQ,262147,La,Nd,3,77,2.9280303030303028,0.35606060606060597,5.5,10.636363636363637,7.708333333333333,0,50,27
BQ,262147,La,Sm,5,74,2.82681006936326,0.3393344244408074,5.314285714285713,6.155015197568389,3.3282051282051284,0,48,26
BQ,262147,La,Eu,6,83,1.5818038344634089,0.5564648117839606,2.607142857142857,3.5186170212765955,1.9368131868131868,0,47,36
BQ,262147,La,Gd,7,68,1.7150375939849627,0.5015037593984963,2.928571428571429,3.3721804511278197,1.657142857142857,0,45,23
BQ,262147,La,Tb,8,58,1.5910868226600987,0.5678879310344827,2.6142857142857148,3.871875,2.2807881773399012,0,36,22
BQ,262147,La,Dy,9,68,1.632236842105263,0.5144736842105264,2.75,3.7375,2.1052631578947367,0,45,23
BQ,262147,La,Ho,10,52,1.430808080808081,0.3727272727272726,2.4888888888888894,3.7474747474747474,2.3166666666666664,0,36,16
BQ,262147,La,Er,11,69,1.1209150326797386,0.5555555555555556,1.6862745098039218,2.541666666666667,1.420751633986928,0,42,27
BQ,262147,La,Tm,12,48,1.5157677571470676,0.420424403183024,2.611111111111111,3.567049808429119,2.051282051282051,0,32,16
BQ,262147,La,Yb,13,52,1.377454501915709,0.4493534482758621,2.305555555555556,3.0364583333333335,1.6590038314176245,0,34,18
BQ,262147,La,Lu,14,56,2.168741956241956,0.28986486486486496,4.0476190476190474,3.8791666666666664,1.7104247104247103,0,41,15
BQ,262147,Ce,Pr,1,68,4.047727272727274,1.2954545454545459,6.800000000000001,9.775,5.727272727272727,0,48,20
BQ,262147,Ce,Nd,2,65,6.043956043956044,0.587912087912088,11.5,12.178571428571429,6.134615384615385,0,45,20
BQ,262147,Ce,Sm,4,65,2.806236178681999,0.38390092879256965,5.228571428571429,5.582706766917293,2.776470588235294,0,45,20
BQ,262147,Ce,Eu,5,68,2.184068627450981,0.5931372549019609,3.7750000000000004,4.408333333333333,2.224264705882353,0,44,24
BQ,262147,Ce,Gd,6,57,1.9979166666666666,0.4458333333333333,3.55,3.80625,1.8083333333333333,0,40,17
BQ,262147,Ce,Tb,7,53,2.060919540229885,0.45517241379310347,3.666666666666667,5.4,3.339080459770115,0,38,15
BQ,262147,Ce,Dy,8,55,2.2023172905525845,0.40463458110516926,4.0,4.823529411764706,2.621212121212121,0,40,15
BQ,262147,Ce,Ho,9,52,1.9277217741935484,0.43044354838709675,3.425,4.140625,2.2129032258064516,0,37,15
BQ,262147,Ce,Er,10,55,1.2850439882697946,0.5034213098729228,2.0666666666666664,2.7151515151515153,1.4301075268817205,0,36,19
BQ,262147,Ce,Tm,11,48,1.9201480990274096,0.38196286472148544,3.4583333333333335,3.907327586206897,1.9871794871794872,0,33,15
BQ,262147,Ce,Yb,12,50,1.7333333333333332,0.3666666666666667,3.0999999999999996,3.4,1.6666666666666665,0,35,15
BQ,262147,Ce,Lu,13,48,2.15639400921659,0.3306451612903225,3.982142857142857,3.852822580645161,1.6964285714285714,0,34,14
BQ,262147,Pr,Nd,1,71,-7.738095238095239,1.8571428571428577,-17.333333333333336,14.571428571428571,22.30952380952381,0,45,26
BQ,262147,Pr,Sm,3,70,2.9109658880237306,0.738598442714127,5.083333333333334,7.061827956989248,4.150862068965517,0,44,26
BQ,262147,Pr,Eu,4,73,1.8346922474077647,0.7952586206896552,2.874125874125874,4.002403846153847,2.1677115987460818,0,43,30
BQ,262147,Pr,Gd,5,62,1.23361013986014,0.7115384615384615,1.7556818181818183,3.09375,1.86013986013986,0,39,23
BQ,262147,Pr,Tb,6,58,1.819059829059829,0.7492307692307691,2.888888888888889,4.412393162393162,2.5933333333333333,0,37,21
BQ,262147,Pr,Dy,7,60,1.577065527065527,0.7207977207977205,2.433333333333333,4.17962962962963,2.6025641025641026,0,39,21
BQ,262147,Pr,Ho,8,52,1.5518883415435138,0.4704433497536946,2.6333333333333333,3.5637931034482757,2.011904761904762,0,37,15
BQ,262147,Pr,Er,9,60,1.203194953194953,0.8746438746438745,1.5317460317460316,2.824074074074074,1.620879120879121,0,35,25
BQ,262147,Pr,Tm,10,48,1.6228632478632479,0.46794871794871784,2.777777777777778,3.664529914529915,2.0416666666666665,0,33,15
BQ,262147,Pr,Yb,11,50,1.4055860805860805,0.48809523809523814,2.323076923076923,2.8722527472527473,1.4666666666666668,0,35,15
BQ,262147,Pr,Lu,12,48,1.5958624708624705,0.40384615384615374,2.787878787878787,3.102272727272727,1.5064102564102564,0,34,14
BQ,262147,Nd,Sm,2,78,4.758260019550343,0.7165200391006843,8.8,9.096969696969698,4.338709677419355,0,51,27
BQ,262147,Nd,Eu,3,80,2.133434974369346,0.8542825361512791,3.4125874125874125,4.421836228287841,2.2884012539184955,0,50,30
BQ,262147,Nd,Gd,4,72,1.4293504901960783,0.6479166666666667,2.21078431372549,3.2876838235294117,1.8583333333333334,0,48,24
BQ,262147,Nd,Tb,5,59,1.8968253968253967,0.7222222222222223,3.071428571428571,5.396825396825397,3.5,0,38,21
BQ,262147,Nd,Dy,6,71,1.8664247517188697,0.6159663865546217,3.1168831168831175,4.301298701298702,2.4348739495798317,0,48,23
BQ,262147,Nd,Ho,7,52,1.5951566951566953,0.5014245014245016,2.688888888888889,3.925925925925926,2.330769230769231,0,37,15
BQ,262147,Nd,Er,8,65,1.3287114845938373,0.5621848739495798,2.095238095238095,2.776190476190476,1.4474789915966386,0,44,21
BQ,262147,Nd,Tm,9,48,1.5411172161172164,0.46794871794871784,2.6142857142857148,3.3923076923076927,1.8511904761904763,0,33,15
BQ,262147,Nd,Yb,10,51,1.521164021164021,0.48677248677248675,2.5555555555555554,3.095238095238095,1.574074074074074,0,36,15
BQ,262147,Nd,Lu,11,56,2.254551820728291,0.31862745098039214,4.19047619047619,3.958333333333333,1.703781512605042,0,42,14
BQ,262147,Sm,Eu,1,77,3.114285714285714,1.9285714285714284,4.3,6.685714285714285,3.571428571428571,0,50,27
BQ,262147,Sm,Gd,2,72,2.231270191796507,1.1198830409356724,3.342657342657342,4.728744939271255,2.4974747474747474,0,48,24
BQ,262147,Sm,Tb,3,59,1.8465556182947487,0.8359683794466404,2.857142857142857,4.304347826086957,2.457792207792208,0,38,21
BQ,262147,Sm,Dy,4,70,1.342000370782351,0.6006674082313683,2.0833333333333335,4.103494623655914,2.7614942528735633,0,48,22
BQ,262147,Sm,Ho,5,52,1.309230769230769,0.5184615384615383,2.0999999999999996,3.669230769230769,2.3600000000000003,0,37,15
BQ,262147,Sm,Er,6,65,1.467463235294118,0.5349264705882353,2.4000000000000004,3.170588235294118,1.703125,0,44,21
BQ,262147,Sm,Tm,7,48,1.5144155844155847,0.41454545454545455,2.6142857142857148,3.43,1.9155844155844155,0,33,15
BQ,262147,Sm,Yb,8,51,1.6531620553359683,0.5790513833992093,2.7272727272727275,3.4940711462450595,1.8409090909090908,0,36,15
BQ,262147,Sm,Lu,9,56,1.8026547805642632,0.29849137931034475,3.3068181818181817,3.481534090909091,1.6788793103448276,0,42,14
BQ,262147,Eu,Gd,1,70,5.016666666666667,2.083333333333334,7.949999999999999,15.975,10.958333333333332,0,46,24
BQ,262147,Eu,Tb,2,58,-6.609090909090908,0.7818181818181817,-13.999999999999996,11.174242424242426,17.78333333333333,0,37,21
BQ,262147,Eu,Dy,3,69,0.6994147157190636,0.6488294314381271,0.75,5.721153846153847,5.021739130434783,0,46,23
BQ,262147,Eu,Ho,4,51,1.3484848484848488,0.6017316017316019,2.095238095238096,4.896103896103896,3.5476190476190474,0,36,15
BQ,262147,Eu,Er,5,68,1.4264309764309762,0.7074074074074073,2.145454545454545,3.4499999999999997,2.0235690235690234,0,42,26
BQ,262147,Eu,Tm,6,47,1.4833333333333334,0.45238095238095233,2.5142857142857142,3.5428571428571427,2.0595238095238093,0,32,15
BQ,262147,Eu,Yb,7,51,1.4734848484848484,0.6136363636363638,2.333333333333333,3.3484848484848486,1.875,0,34,17
BQ,262147,Eu,Lu,8,55,1.9119047619047618,0.3666666666666667,3.457142857142857,3.7333333333333334,1.8214285714285714,0,41,14
BQ,262147,Gd,Tb,1,65,5.3930921052631575,0.7861842105263159,10.0,12.736842105263158,7.34375,0,42,23
BQ,262147,Gd,Dy,2,74,-9.620192307692308,0.7596153846153846,-20.0,7.6923076923076925,17.3125,0,50,24
BQ,262147,Gd,Ho,3,57,1.605833333333333,0.6116666666666666,2.5999999999999996,6.96,5.354166666666667,0,40,17
BQ,262147,Gd,Er,4,69,1.7586618876941458,0.5173237753882918,3.0,4.629032258064516,2.8703703703703702,0,46,23
BQ,262147,Gd,Tm,5,54,1.8738095238095238,0.39047619047619064,3.3571428571428568,5.0285714285714285,3.1547619047619047,0,37,17
BQ,262147,Gd,Yb,6,57,1.9834401709401712,0.5224358974358976,3.4444444444444446,4.337606837606838,2.3541666666666665,0,40,17
BQ,262147,Gd,Lu,7,60,1.896566795273692,0.3726790450928381,3.420454545454546,3.824451410658307,1.9278846153846154,0,44,16
BQ,262147,Tb,Dy,1,66,6.366666666666666,2.4000000000000004,10.333333333333332,17.866666666666667,11.5,0,43,23
BQ,262147,Tb,Ho,2,57,-0.6706349206349203,1.2142857142857149,-2.5555555555555554,5.293650793650794,5.964285714285714,0,40,17
BQ,262147,Tb,Er,3,63,2.205263157894737,1.2105263157894735,3.2,5.684210526315789,3.4789473684210526,0,40,23
BQ,262147,Tb,Tm,4,54,2.0895833333333336,0.9041666666666668,3.275,5.15625,3.0666666666666664,0,37,17
BQ,262147,Tb,Yb,5,56,2.1513888888888886,0.7777777777777777,3.525,5.0625,2.9111111111111114,0,39,17
BQ,262147,Tb,Lu,6,54,1.7207080200501252,0.5664160401002505,2.875,3.8095238095238093,2.088815789473684,0,38,16
BQ,262147,Dy,Ho,1,57,-2.125,4.25,-8.5,21.75,23.875,0,40,17
BQ,262147,Dy,Er,2,69,4.111111111111111,2.5555555555555554,5.666666666666666,9.722222222222221,5.611111111111111,0,46,23
BQ,262147,Dy,Tm,3,54,2.8091269841269835,1.3611111111111107,4.257142857142856,6.984126984126984,4.175,0,37,17
BQ,262147,Dy,Yb,4,58,2.2444444444444445,0.9333333333333331,3.5555555555555554,5.2444444444444445,3.0,0,41,17
BQ,262147,Dy,Lu,5,60,1.9293565911212973,0.7418300653594772,3.1168831168831175,4.467171717171717,2.53781512605042,0,44,16
BQ,262147,Ho,Er,1,57,5.583333333333333,5.666666666666666,5.5,16.916666666666664,11.333333333333332,0,40,17
BQ,262147,Ho,Tm,2,55,1.766666666666667,1.533333333333334,2.0,8.666666666666668,6.9,0,38,17
BQ,262147,Ho,Yb,3,57,2.0666666666666664,2.833333333333333,1.2999999999999998,7.7333333333333325,5.666666666666666,0,40,17
BQ,262147,Ho,Lu,4,54,1.8357142857142859,1.1,2.5714285714285716,5.0,3.164285714285714,0,38,16
BQ,262147,Er,Tm,1,55,-0.15000000000000036,-5.5,5.199999999999999,12.6,12.75,0,38,17
BQ,262147,Er,Yb,2,58,4.750000000000001,5.666666666666668,3.833333333333334,14.75,10.0,0,41,17
BQ,262147,Er,Lu,3,60,2.2946428571428568,1.2142857142857135,3.375,8.169642857142858,5.875,0,44,16
BQ,262147,Tm,Yb,1,55,9.5,0.0,19.0,42.0,32.5,0,38,17
BQ,262147,Tm,Lu,2,52,2.4666666666666663,0.0,4.933333333333333,31.8,29.333333333333332,0,36,16
BQ,262147,Yb,Lu,1,54,13.5,8.0,19.0,27.5,14.0,0,38,16
