design,split_seed,A,B,n_units,obs_spread,arm,spearman,top1_up,regret_up,top1_down,regret_down,top1,regret
BR,104729,Tb,Yb,56,1.7460552639999998,G14,0.34339329225009146,0.0,0.4698229169999996,0.0,0.3327591055,0.0,0.4012910112499998
BR,104729,Tb,Yb,56,1.7460552639999998,_RANDOM,0.0,0.017857142857142856,0.9517486985496476,0.017857142857142856,0.7943065654503523,0.017857142857142856,0.8730276319999999
BR,104729,Tb,Lu,54,2.204535282723163,G14@k1,0.6172288927005908,0.0,0.29699074700000017,1.0,0.0,0.5,0.14849537350000008
BR,104729,Tb,Lu,54,2.204535282723163,NAIVE_LINE@k1,0.6434534019439679,0.0,0.29699074700000017,1.0,0.0,0.5,0.14849537350000008
BR,104729,Tb,Lu,54,2.204535282723163,G14,0.2759734887666326,0.0,0.14097805749999848,0.0,0.6121222342231631,0.0,0.3765501458615808
BR,104729,Tb,Lu,54,2.204535282723163,_RANDOM,0.0,0.018518518518518517,1.0354526452395736,0.018518518518518517,1.1690826374835894,0.018518518518518517,1.1022676413615815
BR,104729,Dy,Ho,57,1.2886539464998008,G14@k1,0.5271993648502133,0.0,0.16232539037043514,0.0,0.5871152531293657,0.0,0.37472032174990044
BR,104729,Dy,Ho,57,1.2886539464998008,NAIVE_LINE@k1,0.5600622256086887,0.0,0.16232539037043514,1.0,0.0,0.5,0.08116269518521757
BR,104729,Dy,Ho,57,1.2886539464998008,G14,0.2296321704332545,0.0,0.2766799623704351,0.0,0.7654092746293657,0.0,0.5210446184999004
BR,104729,Dy,Ho,57,1.2886539464998008,_RANDOM,0.0,0.017543859649122806,0.3616899712112068,0.017543859649122806,0.926963975288594,0.017543859649122806,0.6443269732499004
BR,104729,Dy,Er,69,0.915385198099813,G14@k1,0.7720272566177678,0.0,0.21304022449999982,1.0,0.0,0.5,0.10652011224999991
BR,104729,Dy,Er,69,0.915385198099813,NAIVE_LINE@k1,0.8000146148084545,0.0,0.21304022449999982,1.0,0.0,0.5,0.10652011224999991
BR,104729,Dy,Er,69,0.915385198099813,G14,0.42172364518834654,0.16666666666666666,0.2083389908333337,0.0,0.2072861153644719,0.08333333333333333,0.20781255309890279
BR,104729,Dy,Er,69,0.915385198099813,_RANDOM,0.0,0.014492753623188406,0.47807695586972626,0.014492753623188406,0.43730824223008674,0.014492753623188406,0.4576925990499065
BR,104729,Dy,Tm,54,1.6573437650000025,G14@k1,0.4745187726319801,0.0,0.5211250639999997,0.0,0.8583661860000026,0.0,0.6897456250000011
BR,104729,Dy,Tm,54,1.6573437650000025,NAIVE_LINE@k1,0.53642081189251,0.0,0.5211250639999997,0.0,1.1454604040000025,0.0,0.8332927340000011
BR,104729,Dy,Tm,54,1.6573437650000025,G14,0.25572609921876194,0.0,0.8389767023333342,0.0,0.45487943700000266,0.0,0.6469280696666684
BR,104729,Dy,Tm,54,1.6573437650000025,_RANDOM,0.0,0.018518518518518517,0.8612335634750174,0.018518518518518517,0.796110201524985,0.018518518518518517,0.8286718825000012
BR,104729,Dy,Yb,57,1.540091240584515,G14@k1,0.6238656987295826,0.0,0.527291932,0.0,0.05505136089232976,0.0,0.2911716464461649
BR,104729,Dy,Yb,57,1.540091240584515,NAIVE_LINE@k1,0.6331345605392793,0.0,0.527291932,0.0,0.05505136089232976,0.0,0.2911716464461649
BR,104729,Dy,Yb,57,1.540091240584515,G14,0.3462916567214202,0.0,0.44828760433333303,0.0,0.2748631600845152,0.0,0.36157538220892416
BR,104729,Dy,Yb,57,1.540091240584515,_RANDOM,0.0,0.017543859649122806,0.8965564804493383,0.017543859649122806,0.6435347601351767,0.017543859649122806,0.7700456202922575
BR,104729,Dy,Lu,60,2.441849747619175,G14@k1,0.5529946234852021,0.0,0.6481948015000008,1.0,0.0,0.5,0.3240974007500004
BR,104729,Dy,Lu,60,2.441849747619175,NAIVE_LINE@k1,0.5921727170996195,0.0,0.6481948015000008,1.0,0.0,0.5,0.3240974007500004
BR,104729,Dy,Lu,60,2.441849747619175,G14,0.25668466584306765,0.0,0.2212399374999996,0.0,1.0057142904785914,0.0,0.6134771139892955
BR,104729,Dy,Lu,60,2.441849747619175,_RANDOM,0.0,0.016666666666666666,1.0803660499263217,0.016666666666666666,1.361483697692853,0.016666666666666666,1.2209248738095875
BR,104729,Ho,Er,57,1.685855385855724,G14@k1,-0.03788627635765043,0.0,1.685855385855724,0.0,1.169184639887832,0.0,1.427520012871778
BR,104729,Ho,Er,57,1.685855385855724,NAIVE_LINE@k1,0.43473610869249174,0.0,1.685855385855724,0.0,1.685855385855724,0.0,1.685855385855724
BR,104729,Ho,Er,57,1.685855385855724,G14,0.18243970375544327,0.0,0.4076077280295534,0.0,1.0760792963261714,0.0,0.7418435121778624
BR,104729,Ho,Er,57,1.685855385855724,_RANDOM,0.0,0.017543859649122806,0.5318072264895051,0.017543859649122806,1.1540481593662189,0.017543859649122806,0.842927692927862
BR,104729,Ho,Tm,55,1.5729565622857167,G14@k1,0.33088619929984736,1.0,0.0,0.0,0.6864486257777827,0.5,0.3432243128888913
BR,104729,Ho,Tm,55,1.5729565622857167,NAIVE_LINE@k1,0.5299157633575509,1.0,0.0,0.0,1.5576408520000025,0.5,0.7788204260000012
BR,104729,Ho,Tm,55,1.5729565622857167,G14,0.2661740285418844,0.0,0.7672677826190484,0.0,0.6887658635000026,0.0,0.7280168230595254
BR,104729,Ho,Tm,55,1.5729565622857167,_RANDOM,0.0,0.01818181818181818,0.7146075693157259,0.01818181818181818,0.8583489929699908,0.01818181818181818,0.7864782811428583
BR,104729,Ho,Yb,57,1.5942783701558472,G14@k1,0.456442831215971,1.0,0.0,0.0,1.1088087554371802,0.5,0.5544043777185901
BR,104729,Ho,Yb,57,1.5942783701558472,NAIVE_LINE@k1,0.49202748249935185,1.0,0.0,0.0,1.1088087554371802,0.5,0.5544043777185901
BR,104729,Ho,Yb,57,1.5942783701558472,G14,0.28595649356589614,0.0,0.46069132348918046,0.0,0.5632112799999999,0.0,0.5119513017445901
BR,104729,Ho,Yb,57,1.5942783701558472,_RANDOM,0.0,0.017543859649122806,0.8021507730931143,0.017543859649122806,0.7921275970627328,0.017543859649122806,0.7971391850779236
BR,104729,Ho,Lu,54,1.6461176969999998,G14@k1,0.48793596340766143,0.0,0.6822581264999997,0.0,0.2965331805101916,0.0,0.4893956535050957
BR,104729,Ho,Lu,54,1.6461176969999998,NAIVE_LINE@k1,0.5287211740041928,0.0,0.6822581264999997,0.0,0.2965331805101916,0.0,0.4893956535050957
BR,104729,Ho,Lu,54,1.6461176969999998,G14,0.21115791592914063,0.0,0.1426675039999986,0.0,0.41042332899999967,0.0,0.27654541649999914
BR,104729,Ho,Lu,54,1.6461176969999998,_RANDOM,0.0,0.018518518518518517,0.9132865839726272,0.018518518518518517,0.7328311130273725,0.018518518518518517,0.8230588484999999
BR,104729,Er,Tm,55,2.8658354931118852,G14@k1,0.14275149265476406,0.0,1.825642519611885,0.0,1.4548448599999997,0.0,1.6402436898059425
BR,104729,Er,Tm,55,2.8658354931118852,NAIVE_LINE@k1,0.30368513145509324,1.0,0.0,0.0,1.4548448599999997,0.5,0.7274224299999998
BR,104729,Er,Tm,55,2.8658354931118852,G14,0.18055801781653877,0.0,2.0455154404452185,0.0,0.9055654979999999,0.0,1.4755404692226093
BR,104729,Er,Tm,55,2.8658354931118852,_RANDOM,0.0,0.01818181818181818,1.8619894255602474,0.01818181818181818,1.0038460675516376,0.01818181818181818,1.4329177465559426
BR,104729,Er,Yb,58,2.9722245269820182,G14@k1,0.4074319024737111,1.0,0.0,0.0,0.43446772796462474,0.5,0.21723386398231237
BR,104729,Er,Yb,58,2.9722245269820182,NAIVE_LINE@k1,0.4322254180187327,1.0,0.0,0.0,0.8008995264076275,0.5,0.40044976320381376
BR,104729,Er,Yb,58,2.9722245269820182,G14,0.24386525917893145,0.0,1.7389389813153506,0.0,0.8650781404999999,0.0,1.3020085609076752
BR,104729,Er,Yb,58,2.9722245269820182,_RANDOM,0.0,0.017241379310344827,1.9658584126100878,0.017241379310344827,1.0063661143719305,0.017241379310344827,1.4861122634910091
BR,104729,Er,Lu,60,1.7067117685193607,G14@k1,0.35924366832681026,0.0,0.6154017959999999,0.0,1.6397649795193607,0.0,1.1275833877596804
BR,104729,Er,Lu,60,1.7067117685193607,NAIVE_LINE@k1,0.4242070604335534,0.0,0.6154017959999999,1.0,0.0,0.5,0.30770089799999994
BR,104729,Er,Lu,60,1.7067117685193607,G14,0.163593145351344,0.5,0.08192840149999736,0.0,0.7984281751141197,0.25,0.4401782883070585
BR,104729,Er,Lu,60,1.7067117685193607,_RANDOM,0.0,0.016666666666666666,0.7560112851063256,0.016666666666666666,0.950700483413035,0.016666666666666666,0.8533558842596803
BR,104729,Tm,Yb,55,1.3029995890000037,G14@k1,0.3084110464254683,0.0,0.9840732231298703,0.0,0.16535420439729143,0.0,0.5747137137635809
BR,104729,Tm,Yb,55,1.3029995890000037,NAIVE_LINE@k1,0.3559227259367961,0.0,0.9840732231298703,0.0,0.23481372699999997,0.0,0.6094434750649351
BR,104729,Tm,Yb,55,1.3029995890000037,G14,0.1384321745126905,0.3333333333333333,0.6774967640000025,0.0,0.17204997449999998,0.16666666666666666,0.4247733692500012
BR,104729,Tm,Yb,55,1.3029995890000037,_RANDOM,0.0,0.01818181818181818,1.0723085401095733,0.01818181818181818,0.2306910488904302,0.01818181818181818,0.6514997945000017
BR,104729,Tm,Lu,52,1.8047711041019558,G14@k1,0.3439767779390421,0.0,1.4238377315000053,0.0,0.2612850342983375,0.0,0.8425613828991714
BR,104729,Tm,Lu,52,1.8047711041019558,NAIVE_LINE@k1,0.4041663109365662,0.0,1.4238377315000053,0.0,0.5147364931019506,0.0,0.9692871123009779
BR,104729,Tm,Lu,52,1.8047711041019558,G14,0.07947062520937191,0.5,0.5569716760000026,0.0,0.14791711360195042,0.25,0.35244439480097656
BR,104729,Tm,Lu,52,1.8047711041019558,_RANDOM,0.0,0.019230769230769232,1.470620808867327,0.019230769230769232,0.33415029523462897,0.019230769230769232,0.9023855520509779
BR,104729,Yb,Lu,54,1.1853919999269902,G14@k1,0.36754531479832464,0.0,0.3494850015000015,1.0,0.0,0.5,0.17474250075000075
BR,104729,Yb,Lu,54,1.1853919999269902,NAIVE_LINE@k1,0.4231993450415889,0.0,0.3494850015000015,1.0,0.0,0.5,0.17474250075000075
BR,104729,Yb,Lu,54,1.1853919999269902,G14,0.08401835951549538,0.5,0.08804562900000085,0.0,0.6594876239269883,0.25,0.37376662646349457
BR,104729,Yb,Lu,54,1.1853919999269902,_RANDOM,0.0,0.018518518518518517,0.4087923485126239,0.018518518518518517,0.7765996514143663,0.018518518518518517,0.5926959999634951
BR,130363,La,Ce,67,1.3521825174393247,G14@k1,0.7669084415383036,0.0,0.3315871425000001,1.0,0.0,0.5,0.16579357125000005
BR,130363,La,Ce,67,1.3521825174393247,NAIVE_LINE@k1,0.7374963833911563,0.0,0.3315871425000001,1.0,0.0,0.5,0.16579357125000005
BR,130363,La,Ce,67,1.3521825174393247,G14,0.5603147265049114,0.14285714285714285,0.4478982417128258,0.0,0.6397633121893345,0.07142857142857142,0.5438307769510802
BR,130363,La,Ce,67,1.3521825174393247,_RANDOM,0.0,0.014925373134328358,0.6004806149965243,0.014925373134328358,0.7517019024428007,0.014925373134328358,0.6760912587196625
BR,130363,La,Pr,72,1.786120179999984,G14@k1,0.8060776590799943,0.0,0.6294115842142909,0.0,0.22020680239113843,0.0,0.42480919330271466
BR,130363,La,Pr,72,1.786120179999984,NAIVE_LINE@k1,0.7960607766926556,0.0,0.006016428000000129,0.0,0.22020680239113843,0.0,0.11311161519556928
BR,130363,La,Pr,72,1.786120179999984,G14,0.6197587020793713,0.1111111111111111,0.7633469049239003,0.0,0.5335583144999838,0.05555555555555555,0.6484526097119421
BR,130363,La,Pr,72,1.786120179999984,_RANDOM,0.0,0.013888888888888888,1.0251040838071641,0.013888888888888888,0.7610160961928198,0.013888888888888888,0.893060089999992
BR,130363,La,Nd,77,3.1050820354999966,G14@k1,0.8558020926441979,1.0,0.0,0.0,0.4436974988966904,0.5,0.2218487494483452
BR,130363,La,Nd,77,3.1050820354999966,NAIVE_LINE@k1,0.8408170776591829,1.0,0.0,0.0,0.4436974988966904,0.5,0.2218487494483452
BR,130363,La,Nd,77,3.1050820354999966,G14,0.5924018417981693,0.0,1.497873340174608,0.0,0.9997366659999977,0.0,1.2488050030873028
BR,130363,La,Nd,77,3.1050820354999966,_RANDOM,0.0,0.012987012987012988,1.7842924773823787,0.012987012987012988,1.320789558117618,0.012987012987012988,1.5525410177499983
BR,130363,La,Sm,74,5.144646650550284,G14@k1,0.8970669905243375,1.0,0.0,0.0,0.8817082552045163,0.5,0.4408541276022582
BR,130363,La,Sm,74,5.144646650550284,NAIVE_LINE@k1,0.8919281150049406,1.0,0.0,0.0,0.8817082552045163,0.5,0.4408541276022582
BR,130363,La,Sm,74,5.144646650550284,G14,0.6167762118980041,0.0,2.2491316672967168,0.04,1.8354537137215603,0.02,2.0422926905091385
BR,130363,La,Sm,74,5.144646650550284,_RANDOM,0.0,0.013513513513513514,2.7683577424956836,0.013513513513513514,2.3762889080545997,0.013513513513513514,2.572323325275142
BR,130363,La,Eu,83,6.4099353945,G14@k1,0.9190000419797658,1.0,0.0,0.0,1.4726923956049767,0.5,0.7363461978024883
BR,130363,La,Eu,83,6.4099353945,NAIVE_LINE@k1,0.9138995004407875,1.0,0.0,0.0,1.4726923956049767,0.5,0.7363461978024883
BR,130363,La,Eu,83,6.4099353945,G14,0.676656414812472,0.0,2.2376289405088086,0.0,2.742697355337421,0.0,2.4901631479231146
BR,130363,La,Eu,83,6.4099353945,_RANDOM,0.0,0.012048192771084338,2.9848739066343737,0.012048192771084338,3.425061487865626,0.012048192771084338,3.20496769725
BR,130363,La,Gd,68,5.755176342,G14@k1,0.9229183566770423,1.0,0.0,0.0,0.6080729754465044,0.5,0.3040364877232522
BR,130363,La,Gd,68,5.755176342,NAIVE_LINE@k1,0.9217158944925143,1.0,0.0,0.0,0.6080729754465044,0.5,0.3040364877232522
BR,130363,La,Gd,68,5.755176342,G14,0.6617982203181138,0.0,2.204416954249807,0.0,2.001286979029695,0.0,2.1028519666397507
BR,130363,La,Gd,68,5.755176342,_RANDOM,0.0,0.014705882352941176,3.0783937473715155,0.014705882352941176,2.676782594628485,0.014705882352941176,2.877588171
BR,130363,La,Tb,58,6.509052396,G14@k1,0.942830336792695,1.0,0.0,0.0,0.6017223375842056,0.5,0.3008611687921028
BR,130363,La,Tb,58,6.509052396,NAIVE_LINE@k1,0.937170278653385,1.0,0.0,0.0,0.6017223375842056,0.5,0.3008611687921028
BR,130363,La,Tb,58,6.509052396,G14,0.7491909736268764,0.0,2.1106849776666667,0.0,1.9784464251023466,0.0,2.0445657013845064
BR,130363,La,Tb,58,6.509052396,_RANDOM,0.0,0.017241379310344827,3.3679387490909276,0.017241379310344827,3.141113646909073,0.017241379310344827,3.254526198
BR,130363,La,Dy,68,7.1210232665,G14@k1,0.9545749513303049,1.0,0.0,0.0,1.099803618480216,0.5,0.549901809240108
BR,130363,La,Dy,68,7.1210232665,NAIVE_LINE@k1,0.9543077451616596,1.0,0.0,0.0,1.099803618480216,0.5,0.549901809240108
BR,130363,La,Dy,68,7.1210232665,G14,0.6945995122430375,0.0,2.2761816213333335,0.0,2.7543188341977487,0.0,2.515250227765541
BR,130363,La,Dy,68,7.1210232665,_RANDOM,0.0,0.014705882352941176,3.6239414207778697,0.014705882352941176,3.4970818457221307,0.014705882352941176,3.56051163325
BR,130363,La,Ho,52,7.660236569499999,G14@k1,0.971911551267822,1.0,0.0,0.0,0.5126883653508498,0.5,0.2563441826754249
BR,130363,La,Ho,52,7.660236569499999,NAIVE_LINE@k1,0.9693502945445232,1.0,0.0,0.0,0.5126883653508498,0.5,0.2563441826754249
BR,130363,La,Ho,52,7.660236569499999,G14,0.7055839719689769,0.0,2.306601354625,0.0,2.528007059231795,0.0,2.4173042069283976
BR,130363,La,Ho,52,7.660236569499999,_RANDOM,0.0,0.019230769230769232,4.002938320959108,0.019230769230769232,3.657298248540892,0.019230769230769232,3.8301182847499997
BR,130363,La,Er,69,7.52643345,G14@k1,0.963343898758641,1.0,0.0,0.0,2.971971277,0.5,1.4859856385
BR,130363,La,Er,69,7.52643345,NAIVE_LINE@k1,0.962814107112885,1.0,0.0,0.0,2.971971277,0.5,1.4859856385
BR,130363,La,Er,69,7.52643345,G14,0.7167078259312218,0.0,2.6401655274457205,0.0,2.685611569790982,0.0,2.6628885486183513
BR,130363,La,Er,69,7.52643345,_RANDOM,0.0,0.014492753623188406,3.795298199439299,0.014492753623188406,3.7311352505607007,0.014492753623188406,3.763216725
BR,130363,La,Tm,48,7.1117815635,G14@k1,0.9706904038211029,1.0,0.0,1.0,0.0,1.0,0.0
BR,130363,La,Tm,48,7.1117815635,NAIVE_LINE@k1,0.9686278766825879,1.0,0.0,1.0,0.0,1.0,0.0
BR,130363,La,Tm,48,7.1117815635,G14,0.7076161987511841,0.0,2.636200019969989,0.0,1.8351840714712542,0.0,2.2356920457206213
BR,130363,La,Tm,48,7.1117815635,_RANDOM,0.0,0.020833333333333332,4.026581591264108,0.020833333333333332,3.0851999722358916,0.020833333333333332,3.5558907817499996
BR,130363,La,Yb,52,7.1056146955,G14@k1,0.9920601041577733,1.0,0.0,0.0,0.12664709978803046,0.5,0.06332354989401523
BR,130363,La,Yb,52,7.1056146955,NAIVE_LINE@k1,0.9895842226585845,1.0,0.0,0.0,0.12664709978803046,0.5,0.06332354989401523
BR,130363,La,Yb,52,7.1056146955,G14,0.7409714300973386,0.0,2.7271943185616676,0.0,1.6710952931044636,0.0,2.1991448058330656
BR,130363,La,Yb,52,7.1056146955,_RANDOM,0.0,0.019230769230769232,4.042342750122783,0.019230769230769232,3.063271945377217,0.019230769230769232,3.55280734775
BR,130363,La,Lu,56,7.814874594138958,G14@k1,0.9864661654135339,1.0,0.0,0.0,0.8368961511389581,0.5,0.41844807556947905
BR,130363,La,Lu,56,7.814874594138958,NAIVE_LINE@k1,0.9930963773069037,1.0,0.0,0.0,0.8368961511389581,0.5,0.41844807556947905
BR,130363,La,Lu,56,7.814874594138958,G14,0.6338470174394951,0.0,2.762978660529696,0.047619047619047616,2.7192188141789293,0.023809523809523808,2.7410987373543128
BR,130363,La,Lu,56,7.814874594138958,_RANDOM,0.0,0.017857142857142856,4.187319277616462,0.017857142857142856,3.6275553165224963,0.017857142857142856,3.907437297069479
BR,130363,Ce,Pr,68,1.4521638264534653,G14@k1,0.3653506637440073,0.0,0.5829201972968951,0.0,0.9128622517839446,0.0,0.7478912245404199
BR,130363,Ce,Pr,68,1.4521638264534653,NAIVE_LINE@k1,0.4196322063042391,1.0,0.0,0.0,0.9128622517839446,0.5,0.4564311258919723
BR,130363,Ce,Pr,68,1.4521638264534653,G14,0.32614516783524616,0.0,0.6710178541179032,0.0,0.5864504517034556,0.0,0.6287341529106794
BR,130363,Ce,Pr,68,1.4521638264534653,_RANDOM,0.0,0.014705882352941176,0.7766076573715199,0.014705882352941176,0.6755561690819454,0.014705882352941176,0.7260819132267327
BR,130363,Ce,Nd,65,2.260577920000052,G14@k1,0.7365384615384615,0.0,0.8838272100000004,0.0,0.6197887583360706,0.0,0.7518079841680355
BR,130363,Ce,Nd,65,2.260577920000052,NAIVE_LINE@k1,0.7486451048951049,1.0,0.0,0.0,0.6197887583360706,0.5,0.3098943791680353
BR,130363,Ce,Nd,65,2.260577920000052,G14,0.4592478770701368,0.0,1.4301490645136152,0.0,0.5360646132500435,0.0,0.9831068388818294
BR,130363,Ce,Nd,65,2.260577920000052,_RANDOM,0.0,0.015384615384615385,1.564706182057212,0.015384615384615385,0.6958717379428403,0.015384615384615385,1.130288960000026
BR,130363,Ce,Sm,65,4.6848493736750445,G14@k1,0.8861329341977211,1.0,0.0,0.0,1.4425063532686027,0.5,0.7212531766343013
BR,130363,Ce,Sm,65,4.6848493736750445,NAIVE_LINE@k1,0.8839475956340138,1.0,0.0,0.0,1.4425063532686027,0.5,0.7212531766343013
BR,130363,Ce,Sm,65,4.6848493736750445,G14,0.6288902717677692,0.0,2.173519623897326,0.045454545454545456,1.613806981432007,0.022727272727272728,1.8936633026646665
BR,130363,Ce,Sm,65,4.6848493736750445,_RANDOM,0.0,0.015384615384615385,2.577988305589812,0.015384615384615385,2.1068610680852324,0.015384615384615385,2.3424246868375223
BR,130363,Ce,Eu,68,4.598855034000038,G14@k1,0.9186929801122266,1.0,0.0,0.0,0.6822074100443396,0.5,0.3411037050221698
BR,130363,Ce,Eu,68,4.598855034000038,NAIVE_LINE@k1,0.9221284879948085,1.0,0.0,0.0,0.6822074100443396,0.5,0.3411037050221698
BR,130363,Ce,Eu,68,4.598855034000038,G14,0.6763864910235763,0.0,2.307456458872445,0.0,1.0967176516991275,0.0,1.7020870552857863
BR,130363,Ce,Eu,68,4.598855034000038,_RANDOM,0.0,0.014705882352941176,2.8801400496961214,0.014705882352941176,1.7187149843039164,0.014705882352941176,2.299427517000019
BR,130363,Ce,Gd,57,4.910672226500056,G14@k1,0.9249416645060929,1.0,0.0,0.0,0.7841642348858848,0.5,0.3920821174429424
BR,130363,Ce,Gd,57,4.910672226500056,NAIVE_LINE@k1,0.9165154264972778,1.0,0.0,0.0,0.7841642348858848,0.5,0.3920821174429424
BR,130363,Ce,Gd,57,4.910672226500056,G14,0.6918044463328004,0.0,2.262981720770353,0.0,1.1955222916327461,0.0,1.7292520062015497
BR,130363,Ce,Gd,57,4.910672226500056,_RANDOM,0.0,0.017543859649122806,2.9797655973587043,0.017543859649122806,1.930906629141352,0.017543859649122806,2.455336113250028
BR,130363,Ce,Tb,53,5.692577004500039,G14@k1,0.9500080632156104,1.0,0.0,0.0,0.8058423210235683,0.5,0.40292116051178417
BR,130363,Ce,Tb,53,5.692577004500039,NAIVE_LINE@k1,0.9460570875665215,1.0,0.0,0.0,0.8058423210235683,0.5,0.40292116051178417
BR,130363,Ce,Tb,53,5.692577004500039,G14,0.7185732465359688,0.0,2.0314048145,0.0,1.5813922640613238,0.0,1.806398539280662
BR,130363,Ce,Tb,53,5.692577004500039,_RANDOM,0.0,0.018867924528301886,3.274349443122386,0.018867924528301886,2.4182275613776527,0.018867924528301886,2.8462885022500193
BR,130363,Ce,Dy,55,6.2765191510000555,G14@k1,0.9520923520923523,1.0,0.0,0.0,1.2758948779195962,0.5,0.6379474389597981
BR,130363,Ce,Dy,55,6.2765191510000555,NAIVE_LINE@k1,0.9556998556998558,1.0,0.0,0.0,1.2758948779195962,0.5,0.6379474389597981
BR,130363,Ce,Dy,55,6.2765191510000555,G14,0.6599658656122956,0.0,2.23524229275,0.0,1.9936775931486526,0.0,2.1144599429493263
BR,130363,Ce,Dy,55,6.2765191510000555,_RANDOM,0.0,0.01818181818181818,3.568191900506151,0.01818181818181818,2.7083272504939044,0.01818181818181818,3.1382595755000278
BR,130363,Ce,Ho,52,6.815732454000056,G14@k1,0.9710785257596097,1.0,0.0,0.0,0.6887796247902305,0.5,0.34438981239511524
BR,130363,Ce,Ho,52,6.815732454000056,NAIVE_LINE@k1,0.9730421978268219,1.0,0.0,0.0,0.6887796247902305,0.5,0.34438981239511524
BR,130363,Ce,Ho,52,6.815732454000056,G14,0.6612211432502262,0.0,2.9316716913333334,0.0,2.1269247861405587,0.0,2.529298238736946
BR,130363,Ce,Ho,52,6.815732454000056,_RANDOM,0.0,0.019230769230769232,3.7862248334490163,0.019230769230769232,3.0295076205510396,0.019230769230769232,3.407866227000028
BR,130363,Ce,Er,55,6.681929334500056,G14@k1,0.9704906204906207,1.0,0.0,0.0,0.9789600878197833,0.5,0.48948004390989164
BR,130363,Ce,Er,55,6.681929334500056,NAIVE_LINE@k1,0.9696248196248198,1.0,0.0,0.0,0.9789600878197833,0.5,0.48948004390989164
BR,130363,Ce,Er,55,6.681929334500056,G14,0.7361804277712445,0.0,3.017061011166667,0.0,1.8356664769131623,0.0,2.426363744039915
BR,130363,Ce,Er,55,6.681929334500056,_RANDOM,0.0,0.01818181818181818,3.7325164376602404,0.01818181818181818,2.9494128968398154,0.01818181818181818,3.340964667250028
BR,130363,Ce,Tm,48,6.310246521000039,G14@k1,0.9592922275293095,1.0,0.0,0.0,0.04296907299998276,0.5,0.02148453649999138
BR,130363,Ce,Tm,48,6.310246521000039,NAIVE_LINE@k1,0.9608119843682152,1.0,0.0,0.0,0.04296907299998276,0.5,0.02148453649999138
BR,130363,Ce,Tm,48,6.310246521000039,G14,0.6558501759514063,0.0,3.062856040666667,0.0,1.4324009206058905,0.0,2.247628480636279
BR,130363,Ce,Tm,48,6.310246521000039,_RANDOM,0.0,0.020833333333333332,3.8296513210755925,0.020833333333333332,2.480595199924446,0.020833333333333332,3.1551232605000195
BR,130363,Ce,Yb,50,6.2611105800000555,G14@k1,0.9875150060024009,1.0,0.0,0.0,0.3027383592274111,0.5,0.15136917961370555
BR,130363,Ce,Yb,50,6.2611105800000555,NAIVE_LINE@k1,0.986938775510204,1.0,0.0,0.0,0.3027383592274111,0.5,0.15136917961370555
BR,130363,Ce,Yb,50,6.2611105800000555,G14,0.6874408621565239,0.0,3.146331585,0.0,1.2594010253447014,0.0,2.2028663051723507
BR,130363,Ce,Yb,50,6.2611105800000555,_RANDOM,0.0,0.02,3.895714646870132,0.04,2.3653959331299235,0.03,3.1305552900000277
BR,130363,Ce,Lu,48,6.794279219199633,G14@k1,0.9824142422926617,1.0,0.0,1.0,0.0,1.0,0.0
BR,130363,Ce,Lu,48,6.794279219199633,NAIVE_LINE@k1,0.9862136343899263,1.0,0.0,1.0,0.0,1.0,0.0
BR,130363,Ce,Lu,48,6.794279219199633,G14,0.6473682653192675,0.0,3.2313078831666666,0.06666666666666667,1.624853262824963,0.03333333333333333,2.428080572995815
BR,130363,Ce,Lu,48,6.794279219199633,_RANDOM,0.0,0.020833333333333332,4.006863973352139,0.020833333333333332,2.787415245847494,0.020833333333333332,3.397139609599817
BR,130363,Pr,Nd,70,1.3249782835000128,G14@k1,0.7013630084955006,1.0,0.0,0.0,0.22349069650555187,0.5,0.11174534825277593
BR,130363,Pr,Nd,70,1.3249782835000128,NAIVE_LINE@k1,0.6871205365255533,1.0,0.0,0.0,0.22349069650555187,0.5,0.11174534825277593
BR,130363,Pr,Nd,70,1.3249782835000128,G14,0.3785375707427874,0.0,0.6962433089695461,0.0,0.4632412938592464,0.0,0.5797423014143963
BR,130363,Pr,Nd,70,1.3249782835000128,_RANDOM,0.0,0.014285714285714285,0.7680413125687074,0.014285714285714285,0.5569369709313053,0.014285714285714285,0.6624891417500064
BR,130363,Pr,Sm,70,3.624657086661183,G14@k1,0.8852243898171639,1.0,0.0,0.0,0.9216156409242617,0.5,0.46080782046213087
BR,130363,Pr,Sm,70,3.624657086661183,NAIVE_LINE@k1,0.8780159216166564,1.0,0.0,0.0,0.9216156409242617,0.5,0.46080782046213087
BR,130363,Pr,Sm,70,3.624657086661183,G14,0.6194810778292749,0.0,1.4425158123823294,0.047619047619047616,1.4084567818252078,0.023809523809523808,1.4254862971037685
BR,130363,Pr,Sm,70,3.624657086661183,_RANDOM,0.0,0.014285714285714285,1.744927113216998,0.014285714285714285,1.8797299734441852,0.014285714285714285,1.8123285433305916
BR,130363,Pr,Eu,73,3.629831642500016,G14@k1,0.901925999085813,1.0,0.0,0.0,0.2524855932138381,0.5,0.12624279660691906
BR,130363,Pr,Eu,73,3.629831642500016,NAIVE_LINE@k1,0.9054895215739057,1.0,0.0,0.0,0.2524855932138381,0.5,0.12624279660691906
BR,130363,Pr,Eu,73,3.629831642500016,G14,0.7102488929702995,0.0,1.5608633990313105,0.0,0.987273979249232,0.0,1.2740686891402713
