# regime: cohort=sys_a2a472b5124b09c6 (TODGA in aromatic, nitrate medium, no additive), feed todga_prnd_feed.json (feed_status assumed); holdout=none (computed regimes); averaging_unit=candidate; status_of_parameters=nearest (origin corpus, ASSUMED_PLACEHOLDER values)
front,front_in_domain,status,regime_status,in_domain,on_spec,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,scrub_complexant_M,strip_acid_M,strip_anion_M,ligand_total_M,saponification_degree,feed_dilution,f_bleed,purity_mol,purity_mass,purity_oxide,recovery_from_feed,recovery_total,scrub_target_return,net_product_mol_h,n_stages_total,throughput_mol_T_per_h_per_L_org,throughput_kg_oxide_per_h,cost_proxy_per_kg_oxide,enrichment_factor_Pr,sf_tracer_extraction_Pr,sf_tracer_scrub_Pr,max_loading_TODGA,acid_mol_h,acid_mol_per_kg_oxide,base_mol_h,base_mol_per_kg_oxide,salting_anion_mol_h,salting_anion_mol_per_kg_oxide,complexant_mol_h,complexant_mol_per_kg_oxide,extractant_makeup_mol_h,extractant_makeup_mol_per_kg_oxide,diluent_L_h,diluent_L_per_kg_oxide,water_L_h,water_L_per_kg_oxide,consumption_index,consumption_index_incomplete,flags,n_flags,ood_distance_max,reason,iterations,balance_rel_max,candidate
1,1,converged_newton,IN_DOMAIN_WITH_CAVEATS,True,False,1.0,8.0,5.0,0.0,0.0,4.02769628490842,0.3098840638649556,1.0833505000017565,1.3200549838027258,14.380357721228618,0.0,1.9220776710823428,0.0,0.06282661378656458,0.0,0.0,0.0,0.9999999669301359,0.9999999676945104,0.999999967585471,0.016708764846626766,0.03853797596157344,0.3673925726091523,-0.0015658954933681088,14,0.0007176182096817976,0.0004862779613795278,,10079670.13071004,1.5329423198346501,166.32904918147656,0.09608099942487262,2.4913478089152443,5123.299854773409,0.0,0.0,0.013368731071458355,27.49195343653338,0.0,0.0,,,,,1.393234563866712,2865.0991295476933,5123.299854773409,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED,4,0.3449271590069891,,3,2.2089027199460828e-16,257
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,3.0,3.0,1.0,0.0,0.2737948009394215,0.8259393354125824,4.989406921465011,1.0049873667762186,38.1320749900281,0.0,2.047813213055918,0.0,0.05201711054194677,0.0,0.0,0.0,0.9999999999886251,0.9999999999888881,0.9999999999888506,5.043145027139489e-12,0.0016499341608584947,0.003929065674799998,-0.03137103561310217,8,0.00045196278979660516,2.0819116731836615e-05,,29304414242.857124,1.5329423198346501,1.0262467150419394,0.4796081989726285,11.04743201690189,530638.8430978989,0.0,0.0,0.09448434202549967,4538.34536990775,0.0,0.0,,,,,5.815346256877593,279327.2323597071,530638.8430978989,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,7,0.8995179262312392,,5,2.667927469101415e-16,203
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,4.0,4.0,1.0,0.0,2.334183124545338,0.9642037200457942,2.5574725335952873,1.2979257376445485,36.66673689656021,0.0,3.1131557428734755,0.0,0.23588948704459803,0.0,0.0,0.0,0.9969505388172243,0.9970208138722378,0.9970107884133856,0.5648266924383444,1.0224740949839166,0.9708479103854962,0.04133135300619,10,0.032853273728782904,0.012901731501621307,,108.97559481964541,0.013685997034376483,1.691164829067208,0.7548945602863166,9.213275129783401,714.1115228313042,0.0,0.0,0.10606261235281127,8.220804497402757,0.0,0.0,,,,,3.5216762536410817,272.96152095542584,714.1115228313042,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|PHASE_BEHAVIOUR_UNKNOWN,7,0.23423190280716985,,7,1.5207300075657815e-14,299
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,4.0,10.0,0.0,0.0,2.2600933064489883,0.5371900251801269,0.8472258244115467,2.581751292029489,28.736929683326927,0.0,0.9877811775196876,0.0,0.2469472185176727,0.0,0.0,0.0,0.8333703415410372,0.836592449627299,0.8361312877923871,0.7211287979448127,0.8882094917639551,0.8117442636277165,0.051178519902110704,16,0.029474761812804028,0.01120756059850135,,1.6671108637927496,0.013685997034376483,2.1577205426340447,0.8151397851407733,2.2237647640364724,198.4164836310436,0.0,0.0,0.0463115759405578,4.132172700163716,0.0,0.0,,,,,1.3844158495916736,123.52517190732787,198.4164836310436,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|PHASE_BEHAVIOUR_UNKNOWN,7,0.09351227691272754,,10,8.991581531384641e-16,248
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,4.0,12.0,0.0,1.0,3.1575880151040994,4.0216489824997135,1.4417426349854352,0.6125791798394219,38.63964617412917,0.0,0.32403508237846834,0.0,0.194058267583047,0.0,0.0,0.0,0.997212205489123,0.9972764668901158,0.997267299388355,0.011146067101356478,0.9022777706628631,0.4300964474939968,-0.0877242609206208,18,0.021431178632556266,0.011385076251889604,,119.23549859914878,0.013685997034376483,1.4285844894617454,0.5123267634179304,2.930753628797776,257.4206411934529,0.0,0.0,0.4661852811610067,40.94704952754559,0.0,0.0,,,,,5.463391617485149,479.8730809183978,257.4206411934529,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|PHASE_BEHAVIOUR_UNKNOWN,7,0.02976357377052057,,6,5.721080778741045e-16,284
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,5.0,3.0,0.0,1.0,0.6396662873688916,4.9118275605247685,2.3700014733886596,1.3658649641803808,13.754688633200903,0.0,4.546995932888522,0.0,0.04205748887233311,0.0,0.0,0.0,0.999999999999987,0.9999999999999875,0.9999999999999873,9.841488659857148e-17,0.001451215363536955,0.0016110137813252295,-0.0674518175627277,10,0.00017015302262209667,1.8311653139413825e-05,,25649546946015.727,1.5329423198346501,1.0262467150419394,0.0926660379316318,17.48528023545441,954871.7476424488,0.0,0.0,0.2026819761449785,11068.469602491965,0.0,0.0,,,,,7.281829033913429,397660.93090962333,954871.7476424488,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL,7,2.688644681138278,,3,2.9188600277548534e-16,237
1,1,converged_newton,IN_DOMAIN_WITH_CAVEATS,True,False,3.0,1.0,1.0,2.0,0.0,4.89463623206637,2.6210673847882315,3.140690548744737,0.9831179874052937,6.8382806010327775,0.0,4.15846244190859,0.0,0.18784300646249724,0.0,0.0,0.0,0.9953634599022296,0.9954701431230708,0.9954549231864712,0.5241996369375618,0.7049698226993905,0.7564199312914204,0.0349491424510572,5,0.010802178996687764,0.008895414968294314,,71.55935524572794,0.013685997034376483,1.691164829067208,0.7357111162285187,15.63726218079893,1757.9013723962737,0.0,0.0,0.05377078275419134,6.044775083101247,0.0,0.0,,,,,5.7617579335329685,647.7222202752143,1757.9013723962737,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|PHASE_BEHAVIOUR_UNKNOWN,6,0.34978880696383624,,7,3.237237451509432e-15,14
1,0,converged_newton,OUT_OF_DOMAIN,False,False,3.0,2.0,12.0,2.0,0.0,2.203364395604692,1.607740177107119,0.24883983820658118,2.6294026016033256,44.47071252262679,0.0,3.998610077365333,0.0,0.2338670400312524,0.0,0.0,0.0,0.9991454854752685,0.9991652201792958,0.9991624049434027,0.44085616288570967,1.2217400230351014,0.8191392898610966,0.020133150500424843,17,0.041586630840735495,0.015416098871660365,,389.7517075711051,0.013685997034376483,2.1577205426340447,0.7970271045159021,5.222409689090444,338.7633753887551,0.0,0.0,0.21449205368162352,13.913510510491557,0.0,0.0,,,,,1.8565800153137002,120.43124728050867,338.7633753887551,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|PHASE_BEHAVIOUR_UNKNOWN,7,0.3385893092378434,,11,1.5428530799165117e-15,114
1,0,converged_newton,OUT_OF_DOMAIN,False,False,3.0,3.0,6.0,0.0,1.0,3.488969471671364,1.666467748091242,0.43508131733798705,1.274198726978709,46.49790866380096,0.0,3.9704396757118054,0.0,0.2342991195844984,0.0,0.0,0.0,0.9980336447661242,0.9980790076607992,0.9980725363165617,0.2816668841481387,0.8633070303675082,0.5629700685218254,-0.012739237864353534,12,0.01855792313555156,0.010893337605231772,,169.18503628308534,0.013685997034376483,1.691164829067208,0.8379258125180747,3.850875207688639,353.50737737524713,0.0,0.0,0.23246179542574988,21.339813732946716,0.0,0.0,,,,,2.101549065429229,192.92058518593169,353.50737737524713,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|PHASE_BEHAVIOUR_UNKNOWN,7,0.335745076958029,,11,3.887335195463205e-12,158
1,0,converged_newton,OUT_OF_DOMAIN,False,False,3.0,4.0,3.0,2.0,0.0,2.134095175221149,2.1712742111003522,1.778896712310838,3.8730849755880628,5.952997957558918,0.0,3.0961879232321428,0.0,0.03801245437805689,0.0,0.0,0.0,0.9999999999977484,0.9999999999978004,0.999999999997793,4.2214717966620476e-13,0.003162123025703404,0.018348037464897153,-0.012688431717052993,10,0.00011112870207542609,3.99001426567794e-05,,148039926576.74924,1.5329423198346501,1.5329423198346501,0.04342257335632937,13.917328042228778,348803.9669919349,0.0,0.0,0.03877677283194176,971.8454684610815,0.0,0.0,,,,,3.95017092341119,99001.42356358266,348803.9669919349,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL,7,0.930482796641011,,3,2.1017309426534519e-16,275
