# regime: cohort=sys_50088af14793f41f (DOODA (C12) in aliphatic hydrocarbon, nitrate medium, no additive), feed todga_prnd_feed.json (feed_status assumed); holdout=none (computed regimes); averaging_unit=candidate; status_of_parameters=nearest (origin corpus)
front,front_in_domain,status,regime_status,in_domain,on_spec,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,scrub_complexant_M,strip_acid_M,strip_anion_M,ligand_total_M,saponification_degree,feed_dilution,f_bleed,purity_mol,purity_mass,purity_oxide,recovery_from_feed,recovery_total,scrub_target_return,net_product_mol_h,n_stages_total,throughput_mol_T_per_h_per_L_org,throughput_kg_oxide_per_h,cost_proxy_per_kg_oxide,enrichment_factor_Pr,sf_tracer_extraction_Pr,sf_tracer_scrub_Pr,max_loading_DOODA (C12),acid_mol_h,acid_mol_per_kg_oxide,base_mol_h,base_mol_per_kg_oxide,salting_anion_mol_h,salting_anion_mol_per_kg_oxide,complexant_mol_h,complexant_mol_per_kg_oxide,extractant_makeup_mol_h,extractant_makeup_mol_per_kg_oxide,diluent_L_h,diluent_L_per_kg_oxide,water_L_h,water_L_per_kg_oxide,consumption_index,consumption_index_incomplete,flags,n_flags,ood_distance_max,reason,iterations,balance_rel_max,candidate
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,1.0,4.0,0.0,0.0,3.9268494286689215,4.980566249804161,2.0245375340430996,1.0749936844768537,41.17841730146811,0.0,4.318675681261366,0.0,0.4495910002049854,0.3513204202470279,0.0,0.0,0.9387910178407334,0.9401210826703862,0.9399311162975947,0.43193056308208494,2.1929222944835596,0.6439767803378638,-0.04062266334577683,6,0.04188323873218048,0.027670622450137725,,5.112490491444462,0.8621078471178765,0.8621078471178765,0.5148335564950286,14.097398277730829,509.47167173901653,0.0,0.0,0.6152755062961317,22.23569445916347,0.0,0.0,,,,,7.005103783847261,253.16032541264335,509.47167173901653,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,11,3.4642792720128055,,4,3.7041100381868105e-16,247
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,3.0,4.0,0.0,0.0,0.2186487136873142,4.721362492206595,3.245084163090626,2.025762458099184,19.37607248104757,0.0,5.342600928678067,0.0,0.536855283556095,0.3061740185831633,0.0,0.0,0.9987947706084958,0.9988225954008804,0.9988186260533514,0.0004765318749246438,0.21705913283948733,0.1775626967735184,-0.0752020268953328,8,0.07445474838805817,0.0027388846970385766,,276.23918944368194,0.8621078471178765,0.8621078471178765,0.47952127627504965,26.90154855115619,9822.081440757083,0.0,0.0,0.27444438557488243,100.20297162258267,0.0,0.0,,,,,7.96644665529722,2908.6462325014827,9822.081440757083,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,11,2.685080828423832,,4,2.122400440255222e-12,163
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,4.0,7.0,0.0,0.0,3.549891735866775,0.7640830796767852,4.529365153994466,1.0576126161262627,10.917337491317433,0.0,4.602597551071531,0.0,0.7165580702118574,0.11929900158498341,0.0,0.0,0.7869951303576092,0.7908889776472584,0.7903311593008041,0.9324154556548736,1.0417442759622513,0.9829662504151904,0.06978906784493219,12,0.022009353104424093,0.01314488553573308,,1.2315761163565226,0.8621078471178765,0.8621078471178765,0.2207457311980499,21.654948870518435,1647.4049022071424,0.0,0.0,0.025025258556709888,1.9038019379233986,0.0,0.0,,,,,5.293448233671252,402.700215173539,1647.4049022071424,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|SAPONIFICATION_RANGE_UNKNOWN,9,3.5534414531686886,,3,4.838232707263566e-16,229
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,6.0,1.0,0.0,0.0,2.5891068204431633,0.7243481778169945,3.696380956641924,2.449087011854552,17.109127939966136,0.0,5.182495925387726,0.0,0.9635350445329078,0.32608717869100334,0.0,0.0,0.8038201344499499,0.8074816506051656,0.8069572907398288,0.824841779377336,0.9745719828685925,0.9061402719407489,0.06069993306779213,8,0.02823093204884977,0.012297295465633329,,1.36578768705646,0.8621078471178765,0.8621078471178765,0.2913007473093494,20.93047096082967,1702.0385514297081,0.0,0.0,0.037178896942056755,3.0233393225330616,0.0,0.0,,,,,4.420729134458918,359.4879172264602,1702.0385514297081,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|SAPONIFICATION_RANGE_UNKNOWN,10,3.6955961352955753,,3,4.746621476047775e-16,26
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,6.0,8.0,0.0,0.0,0.5246496642471355,4.086666474480762,1.218284500941715,1.772318941351028,30.159023243172538,0.0,0.8765012422143623,0.0,0.9600584813433815,0.0062335817492738775,0.0,0.0,0.9968412987755942,0.996914083482935,0.9969036999739059,0.001918166289713207,0.4129290607717217,0.2501083148283895,-0.09228018963308016,15,0.059029256413077394,0.0052104008281766995,,105.19527151153893,0.8621078471178765,0.8621078471178765,0.43112777062512025,8.3107042781524,1595.0220630263113,0.0,0.0,0.36974960757287795,70.96375495208613,0.0,0.0,,,,,5.304950975422477,1018.1464248843334,1595.0220630263113,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,10,3.0433169136993055,,4,1.6892864610737802e-12,233
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,8.0,2.0,0.0,0.0,2.558996845874763,2.1218873857096368,2.6736541097475377,0.24987167594047124,37.483333154808975,0.0,1.1786149080470516,0.0,0.4613048924815382,0.4515490703994084,0.0,0.0,0.8957772947185123,0.8979404302356049,0.8976312167368784,0.22468774424099494,0.700183033620324,0.4483807388226661,-0.02702168427401669,11,0.020521216196955915,0.00883501454567629,,2.864946086041333,0.8621078471178765,0.8621078471178765,0.5279010621006661,3.6814081499339277,416.6838810396241,0.0,0.0,0.23860623538662293,27.006886536864037,0.0,0.0,,,,,4.795541495457174,542.7881833883379,416.6838810396241,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,11,3.288333082892637,,8,5.793563389591344e-16,47
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,11.0,2.0,0.0,0.0,4.741498886344053,4.490568400859755,1.82150022853626,2.182634370508535,47.86026473928828,0.0,3.3515129740963667,0.0,0.13780538291023353,0.16830184120988323,0.0,0.0,0.998439668762708,0.9984756791799803,0.9984705420754612,0.0006464223542069824,0.49459201570908357,0.17237090670687322,-0.17782539131684902,14,0.007823349128060856,0.006240836243019572,,213.29651997385008,0.8621078471178765,0.8621078471178765,0.6841402109332821,15.906050583094824,2548.705007423625,0.0,0.0,0.6447593774850909,103.31297800134713,0.0,0.0,,,,,6.312068629396014,1011.4139169179638,2548.705007423625,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,11,3.1141978853714116,,9,7.872869023373141e-13,291
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,1.0,10.0,0.0,1.0,2.69935438827102,2.5657618984196735,4.2185483180759595,0.33473864204466536,12.512993175057193,0.0,5.882596154074902,0.0,0.8251587383372366,0.05687385199479937,0.0,0.0,0.8327304426295928,0.8359624888134873,0.8354998987103167,0.9716784186977139,1.3891603856354682,0.9752622747224559,0.07208166779891294,13,0.03859701763331401,0.01752863412000618,,1.659458054254242,0.8621078471178765,0.8621078471178765,0.2489185578094894,25.67487576537973,1464.739100012128,0.0,0.0,0.09631608337124153,5.494785430047392,0.0,0.0,,,,,6.7843102164956335,387.0415783710386,1464.739100012128,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|SAPONIFICATION_RANGE_UNKNOWN,10,3.4099200292214316,,3,8.095841136875995e-16,210
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,1.0,10.0,1.0,0.0,3.3542638907762274,0.980435266124313,0.6498532157961088,2.172744635416855,44.814963359122,0.0,5.448102837771355,0.0,0.6857676418279964,0.10753280686613614,0.0,0.0,0.8868188315850006,0.8891448897465913,0.8888123278012796,0.6825077669784033,1.148468574777941,0.7953690416675462,0.04219697258099347,13,0.02567929832390516,0.014491548746834277,,2.6117973628890825,0.8621078471178765,0.8621078471178765,0.4428672331958587,5.670702613958719,391.3110125787971,0.0,0.0,0.13181451158205615,9.09595750494587,0.0,0.0,,,,,1.6302884819204218,112.49925804352439,391.3110125787971,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,11,3.978628307790037,,4,1.8492170044120697e-15,119
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,2.0,2.0,0.0,0.0,2.9128552094225877,1.317880870254862,3.0160799932867923,2.2623462327708665,4.951900103828871,0.0,4.799947298752176,0.0,0.5081369892475813,0.35744242672252885,0.0,0.0,0.794202671796289,0.797998580082049,0.7974548701068048,0.9127372238312045,0.9939749304074214,0.9336215954685083,0.06802210536230746,6,0.025592799648745397,0.012542124768120402,,1.2863831918655715,0.8621078471178765,0.8621078471178765,0.4274009572037258,17.4585278386593,1391.9912424277122,0.0,0.0,0.019578043254747147,1.560982976705084,0.0,0.0,,,,,4.333960863541654,345.5523640266859,1391.9912424277122,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LIGAND|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN|SAPONIFICATION_RANGE_UNKNOWN,10,3.3968875148347055,,3,1.0025349940735876e-15,11
