# regime: cohort=sys_5cb78e5000d40860 (TODGA in aliphatic hydrocarbon, nitrate medium, no additive), feed todga_prnd_feed.json (feed_status assumed); holdout=none (computed regimes); averaging_unit=candidate; status_of_parameters=nearest (origin corpus, ASSUMED_PLACEHOLDER values)
front,front_in_domain,status,regime_status,in_domain,on_spec,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,scrub_complexant_M,strip_acid_M,strip_anion_M,ligand_total_M,saponification_degree,feed_dilution,f_bleed,purity_mol,purity_mass,purity_oxide,recovery_from_feed,recovery_total,scrub_target_return,net_product_mol_h,n_stages_total,throughput_mol_T_per_h_per_L_org,throughput_kg_oxide_per_h,cost_proxy_per_kg_oxide,enrichment_factor_Pr,sf_tracer_extraction_Pr,sf_tracer_scrub_Pr,max_loading_TODGA,acid_mol_h,acid_mol_per_kg_oxide,base_mol_h,base_mol_per_kg_oxide,salting_anion_mol_h,salting_anion_mol_per_kg_oxide,complexant_mol_h,complexant_mol_per_kg_oxide,extractant_makeup_mol_h,extractant_makeup_mol_per_kg_oxide,diluent_L_h,diluent_L_per_kg_oxide,water_L_h,water_L_per_kg_oxide,consumption_index,consumption_index_incomplete,flags,n_flags,ood_distance_max,reason,iterations,balance_rel_max,candidate
1,0,converged_newton,INADMISSIBLE,False,False,1.0,1.0,4.0,0.0,0.0,3.9268494286689215,4.980566249804161,2.0245375340430996,1.7869343213458666,41.17841730146811,0.0,3.474376260502625,0.0,0.12632061857556653,0.0,0.0,0.0,0.9995920826173731,0.999601507435423,0.9996001629586473,0.0866255798366353,0.9742002341437478,0.3245770312250701,-0.1320268178712627,6,0.018606523852774216,0.01229260468446093,,816.8256001415125,0.011977489987284519,0.4362375989164489,0.5818392031167829,15.933949918287796,1296.2224302575912,0.0,0.0,0.6152755062961317,50.05249270513848,0.0,0.0,,,,,7.005103783847261,569.8632603635588,1296.2224302575912,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.3295489854251836,,6,4.85722573273506e-16,247
1,0,converged_newton,INADMISSIBLE,False,False,1.0,3.0,4.0,0.0,0.0,3.374977172074113,2.41369086460558,2.6867700565839585,2.0143271871220496,12.812933001692024,0.0,0.20374239187409693,0.0,0.12739694800263776,0.0,0.0,0.0,0.612730447549461,0.618264734699399,0.6174691538627681,0.16949964183785726,0.5116016144564193,0.8296341869748219,0.007443661749244053,8,0.011369001663691505,0.006455465911453266,,0.5273935976223498,0.011977489987284519,0.4362375989164489,0.5639664495606795,5.409372087627264,837.9522348696744,0.0,0.0,0.09277937800496218,14.37222026691417,0.0,0.0,,,,,5.100460921189539,790.0995824546635,837.9522348696744,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.29823596555318255,,5,8.061673892753205e-16,0
1,0,converged_newton,INADMISSIBLE,False,False,1.0,8.0,2.0,0.0,0.0,2.558996845874763,2.1218873857096368,2.6736541097475377,0.40970704424474075,37.483333154808975,0.0,0.6251036926293296,0.0,0.13001689092108018,0.0,0.0,0.0,0.999989060164785,0.9999893130247066,0.9999892769538122,0.0009453367637450788,0.3862211899695889,0.3633059581651487,-0.050568822547821815,11,0.011319509554853427,0.004873396908214768,,30469.351701531505,0.011977489987284519,1.6671511059791926,0.7333116770747535,2.540663265836064,521.3331303989285,0.0,0.0,0.23860623538662298,48.96096909004477,0.0,0.0,,,,,4.795541495457174,984.0244055175646,521.3331303989285,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.1496712030921334,,10,2.541440003396422e-12,47
1,0,converged_newton,INADMISSIBLE,False,False,1.0,11.0,2.0,0.0,0.0,4.741498886344053,4.490568400859755,1.82150022853626,3.635719046814225,47.86026473928828,0.0,2.596778542107375,0.0,0.0279379010528613,0.0,0.0,0.0,0.9999999999999991,0.9999999999999991,0.9999999999999992,2.253125706963507e-10,0.0857913143149996,0.029938371343225134,-0.20848544392140533,14,0.0013570283844538016,0.0010825276727238122,,375840652830393.4,3.488161741640429,3.488161741640429,0.9330752131757266,21.056477773934546,19451.21432411339,0.0,0.0,0.6447593774850909,595.6054461524975,0.0,0.0,,,,,6.312068629396014,5830.861222710218,19451.21432411339,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.0699005461101574,,13,3.1443449046960023e-13,291
1,0,converged_newton,INADMISSIBLE,False,False,1.0,11.0,3.0,0.0,0.0,2.2925977748656057,2.297883686445646,2.011258821714976,3.0666164829840707,19.74264978603314,0.0,4.018284899297878,0.0,0.031961418460892135,0.0,0.0,0.0,0.9999999999462557,0.9999999999474978,0.9999999999473206,7.201290609467507e-06,0.06137400142031344,0.10145215069301068,-0.04076326276401167,15,0.0020077879150839457,0.000774426356021728,,6202190268.096655,3.488161741640429,3.488161741640429,0.9216465714453118,15.12853894071135,19535.15505131761,0.0,0.0,0.13609893861160594,175.74161513659465,0.0,0.0,,,,,4.309142508160622,5564.302499074193,19535.15505131761,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.12986556707908797,,13,3.256532831481321e-15,267
1,0,converged_newton,INADMISSIBLE,False,False,1.0,11.0,11.0,0.0,0.0,2.546568165531824,3.924567363104393,4.76473734814916,1.1633831593882078,24.68965018785212,0.0,1.9539498784512848,0.0,0.16125820453828876,0.0,0.0,0.0,0.9999985910741606,0.9999986236399339,0.9999986189943723,0.058322897908679824,1.2110785891655598,0.892260800813808,-0.006065301146291696,23,0.03566796106887164,0.015281571299879407,,236586.52169698497,0.001995969934881838,2.1974652691556207,0.6642170371286725,13.875833540388586,908.0109151143433,0.0,0.0,0.2906885860011259,19.022165999606326,0.0,0.0,,,,,8.689304711253554,568.6133016519135,908.0109151143433,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.3573456635988284,,13,1.376950745301828e-15,122
1,0,converged_newton,INADMISSIBLE,False,False,2.0,1.0,10.0,0.0,0.0,3.1900465281887573,0.24249934184125238,3.382856121519433,0.7125691571836755,3.9921952354959536,0.0,2.0615061965221337,0.0,0.22713543462940095,0.0,0.0,0.0,0.6525616717481245,0.6578446023083709,0.6570857588154934,0.4385545721249767,0.45136713085742486,0.9926012010381107,0.03288443009719731,13,0.010611925097383339,0.005695418162228615,,0.626069548353581,0.001995969934881838,2.1974652691556207,0.47643772263768525,7.146576408088561,1254.7939772857887,0.0,0.0,0.0029043141513286548,0.509938703112222,0.0,0.0,,,,,3.6253554633606853,636.5389441294483,1254.7939772857887,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0.4750272785475386,,4,5.850918827388158e-16,117
1,0,converged_newton,INADMISSIBLE,False,False,2.0,1.0,10.0,0.0,1.0,2.69935438827102,2.5657618984196735,4.2185483180759595,0.5513601566745483,12.512993175057193,0.0,4.893468444811412,0.0,0.24482953188562429,0.0,0.0,0.0,0.9941421334481508,0.9942767568686398,0.9942575503851411,0.1339262652368343,0.3323952409695923,0.4636351269366922,-0.007175718051027746,13,0.009235409467182728,0.0041942130098404605,,56.57020490587551,0.001995969934881838,1.6671511059791926,0.5379708570695505,22.057991959719224,5259.149191509056,0.0,0.0,0.09631608337124153,22.964041918058236,0.0,0.0,,,,,6.7843102164956335,1617.540692515685,5259.149191509056,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|THIRD_PHASE_RISK,7,0.646625219410865,,3,1.80875625025849e-15,210
1,0,converged_newton,INADMISSIBLE,False,False,2.0,3.0,3.0,1.0,0.0,0.2737948009394215,0.8259393354125824,4.989406921465011,0.973654844274292,38.1320749900281,0.0,2.024659479282322,0.0,0.04184335928136534,0.0,0.0,0.0,0.9999997094905425,0.9999997162053569,0.9999997152474774,2.4187100952515063e-09,0.0006560525263533796,0.001562282924930582,-0.03144557673569006,8,0.00017971100732256084,8.278169185405895e-06,,1147409.2423754756,3.286929381541463,1.4372387391178179,0.94586480496232,10.906029854542112,1317444.6680516072,0.0,0.0,0.09448434202549967,11413.67612926685,0.0,0.0,,,,,5.815346256877593,702491.8344420687,1317444.6680516072,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.18746773675805262,,8,5.450839668195693e-13,203
1,0,converged_newton,INADMISSIBLE,False,False,2.0,4.0,12.0,0.0,1.0,3.1575880151040994,4.0216489824997135,1.4417426349854352,0.578169035443415,38.63964617412917,0.0,0.28736191274161316,0.0,0.22520338595609657,0.0,0.0,0.0,0.9970501845633318,0.997118169912784,0.9971084711231156,0.010363735054414382,0.6183834263560359,0.293455061906205,-0.10901633674363284,18,0.01468803300330923,0.007802854831274414,,112.66808675206495,0.001995969934881838,1.6671511059791926,0.6756103211850085,2.7394948343743986,351.0887865546726,0.0,0.0,0.4661852811610067,59.745476654583136,0.0,0.0,,,,,5.463391617485149,700.17855459613,351.0887865546726,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,6,0.426812543276803,,10,9.85973652138245e-16,284
