# regime: cohort=sys_fbff75db47e9b852 (C5BTBP in aliphatic hydrocarbon, nitrate medium, no additive), feed todga_prnd_feed.json (feed_status assumed); holdout=none (computed regimes); averaging_unit=candidate; status_of_parameters=nearest (origin corpus)
front,front_in_domain,status,regime_status,in_domain,on_spec,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,scrub_complexant_M,strip_acid_M,strip_anion_M,ligand_total_M,saponification_degree,feed_dilution,f_bleed,purity_mol,purity_mass,purity_oxide,recovery_from_feed,recovery_total,scrub_target_return,net_product_mol_h,n_stages_total,throughput_mol_T_per_h_per_L_org,throughput_kg_oxide_per_h,cost_proxy_per_kg_oxide,enrichment_factor_Pr,sf_tracer_extraction_Pr,sf_tracer_scrub_Pr,max_loading_C5BTBP,acid_mol_h,acid_mol_per_kg_oxide,base_mol_h,base_mol_per_kg_oxide,salting_anion_mol_h,salting_anion_mol_per_kg_oxide,complexant_mol_h,complexant_mol_per_kg_oxide,extractant_makeup_mol_h,extractant_makeup_mol_per_kg_oxide,diluent_L_h,diluent_L_per_kg_oxide,water_L_h,water_L_per_kg_oxide,consumption_index,consumption_index_incomplete,flags,n_flags,ood_distance_max,reason,iterations,balance_rel_max,candidate
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,1.0,4.0,0.0,0.0,3.9268494286689215,4.980566249804161,2.0245375340430996,1.0749936844768537,41.17841730146811,0.0,4.318675681261366,0.0,0.4495910002049854,0.3513204202470279,0.0,0.0,0.9999459903094041,0.9999472386199363,0.9999470605461803,1.1635302649604198e-05,0.0102490651063825,0.003743724042767359,-0.2043231555490651,6,0.00019574977267189126,0.0001293242408721003,,6171.398621715497,2.6500000000000004,2.6500000000000004,0.0015297406031504162,14.097398277730829,109008.16569782102,0.0,0.0,0.6152755062961317,4757.619315195747,0.0,0.0,,,,,7.005103783847261,54166.981662588696,109008.16569782102,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,1.5530098686771235e-12,247
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,2.0,4.0,0.0,0.0,0.8118564692926031,1.032273483363408,4.917325489512002,2.4658796090481117,33.11378416863563,0.0,2.265879529261646,0.0,0.6405902852143992,0.4019504608217862,0.0,0.0,0.9999997211673677,0.999999727612285,0.9999997266929069,2.649565815622287e-08,0.001706031005103424,0.003743155359887147,-0.03405452900571882,7,0.00015760461389714096,2.1526955127045766e-05,,1195459.9351308246,2.6500000000000004,2.6500000000000004,0.0012973641497277628,13.687529298988643,635832.1099388588,0.0,0.0,0.10254744399330487,4763.676209110856,0.0,0.0,,,,,5.94959897287541,276379.02981460333,635832.1099388588,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,3.221532711009732e-12,32
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,3.0,4.0,0.0,0.0,3.374977172074113,2.41369086460558,2.6867700565839585,1.2112289023350251,12.812933001692024,0.0,0.7142507377775743,0.0,0.4530020061548308,0.010154351611586114,0.0,0.0,0.999999996589095,0.9999999966679344,0.9999999966566878,1.3804306014217543e-09,0.002746944460747279,0.006661633289224696,-0.03072043850043134,8,6.104362312751128e-05,3.466135724737828e-05,,97725773.82944258,2.6500000000000004,2.6500000000000004,0.0010622119532696138,4.842559631666082,139710.61770907324,0.0,0.0,0.09277937800496218,2676.738171064546,0.0,0.0,,,,,5.100460921189539,147151.21755872178,139710.61770907324,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,1.4459794341505855e-12,0
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,4.0,2.0,0.0,0.0,2.4234889600094704,3.440475968147486,1.3769456660228263,1.7624297975782612,11.698589526479243,0.0,5.542194522165568,0.0,0.3095858499374743,0.03290877522140933,0.0,0.0,0.9999999999995353,0.999999999999546,0.9999999999995445,3.272674171956175e-13,0.0018001045672553094,0.003354339107202101,-0.040113708284529564,7,5.570804933380865e-05,2.271398944531258e-05,,717280638218.1227,2.6500000000000004,2.6500000000000004,0.0012914598453767938,13.694898091666374,602927.9059338715,0.0,0.0,0.1207461483812212,5315.937505031255,0.0,0.0,,,,,4.817421634170312,212090.5112582268,602927.9059338715,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,3.161016839928211e-12,189
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,4.0,7.0,0.0,0.0,3.549891735866775,0.7640830796767852,4.529365153994466,1.0576126161262627,10.917337491317433,0.0,4.602597551071531,0.0,0.7165580702118574,0.11929900158498341,0.0,0.0,0.9999999976364481,0.999999997691079,0.9999999976832858,2.2508141613647338e-09,0.0024632324158975804,0.022146695742936432,-0.008157010421044336,12,5.2041708575433515e-05,3.108143610865805e-05,,141030675.4891337,2.6500000000000004,2.6500000000000004,0.001044902471283903,21.654948870518435,696716.4835889365,0.0,0.0,0.025025258556709888,805.1512957517058,0.0,0.0,,,,,5.293448233671252,170308.99779423987,696716.4835889365,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,3.3559639773886064e-13,229
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,4.0,7.0,0.0,0.0,3.889952650189602,2.537404914675576,1.7343862144207036,1.108549347607748,20.469817436252242,0.0,5.034255480702442,0.0,0.3062208773504753,0.039817832160327596,0.0,0.0,0.9999999999925708,0.9999999999927426,0.9999999999927182,1.4641325533259007e-11,0.0050497754383028665,0.007291713253617801,-0.05156148220738553,12,9.736189407196384e-05,6.371882394682131e-05,,44868270880.41271,2.6500000000000004,2.6500000000000004,0.0017869571708537797,11.544181868382491,181173.80631533748,0.0,0.0,0.1558206460957747,2445.4413381172894,0.0,0.0,,,,,4.27179112909628,67041.27390457562,181173.80631533748,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,4.94889323590721e-14,42
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,5.0,10.0,0.0,0.0,3.6768556688233196,1.5757909101660275,2.310616508860633,2.213807759996142,47.1692469252525,0.0,0.8930230739249059,0.0,0.4579347215277806,0.20562021835807354,0.0,0.0,0.9999999999999013,0.9999999999999035,0.9999999999999033,1.1185875427632412e-12,0.010981944373763005,0.011081102429219074,-0.07350522471615752,16,0.00022400820217558648,0.00013857182139979764,,3376486452548.659,2.6500000000000004,2.6500000000000004,0.0019051570694460277,5.551932002461292,40065.3750984715,0.0,0.0,0.2229866116325691,1609.1771716648211,0.0,0.0,,,,,3.8864074190266606,28046.15959989349,40065.3750984715,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,3,1.3877787807814457e-16,153
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,6.0,1.0,0.0,0.0,2.5891068204431633,0.7243481778169945,3.696380956641924,2.449087011854552,17.109127939966136,0.0,5.182495925387726,0.0,0.9635350445329078,0.32608717869100334,0.0,0.0,0.9999999999999776,0.999999999999978,0.999999999999978,1.7115081341131228e-13,0.002805792197479595,0.016980149932320002,-0.012182531232541332,8,8.127683769144399e-05,3.5403906816627146e-05,,14853697657523.62,2.6500000000000004,2.6500000000000004,0.0008300733867155364,20.93047096082967,591190.996780046,0.0,0.0,0.037178896942056755,1050.135430946169,0.0,0.0,,,,,4.420729134458918,124865.5736598753,591190.996780046,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,3,1.1522393823914922e-16,26
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,8.0,5.0,0.0,0.0,4.02769628490842,0.3098840638649556,1.0833505000017565,0.7779863115211408,14.380357721228618,0.0,2.581350648953504,0.0,0.22609480357782918,0.15413980090413942,0.0,0.0,0.9999999999999575,0.9999999999999585,0.9999999999999584,2.899921243102183e-12,0.003673671957552097,0.061829068546485975,-0.004180718293669709,14,6.840768948959417e-05,4.635494381118599e-05,,7842633340882.23,2.6500000000000004,2.6500000000000004,0.004227679159570123,3.037593076069115,65528.99920323296,0.0,0.0,0.013368731071458355,288.3992509172738,0.0,0.0,,,,,1.393234563866712,30055.792312933587,65528.99920323296,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,7.618787755563282e-12,257
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,1.0,10.0,1.0,0.0,3.3542638907762274,0.980435266124313,0.6498532157961088,2.172744635416855,44.814963359122,0.0,5.448102837771355,0.0,0.6857676418279964,0.10753280686613614,0.0,0.0,0.9999960214170126,0.9999961133773578,0.9999961002590613,2.096227859832617e-06,0.009534523215633701,0.01627131980012652,-0.043223081286179584,13,0.0002131881284412137,0.00012030804411334839,,83781.58962441146,2.6500000000000004,2.6500000000000004,0.0013396771768818664,5.670702613958719,47134.858319332816,0.0,0.0,0.13181451158205615,1095.6417133493328,0.0,0.0,,,,,1.6302884819204218,13550.951592101716,47134.858319332816,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,2.2665289810583835e-15,119
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,2.0,2.0,0.0,0.0,2.9128552094225877,1.317880870254862,3.0160799932867923,2.2623462327708665,4.951900103828871,0.0,4.799947298752176,0.0,0.5081369892475813,0.35744242672252885,0.0,0.0,0.9999870704655351,0.9999873693141608,0.9999873266828984,6.604301327213414e-07,0.0009175901301854356,0.010537783568427609,-0.006457195158485226,6,2.3626048950627257e-05,1.1578289901199353e-05,,25780.435049389493,2.6500000000000004,2.6500000000000004,0.0011067940609525285,17.4585278386593,1507867.568322921,0.0,0.0,0.019578043254747147,1690.92702133146,0.0,0.0,,,,,4.333960863541654,374317.8742737056,1507867.568322921,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,4.1294406054725793e-13,11
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,3.0,3.0,1.0,0.0,0.2737948009394215,0.8259393354125824,4.989406921465011,0.58774310007426,38.1320749900281,0.0,2.7210051571043303,0.0,0.18187330445895422,0.4237443859378453,0.0,0.0,0.9999999999999996,0.9999999999999996,0.9999999999999997,2.4805441012476577e-17,0.00018190905974068794,0.0004331885851584066,-0.03148113749568601,8,4.982994356993002e-05,2.2953558021669617e-06,,765999676241289.2,2.6500000000000004,2.7234927234927238,0.0049214875382967834,14.061642109667,6126127.416234083,0.0,0.0,0.09448434202549967,41163.266251053734,0.0,0.0,,,,,5.815346256877593,2533527.155740969,6126127.416234083,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,3,1.2208751888331313e-15,203
1,0,converged_newton,OUT_OF_DOMAIN,False,False,2.0,3.0,4.0,0.0,1.0,3.9066236055102364,4.952223356849351,2.338422157054731,1.4828313321268711,37.67945367476659,0.0,5.0953484640803435,0.0,0.5142396633261457,0.2621398455386588,0.0,0.0,0.9999999992976837,0.999999999313917,0.9999999993116012,9.583447002153286e-10,0.009332559436656115,0.003751087215719048,-0.18589712860375304,9,0.00017916800501639076,0.00011775963485564234,,474619957.4942951,2.6500000000000004,2.6500000000000004,0.002316214131918046,19.258387703546997,163539.80485040756,0.0,0.0,0.5597912116845066,4753.676523969663,0.0,0.0,,,,,7.2906455139040816,61911.24422932734,163539.80485040756,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_ACID|OOD_HULL|OOD_LIGAND|OOD_TEMPERATURE|SAPONIFICATION_RANGE_UNKNOWN,9,5.0,,2,2.0814536380136362e-12,265
