# regime: cohort=sys_1419f400c83e9ad8 (DMDODGA in aliphatic hydrocarbon, nitrate medium, no additive), feed todga_prnd_feed.json (feed_status assumed); holdout=none (computed regimes); averaging_unit=candidate; status_of_parameters=nearest (origin corpus, ASSUMED_PLACEHOLDER values)
front,front_in_domain,status,regime_status,in_domain,on_spec,n_ext,n_scr,n_str,feed_stage_offset,scrub_return_offset,oa_ext,s_over_a,w_over_a,scrub_acid_M,scrub_target_mM,scrub_complexant_M,strip_acid_M,strip_anion_M,ligand_total_M,saponification_degree,feed_dilution,f_bleed,purity_mol,purity_mass,purity_oxide,recovery_from_feed,recovery_total,scrub_target_return,net_product_mol_h,n_stages_total,throughput_mol_T_per_h_per_L_org,throughput_kg_oxide_per_h,cost_proxy_per_kg_oxide,enrichment_factor_Pr,sf_tracer_extraction_Pr,sf_tracer_scrub_Pr,max_loading_DMDODGA,acid_mol_h,acid_mol_per_kg_oxide,base_mol_h,base_mol_per_kg_oxide,salting_anion_mol_h,salting_anion_mol_per_kg_oxide,complexant_mol_h,complexant_mol_per_kg_oxide,extractant_makeup_mol_h,extractant_makeup_mol_per_kg_oxide,diluent_L_h,diluent_L_per_kg_oxide,water_L_h,water_L_per_kg_oxide,consumption_index,consumption_index_incomplete,flags,n_flags,ood_distance_max,reason,iterations,balance_rel_max,candidate
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,1.0,4.0,0.0,0.0,3.9268494286689215,4.980566249804161,2.0245375340430996,2.4522875269198825,41.17841730146811,0.0,4.312433645813203,0.0,0.057682457232187456,0.0,0.0,0.0,0.9926187565488926,0.9927881357063089,0.9927639699541508,0.015517801810916672,0.24037104662849604,0.08222654658969243,-0.1870640069349066,6,0.00459091412202379,0.003033037922015357,,44.82617610993356,2.7144297553973353,2.7144297553973353,0.8356219791670009,20.944464270412034,6905.440950271767,0.0,0.0,0.6152755062961317,202.85783498786614,0.0,0.0,,,,,7.005103783847261,2309.599801901782,6905.440950271767,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.290232134977507,,9,2.526188705788009e-15,247
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,2.0,4.0,0.0,0.0,0.8118564692926031,1.032273483363408,4.917325489512002,5.011445990528192,33.11378416863563,0.0,2.259097795043339,0.0,0.07953303680470704,0.0,0.0,0.0,0.9998386081574551,0.9998423379696333,0.9998418059040458,0.012978146660879134,0.1091297943301258,0.21096694254995768,-0.025997746756342144,7,0.01008150440913658,0.0013770161143266768,,2065.0333424375062,9.963502471760446,9.963502471760446,0.8884007021430149,16.28190198019709,11824.046073824267,0.0,0.0,0.10254744399330487,74.47076539365537,0.0,0.0,,,,,5.94959897287541,4320.645859532734,11824.046073824267,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.3766166683341692,,9,1.7449085770346344e-15,32
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,3.0,4.0,0.0,0.0,0.2186487136873142,4.721362492206595,3.245084163090626,4.2016531010233855,19.37607248104757,0.0,5.33662809248586,0.0,0.06766561066183688,0.0,0.0,0.0,0.9999999972212702,0.9999999972854976,0.9999999972763354,1.3176586020291907e-06,0.030642373704106492,0.02512070923147883,-0.08918328383048636,8,0.010510823453068982,0.0003866500677544713,,119958887.38101697,9.963502471760446,9.963502471760446,0.873337124826234,37.15533466366574,96095.50796008122,0.0,0.0,0.27444438557488243,709.8004331636606,0.0,0.0,,,,,7.96644665529722,20603.763763869392,96095.50796008122,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.0520384586245852,,10,1.4356556263149236e-15,163
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,3.0,4.0,0.0,0.0,3.374977172074113,2.41369086460558,2.6867700565839585,2.7029533109817434,12.812933001692024,0.0,0.70706106624427,0.0,0.05807268098054213,0.0,0.0,0.0,0.9854893934067221,0.9858200346823651,0.9857728545899325,0.228226002574987,0.5774447654708318,0.8468931711027716,0.012381898075324992,8,0.012832192694120345,0.007286284667425775,,22.63836886192518,2.7144297553973353,2.7144297553973353,0.7908338890430444,8.42380421513347,1156.1179118890477,0.0,0.0,0.09277937800496218,12.733427561476388,0.0,0.0,,,,,5.100460921189539,700.0084616501154,1156.1179118890477,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.1315639152740289,,11,7.169182259278347e-16,0
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,4.0,2.0,0.0,0.0,2.4234889600094704,3.440475968147486,1.3769456660228263,3.717134568617971,11.698589526479243,0.0,5.536274160943577,0.0,0.04166567645558908,0.0,0.0,0.0,0.9997145941039514,0.9997211891175869,0.9997202483226458,0.007328412956520192,0.1496270097176829,0.2651611227405075,-0.02902669039824749,7,0.004630524798752277,0.0018880160526691802,,1167.5939518006237,2.7144297553973353,2.7144297553973353,0.8222672137083619,20.41186086552582,10811.275061283817,0.0,0.0,0.12074614838122044,63.95398397726319,0.0,0.0,,,,,4.817421634170312,2551.5787470978803,10811.275061283817,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.0705181867807803,,9,8.849964582732003e-12,189
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,5.0,10.0,0.0,0.0,3.6768556688233196,1.5757909101660275,2.310616508860633,4.547646771237369,47.1692469252525,0.0,0.8858804032639778,0.0,0.058636990369239146,0.0,0.0,0.0,0.9998337176575182,0.9998375604722027,0.9998370122865159,0.05022818339087911,0.7458194710903544,0.7018719132367913,-0.01839241021241316,16,0.01521312375845244,0.009410861959138754,,2004.2892162294813,2.7144297553973353,2.7144297553973353,0.8367789049638047,9.213070329419592,978.982623421961,0.0,0.0,0.2229866116325698,23.694600197172235,0.0,0.0,,,,,3.8864074190266606,412.97039908789924,978.982623421961,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.4539775244614042,,14,7.2131989593816064e-12,153
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,7.0,5.0,0.0,0.0,3.864701691739004,3.553488610863194,1.5568616780178022,4.907678240730921,15.275758508558479,0.0,1.9866839015612276,0.0,0.10943114269455376,0.0,0.0,0.0,0.999986905290272,0.9999872079566504,0.9999871647807791,0.06308299932123457,0.1867898165814267,0.17092169262239085,-0.04027299763885208,13,0.0036249204624389138,0.002356941924096929,,25455.23920385978,8.23266455367717,8.23266455367717,0.8831969890189096,20.53237076689401,8711.445350848457,0.0,0.0,0.1628467016473765,69.0923692189708,0.0,0.0,,,,,5.110350288880996,2168.2122230648706,8711.445350848457,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.451052505555217,,10,5.770197858739747e-14,151
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,8.0,2.0,0.0,0.0,2.558996845874763,2.1218873857096368,2.6736541097475377,0.9341055291357865,37.483333154808975,0.0,1.1715473220756036,0.0,0.0590225425381619,0.0,0.0,0.0,0.999999880364533,0.9999998831297788,0.9999998827353119,5.937225996433281e-06,0.22948392402394505,0.21639227887685428,-0.0623241174937451,11,0.006725797387965283,0.002895662575922742,,2786241.4185035946,9.963502471760446,1.3166069453808622,0.8943080057257763,5.114379051626011,1766.2206550417031,0.0,0.0,0.2386062353866231,82.40125675229545,0.0,0.0,,,,,4.795541495457174,1656.1119846393049,1766.2206550417031,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.3451636573698864,,13,1.2931979826797299e-15,47
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,8.0,7.0,0.0,0.0,3.4786882717988554,0.8786597158582434,4.755879873422496,3.6521983899924773,29.638460680525895,0.0,5.736893767935881,0.0,0.04807460258773435,0.0,0.0,0.0,0.9970632541354718,0.9971309391330436,0.9971212831940742,0.09453323776252706,0.26158618596523375,0.48110408916018776,-0.006423157492634075,16,0.005639759131750951,0.003300733732437214,,113.17098359089545,2.7144297553973353,2.7144297553973353,0.84772365238982,30.49301720649793,9238.254181739867,0.0,0.0,0.0781263643200797,23.669393126840415,0.0,0.0,,,,,5.63453958928074,1707.0566867931748,9238.254181739867,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.4430655425597492,,9,4.0847076608112444e-14,208
1,0,converged_newton,OUT_OF_DOMAIN,False,False,1.0,9.0,11.0,0.0,0.0,2.298581266799165,0.5334943111430814,4.4510643595400445,4.07023705161711,20.311340375760437,0.0,0.9405616184092565,0.0,0.08304037282489331,0.0,0.0,0.0,0.9998693329984601,0.9998723528413247,0.999871922054622,0.17145346321653432,0.23537080608073327,0.4423964150339957,0.006816825913896022,21,0.007679872237294006,0.002969944136747604,,2550.680537081753,9.963502471760446,9.963502471760446,0.8831874936624269,6.357948609694262,2140.7637036085375,0.0,0.0,0.03250795362647715,10.945644810032258,0.0,0.0,,,,,4.984558670683126,1678.3341508038372,2140.7637036085375,False,COST_INCOMPLETE|EQUILIBRIUM_ACID_ASSUMED_NOMINAL|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_HULL|OOD_LOADING|OOD_METAL|PHASE_BEHAVIOUR_UNKNOWN,9,1.6227624461628911,,13,1.3369677746585707e-15,66
