build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
e8105004c5ac,,62,Sm,3,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],"[9, 26, 44]","[""O(ether)"", ""O(ether)"", ""O(ether)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_water_e8105004c5ac.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_water_e8105004c5ac.mol2,,-11602.14307187983,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O27:2.343;O250:2.357;O147:2.368;O130:2.407;O267:2.415;O10:2.417;O45:3.121;O285:3.157;O165:3.281,3.2809,3.5595,0.2786,O27:2.343;O250:2.357;O147:2.368;O130:2.407;O267:2.415;O10:2.417;O45:3.121;O285:3.157;O165:3.281;P146:3.559;P26:3.602;P249:3.606;P266:3.639;P129:3.728;P9:3.801;N44:3.988;N284:4.026;N164:4.136
f8f16b27f64d,,58,Ce,3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_f8f16b27f64d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_f8f16b27f64d.mol2,,-8641.489917348536,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O31:2.344;O157:2.421;N178:2.499;N52:2.501;N49:2.504;O19:2.531;O145:2.552;N175:2.559;O253:3.213,3.2126,4.3846,1.1720,O31:2.344;O157:2.421;N178:2.499;N52:2.501;N49:2.504;O19:2.531;O145:2.552;N175:2.559;O253:3.213;N32:4.385;N158:4.502;N9:4.583;N135:4.599
52429ea3421d,,57,La,3,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig4_nitrate_52429ea3421d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig4_nitrate_52429ea3421d.mol2,,-9556.340707901794,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O281:2.538;O13:2.614;O10:2.711;O83:2.719;O150:2.751;O80:3.073;O223:3.427;O220:3.798;O153:3.843,3.8429,3.9854,0.1425,O281:2.538;O13:2.614;O10:2.711;O83:2.719;O150:2.751;O80:3.073;O223:3.427;O220:3.798;O153:3.843;P9:3.985;P149:4.225;P79:4.344;N84:4.659;N14:4.815;P219:5.094;N224:5.613;N154:6.083
c285dd3a90ba,,71,Lu,3,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,"[4, 5, 13, 14, 23, 24, 25]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",7,8,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_c285dd3a90ba.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_c285dd3a90ba.mol2,,-2455.063607401499,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,N14:2.166;N6:2.213;N5:2.287;N15:2.399;N25:2.418;O62:2.473;N26:3.677;N24:3.954,3.9537,inf,inf,N14:2.166;N6:2.213;N5:2.287;N15:2.399;N25:2.418;O62:2.473;N26:3.677;N24:3.954
22a9d1cb90fb,,60,Nd,3,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,"[10, 14]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_22a9d1cb90fb.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_22a9d1cb90fb.mol2,,-8551.671033765975,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O143:2.324;O15:2.371;O257:2.503;O11:2.529;O139:2.573;O79:2.849;O75:3.103;O207:3.114;O203:3.343,3.3435,4.2277,0.8843,O143:2.324;O15:2.371;O257:2.503;O11:2.529;O139:2.573;O79:2.849;O75:3.103;O207:3.114;O203:3.343;N144:4.228;N5:4.358;N16:4.497;N133:4.682;N80:5.122;N208:5.311;N69:5.326;N197:5.565
4e47a8aea4f6,,62,Sm,3,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,"[10, 14]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig4_nitrate_4e47a8aea4f6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig4_nitrate_4e47a8aea4f6.mol2,,-8554.777635703706,ok,"built (large_ligand_fast attempt 2, seed 69372)",accepted,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O75:2.300;O79:2.341;O15:2.363;O11:2.397;O207:2.486;O143:2.535;O139:2.539;O203:2.607;O257:3.165,3.1652,4.5402,1.3750,O75:2.300;O79:2.341;O15:2.363;O11:2.397;O207:2.486;O143:2.535;O139:2.539;O203:2.607;O257:3.165;N69:4.540;N80:4.552;N16:4.569;N5:4.602;N208:4.638;N144:4.717;N133:4.727;N197:4.791
b236b6f60311,,62,Sm,3,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,"[0, 2, 4, 7, 10, 13, 14, 17]","[""O(ester_carbonyl)"", ""O(hydroxyl)"", ""N(amine)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(hydroxyl)"", ""O(ester_carbonyl)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_b236b6f60311.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_b236b6f60311.mol2,,-1899.4262099834805,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O14:2.087;O18:2.273;O1:2.275;O38:2.331;O8:2.409;N5:2.466;N11:2.887;O15:3.060;O3:4.336,4.3360,4.4458,0.1097,O14:2.087;O18:2.273;O1:2.275;O38:2.331;O8:2.409;N5:2.466;N11:2.887;O15:3.060;O3:4.336;O19:4.446
59eb2c8e16fe,,58,Ce,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_59eb2c8e16fe.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_59eb2c8e16fe.mol2,,-14897.247147311562,ok,"built (large_ligand_fast attempt 2, seed 69372; ligType=tri_mer_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tri_mer_bent,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O32:2.231;O354:2.270;O188:2.295;O193:2.578;O27:2.667;O351:2.702;O190:2.968;O349:3.037;O29:3.287,3.2872,4.4288,1.1415,O32:2.231;O354:2.270;O188:2.295;O193:2.578;O27:2.667;O351:2.702;O190:2.968;O349:3.037;O29:3.287;N355:4.429;N33:4.437;N174:4.529;N13:4.679;N194:4.748;N335:5.146
bdc8ba8ab563,,66,Dy,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_bdc8ba8ab563.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_bdc8ba8ab563.mol2,,-10358.776102112242,ok,"built (standard attempt 1, seed 77291; ligType=tri_mer_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tri_mer_bent,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O325:2.094;O326:2.126;O188:2.212;O27:2.245;O32:2.361;O193:2.392;N323:2.432;O29:3.108,3.1082,3.2644,0.1562,O325:2.094;O326:2.126;O188:2.212;O27:2.245;O32:2.361;O193:2.392;N323:2.432;O29:3.108;O190:3.264;O324:3.584;N13:4.313;N174:4.406;N33:4.587;N194:4.602
9d8312a84f84,,63,Eu,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,"[9, 27, 28, 31, 40, 41, 42, 43]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_9d8312a84f84.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_9d8312a84f84.mol2,,-3573.577389087224,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,N32:2.393;N10:2.399;N43:2.440;N41:2.505;O88:2.625;N42:2.665;N44:2.694;N45:3.829;N28:4.076,4.0756,4.3875,0.3119,N32:2.393;N10:2.399;N43:2.440;N41:2.505;O88:2.625;N42:2.665;N44:2.694;N45:3.829;N28:4.076;N29:4.387
