build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
d4fd5d6f5ee9,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,"[18, 20, 23]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_d4fd5d6f5ee9.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_d4fd5d6f5ee9.mol2,,-12194.792392996713,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O19:2.103;O278:2.200;O146:2.243;O273:2.663;N21:2.776;O151:2.966;N275:2.982;N148:2.993;O24:3.178,3.1781,4.2710,1.0928,O19:2.103;O278:2.200;O146:2.243;O273:2.663;N21:2.776;O151:2.966;N275:2.982;N148:2.993;O24:3.178;N9:4.271;N136:4.335;N279:4.336;N263:4.885;N152:5.134;N25:5.326
4dbb9790637e,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_4dbb9790637e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_4dbb9790637e.mol2,,-13717.36697481556,ok,"built (large_ligand_fast attempt 2, seed 69372)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O240:2.240;O19:2.256;O128:2.334;O349:2.466;O22:2.533;O346:2.606;O437:2.787;O237:2.897;O131:3.306,3.3057,4.4306,1.1249,O240:2.240;O19:2.256;O128:2.334;O349:2.466;O22:2.533;O346:2.606;O437:2.787;O237:2.897;O131:3.306;N241:4.431;N9:4.470;N118:4.562;N350:4.706;N23:4.776;N336:4.844;N227:5.119;N132:5.485
820234945470,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,"[18, 20, 23]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_820234945470.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_820234945470.mol2,,-12196.352237604297,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O151:2.233;O19:2.421;O146:2.448;O273:2.520;O278:2.554;O24:2.563;N21:2.822;N148:2.864;N275:3.634,3.6338,4.4432,0.8093,O151:2.233;O19:2.421;O146:2.448;O273:2.520;O278:2.554;O24:2.563;N21:2.822;N148:2.864;N275:3.634;N152:4.443;N9:4.589;N136:4.650;N25:4.717;N263:4.751;N279:4.821
5b918030ec24,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,"[18, 20, 23]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_5b918030ec24.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_5b918030ec24.mol2,,-11937.888888187674,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O143:2.135;O148:2.151;O24:2.337;O19:2.341;O272:2.392;O267:2.415;N21:2.888;N145:2.900;N269:3.371,3.3708,4.2140,0.8433,O143:2.135;O148:2.151;O24:2.337;O19:2.341;O272:2.392;O267:2.415;N21:2.888;N145:2.900;N269:3.371;N133:4.214;N149:4.314;N25:4.467;N273:4.500;N9:4.501;N257:4.536
86c6aad4013f,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,"[18, 23, 43]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_86c6aad4013f.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_86c6aad4013f.mol2,,-11491.603420512572,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O143:2.451;O257:2.453;O44:2.468;O24:2.476;O19:2.478;O282:2.542;O138:2.825;O262:3.007;N21:3.710,3.7098,3.7148,0.0051,O143:2.451;O257:2.453;O44:2.468;O24:2.476;O19:2.478;O282:2.542;O138:2.825;O262:3.007;N21:3.710;O163:3.715;N259:3.744;N140:3.808;N144:4.473;N247:4.665;N25:4.665;N9:4.719;N128:5.059;N263:5.264
b32a7a896194,,59,Pr,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 27, 33]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_b32a7a896194.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_b32a7a896194.mol2,,-14388.521750971646,ok,"built (large_ligand_fast attempt 1, seed 61453; ligType=tri_mer_bent)",accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,tri_mer_bent,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O23:2.231;O344:2.282;O333:2.316;O189:2.454;O178:2.478;O34:2.550;O338:2.938;O183:3.277;O28:3.367,3.3671,4.3540,0.9869,O23:2.231;O344:2.282;O333:2.316;O189:2.454;O178:2.478;O34:2.550;O338:2.938;O183:3.277;O28:3.367;N345:4.354;N11:4.459;N321:4.563;N190:4.635;N35:4.697;N166:4.731
774b9b571613,,62,Sm,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 27, 33]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_774b9b571613.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_774b9b571613.mol2,,-14388.117340308272,ok,"built (large_ligand_fast attempt 1, seed 61453; ligType=tri_mer_bent)",accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,tri_mer_bent,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O178:2.214;O344:2.238;O189:2.371;O34:2.408;O23:2.431;O28:2.813;O183:2.837;O338:3.044;O333:3.956,3.9561,4.1652,0.2090,O178:2.214;O344:2.238;O189:2.371;O34:2.408;O23:2.431;O28:2.813;O183:2.837;O338:3.044;O333:3.956;N345:4.165;N166:4.205;N11:4.301;N35:4.566;N190:4.593;N321:5.977
2b57b13ee8a3,,63,Eu,3,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,"[6, 7, 15, 16, 19, 28, 29]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",7,9,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_2b57b13ee8a3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_2b57b13ee8a3.mol2,,-2978.449706207697,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O68:2.052;O69:2.061;N8:2.349;N16:2.359;N66:2.438;N29:2.542;N17:2.844;N7:2.881;O67:3.604,3.6040,4.0439,0.4398,O68:2.052;O69:2.061;N8:2.349;N16:2.359;N66:2.438;N29:2.542;N17:2.844;N7:2.881;O67:3.604;N30:4.044;N20:4.073
378fee4fe5c6,,60,Nd,3,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,"[1, 7, 10, 12, 15, 19, 23]","[""O(ether)"", ""O(ether)"", ""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)""]",7,9,1,water,water,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig1_water_378fee4fe5c6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig1_water_378fee4fe5c6.mol2,,-2583.6321624532948,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O11:2.218;O16:2.218;O24:2.439;O2:2.493;O13:2.521;O61:2.564;O20:2.811;O58:2.899;O8:3.129,3.1291,3.3514,0.2224,O11:2.218;O16:2.218;O24:2.439;O2:2.493;O13:2.521;O61:2.564;O20:2.811;O58:2.899;O8:3.129;N5:3.351;N17:3.353
a2c1ad5f9136,,58,Ce,3,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a2c1ad5f9136.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a2c1ad5f9136.mol2,,-9556.18706414712,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O220:2.251;O150:2.310;O10:2.455;O281:2.497;O223:2.506;O80:2.597;O153:2.633;O13:3.266;P219:3.499,3.4989,3.6006,0.1018,O220:2.251;O150:2.310;O10:2.455;O281:2.497;O223:2.506;O80:2.597;O153:2.633;O13:3.266;P219:3.499;P149:3.601;O83:3.737;P9:3.778;P79:3.926;N224:4.743;N154:4.874;N14:5.096;N84:5.901
