build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
f93dab8ec08b,,68,Er,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_f93dab8ec08b.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_f93dab8ec08b.mol2,,-10360.381667643172,ok,"built (standard attempt 1, seed 77291; ligType=tri_mer_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tri_mer_bent,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O325:2.110;O32:2.122;O326:2.127;O193:2.142;O27:2.338;N323:2.342;O188:2.378;O190:2.523,2.5229,2.5511,0.0282,O325:2.110;O32:2.122;O326:2.127;O193:2.142;O27:2.338;N323:2.342;O188:2.378;O190:2.523;O29:2.551;O324:3.412;N33:3.883;N194:3.924;N13:4.471;N174:4.516
63d3dfc8ecc7,,66,Dy,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_63d3dfc8ecc7.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_63d3dfc8ecc7.mol2,,-5008.9073739707455,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.071;O117:2.071;O62:2.345;O69:2.350;N115:2.423;O12:2.436;O5:2.443;N23:2.529,2.5286,2.5845,0.0559,O118:2.071;O117:2.071;O62:2.345;O69:2.350;N115:2.423;O12:2.436;O5:2.443;N23:2.529;N80:2.584;O116:3.592;N70:4.276;N13:4.362;N3:4.429;N60:4.506
6f9944c52b41,,69,Tm,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_6f9944c52b41.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_6f9944c52b41.mol2,,-10358.655882876485,ok,"built (standard attempt 1, seed 77291; ligType=tri_mer_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tri_mer_bent,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O326:2.077;O325:2.123;O193:2.405;O32:2.438;N323:2.440;O29:2.723;O27:2.776;O188:2.807,2.8069,2.8173,0.0104,O326:2.077;O325:2.123;O193:2.405;O32:2.438;N323:2.440;O29:2.723;O27:2.776;O188:2.807;O190:2.817;O324:3.633;N194:4.153;N33:4.164;N13:4.975;N174:4.988
39a5b5aa21a0,,71,Lu,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_39a5b5aa21a0.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_39a5b5aa21a0.mol2,,-5007.246962145933,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.020;O117:2.035;O62:2.238;O69:2.253;O5:2.362;N115:2.366;N80:2.486;O12:2.499,2.4989,2.5847,0.0859,O118:2.020;O117:2.035;O62:2.238;O69:2.253;O5:2.362;N115:2.366;N80:2.486;O12:2.499;N23:2.585;O116:3.525;N60:4.316;N3:4.316;N70:4.424;N13:4.524
6fc647952acf,,71,Lu,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_6fc647952acf.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_6fc647952acf.mol2,,-10358.344033624742,ok,"built (standard attempt 1, seed 77291; ligType=tri_mer_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tri_mer_bent,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O326:2.013;O188:2.046;O325:2.093;O27:2.139;O32:2.247;N323:2.413;O193:2.610;O190:2.629,2.6287,2.6393,0.0106,O326:2.013;O188:2.046;O325:2.093;O27:2.139;O32:2.247;N323:2.413;O193:2.610;O190:2.629;O29:2.639;O324:3.591;N33:4.094;N13:4.187;N174:4.219;N194:4.734
478865a57681,,69,Tm,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_478865a57681.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig2_nitrate_478865a57681.mol2,,-5007.706301552879,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.103;O62:2.116;O5:2.160;O69:2.188;O117:2.190;N80:2.285;O12:2.400;N23:2.459,2.4589,2.4865,0.0277,O118:2.103;O62:2.116;O5:2.160;O69:2.188;O117:2.190;N80:2.285;O12:2.400;N23:2.459;N115:2.487;O116:3.641;N60:4.159;N3:4.197;N70:4.247;N13:4.539
af6762e04ade,,68,Er,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_af6762e04ade.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_af6762e04ade.mol2,,-5008.04883738787,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.075;O117:2.130;O12:2.242;O69:2.293;O62:2.297;N80:2.385;O5:2.438;N115:2.468,2.4684,2.4862,0.0178,O118:2.075;O117:2.130;O12:2.242;O69:2.293;O62:2.297;N80:2.385;O5:2.438;N115:2.468;N23:2.486;O116:3.653;N60:3.904;N13:4.125;N3:4.334;N70:4.433
86c849795813,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,"[18, 23, 43]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_86c849795813.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_86c849795813.mol2,,-11489.587073578074,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O44:2.359;O163:2.385;O257:2.420;O19:2.478;O282:2.506;O138:2.633;O143:2.846;O262:2.969;O24:3.088,3.0884,3.8054,0.7170,O44:2.359;O163:2.385;O257:2.420;O19:2.478;O282:2.506;O138:2.633;O143:2.846;O262:2.969;O24:3.088;N140:3.805;N21:3.828;N259:3.906;N247:4.566;N9:4.700;N128:4.887;N144:5.079;N263:5.096;N25:5.312
b57df295ed81,,65,Tb,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_b57df295ed81.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_b57df295ed81.mol2,,-5007.485757536635,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O12:2.044;O117:2.112;O62:2.113;O69:2.153;O118:2.156;N80:2.215;N23:2.456;O5:2.462,2.4623,2.4970,0.0347,O12:2.044;O117:2.112;O62:2.113;O69:2.153;O118:2.156;N80:2.215;N23:2.456;O5:2.462;N115:2.497;O116:3.687;N60:4.154;N70:4.191;N13:4.217;N3:4.590
1dd89a7c8169,,65,Tb,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_1dd89a7c8169.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_1dd89a7c8169.mol2,,-5008.398249452408,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.159;O117:2.194;O62:2.200;O12:2.219;O69:2.303;N80:2.341;N115:2.484;O5:2.510,2.5096,2.5617,0.0521,O118:2.159;O117:2.194;O62:2.200;O12:2.219;O69:2.303;N80:2.341;N115:2.484;O5:2.510;N23:2.562;O116:3.605;N60:4.293;N70:4.358;N13:4.386;N3:4.631
afa62779e42c,,67,Ho,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_afa62779e42c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_afa62779e42c.mol2,,-5008.251532175766,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.047;O117:2.055;O69:2.212;O62:2.245;O5:2.269;O12:2.363;N115:2.398;N80:2.489,2.4887,2.5267,0.0380,O118:2.047;O117:2.055;O69:2.212;O62:2.245;O5:2.269;O12:2.363;N115:2.398;N80:2.489;N23:2.527;O116:3.580;N70:4.351;N3:4.364;N60:4.397;N13:4.500
088188ebcac6,,70,Yb,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_088188ebcac6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_088188ebcac6.mol2,,-5007.700804603116,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O5:2.057;O62:2.103;O117:2.110;O69:2.150;O118:2.161;N80:2.252;N23:2.394;O12:2.483,2.4832,2.5025,0.0193,O5:2.057;O62:2.103;O117:2.110;O69:2.150;O118:2.161;N80:2.252;N23:2.394;O12:2.483;N115:2.503;O116:3.679;N3:3.830;N60:4.151;N70:4.164;N13:4.616
89b02e41f264,,64,Gd,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31, 34]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)"", ""O(amide_carbonyl)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig2_nitrate_89b02e41f264.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig2_nitrate_89b02e41f264.mol2,,-10640.500004340529,ok,"built (large_ligand_fast attempt 1, seed 61453; ligType=tetra_planar_bent)",accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,tetra_planar_bent,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O203:2.359;O35:2.375;O337:2.381;O195:2.594;O32:2.618;O197:2.805;O27:2.815;O200:2.836;O29:3.008,3.0084,4.5428,1.5344,O203:2.359;O35:2.375;O337:2.381;O195:2.594;O32:2.618;O197:2.805;O27:2.815;O200:2.836;O29:3.008;N204:4.543;N36:4.580;N181:4.766;N13:4.988
5750f55fad0f,,63,Eu,3,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,"[2, 4, 6, 9, 10, 13, 16]","[""O(ether)"", ""S(donor)"", ""O(ether)"", ""S(donor)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",7,9,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_5750f55fad0f.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_5750f55fad0f.mol2,,-2207.644461476039,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O47:2.090;O46:2.141;O17:2.301;N44:2.311;O11:2.383;O14:2.424;O3:2.696;S5:2.870;P4:3.059,3.0587,3.0663,0.0076,O47:2.090;O46:2.141;O17:2.301;N44:2.311;O11:2.383;O14:2.424;O3:2.696;S5:2.870;P4:3.059;O7:3.066;S10:3.078;P9:3.083;O45:3.278
404ade356415,,70,Yb,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_404ade356415.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_404ade356415.mol2,,-5007.001769942975,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O117:2.082;O118:2.121;O62:2.128;O69:2.233;O5:2.269;O12:2.296;N23:2.370;N80:2.400,2.4002,2.4654,0.0652,O117:2.082;O118:2.121;O62:2.128;O69:2.233;O5:2.269;O12:2.296;N23:2.370;N80:2.400;N115:2.465;O116:3.650;N13:4.219;N60:4.278;N70:4.307;N3:4.384
8d7b517c525c,,63,Eu,3,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,"[4, 6, 8, 11, 12, 17, 22]","[""O(ether)"", ""S(donor)"", ""O(ether)"", ""S(donor)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",7,9,1,water,water,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_8d7b517c525c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_8d7b517c525c.mol2,,-2748.3149284508618,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O5:2.401;O71:2.471;O18:2.497;O23:2.510;O68:2.532;O13:2.576;S12:2.785;S7:2.909;O9:3.016,3.0162,3.0512,0.0350,O5:2.401;O71:2.471;O18:2.497;O23:2.510;O68:2.532;O13:2.576;S12:2.785;S7:2.909;O9:3.016;P6:3.051;P11:3.062
8668c435029f,,67,Ho,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_8668c435029f.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_8668c435029f.mol2,,-5008.25913585049,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O12:2.112;O69:2.167;O118:2.172;O62:2.172;O117:2.216;N80:2.279;O5:2.494;N115:2.503,2.5026,2.5345,0.0319,O12:2.112;O69:2.167;O118:2.172;O62:2.172;O117:2.216;N80:2.279;O5:2.494;N115:2.503;N23:2.534;O116:3.626;N70:4.162;N13:4.244;N60:4.245;N3:4.558
00a6ad5de760,,68,Er,3,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21, 26]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_00a6ad5de760.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_00a6ad5de760.mol2,,-8120.966618529598,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O248:2.109;O247:2.160;O141:2.242;O27:2.334;O144:2.365;O149:2.449;N245:2.450;O22:2.680,2.6799,2.6839,0.0039,O248:2.109;O247:2.160;O141:2.242;O27:2.334;O144:2.365;O149:2.449;N245:2.450;O22:2.680;O19:2.684;O246:3.577;N28:4.368;N131:4.371;N150:4.522;N9:4.854
50cc1d238b7c,,63,Eu,3,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,"[4, 6, 8, 11, 12, 17, 22]","[""O(ether)"", ""S(donor)"", ""O(ether)"", ""S(donor)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",7,9,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_50cc1d238b7c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_50cc1d238b7c.mol2,,-2896.3843323596416,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O71:2.028;O70:2.045;O5:2.353;O18:2.402;N68:2.405;O13:2.689;O9:2.702;O23:2.783;S7:2.807,2.8068,2.8774,0.0706,O71:2.028;O70:2.045;O5:2.353;O18:2.402;N68:2.405;O13:2.689;O9:2.702;O23:2.783;S7:2.807;S12:2.877;P6:3.061;P11:3.073;O69:3.574
9868f7044b6e,,60,Nd,3,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_9868f7044b6e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_9868f7044b6e.mol2,,-9556.009640720147,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O10:2.370;O153:2.371;O281:2.422;O220:2.428;O150:2.487;O223:2.592;O13:2.766;O83:2.920;O80:2.968,2.9682,3.5292,0.5610,O10:2.370;O153:2.371;O281:2.422;O220:2.428;O150:2.487;O223:2.592;O13:2.766;O83:2.920;O80:2.968;P219:3.529;P149:3.721;P9:3.722;P79:4.132;N154:4.590;N224:4.862;N14:4.999;N84:5.197
5554eaf366fe,,68,Er,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_5554eaf366fe.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_5554eaf366fe.mol2,,-5008.292846628688,ok,"built (large_ligand_fast attempt 1, seed 61453)",accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O117:2.080;O118:2.081;O12:2.185;O5:2.215;O69:2.228;O62:2.245;N115:2.407;N80:2.426,2.4255,2.4508,0.0253,O117:2.080;O118:2.081;O12:2.185;O5:2.215;O69:2.228;O62:2.245;N115:2.407;N80:2.426;N23:2.451;O116:3.585;N70:4.078;N13:4.205;N60:4.280;N3:4.350
