outer_fold,arm,candidate_index,inner_macro_mae,inner_mae,inner_r2,max_features,min_samples_leaf,selected,search_phase,weighting_scheme,loss_name,loss_function,depth,learning_rate,l2_leaf_reg,iterations,random_strength,bagging_temperature,rsm,phase_selected,correction_kind,correction_parameters,lambda,parameters,mean_epochs_trained
0,A2_current_champion,0,0.3443680298627648,0.37069734056324855,0.48166713694099095,0.35,2.0,True,,,,,,,,,,,,,,,,,
0,A2_current_champion,1,0.35145154545141877,0.38699557071230534,0.43784089614277,0.7,2.0,False,,,,,,,,,,,,,,,,,
0,A2_current_champion,2,0.3669976704362089,0.40381598593167756,0.39213638413434493,1.0,4.0,False,,,,,,,,,,,,,,,,,
0,H1_CATBOOST_NONE_RMSE,0,0.38526618415355857,,,,,False,screening,none,rmse,RMSE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_RMSE,1,0.33985864571268465,,,,,False,screening,none,rmse,RMSE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_RMSE,0,0.32102111899544516,,,,,False,expanded,none,rmse,RMSE,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,False,,,,,
0,H1_CATBOOST_NONE_RMSE,1,0.3208435984683869,,,,,True,expanded,none,rmse,RMSE,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,True,,,,,
0,H1_CATBOOST_NONE_MAE,0,0.37305476635662366,,,,,False,screening,none,mae,MAE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_MAE,1,0.3492047917308534,,,,,False,screening,none,mae,MAE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_MAE,0,0.3338909703353881,,,,,False,expanded,none,mae,MAE,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,False,,,,,
0,H1_CATBOOST_NONE_MAE,1,0.3158939123686182,,,,,True,expanded,none,mae,MAE,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,True,,,,,
0,H1_CATBOOST_NONE_HUBER,0,0.37980238287445756,,,,,False,screening,none,huber,Huber:delta=1.0,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_HUBER,1,0.3350099314216758,,,,,False,screening,none,huber,Huber:delta=1.0,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_HUBER,0,0.32704793552667566,,,,,False,expanded,none,huber,Huber:delta=1.0,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,False,,,,,
0,H1_CATBOOST_NONE_HUBER,1,0.3188641664329194,,,,,True,expanded,none,huber,Huber:delta=1.0,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,0,0.3722314173938491,,,,,False,screening,group_sqrt,rmse,RMSE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,1,0.3512356083606331,,,,,True,screening,group_sqrt,rmse,RMSE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_MAE,0,0.3995657868517059,,,,,False,screening,group_sqrt,mae,MAE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_MAE,1,0.3687541816218868,,,,,True,screening,group_sqrt,mae,MAE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
