outer_fold,inner_fold,arm,search_phase,scope,weighting_scheme,fit_rows_before_swap,fit_groups,mean_weight_before_swap,minimum_weight,maximum_weight,group_counts_sha256,counts_from_fit_subset_only
0,1.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4296,13,1.0,0.4719327978910878,5.565911436437717,1d322d8bc4dcd1217533c252335c1875c8f37e23eb8470e857b207a2ca375cac,True
0,2.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4368,13,1.0000000000000004,0.4457838271015653,5.257514020070678,604b2dc0455733267cebaff4050d23d526bbc258b03cc3d8110b8b62f8dfd4c1,True
0,,H1_CATBOOST_GROUP_SQRT_HUBER,screening,outer_training_only,group_sqrt,5743,25,1.0,0.359376339062453,4.238435820759469,0e33c3eb62ec4c6a550240466d69e53fdd134b8d99d796d43c1b32d1cd5e40cf,True
0,0.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,2822,24,1.0,0.23191978961209733,5.599206349206349,b322ed0101fc4a74eee8b813188f61e9cf30306cfbbc4c82536f6ba177185b8d,True
0,1.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,4296,13,1.0,0.11313301556368999,15.736263736263735,1d322d8bc4dcd1217533c252335c1875c8f37e23eb8470e857b207a2ca375cac,True
0,2.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,4368,13,1.0000000000000002,0.11502909962341663,16.0,604b2dc0455733267cebaff4050d23d526bbc258b03cc3d8110b8b62f8dfd4c1,True
0,,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,outer_training_only,group_equal,5743,25,1.0,0.07864429989729545,10.939047619047619,0e33c3eb62ec4c6a550240466d69e53fdd134b8d99d796d43c1b32d1cd5e40cf,True
0,0.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,2822,24,1.0,0.23191978961209733,5.599206349206349,b322ed0101fc4a74eee8b813188f61e9cf30306cfbbc4c82536f6ba177185b8d,True
0,1.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,4296,13,1.0,0.11313301556368999,15.736263736263735,1d322d8bc4dcd1217533c252335c1875c8f37e23eb8470e857b207a2ca375cac,True
0,2.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,4368,13,1.0000000000000002,0.11502909962341663,16.0,604b2dc0455733267cebaff4050d23d526bbc258b03cc3d8110b8b62f8dfd4c1,True
0,,H1_CATBOOST_GROUP_EQUAL_MAE,screening,outer_training_only,group_equal,5743,25,1.0,0.07864429989729545,10.939047619047619,0e33c3eb62ec4c6a550240466d69e53fdd134b8d99d796d43c1b32d1cd5e40cf,True
0,0.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,2822,24,1.0,0.23191978961209733,5.599206349206349,b322ed0101fc4a74eee8b813188f61e9cf30306cfbbc4c82536f6ba177185b8d,True
0,1.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,4296,13,1.0,0.11313301556368999,15.736263736263735,1d322d8bc4dcd1217533c252335c1875c8f37e23eb8470e857b207a2ca375cac,True
0,2.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,4368,13,1.0000000000000002,0.11502909962341663,16.0,604b2dc0455733267cebaff4050d23d526bbc258b03cc3d8110b8b62f8dfd4c1,True
0,,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,outer_training_only,group_equal,5743,25,1.0,0.07864429989729545,10.939047619047619,0e33c3eb62ec4c6a550240466d69e53fdd134b8d99d796d43c1b32d1cd5e40cf,True
1,0.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,2862,23,1.0,1.0,1.0,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4356,14,1.0,1.0,1.0,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4348,11,1.0,1.0,1.0,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,0.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,2862,23,1.0,1.0,1.0,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4356,14,1.0,1.0,1.0,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4348,11,1.0,1.0,1.0,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_NONE_RMSE,expanded,outer_training_only,none,5783,24,1.0,1.0,1.0,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,2862,23,1.0,1.0,1.0,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4356,14,1.0,1.0,1.0,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4348,11,1.0,1.0,1.0,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_NONE_MAE,screening,outer_training_only,none,5783,24,1.0,1.0,1.0,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,2862,23,1.0,1.0,1.0,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4356,14,1.0,1.0,1.0,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4348,11,1.0,1.0,1.0,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,0.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,2862,23,1.0,1.0,1.0,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,4356,14,1.0,1.0,1.0,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,4348,11,1.0,1.0,1.0,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_NONE_HUBER,expanded,outer_training_only,none,5783,24,1.0,1.0,1.0,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,2862,23,0.9999999999999999,0.5396891761775007,12.151997954647486,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,4356,14,1.0,0.4631061323136492,25.029162060811935,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,4348,11,1.0000000000000002,0.47442614348168216,2.9032677517089205,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,0.0,H1_CATBOOST_GROUP_SQRT_RMSE,expanded,inner_training_only,group_sqrt,2862,23,0.9999999999999999,0.5396891761775007,12.151997954647486,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_SQRT_RMSE,expanded,inner_training_only,group_sqrt,4356,14,1.0,0.4631061323136492,25.029162060811935,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_SQRT_RMSE,expanded,inner_training_only,group_sqrt,4348,11,1.0000000000000002,0.47442614348168216,2.9032677517089205,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_SQRT_RMSE,screening,outer_training_only,group_sqrt,5783,24,1.0000000000000002,0.36952531099389035,19.97146711970978,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,2862,23,0.9999999999999999,0.5396891761775007,12.151997954647486,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,4356,14,1.0,0.4631061323136492,25.029162060811935,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,4348,11,1.0000000000000002,0.47442614348168216,2.9032677517089205,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_SQRT_MAE,screening,outer_training_only,group_sqrt,5783,24,1.0000000000000002,0.36952531099389035,19.97146711970978,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,2862,23,0.9999999999999999,0.5396891761775007,12.151997954647486,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4356,14,1.0,0.4631061323136492,25.029162060811935,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4348,11,1.0000000000000002,0.47442614348168216,2.9032677517089205,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_SQRT_HUBER,screening,outer_training_only,group_sqrt,5783,24,1.0000000000000002,0.36952531099389035,19.97146711970978,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,2862,23,1.0,0.2454334962696167,124.43478260869566,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,4356,14,1.0,0.10651929378392919,311.14285714285717,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,4348,11,0.9999999999999998,0.13532102953533967,5.067599067599067,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,outer_training_only,group_equal,5783,24,0.9999999999999999,0.08249172657765605,240.95833333333331,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,2862,23,1.0,0.2454334962696167,124.43478260869566,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,4356,14,1.0,0.10651929378392919,311.14285714285717,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_EQUAL_MAE,screening,inner_training_only,group_equal,4348,11,0.9999999999999998,0.13532102953533967,5.067599067599067,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_EQUAL_MAE,screening,outer_training_only,group_equal,5783,24,0.9999999999999999,0.08249172657765605,240.95833333333331,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
1,0.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,2862,23,1.0,0.2454334962696167,124.43478260869566,6a40017f2ab411c32e70db61a7a4cc418ce3204b77a37d1b6be0a25039283766,True
1,1.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,4356,14,1.0,0.10651929378392919,311.14285714285717,74be9e8e77be19b6b694198235c948d962204466bd4d3ec18725825863430787,True
1,2.0,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,inner_training_only,group_equal,4348,11,0.9999999999999998,0.13532102953533967,5.067599067599067,11a35a593e3fa932ad2b72239f1622e5315b94fa12ea7d968a8314c104cca4a4,True
1,,H1_CATBOOST_GROUP_EQUAL_HUBER,screening,outer_training_only,group_equal,5783,24,0.9999999999999999,0.08249172657765605,240.95833333333331,f4c6e3a0af287fa2fa4aea85d4be35f258e7e152332ad6eec1e156136541bc37,True
2,0.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,0.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_NONE_RMSE,expanded,outer_training_only,none,5784,27,1.0,1.0,1.0,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,0.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_NONE_MAE,expanded,outer_training_only,none,5784,27,1.0,1.0,1.0,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,0.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,2863,26,1.0,1.0,1.0,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,4384,15,1.0,1.0,1.0,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_NONE_HUBER,expanded,inner_training_only,none,4321,13,1.0,1.0,1.0,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_NONE_HUBER,expanded,outer_training_only,none,5784,27,1.0,1.0,1.0,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,2863,26,1.0,0.650845630941078,11.235337579436443,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,4384,15,1.0000000000000002,0.4355405638896309,23.53934572878402,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_GROUP_SQRT_RMSE,screening,inner_training_only,group_sqrt,4321,13,1.0,0.45253305096987684,5.33711345135323,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_GROUP_SQRT_RMSE,screening,outer_training_only,group_sqrt,5784,27,1.0000000000000002,0.346489917714262,18.726489885981703,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,2863,26,1.0,0.650845630941078,11.235337579436443,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,4384,15,1.0000000000000002,0.4355405638896309,23.53934572878402,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_GROUP_SQRT_MAE,screening,inner_training_only,group_sqrt,4321,13,1.0,0.45253305096987684,5.33711345135323,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_GROUP_SQRT_MAE,screening,outer_training_only,group_sqrt,5784,27,1.0000000000000002,0.346489917714262,18.726489885981703,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,2863,26,1.0,0.650845630941078,11.235337579436443,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4384,15,1.0000000000000002,0.4355405638896309,23.53934572878402,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
2,2.0,H1_CATBOOST_GROUP_SQRT_HUBER,screening,inner_training_only,group_sqrt,4321,13,1.0,0.45253305096987684,5.33711345135323,4649dc3125c48d8dfcdcadd607db0174f831ade21469429d328249f2870218d6,True
2,,H1_CATBOOST_GROUP_SQRT_HUBER,screening,outer_training_only,group_sqrt,5784,27,1.0000000000000002,0.346489917714262,18.726489885981703,95d241dcef676547f0a69c4e776096130f3ad01f6740752f324a8bc4bf17a532,True
2,0.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,2863,26,1.0,0.369514713474445,110.11538461538461,ab0ba5b858773208e5f2b4a44a7a656953d38e1ec221c3a3ef3cf6e2a18b506d,True
2,1.0,H1_CATBOOST_GROUP_EQUAL_RMSE,screening,inner_training_only,group_equal,4384,15,1.0,0.10005705808513066,292.26666666666665,9002b7bd7ddeaeb82345ea36ee091f9be7c7422e2f0bb3ac01d1dc4d6f081772,True
