adapter,k,n_ligands,delta_mae,ci_lo,ci_hi,win_rate
CURVE_GP,1,143,-3.4931806320093134e-05,-4.234293562258197e-05,-2.8434219686701257e-05,0.9230769230769231
CURVE_GP,2,143,-0.028243776196856744,-0.03418587341720994,-0.02251204386969979,0.8601398601398601
CURVE_GP,3,140,-0.06169750884316566,-0.0753924107480157,-0.04902316521804899,0.8785714285714286
CURVE_GP,5,99,-0.0965838286449905,-0.12127007596029765,-0.07400487216449918,0.8585858585858586
CURVE_SPLINE_AMP,1,143,-0.011555077198973944,-0.03796263606775028,0.016377004869743396,0.32167832167832167
CURVE_SPLINE_AMP,2,143,-0.023851727892775166,-0.049462838672539124,0.001241145584555935,0.2867132867132867
CURVE_SPLINE_AMP,3,140,-0.04086384288962808,-0.06633393660414731,-0.018120114713327914,0.3
CURVE_SPLINE_AMP,5,99,-0.03843333354315676,-0.06326536892321026,-0.01721316074587519,0.29292929292929293
CURVE_SPLINE_GP,1,143,-0.011587580272813642,-0.03799342122273943,0.016342945679405342,0.7622377622377622
CURVE_SPLINE_GP,2,143,-0.03758704477610892,-0.06251872457025864,-0.01222720211171701,0.7342657342657343
CURVE_SPLINE_GP,3,140,-0.07243073288920727,-0.09737386448912429,-0.04910454364421193,0.7714285714285715
CURVE_SPLINE_GP,5,99,-0.11251838830192491,-0.14236433084046177,-0.08506679096477132,0.8080808080808081
CURVE_SPLINE_K1,1,143,-0.011555077198973944,-0.03796263606775028,0.016377004869743396,0.32167832167832167
CURVE_SPLINE_K1,2,143,-0.0103590964875171,-0.036387404141270924,0.016790124624655574,0.2937062937062937
CURVE_SPLINE_K1,3,140,-0.009221430513177652,-0.034398697628177585,0.015623296765257678,0.29285714285714287
CURVE_SPLINE_K1,5,99,-0.01932716741486835,-0.03925910618161795,0.0011146553246015147,0.29292929292929293
CURVE_SPLINE_SHAPEONLY,1,143,0.3145292769508409,0.20644642430511306,0.43234988246003736,0.3916083916083916
CURVE_SPLINE_SHAPEONLY,2,143,0.3719138172914229,0.26413577680613337,0.486961793628127,0.3006993006993007
CURVE_SPLINE_SHAPEONLY,3,140,0.3886661781992862,0.28167830461943527,0.5060817330151539,0.2785714285714286
CURVE_SPLINE_SHAPEONLY,5,99,0.42362752060946324,0.30418186676479636,0.5537721205252897,0.2828282828282828
CURVE_SPLINE_W1_K1,1,143,0.014346343052748461,-0.03021373071677421,0.061608517461180214,0.2727272727272727
CURVE_SPLINE_W1_K1,2,143,0.014040840909134959,-0.027501298211298132,0.058398597116090176,0.25874125874125875
CURVE_SPLINE_W1_K1,3,140,0.015408293826787331,-0.024494024212901463,0.055918458055736434,0.2642857142857143
CURVE_SPLINE_W1_K1,5,99,-0.0022378636103779124,-0.03928541676388748,0.04003319903921028,0.2727272727272727
MASSACTION_K1,1,143,0.0003236515065794099,-0.026639051761330287,0.029356809284945554,0.3006993006993007
MASSACTION_K1,2,143,0.0020373748621159353,-0.024329959012533476,0.03032800238088384,0.2867132867132867
MASSACTION_K1,3,140,0.0019109141532602475,-0.023864764512935524,0.02843485111117626,0.29285714285714287
MASSACTION_K1,5,99,-0.013244804051728036,-0.033749086168372994,0.008499717920388278,0.2727272727272727
