adapter,k,n_ligands,delta_mae,ci_lo,ci_hi,win_rate
MASSACTION_POOLED_K1,1,143,0.014584333626269501,-0.007169123272656865,0.04047072974151762,0.3006993006993007
MASSACTION_POOLED_K1,2,143,0.015111271323628972,-0.005433942129542761,0.03936019281936777,0.2937062937062937
MASSACTION_POOLED_K1,3,140,0.014913420943489495,-0.005788246926276104,0.03912503564108761,0.29285714285714287
MASSACTION_POOLED_K1,5,99,-0.003452043325802447,-0.01505895056508735,0.009069622636895883,0.2828282828282828
MASSACTION_SHAPEONLY,1,143,0.32520822005023403,0.21751193962575865,0.4405979620585401,0.3776223776223776
MASSACTION_SHAPEONLY,2,143,0.38259276039081597,0.2751010492423039,0.4964867988701716,0.2937062937062937
MASSACTION_SHAPEONLY,3,140,0.39957395579366634,0.2932349573200981,0.5167161915256125,0.2714285714285714
MASSACTION_SHAPEONLY,5,99,0.42940274806315515,0.3101254730213613,0.5589822655113641,0.25252525252525254
MASSACTION_WITH_METAL_K1,1,143,0.0229744317889338,-0.007352169129752929,0.055230726843790705,0.44755244755244755
MASSACTION_WITH_METAL_K1,2,143,0.023678811677268086,-0.005703336263984765,0.054305078241460976,0.4405594405594406
MASSACTION_WITH_METAL_K1,3,140,0.02374287032175905,-0.00614386574680929,0.0535059578492244,0.44285714285714284
MASSACTION_WITH_METAL_K1,5,99,0.015034530606899498,-0.013427979931970726,0.043808801099956246,0.43434343434343436
NEAREST_OBSERVED,1,143,0.12081129209167779,0.07070419601153415,0.17404591874790867,0.32867132867132864
NEAREST_OBSERVED,2,143,0.059174443167639756,0.018777220451201466,0.1016656129368043,0.40559440559440557
NEAREST_OBSERVED,3,140,-0.0014218689389240424,-0.04183098383731776,0.039461715191083074,0.4928571428571429
NEAREST_OBSERVED,5,99,-0.03366604968923454,-0.08242346332134252,0.016207266608253765,0.6464646464646465
NO_MODEL,1,143,0.12081129209167779,0.07070419601153415,0.17404591874790867,0.32867132867132864
NO_MODEL,2,143,0.11789487182883315,0.07236904060567075,0.1677439304372382,0.3146853146853147
NO_MODEL,3,140,0.11835600917279676,0.07318046304840803,0.16649564022825894,0.32142857142857145
NO_MODEL,5,99,0.1472442184814443,0.09093752032245188,0.20685745744670675,0.30303030303030304
OFFSET_K2,1,143,5.984593809896679e-19,-6.146339588542533e-19,1.8600764544273454e-18,0.07692307692307693
OFFSET_K2,2,143,-0.009341201081884869,-0.012969973045999653,-0.00612890609754389,0.46153846153846156
OFFSET_K2,3,140,-0.022350284020168483,-0.02982409765696987,-0.015541746258553731,0.4928571428571429
OFFSET_K2,5,99,-0.05395747826524708,-0.07238075281895902,-0.03657306428289702,0.6767676767676768
OFFSET_K3,1,143,-1.3222717404298738e-18,-4.0600212262342964e-18,1.2699065445932789e-18,0.1958041958041958
OFFSET_K3,2,143,-0.024689458371367927,-0.02984217908156913,-0.01968867519694229,0.8531468531468531
OFFSET_K3,3,140,-0.05508173767436194,-0.06738840361477384,-0.04374929750247791,0.8571428571428571
OFFSET_K3,5,99,-0.08518465301404073,-0.10720429363461055,-0.06385503059937334,0.8181818181818182
ZERO_SHOT,1,143,0.32495481166325557,0.2217705761048904,0.4378264199910192,0.4125874125874126
ZERO_SHOT,2,143,0.3823393520038375,0.2792910835580409,0.49389391844759173,0.3146853146853147
ZERO_SHOT,3,140,0.399315117226967,0.2965808110688071,0.5128325098078482,0.2642857142857143
ZERO_SHOT,5,99,0.43359625888482783,0.31419713878923905,0.5631935063037686,0.24242424242424243
