design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
BR,CHEM137_ET,82,40,0.7291215288776264,0.6119167908594138,0.810984472083572,0.7501730103806228,14.1,0.17056910569105693,0.017980708180708186,0.41905219780219777,0.0266,27.0,14.0
BR,DONORS13_ET,82,40,0.6902238411994509,0.5673428101772442,0.7677778691021864,0.673356401384083,14.4,0.13167141801288143,-0.02619775293684688,0.3761436217662801,0.1086,26.0,33.0
BR,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.8,,,,,,
BR,DONORS13_LOGIT,82,40,0.45225319396051106,0.34723401178496716,0.6264119977362762,0.4083044982698962,0.8,-0.1062992292260585,-0.35312996094814275,0.2858251748251747,0.6312,31.0,45.0
BR,TRAIN_MAJORITY,82,40,0.34778904022806467,0.2386962481962482,0.5213798840330282,0.26782006920415224,0.5,-0.21076338295850483,-0.47077119938884654,0.19898419343814078,0.3516,34.0,45.0
BQ,LOGIT_TOPO39,82,40,0.8400158378207159,0.7376664483177641,0.9148332664995824,0.8,0.9,0.2814634146341463,0.12315629543471938,0.5320786696514231,0.0,28.0,5.0
BQ,G13_ET_TOPO39,82,40,0.8141621792841305,0.6952767595307917,0.8908216845646044,0.7799307958477508,14.0,0.255609756097561,0.09999606299212598,0.49841391941391944,0.0008,27.0,8.0
BQ,BITE6_LOGIT,82,40,0.7834304719670574,0.6588478260869566,0.8708333333333332,0.7681660899653979,0.8,0.2248780487804878,0.0870551924473493,0.45357142857142857,0.0,26.0,5.0
BQ,LEAN209_ET,82,40,0.7613646042304579,0.6371188771274389,0.8411512497457027,0.7709342560553634,14.4,0.20281218104388835,0.05361315291904723,0.4402183451295293,0.0058,30.0,15.0
BQ,CHEM137_ET,82,40,0.7422922605849435,0.6251441672362724,0.8250838105076741,0.7688581314878893,14.1,0.183739837398374,0.03111111111111112,0.43389485585076293,0.0134,27.0,11.0
BQ,DONORS13_ET,82,40,0.7131865695280329,0.5732104591836735,0.7936145120031484,0.714878892733564,14.2,0.1546341463414634,0.006870967741935497,0.38078333333333314,0.0408,26.0,24.0
BQ,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BQ,DONORS13_LOGIT,82,40,0.4576549466793369,0.3586983772071151,0.6137879929235861,0.4186851211072664,0.8,-0.1008974765072326,-0.33909815847973745,0.2777139577594122,0.6292,32.0,45.0
BQ,TRAIN_MAJORITY,82,40,0.35169147925245486,0.2422386848647271,0.5235415351430975,0.2726643598615917,0.5,-0.20686094393411464,-0.4676918398268398,0.20178603425559935,0.3644,34.0,45.0
A,LOGIT_TOPO39,82,40,0.8346499841621794,0.7317930267930267,0.9090923120089786,0.7986159169550173,0.9,0.2760975609756098,0.11972160052049446,0.5218789724576272,0.0,28.0,4.0
A,LEAN209_ET,82,40,0.8040681495559544,0.710099957912458,0.8647280671891178,0.7647058823529411,14.4,0.2455157263693849,0.10132605216256689,0.4804439484126981,0.0002,31.0,12.0
A,BITE6_LOGIT,82,40,0.7980646183085208,0.6741293532338309,0.8862803403179452,0.7792387543252595,0.8,0.23951219512195124,0.10495918840579711,0.4676935483870968,0.0,24.0,3.0
A,G13_ET_TOPO39,82,40,0.7980646183085208,0.677664997397756,0.8724647440589469,0.7619377162629758,14.2,0.23951219512195124,0.08792079207920793,0.4769354838709675,0.002,28.0,8.0
A,CHEM137_ET,82,40,0.791427515573857,0.7005469462969464,0.8596893076483612,0.7896193771626298,14.3,0.23287509238728749,0.07517300275482094,0.4843751821095571,0.001,29.0,13.0
A,DONORS13_ET,82,40,0.7434304719670574,0.5906727272727272,0.8298066350164321,0.742560553633218,14.4,0.1848780487804878,0.04000000000000001,0.3967741935483871,0.0126,24.0,7.0
A,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
A,DONORS13_LOGIT,82,40,0.5234790412839193,0.43869313476378696,0.6350924242424243,0.4602076124567474,0.8,-0.0350733819026502,-0.23094935948405337,0.2865712059224624,0.8566,29.0,40.0
A,TRAIN_MAJORITY,82,40,0.44144757681343044,0.28817293958695234,0.6842813815686885,0.2975778546712803,0.5,-0.11710484637313907,-0.4236541208260953,0.368562763137377,0.6788,34.0,45.0
BP,LOGIT_TOPO39,82,40,0.8205036426987645,0.7036516858962746,0.9000004833354347,0.7820069204152249,0.8,0.26195121951219513,0.10505194805194806,0.5060653409090907,0.0008,26.0,5.0
BP,G13_ET_TOPO39,82,40,0.7683085207475452,0.628345643939394,0.8494534537033659,0.754325259515571,14.4,0.2097560975609756,0.06727158135981665,0.4277976190476188,0.003,26.0,7.0
BP,CHEM137_ET,82,40,0.7336743744060816,0.6160708774250441,0.8143873962842714,0.7356401384083044,14.2,0.1751219512195122,0.01983838202247191,0.41111111111111115,0.0238,28.0,12.0
BP,LEAN209_ET,82,40,0.7209109679841388,0.5930213323869797,0.8008449298074879,0.7183391003460208,14.5,0.1623585447975692,0.02442457912457913,0.38022382223040113,0.0184,28.0,20.0
BP,DONORS13_ET,82,40,0.6936743744060817,0.5463148977459322,0.7765819360003726,0.7121107266435986,14.3,0.1351219512195122,-0.003681444991789797,0.34071494708994704,0.0558,27.0,22.0
BP,BITE6_LOGIT,82,40,0.6253035582303875,0.5286530406101835,0.776727799612668,0.5349480968858131,0.7,0.06675113504381798,-0.16728085665709427,0.4263428808634287,0.5824,33.0,40.0
BP,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BP,DONORS13_LOGIT,82,40,0.3581364164290994,0.25177174451256673,0.5199059561128526,0.30311418685121105,0.8,-0.20041600675747018,-0.4506010769881377,0.18511609848484845,0.3676,27.0,45.0
BP,TRAIN_MAJORITY,82,40,0.34727167141801285,0.24800952363828155,0.5054592245989304,0.2740484429065744,0.5,-0.21128075176855665,-0.45629523002803357,0.17139820267451847,0.3356,34.0,45.0
