design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
B,LOGIT_C3_TOPO39,82,40,0.8444060817231549,0.7441006289308176,0.9210525245205017,0.7944636678200692,0.9,0.2858536585365854,0.12506779990286546,0.5384677419354839,0.0,28.0,5.0
B,BLEND_LOGIT_ET,82,40,0.8434304719670573,0.7402079299569971,0.9194720478477818,0.8055363321799308,31.2,0.2848780487804878,0.12412481635260302,0.536671052631579,0.0,28.0,5.0
B,LOGIT_C03_TOPO39,82,40,0.8429426670890086,0.7410233918128655,0.9180225900070594,0.8027681660899654,0.8,0.28439024390243905,0.12575703828828833,0.5357256838905773,0.0,28.0,5.0
B,LOGIT_CONF_TOPO39,82,40,0.8424548622109597,0.7403802012663954,0.9185224259400727,0.7944636678200692,2.0,0.2839024390243903,0.1243549073028108,0.5354866047020229,0.0,28.0,5.0
B,LOGIT_EXTUNIT,82,40,0.8405036426987645,0.7377378575402941,0.916315319526587,0.788235294117647,0.8,0.2819512195121951,0.12285714285714287,0.532259305210918,0.0,28.0,5.0
B,LOGIT_TOPO39,82,40,0.8400158378207159,0.7370347707847706,0.9153351758289298,0.7937716262975778,0.9,0.2814634146341463,0.12236946326211569,0.5323333333333329,0.0,28.0,6.0
B,LOGIT_CV_TOPO39,82,40,0.8356255939182768,0.7310084498834498,0.9094721189954624,0.7910034602076125,8.5,0.2770731707317073,0.11835515501081471,0.5264754901960783,0.0,28.0,7.0
B,LOGIT_TOPO_ELEM,82,40,0.8292841305036428,0.7162749824120712,0.9061130925724521,0.802076124567474,0.9,0.2707317073170732,0.11039757575757578,0.519458333333333,0.0004,28.0,5.0
B,G13_ET_TOPO39,82,40,0.8219670573329112,0.7066776094276094,0.8984649295851826,0.7847750865051903,14.0,0.2634146341463415,0.10706937799043063,0.5069027093596058,0.0004,28.0,6.0
B,ET_CONF_TOPO39,82,40,0.8195280329426671,0.7037032085561497,0.8947624547583564,0.784083044982699,33.0,0.26097560975609757,0.10494968349293946,0.5049222006112809,0.0006,28.0,8.0
B,LOGIT_TOPO_ARCH,82,40,0.7814792524548623,0.6605561399920128,0.8552802462277073,0.7474048442906575,0.9,0.2229268292682927,0.07266512605042016,0.4590182563338301,0.0032,30.0,9.0
B,RIDGESIGN_CONF,82,40,0.7809914475768134,0.6513262237762236,0.8593248350396251,0.7716262975778547,0.6,0.22243902439024393,0.08062475961538462,0.4392174369747899,0.0012,26.0,4.0
B,LOGIT_TOPO_DONORS,82,40,0.7800158378207159,0.6596897546897545,0.8530538382914182,0.7737024221453287,0.9,0.22146341463414634,0.07035796519410978,0.4612913978494624,0.0038,27.0,14.0
B,RIDGESIGN_TOPO39,82,40,0.7785524231865695,0.6483867857460234,0.8571276252956666,0.7709342560553634,1.0,0.22,0.07999180327868853,0.4347902364607169,0.0014,26.0,4.0
B,LOGIT_TOPO_MASSACT,82,40,0.7707117927239878,0.6285957506402049,0.874884607942039,0.7301038062283737,0.9,0.21215936953741826,0.012783320990829239,0.5021678608747575,0.035,28.0,16.0
B,LOGIT_COORD114,82,40,0.7625878999049731,0.6344222171271351,0.8424314265900112,0.7550173010380623,1.0,0.20403547671840355,0.05478838625489343,0.43549045678214615,0.0074,29.0,11.0
B,DONORS13_ET,82,40,0.7302597402597402,0.5831428467365967,0.8152979347041847,0.7439446366782007,14.6,0.17170731707317075,0.02535670731707319,0.3898707405724669,0.022,25.0,17.0
B,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BR,LOGIT_C3_TOPO39,82,40,0.8395280329426671,0.736307519640853,0.9162342587884003,0.8,0.9,0.28097560975609753,0.12068241469816272,0.532259305210918,0.0,28.0,5.0
