design,model_macro,ceiling_label_noise_fit,ceiling_label_noise_floor,ceiling_extractant_constancy,n_cells,n_extractants
BP,0.8205036426987645,0.9288210619150793,0.890943820045497,0.9593654313166508,1445,82
