design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
B,LOGIT_RANK,82,40,0.8166012036743746,0.6978771733730749,0.89100862059913,0.7391003460207612,1.0,0.2580487804878049,0.09952351916376309,0.5050892060660125,0.0012,28.0,9.0
B,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BR,LOGIT_PCA8,82,40,0.8448938866012036,0.7437876151626152,0.9201074781427723,0.8034602076124567,0.9,0.2863414634146342,0.12512727272727273,0.5375051229508196,0.0,29.0,4.0
BR,LOGIT_C10,82,40,0.8414792524548623,0.7389911014911016,0.92,0.7993079584775087,0.9,0.2829268292682927,0.1220318313352625,0.535483870967742,0.0,27.0,4.0
BR,LOGIT_EXTLABEL_ALL,82,40,0.8395280329426671,0.7353799454169019,0.9146532590972245,0.8006920415224914,1.2,0.28097560975609753,0.11674418604651161,0.5353870967741935,0.0,29.0,5.0
BR,LOGIT_C3,82,40,0.8395280329426671,0.736307519640853,0.9162342587884003,0.8,0.9,0.28097560975609753,0.12068241469816272,0.532259305210918,0.0,28.0,5.0
BR,LOGIT_ALLCELLS,82,40,0.8390402280646183,0.7343446915337326,0.9140416205241786,0.7923875432525952,0.9,0.2804878048780488,0.11538288288288288,0.5356033898305084,0.0002,28.0,6.0
BR,LOGIT_EXTLABEL,82,40,0.837576813430472,0.7321608345358346,0.9142861712361712,0.8,1.0,0.2790243902439024,0.1213596206425154,0.5280031250000001,0.0,28.0,4.0
BR,LOGIT_PCA5,82,40,0.8356255939182768,0.7268700294803236,0.9142719722138327,0.802076124567474,0.9,0.2770731707317073,0.11698472075869334,0.5272793148880104,0.0,27.0,4.0
BR,LOGIT_TOPO39,82,40,0.8346499841621794,0.7295702212547179,0.9104255411255412,0.797923875432526,0.8,0.2760975609756098,0.11770892857142858,0.5250105932203388,0.0,28.0,5.0
BR,SVM_TOPO39,82,40,0.8317231548938866,0.7264469821366374,0.9070763131698961,0.7944636678200692,0.9,0.27317073170731704,0.11475409836065574,0.5200136986301368,0.0,27.0,5.0
BR,LOGIT_L1,82,40,0.8200158378207159,0.7078008274231679,0.8959875030203668,0.7896193771626298,0.6,0.26146341463414635,0.10683122362869199,0.5035747354497353,0.0002,28.0,5.0
BR,LOGIT_RANK,82,40,0.8200158378207157,0.7067920101397113,0.8946263828763829,0.7536332179930796,1.0,0.2614634146341463,0.10262066818842085,0.510449725058916,0.001,28.0,7.0
BR,G13_ET_TOPO39,82,40,0.8156255939182768,0.6981392061370002,0.8922455840046029,0.7792387543252595,14.7,0.2570731707317073,0.10085184331797235,0.5,0.0006,28.0,7.0
BR,LOGIT_L1_C03,82,40,0.8131865695280329,0.6968595041322314,0.8894832616612459,0.788235294117647,0.6,0.2546341463414634,0.10145206133285604,0.49296138902379794,0.0002,27.0,5.0
BR,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BQ,LOGIT_EXTLABEL_ALL,82,40,0.8517231548938865,0.7531191644960932,0.9251490703729508,0.8041522491349481,1.3,0.29317073170731706,0.12661203515889113,0.5508196721311476,0.0,29.0,5.0
BQ,LOGIT_ALLCELLS,82,40,0.8487963256255939,0.7492174780960666,0.9229511060758132,0.802076124567474,1.0,0.2902439024390244,0.1247484174646973,0.5464835680751172,0.0,28.0,5.0
BQ,LOGIT_C10,82,40,0.8468451061133988,0.7477784396383186,0.9245108250572956,0.802076124567474,0.9,0.2882926829268293,0.1277280341880342,0.5402985074626866,0.0,28.0,4.0
BQ,LOGIT_C3,82,40,0.8448938866012036,0.7441021505376344,0.9204965663124753,0.802076124567474,0.9,0.2863414634146341,0.12683333333333333,0.5363636363636363,0.0,28.0,4.0
BQ,SVM_TOPO39,82,40,0.8444060817231548,0.7444364699627857,0.9210723207288402,0.8006920415224914,0.9,0.28585365853658534,0.1263406784412672,0.5381950146627564,0.0,28.0,4.0
BQ,LOGIT_PCA5,82,40,0.8434304719670573,0.7388910925085623,0.9203151188357325,0.8055363321799308,0.9,0.2848780487804878,0.12440650027938163,0.5368496240601502,0.0,28.0,4.0
BQ,LOGIT_EXTLABEL,82,40,0.8434304719670572,0.7413559389175417,0.9185971585989766,0.8034602076124567,1.0,0.2848780487804878,0.12727039627039627,0.5333561643835614,0.0,28.0,4.0
BQ,LOGIT_PCA8,82,40,0.8409914475768134,0.738398522846015,0.9156726504338865,0.8034602076124567,0.9,0.2824390243902439,0.12503967772676083,0.5296296296296296,0.0,28.0,4.0
BQ,LOGIT_TOPO39,82,40,0.8400158378207159,0.7376664483177641,0.9148332664995824,0.8,0.8,0.2814634146341463,0.12315629543471938,0.5320786696514231,0.0,28.0,5.0
BQ,LOGIT_L1,82,40,0.828308520747545,0.7179315254417713,0.9047288989725134,0.7951557093425605,0.7,0.26975609756097557,0.11443456878118317,0.5152542372881356,0.0,27.0,5.0
BQ,LOGIT_L1_C03,82,40,0.8214792524548621,0.7071376540126539,0.8973891822031568,0.7944636678200692,0.7,0.2629268292682927,0.1079417537700471,0.504488622461463,0.0002,27.0,5.0
BQ,G13_ET_TOPO39,82,40,0.8141621792841305,0.6952767595307917,0.8908216845646044,0.7799307958477508,14.7,0.255609756097561,0.09999606299212598,0.49841391941391944,0.0008,27.0,8.0
BQ,LOGIT_RANK,82,40,0.8087963256255939,0.6869015028507551,0.8832348484848482,0.7342560553633218,1.0,0.2502439024390244,0.09006818181818181,0.4964285714285714,0.0016,28.0,10.0
BQ,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
A,LOGIT_EXTLABEL,82,40,0.8444060817231549,0.7428662195727769,0.9225284166255685,0.802076124567474,1.0,0.2858536585365854,0.1247362095531587,0.5381870428422151,0.0,28.0,4.0
A,LOGIT_EXTLABEL_ALL,82,40,0.8356255939182768,0.7274844555393755,0.9093991413482936,0.7916955017301038,1.3,0.2770731707317073,0.11495055125884483,0.528819026790596,0.0004,29.0,7.0
A,LOGIT_TOPO39,82,40,0.8346499841621794,0.7317930267930267,0.9090923120089786,0.7986159169550173,0.8,0.2760975609756098,0.11972160052049446,0.5218789724576272,0.0,28.0,4.0
A,LOGIT_C3,82,40,0.8346499841621794,0.7317930267930267,0.9090923120089786,0.7986159169550173,0.9,0.2760975609756098,0.11972160052049446,0.5218789724576272,0.0,28.0,4.0
A,LOGIT_C10,82,40,0.8341621792841306,0.7312882279011311,0.9088689052175893,0.7972318339100346,0.9,0.275609756097561,0.11886174365647366,0.5218789724576272,0.0,27.0,4.0
A,LOGIT_ALLCELLS,82,40,0.8322109597719354,0.7273301720209615,0.9052525953011389,0.797923875432526,1.0,0.2736585365853659,0.11389302374893978,0.5235320855614972,0.0002,29.0,4.0
A,LOGIT_PCA8,82,40,0.830747545137789,0.7270832604053628,0.9043215488215487,0.8,0.9,0.27219512195121953,0.12,0.5117671984047856,0.0,28.0,3.0
A,SVM_TOPO39,82,40,0.826845106113399,0.7226641025641025,0.899680873505026,0.7833910034602076,1.0,0.2682926829268293,0.11311156057057697,0.5125056818181817,0.0002,27.0,6.0
A,LOGIT_PCA5,82,40,0.82635730123535,0.7162972402597404,0.9012349313757079,0.8,0.8,0.2678048780487805,0.11310632258064518,0.5111202185792348,0.0002,28.0,4.0
A,LOGIT_RANK,82,40,0.8180646183085208,0.702170489028945,0.8947099408250901,0.7647058823529411,1.0,0.25951219512195123,0.10088809523809524,0.5069093231162195,0.0008,27.0,7.0
A,LOGIT_L1_C03,82,40,0.8166012036743746,0.7055429292929293,0.8877741267660909,0.7923875432525952,0.6,0.2580487804878049,0.10666666666666669,0.4950929777342793,0.0,29.0,5.0
A,LOGIT_L1,82,40,0.8136743744060818,0.7011646122239341,0.8861269151900729,0.7889273356401384,0.7,0.2551219512195122,0.10603747738433705,0.49180549401860874,0.0002,28.0,5.0
A,G13_ET_TOPO39,82,40,0.7980646183085208,0.677664997397756,0.8724647440589469,0.7619377162629758,14.6,0.23951219512195124,0.08792079207920793,0.4769354838709675,0.002,28.0,8.0
A,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
BP,SVM_TOPO39,82,40,0.8302597402597404,0.7194906144493465,0.908220119781696,0.7916955017301038,0.9,0.27170731707317075,0.1149978813559322,0.5181902356902356,0.0004,26.0,5.0
BP,LOGIT_C3,82,40,0.8229426670890085,0.7072874053030302,0.9021275339511569,0.7826989619377163,0.9,0.26439024390243904,0.10812051507814223,0.5093764740566037,0.0006,26.0,5.0
BP,LOGIT_C10,82,40,0.8229426670890085,0.7072874053030302,0.9021275339511569,0.7826989619377163,0.9,0.26439024390243904,0.10812051507814223,0.5093764740566037,0.0006,26.0,5.0
BP,LOGIT_PCA5,82,40,0.821967057332911,0.7051225443706814,0.8989004457334497,0.7868512110726643,0.8,0.2634146341463415,0.10512626262626264,0.5087719298245614,0.0006,27.0,6.0
BP,LOGIT_TOPO39,82,40,0.8205036426987645,0.7036516858962746,0.9000004833354347,0.7820069204152249,0.9,0.26195121951219513,0.10505194805194806,0.5060653409090907,0.0008,26.0,5.0
BP,LOGIT_EXTLABEL,82,40,0.8185524231865695,0.7021864681295716,0.8954138014638015,0.772318339100346,0.9,0.26,0.10356245847176081,0.5033333333333333,0.0008,26.0,7.0
BP,LOGIT_PCA8,82,40,0.8146499841621792,0.6910788545835715,0.8938858325316659,0.784083044982699,0.9,0.25609756097560976,0.10059090909090912,0.4973176950535438,0.0008,26.0,6.0
BP,LOGIT_L1,82,40,0.8141621792841305,0.6969683908045976,0.8907097452087746,0.7785467128027682,0.6,0.255609756097561,0.1020487804878049,0.49473684210526314,0.0006,27.0,6.0
BP,LOGIT_EXTLABEL_ALL,82,40,0.8131865695280329,0.6936099290780142,0.8888719087425984,0.7695501730103806,1.2,0.2546341463414634,0.09435384615384615,0.501755980861244,0.001,27.0,8.0
BP,LOGIT_ALLCELLS,82,40,0.7747766867279062,0.6799843408039308,0.8763330721003134,0.7169550173010381,0.9,0.21622426354133673,0.02853218291448812,0.501076164874552,0.0196,29.0,28.0
BP,G13_ET_TOPO39,82,40,0.7683085207475452,0.628345643939394,0.8494534537033659,0.754325259515571,14.7,0.2097560975609756,0.06727158135981665,0.4277976190476188,0.003,26.0,7.0
BP,LOGIT_L1_C03,82,40,0.766484003801077,0.6720878261968743,0.8650652958152957,0.7141868512110726,0.6,0.20793158061450745,0.027834618943630055,0.4835820895522388,0.0192,29.0,28.0
BP,LOGIT_RANK,82,40,0.7155833597297012,0.61622379669713,0.8492063492063491,0.5916955017301038,1.0,0.15703093654313166,-0.05924666731520665,0.47458320943601934,0.1814,30.0,32.0
BP,ALWAYS_HEAVY,82,40,0.5585524231865696,0.31571861843131144,0.7118270604130477,0.7024221453287197,0.5,,,,,,
