design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
B,LOGIT_EXTLABEL_ALL,82,40,0.8492841305036426,0.7479491460659224,0.9235269979203804,0.8034602076124567,1.3,0.29073170731707315,0.12371701588763528,0.5484870129870131,0.0,29.0,5.0
B,LOGIT_ALLCELLS,82,40,0.84635730123535,0.7449522768771094,0.9209354066985646,0.8013840830449827,1.0,0.2878048780487805,0.1209633503672948,0.5448300849575212,0.0,28.0,5.0
B,LOGIT_PCA8,82,40,0.84635730123535,0.7455556584944054,0.9206908797021944,0.8006920415224914,0.9,0.2878048780487805,0.1282051282051282,0.5373180970149253,0.0,29.0,5.0
B,LOGIT_EXTLABEL,82,40,0.8458694963573011,0.7444364699627857,0.9218184386235233,0.8048442906574395,1.0,0.28731707317073174,0.12854919864011657,0.5381950146627564,0.0,28.0,4.0
B,LOGIT_C3,82,40,0.8444060817231549,0.7441006289308176,0.9210525245205017,0.7944636678200692,0.9,0.2858536585365854,0.12506779990286546,0.5384677419354839,0.0,28.0,5.0
B,LOGIT_C10,82,40,0.843918276845106,0.744598327020202,0.9210878935532234,0.8,0.9,0.2853658536585366,0.12472514812376563,0.5393939393939393,0.0,27.0,5.0
B,SVM_TOPO39,82,40,0.841967057332911,0.7408446241258742,0.9177819602272725,0.8,1.0,0.28341463414634144,0.12385690789473684,0.5357256838905773,0.0,28.0,5.0
B,LOGIT_TOPO39,82,40,0.8400158378207159,0.7370347707847706,0.9153351758289298,0.7937716262975778,0.9,0.2814634146341463,0.12236946326211569,0.5323333333333329,0.0,28.0,6.0
B,LOGIT_PCA5,82,40,0.8385524231865695,0.7339731554677208,0.9149103991596638,0.7972318339100346,1.0,0.28,0.12052478580171361,0.5321428571428571,0.0,28.0,5.0
B,LOGIT_L1,82,40,0.8258694963573011,0.7144642330179456,0.9013733869165255,0.7944636678200692,0.7,0.2673170731707317,0.11175076288659794,0.5127272727272727,0.0,27.0,5.0
B,G13_ET_TOPO39,82,40,0.8219670573329112,0.7066776094276094,0.8984649295851826,0.7847750865051903,14.5,0.2634146341463415,0.10706937799043063,0.5069027093596058,0.0004,28.0,6.0
B,LOGIT_L1_C03,82,40,0.8195280329426671,0.7029757925897633,0.8952693988401534,0.7951557093425605,0.6,0.26097560975609757,0.1076923076923077,0.5,0.0002,27.0,5.0
