arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
DIR_ORACLE,0.4864300947790248,0.011500060723747783,0.5286137648696313,0.19168981778995092,0.644343734947004,0.8521133732755206,0.5238400997462688,0.5014630463659392,0.170773261410648,0.7494558164824765,0.9090841675936225,90,83,88,86,5
G14_DIR_HARD,0.5000794414203691,0.01579982613981003,0.5491389793670566,0.19012718046266608,0.6587344933567273,0.8122458223013377,0.5037694544333655,0.5106278431235807,0.16563653089157898,0.7734534206797732,0.9026819923371647,90,83,88,86,5
MAGANCH_TOPO_MASSACT_g0.05,0.5106606659665202,0.009236425685188534,0.5668082685780133,0.19228075945434828,0.6694830927052464,0.7934451505044039,0.4851807378801941,0.49936639853451137,0.16417941600979552,0.7540832693970788,0.8868125077246323,90,83,88,86,5
MAGANCH_TOPO_MASSACT_g0.2,0.5124831882168353,0.008773203421048236,0.5678416036022668,0.19274193081337135,0.6742471580611229,0.7895105931471419,0.48213136416674435,0.499613412791748,0.1640973014720749,0.7549356868903568,0.8945989370905945,90,83,88,86,5
MAGANCH_TOPO_MASSACT_g0.5,0.5196805719190272,0.013008271208602432,0.5790491475447122,0.19370598136084388,0.6860849543185675,0.7923703905634323,0.48600415927525226,0.5036267213774511,0.16459025392205168,0.762011532574765,0.8975899147200593,90,83,88,86,5
MAGANCH_MASSACT8_g0.05,0.5208901879955589,0.011784561714260214,0.5671282987341161,0.19403556403222744,0.6947773408250212,0.7964556604240155,0.4960043795254174,0.5277972941383307,0.16853743843372362,0.8019648864497634,0.8582622667161043,90,83,88,86,5
MAGANCH_TOPO_MASSACT_g1,0.5256545673109676,0.015260743940552884,0.5877884905343841,0.1945889899495264,0.6955338406880244,0.7936979091087327,0.4877363144774246,0.5067771958626133,0.16511850846086096,0.7672330120144144,0.8985539488320355,90,83,88,86,5
MAGANCH_MASSACT8_g0,0.5411899521415167,0.023343368458850707,0.5949430722384198,0.1960509163088658,0.7277887931811861,0.7829744083107554,0.479700810642033,0.5259803319058406,0.17069328552783244,0.7944538854136709,0.8730935607465085,90,83,88,86,5
MAGANCH_MASSACT8_g0.2,0.5469321896713698,0.012599848758936962,0.5974265145650544,0.19910691397397065,0.7362669604770831,0.7875133612994022,0.48817557304285353,0.5466173052902985,0.17175159901771264,0.8335330982573899,0.8516376220491905,90,83,88,86,5
MAGANCH_MASSACT8_g0.5,0.5628897547148539,0.011727676496093454,0.613899902946019,0.20216669690641215,0.7614482082171763,0.7834095926207771,0.48367765636973825,0.5558337054536191,0.1733688486558178,0.8488799812697703,0.842887158571252,90,83,88,86,5
MAGANCH_TOPO_MASSACT_g0,0.563433665203611,0.030782206088365394,0.6274756044625756,0.200283599621304,0.7569045323636872,0.7700744889926221,0.4566476360488787,0.5393877745767874,0.17239552573526043,0.8172563656254551,0.8555184773204796,90,83,88,86,5
MAGANCH_COND64_g1,0.5674950789246574,0.05766571861345966,0.6448675002621438,0.19661387051191248,0.7683701782315548,0.7880487486648462,0.482741233525456,0.5188131123989601,0.1692923070909614,0.7814278148547293,0.856902731429984,90,83,88,86,5
MAGANCH_MASSACT8_g1,0.5722722906651165,0.011515384225158524,0.6223585205454663,0.20388543090727368,0.7761741025214461,0.7789489172098425,0.47930877322982485,0.5598571143385613,0.17404709488226802,0.8555486628445133,0.8380669880113707,90,83,88,86,5
MAGANCH_COND64_g0.5,0.5776310561094119,0.05909745922633849,0.6520219827782008,0.19781396633272494,0.7842104035892695,0.774517915299757,0.4740632505101936,0.5263296904557645,0.17008896811774357,0.7949872538943006,0.8512915585218144,90,83,88,86,5
MAGANCH_LEAN209_g1,0.5780576850011035,0.038594002984182516,0.627323043218049,0.20538009005731386,0.782194745831312,0.7551097468681751,0.44801010726102913,0.5650561039431593,0.17539340081117225,0.8618142364062963,0.8138672599184279,90,83,88,86,5
MAGANCH_LEAN209_g0.5,0.5843069775590555,0.04375892594773171,0.6358507582676929,0.20616904128683777,0.7932168955958845,0.7544694675014709,0.44640930059527745,0.5695014175100753,0.17619820228029193,0.868998021753332,0.8059572364355456,90,83,88,86,5
MAGANCH_COND64_g0.2,0.5849118208795552,0.059027339858817834,0.6581739516767466,0.1990283832786957,0.7947568624208011,0.7695791065127845,0.47226080833204354,0.5330702570611172,0.17095220977491427,0.8069936897938483,0.8441725373872204,90,83,88,86,5
MAGANCH_LEAN209_g0.2,0.5918878275562504,0.0513167828874613,0.6438829760746503,0.20688109128863957,0.806801350997395,0.7550538980093513,0.4501920270401296,0.5751096280171603,0.17736109606220518,0.8777346802525906,0.8013842541095044,90,83,88,86,5
MAGANCH_COND64_g0.05,0.5942056753630127,0.059350454824965496,0.6630831939210736,0.20109242934024202,0.8094510330994524,0.7648090120559283,0.4691225923824186,0.5403905507196098,0.17199853242874188,0.8198609771480341,0.8325299715733531,90,83,88,86,5
MAGANCH_LEAN209_g0.05,0.6047898337761561,0.05652526431841437,0.6597676968494545,0.20789138131141538,0.8279641366659515,0.7504702131169718,0.44304312040255694,0.5871322106237234,0.1794486234634499,0.8973702445292108,0.7834631071560993,90,83,88,86,5
MEAN_CURVE,0.6217330292820759,0.011436410641341679,0.6416951823369196,0.20771349630614133,0.855764037026175,0.5117685801091951,0.17095014672657893,0.6657650872886433,0.18796843242466912,1.0347955766847072,0.5011247064639723,90,83,88,86,5
MAGANCH_LEAN209_g0,1.1491245519145523,0.36430447038966435,1.2436440821420838,0.31310340001584847,1.6888024384872096,0.7452507729049902,0.41036337255333394,1.093336152203792,0.2832352926810057,1.7170248720152017,0.7926832282783339,90,83,88,86,5
