comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
1NN_tanimoto vs 1NN_mechanism,0.08519954034911909,0.027593852369067685,0.1366494995554129,0.028384679145204976,0.1370577058958389,0.07093180321238532,152,77,5,5
1NN_tanimoto vs global mean,0.0759967168814675,0.011837101483986453,0.14595323150107273,0.015521080180795468,0.14864146565273614,0.10788384265799354,152,87,5,5
ET_mech vs global mean,0.05046328435434353,0.00898312968573537,0.11054155904955029,0.004380269573957931,0.10486010404994932,0.08733117337022096,152,93,5,5
ET_mech vs ET_donors,0.015755301333567544,-0.007816492604835079,0.05134561232719414,-0.009745347145533996,0.048933368719663944,0.03077153429691196,152,81,4,5
ET_mech vs 1NN_tanimoto,-0.025533432527123968,-0.06929688128096677,0.03311749091670017,-0.07416253083947799,0.02964549264034135,-0.020552669287772583,152,82,0,5
5NN_mechanism vs 5NN_tanimoto,-0.006245850118560206,-0.04017544737850897,0.04331602197326708,-0.04977771755058587,0.032756791353007825,0.023031770467950668,152,78,2,5
