seed,fold,model,mae,macro_mae,n_test,r2
104729,2,5NN_mechanism,0.9103786979129401,0.91037869791294,18,-0.003941719287373635
104729,2,KERNEL_mechanism,0.8847446201839121,0.8847446201839121,18,0.001189784436791519
104729,2,1NN_donors,0.8804957242134672,0.8804957242134672,18,0.0016743494158713013
104729,2,3NN_donors,0.8520793064837413,0.8520793064837413,18,0.10637048352452139
104729,2,5NN_donors,0.8848139437459687,0.8848139437459686,18,0.01347262681366912
104729,2,KERNEL_donors,0.8604086744248955,0.8604086744248955,18,0.05737529611622638
104729,2,RIDGE_mech,0.8965752762121011,0.8965752762121012,18,-0.015371428093285733
104729,2,ET_mech,0.9518819115699816,0.9518819115699816,18,-0.04158289493741063
104729,2,RIDGE_donors,0.8598068650854287,0.8598068650854289,18,0.033152397416478685
104729,2,ET_donors,0.871695702879094,0.8716957028790941,18,0.10740051749694401
104729,3,NULL_global_mean,1.2178578039691783,1.146081164700367,18,0.0
104729,3,1NN_tanimoto,1.071078048190048,0.9419344404662024,18,-0.10916176662211341
104729,3,3NN_tanimoto,1.0996887458531959,1.017846180069183,18,0.20279956354770512
104729,3,5NN_tanimoto,1.1514245128894025,1.0781711983409088,18,0.14907169800426467
104729,3,KERNEL_tanimoto,1.212248702542959,1.1385840636175075,18,0.01775605548248438
104729,3,1NN_mechanism,1.0628300523739096,0.9851381660769202,18,0.040756736666482385
104729,3,3NN_mechanism,1.1232788577648325,1.0525972355358775,18,0.17027381624755233
104729,3,5NN_mechanism,1.1491584965358848,1.076044954142501,18,0.14503332859031703
104729,3,KERNEL_mechanism,1.2001085971846726,1.125698010367456,18,0.053458667984383035
104729,3,1NN_donors,1.1746617350590025,1.093917450062616,18,-0.12458792147882591
104729,3,3NN_donors,1.2192685440828324,1.1222542251572383,18,0.014711327127665541
104729,3,5NN_donors,1.2169300387475557,1.1309957858379878,18,0.05032654219396138
104729,3,KERNEL_donors,1.1270664276712337,1.0463841337408575,18,0.13778047720107545
104729,3,RIDGE_mech,1.1902214530893296,1.117113373637858,18,0.05837418620177681
104729,3,ET_mech,1.015070778239899,0.9389113939792426,18,0.27300934150894296
104729,3,RIDGE_donors,1.1977762264757579,1.123332522261219,18,0.06872301690150162
104729,3,ET_donors,1.1535791510207227,1.0741609227979283,18,0.09631838884471389
104729,4,NULL_global_mean,0.7442831989424717,0.7672850748530141,24,0.0
104729,4,1NN_tanimoto,0.7262564981511782,0.7471206971805355,24,-0.03861103201793936
104729,4,3NN_tanimoto,0.714348486397745,0.7360488530672121,24,-0.022520407894054628
104729,4,5NN_tanimoto,0.7589295608904494,0.7783504582426207,24,-0.048858900103203595
104729,4,KERNEL_tanimoto,0.7441015096145462,0.7670954859890918,24,-0.0005869759283865239
104729,4,1NN_mechanism,0.7724632394652958,0.7966903345290044,24,-0.04157014225170852
104729,4,3NN_mechanism,0.81525554272141,0.8389903357350622,24,-0.0410519496785382
