group_id,safe_exp_id,publication_id,canonical_smiles,metal,D,log_D,system_id,cond__acid_concentration_M,cond__extractant_concentration_M,cond__metal_concentration_mM,cond__temperature_C,tier,duplicate_flag,kept,series_residual
7f738f5acf247780,Ca_SAFE:12721,pub_cdc2243314,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.0443843966632906,-1.352769679300291,sys_f72a8366be6adb98,3.10384,0.1,,22.0,tied_d,TIED_D,True,
7f738f5acf247780,Ca_SAFE:12722,pub_cdc2243314,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.0443843966632906,-1.352769679300291,sys_f72a8366be6adb98,4.00273,0.1,,22.0,tied_d,TIED_D,True,
80a445189e149358,Er_SAFE:3713,pub_7bbf4ac140,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,0.001,-3.0,sys_a9fea6791c7a14d6,0.1,0.75,0.00256,21.85000000000002,tied_d,TIED_D,True,
80a445189e149358,Er_SAFE:3783,pub_7bbf4ac140,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,0.001,-3.0,sys_a9fea6791c7a14d6,0.311,0.5,0.00256,21.85000000000002,tied_d,TIED_D,True,
80a445189e149358,Er_SAFE:3784,pub_7bbf4ac140,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,0.001,-3.0,sys_a9fea6791c7a14d6,0.211,0.5,0.00256,21.85000000000002,tied_d,TIED_D,True,
80d1f8ebbd19739b,Eu_SAFE:14845,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.001,-3.0,sys_a0a20bdf08a56c48,2.0,0.01,,,tied_d,TIED_D,True,
80d1f8ebbd19739b,Eu_SAFE:15761,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.001,-3.0,sys_a0a20bdf08a56c48,0.1,0.01,,22.0,tied_d,TIED_D,True,
865488a176d17a82,Ca_SAFE:13007,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Dy,0.02,-1.6989700043360187,sys_5cb78e5000d40860,0.0125893,0.1,0.0001,25.0,tied_d,TIED_D,True,
865488a176d17a82,Ca_SAFE:13076,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Dy,0.02,-1.6989700043360187,sys_5cb78e5000d40860,0.016,0.1,0.0001,25.0,tied_d,TIED_D,True,
89063a32bd6c6bf2,Eu_SAFE:15806,pub_515c63b970,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,3.2,0.505149978319906,sys_b8f81fa04bff30f5,0.0001,0.2,,20.0,tied_d,TIED_D,True,
89063a32bd6c6bf2,Eu_SAFE:15807,pub_515c63b970,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,3.2,0.505149978319906,sys_b8f81fa04bff30f5,0.00025,0.2,,20.0,tied_d,TIED_D,True,
8dcabbb64fdd2cec,Eu_SAFE:14849,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.003,-2.5228787452803374,sys_86ea29e214df6a34,0.001,0.1,,22.0,tied_d,TIED_D,True,
8dcabbb64fdd2cec,Eu_SAFE:14851,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.003,-2.5228787452803374,sys_86ea29e214df6a34,4.0,0.1,,22.0,tied_d,TIED_D,True,
8fa14cc3b341f34e,Am_SAFE:16129,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Dy,2.000000001547424,0.301029996,sys_d93f24ac2fbe9b76,1.0,0.5,0.01,,tied_d,TIED_D,True,
8fa14cc3b341f34e,Am_SAFE:16149,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Dy,2.000000001547424,0.301029996,sys_d93f24ac2fbe9b76,2.0,0.5,0.01,,tied_d,TIED_D,True,
96ac730390a8deb1,Eu_SAFE:14839,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.0002,-3.6989700043360187,sys_a0a20bdf08a56c48,0.1,0.01,,,tied_d,TIED_D,True,
96ac730390a8deb1,Eu_SAFE:14841,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.0002,-3.6989700043360187,sys_a0a20bdf08a56c48,0.5,0.01,,,tied_d,TIED_D,True,
99c904ba9432db48,Ca_SAFE:13043,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Tb,0.02,-1.6989700043360187,sys_5cb78e5000d40860,0.0125893,0.1,0.0001,25.0,tied_d,TIED_D,True,
99c904ba9432db48,Ca_SAFE:13071,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Tb,0.02,-1.6989700043360187,sys_5cb78e5000d40860,0.016,0.1,0.0001,25.0,tied_d,TIED_D,True,
9a6e4f6fe8d024d6,Eu_SAFE:9955,pub_b9dfc468cd,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Eu,13.555590819522,1.1321184510250548,sys_e83e73178247c574,1.0,0.299609,5.0,25.0,tied_d,TIED_D,True,
9a6e4f6fe8d024d6,Eu_SAFE:9959,pub_b9dfc468cd,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Eu,13.555590819522,1.1321184510250548,sys_e83e73178247c574,3.0,0.199745,5.0,25.0,tied_d,TIED_D,True,
9b4a5bdb2cfb6348,Ce_SAFE:9424,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Ce,0.1,-1.0,sys_81e3169a7f85c2b9,0.482055,0.05,5.0,25.0,tied_d,TIED_D,True,
9b4a5bdb2cfb6348,Ce_SAFE:9425,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Ce,0.1,-1.0,sys_81e3169a7f85c2b9,0.769407,0.05,5.0,25.0,tied_d,TIED_D,True,
9b4a5bdb2cfb6348,Ce_SAFE:9426,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Ce,0.1,-1.0,sys_81e3169a7f85c2b9,1.05938,0.05,5.0,25.0,tied_d,TIED_D,True,
9b4a5bdb2cfb6348,Ce_SAFE:9427,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Ce,0.1,-1.0,sys_81e3169a7f85c2b9,1.24747,0.05,5.0,25.0,tied_d,TIED_D,True,
9c7448d4aae16fb0,Ca_SAFE:2688,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,65.995926680261,1.8195171313770626,sys_81bcc3c06cbf0b4c,1.0,0.2,20.7987,25.0,unit_slip,,True,1.1066235366705899
9c7448d4aae16fb0,Ca_SAFE:2699,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,65.9959266802612,1.819517131377064,sys_81bcc3c06cbf0b4c,3.0,0.2,0.144195,25.0,unit_slip,UNIT_SLIP_DUPLICATE,False,-2.555409197694181
a200af12e67d3f74,Am_SAFE:16529,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Yb,1499.999999807684,3.176091259,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
a200af12e67d3f74,Am_SAFE:16551,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Yb,1499.999999807684,3.176091259,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
a33f4e1a0b4d76e1,Ca_SAFE:13633,pub_d68ed8c8cf,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Ce,3.51119173421511,0.5454545454545429,sys_50088af14793f41f,4.0,0.2,0.07,25.0,tied_d,TIED_D,True,
a33f4e1a0b4d76e1,Ca_SAFE:13647,pub_d68ed8c8cf,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Ce,3.51119173421511,0.5454545454545429,sys_50088af14793f41f,5.0,0.2,0.07,25.0,tied_d,TIED_D,True,
a438b33db4fae68e,Am_SAFE:16114,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tb,3.699999999429232,0.568201724,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
a438b33db4fae68e,Pd_SAFE:12923,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tb,3.7,0.568201724066995,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15067,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_b7c40e0572ddab2d,0.01,0.005,,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15069,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_b7c40e0572ddab2d,0.1,0.005,,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15071,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_b7c40e0572ddab2d,0.5,0.005,,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15073,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_b7c40e0572ddab2d,1.0,0.005,,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15075,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_b7c40e0572ddab2d,2.0,0.005,,25.0,tied_d,TIED_D,True,
a5284a07093e0fe4,Eu_SAFE:15095,pub_e287124c22,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_ac9e69ca1096cca7,0.1,0.005,,25.0,tied_d,TIED_D,True,
a6a448194c540d47,Am_SAFE:16549,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,800.0000000148405,2.903089987,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
a6a448194c540d47,Am_SAFE:16554,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,800.0000000148405,2.903089987,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
a7ba88e7934aabea,Ca_SAFE:13755,pub_d68ed8c8cf,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Tm,0.100680533480939,-0.9970544918998551,sys_50088af14793f41f,0.001,0.2,0.06,25.0,tied_d,TIED_D,True,
a7ba88e7934aabea,Ca_SAFE:13769,pub_d68ed8c8cf,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Tm,0.100680533480939,-0.9970544918998551,sys_50088af14793f41f,0.006,0.2,0.06,25.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15323,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,0.0113,0.1,,22.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15325,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,0.1097,0.1,,22.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15327,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,1.009,0.1,,22.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15329,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,1.9855,0.1,,22.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15331,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,3.0417,0.1,,22.0,tied_d,TIED_D,True,
a83da0c7268310cc,Eu_SAFE:15333,pub_e287124c22,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,Eu,0.0100000000000002,-1.9999999999999913,sys_0bff80f24a41f8c8,4.0133,0.1,,22.0,tied_d,TIED_D,True,
a83ffdc58a5b8848,Bi_SAFE:16389,pub_ca616a18dd,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],Sm,30.00000001936503,1.477121255,sys_2eb679c20178162f,0.3,0.03,,25.0,tied_d,TIED_D,True,
a83ffdc58a5b8848,Bi_SAFE:16412,pub_ca616a18dd,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],Sm,30.00000001936503,1.477121255,sys_946e2494171edb60,0.001,0.0003,,25.0,tied_d,TIED_D,True,
a94e55f333fad72e,Am_SAFE:16548,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tb,129.9999999081527,2.113943352,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
a94e55f333fad72e,Am_SAFE:16556,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tb,129.9999999081527,2.113943352,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
af3fc8c412cfa343,Ca_SAFE:2690,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,0.953250686098233,-0.020792873472524745,sys_81bcc3c06cbf0b4c,1.0,0.2,104.401,25.0,unit_slip,,True,-0.04789853081639468
af3fc8c412cfa343,Ca_SAFE:2697,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,0.953250686098233,-0.020792873472524745,sys_81bcc3c06cbf0b4c,3.0,0.2,0.723802,25.0,unit_slip,UNIT_SLIP_DUPLICATE,False,-3.3588340258700953
b3f8a223a1fb6e58,Am_SAFE:16532,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,4.500000002327806,0.653212514,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
b3f8a223a1fb6e58,Am_SAFE:16559,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,4.500000002327806,0.653212514,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
b999a8b06f8d816e,Am_SAFE:16111,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tm,26.9999999901158,1.431363764,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
b999a8b06f8d816e,Pd_SAFE:12943,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tm,27.0,1.4313637641589874,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
be010ea5e9b6168f,Er_SAFE:3325,pub_a6126dc686,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,1265.71,3.102334211347228,sys_267144068d8e09d2,3.0,0.25,3.0,25.0,tied_d,TIED_D,True,
be010ea5e9b6168f,Er_SAFE:3357,pub_a6126dc686,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,1265.71,3.102334211347228,sys_267144068d8e09d2,2.0,0.25,3.0,25.0,tied_d,TIED_D,True,
c05456aab4d1f4d3,Ca_SAFE:2386,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,4.6925,0.6714042812933839,sys_5cb78e5000d40860,1.0,0.2026,,25.0,tied_d,TIED_D,True,
c05456aab4d1f4d3,Ca_SAFE:2388,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,4.6925,0.6714042812933839,sys_5cb78e5000d40860,1.0,0.1001,,25.0,tied_d,TIED_D,True,
c05456aab4d1f4d3,Eu_SAFE:4003,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,4.6925,0.6714042812933839,sys_a2a472b5124b09c6,1.0,0.252,,25.0,tied_d,TIED_D,True,
c4168689085cf385,Am_SAFE:16520,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,69.99999999770209,1.84509804,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
c4168689085cf385,Am_SAFE:16540,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,69.99999999770209,1.84509804,sys_1419f400c83e9ad8,3.0,0.024,3.0,25.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15359,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_1fc45b256cf0b404,0.01,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15361,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_1fc45b256cf0b404,0.1,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15363,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_1fc45b256cf0b404,1.0,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15369,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_c011ee7157d8b91e,0.1,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15371,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_c011ee7157d8b91e,1.0,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15373,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_c011ee7157d8b91e,3.82,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15377,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_4d81a198d49b59a7,0.1,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15379,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_4d81a198d49b59a7,1.0,0.01,,23.0,tied_d,TIED_D,True,
c44e74c0410597e1,Am_SAFE:15381,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Eu,0.0001,-4.0,sys_4d81a198d49b59a7,3.82,0.01,,23.0,tied_d,TIED_D,True,
c64148812d848763,Ca_SAFE:2685,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,1.88478534508154,0.2752618963163862,sys_81bcc3c06cbf0b4c,1.0,0.2,68.1054,25.0,unit_slip,,True,0.06657319768761827
c64148812d848763,Ca_SAFE:2695,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,1.88478534508154,0.2752618963163862,sys_81bcc3c06cbf0b4c,3.0,0.2,0.472168,25.0,unit_slip,UNIT_SLIP_DUPLICATE,False,-3.3373256207777926
c7622a2dbb894181,Er_SAFE:9047,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,51.4175182768392,1.7111111111111106,sys_1419f400c83e9ad8,5.9942,0.024,3.0,25.0,tied_d,TIED_D,True,
c7622a2dbb894181,Er_SAFE:9130,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,51.41751827683912,1.71111111111111,sys_1419f400c83e9ad8,3.0,0.0239255,3.0,25.0,tied_d,TIED_D,True,
c88c79b7ccde3e89,Eu_SAFE:15765,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_a0a20bdf08a56c48,2.06,0.01,,22.0,tied_d,TIED_D,True,
c88c79b7ccde3e89,Eu_SAFE:15767,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_a0a20bdf08a56c48,3.13,0.01,,22.0,tied_d,TIED_D,True,
c88c79b7ccde3e89,Eu_SAFE:15769,pub_e287124c22,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,Eu,0.003,-2.5228787452803374,sys_a0a20bdf08a56c48,4.14,0.01,,22.0,tied_d,TIED_D,True,
c8f742c54549db2d,Am_SAFE:16118,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Er,21.00000001286615,1.322219295,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
c8f742c54549db2d,Er_SAFE:12938,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Er,21.0,1.3222192947339193,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
c9d01b67dabdbfc7,Er_SAFE:3452,pub_9aa4ce6c0c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,8.23,0.9153998352122699,sys_74e6954f6ad74067,5.0,0.1,7.1991,25.0,tied_d,TIED_D,True,
c9d01b67dabdbfc7,Er_SAFE:3455,pub_9aa4ce6c0c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,8.23,0.9153998352122699,sys_74e6954f6ad74067,2.0,0.1,7.1991,25.0,tied_d,TIED_D,True,
cbdf3d247cfac409,Lu_SAFE:3892,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Nd,0.711111111111109,-0.148062535455439,sys_81e3169a7f85c2b9,1.00208,0.05,5.0,25.0,tied_d,TIED_D,True,
cbdf3d247cfac409,Lu_SAFE:3894,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Nd,0.711111111111109,-0.148062535455439,sys_81e3169a7f85c2b9,0.48224,0.05,5.0,25.0,tied_d,TIED_D,True,
cf7d99a836d87a5f,Am_SAFE:15083,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.001,-3.0,sys_83616fdf31c3f7fa,1.0,0.05,,23.0,tied_d,TIED_D,True,
cf7d99a836d87a5f,Am_SAFE:15085,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.001,-3.0,sys_83616fdf31c3f7fa,3.82,0.05,,23.0,tied_d,TIED_D,True,
cffa047caa5caf81,Ca_SAFE:13011,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.01,-2.0,sys_5cb78e5000d40860,0.0125893,0.1,0.0001,25.0,tied_d,TIED_D,True,
cffa047caa5caf81,Ca_SAFE:13066,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.01,-2.0,sys_5cb78e5000d40860,0.016,0.1,0.0001,25.0,tied_d,TIED_D,True,
