axis,metric,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
extractant,slope_abs_error,GEN9_A0_ROW_ONLY vs REC_ecfp_plus_recovered,0.026541836716700903,-0.011054076193798064,0.0951219828360897,-0.012444952756252644,0.09194612915021513,0.0310115921930911,25,14,4,5
extractant,slope_abs_error,GEN9_A1_ADJ_d05 vs GEN9_A0_ROW_ONLY,-0.0905330355990444,-0.3468379139658571,0.06985134801981852,-0.35230069931283947,0.06213491760591837,-0.014686305789362183,25,12,2,5
extractant,slope_abs_error,GEN9_A1_ADJ_d05 vs REC_ecfp_plus_recovered,-0.06399119888234349,-0.25400283418531466,0.08855672756250296,-0.2602326236494828,0.0808612399807213,0.01632528640372892,25,14,2,5
extractant,slope_abs_error,GEN9_A2_END_d05 vs GEN9_A0_ROW_ONLY,-0.25075082950897604,-0.611892123072078,0.06080641354157948,-0.6367862749923845,0.03428305096189188,-0.09607553601246151,25,11,1,5
extractant,slope_abs_error,GEN9_A2_END_d05 vs REC_ecfp_plus_recovered,-0.22420899279227513,-0.5200118298607845,0.0791822573615986,-0.5697243097710386,0.04666310301393661,-0.06506394381937042,25,9,1,5
extractant,slope_abs_error,GEN9_A3_RAND_d05 vs GEN9_A0_ROW_ONLY,-0.3442342268892709,-1.0779434922254818,0.07321612424466233,-1.091003336697806,0.06185963542623166,-0.14598162130041287,25,9,1,5
extractant,slope_abs_error,GEN9_A3_RAND_d05 vs REC_ecfp_plus_recovered,-0.31769239017257,-0.9879157242240241,0.09505812470999836,-0.9962275633998072,0.08368284178379375,-0.11497002910732176,25,9,1,5
extractant,slope_abs_error,GEN9_A4_MULTI_d05 vs GEN9_A0_ROW_ONLY,-0.24875787279098907,-0.7848655664202687,0.10311656079812843,-0.7982353887272069,0.09608523765647739,-0.07884951086996142,25,10,1,5
extractant,slope_abs_error,GEN9_A4_MULTI_d05 vs REC_ecfp_plus_recovered,-0.2222160360742882,-0.6902517895195576,0.1221705893560525,-0.7021129382833948,0.10614455291741202,-0.04783791867687032,25,8,1,5
extractant,slope_abs_error,GEN9_REL_MONOLITH vs GEN9_A0_ROW_ONLY,0.5035070828563571,0.16948137411840075,0.6307399119995023,0.25818279627600577,0.6595276892373673,0.301231749163473,25,23,5,5
extractant,slope_abs_error,GEN9_REL_MONOLITH vs REC_ecfp_plus_recovered,0.5300489195730581,0.20113931719640163,0.6264001513429208,0.3080543569595532,0.6488567683030146,0.3322433413565641,25,23,5,5
extractant,slope_abs_error,GEN9_SHAPE_RECOMPOSED vs GEN9_A0_ROW_ONLY,0.8832783185553386,0.43532662306562847,1.0687888527255864,0.5511876996918215,1.1113524406423323,0.6640413932318081,25,21,5,5
extractant,slope_abs_error,GEN9_SHAPE_RECOMPOSED vs REC_ecfp_plus_recovered,0.9098201552720394,0.4799050308937058,1.0650759286011142,0.6155053076655985,1.109192507215477,0.6950529854248991,25,23,5,5
extractant,slope_abs_error,GEN9_X_MULTI_d2 vs GEN9_A0_ROW_ONLY,-1.1602561281263442,-3.2665251094265617,-0.07245518090928212,-3.25596444079656,-0.06730808007178181,-1.0269693857376185,25,8,0,5
extractant,slope_abs_error,GEN9_X_MULTI_d2 vs REC_ecfp_plus_recovered,-1.1337142914096432,-3.1790146513864963,-0.06589916540812757,-3.164734081519733,-0.06131590842866569,-0.9959577935445276,25,8,0,5
extractant,slope_abs_error,GEN9_X_MULTI_d8c vs GEN9_A0_ROW_ONLY,-0.1927840042341103,-0.6058934606287298,-0.03841989608435682,-0.5019438404284896,-0.0013989223271162754,-0.35193247801495836,25,7,2,5
extractant,slope_abs_error,GEN9_X_MULTI_d8c vs REC_ecfp_plus_recovered,-0.1662421675174094,-0.552337960696333,-0.039526873160686635,-0.47251243715656827,-0.016564570713512302,-0.32092088582186723,25,7,2,5
extractant,slope_abs_error,REC_ecfp_plus_recovered vs GEN9_A0_ROW_ONLY,-0.026541836716700903,-0.0951219828360897,0.011054076193798064,-0.09210382009712385,0.012324997154568907,-0.0310115921930911,25,11,1,5
extractant,shape_mae,GEN9_A0_ROW_ONLY vs REC_ecfp_plus_recovered,0.009711369193354791,-0.0006234436321800978,0.0285297552298868,-0.0010317061425661586,0.02752228132090397,0.011774959924460073,25,15,4,5
extractant,shape_mae,GEN9_A1_ADJ_d05 vs GEN9_A0_ROW_ONLY,-0.06914005311291269,-0.23546102538262834,0.00668363549127889,-0.23577052449840444,0.006426160892291484,-0.03397733377322169,25,13,2,5
extractant,shape_mae,GEN9_A1_ADJ_d05 vs REC_ecfp_plus_recovered,-0.05942868391955789,-0.20761501461898993,0.018039803618939546,-0.20904717733682687,0.01707224942166001,-0.022202373848761628,25,12,2,5
extractant,shape_mae,GEN9_A2_END_d05 vs GEN9_A0_ROW_ONLY,-0.11932434634709807,-0.3418767073942068,-0.009164140773383726,-0.34329539164794853,-0.009736275584386934,-0.09317622099926898,25,7,1,5
extractant,shape_mae,GEN9_A2_END_d05 vs REC_ecfp_plus_recovered,-0.10961297715374325,-0.31486537670438774,-0.005178814943892958,-0.31703580836130324,-0.006139029730172817,-0.08140126107480891,25,7,1,5
extractant,shape_mae,GEN9_A3_RAND_d05 vs GEN9_A0_ROW_ONLY,-0.11823676468766588,-0.3704353656016072,0.002528604764637914,-0.37333696047360787,0.0014731873992064267,-0.0667180111008622,25,9,0,5
extractant,shape_mae,GEN9_A3_RAND_d05 vs REC_ecfp_plus_recovered,-0.10852539549431109,-0.3439800653784923,0.009208648676275775,-0.3460725922588494,0.0068450183380933585,-0.05494305117640213,25,8,0,5
extractant,shape_mae,GEN9_A4_MULTI_d05 vs GEN9_A0_ROW_ONLY,-0.08192373281563307,-0.25937129515216956,0.000234408192534194,-0.26008891183041544,-0.0003510988040282851,-0.044544348733688066,25,7,1,5
extractant,shape_mae,GEN9_A4_MULTI_d05 vs REC_ecfp_plus_recovered,-0.07221236362227831,-0.23154634824097334,0.013406627265281119,-0.2337483503082272,0.0098097035927386,-0.032769388809228,25,6,1,5
extractant,shape_mae,GEN9_REL_MONOLITH vs GEN9_A0_ROW_ONLY,0.09127986572785372,0.03424759841432484,0.10402604396009926,0.04541175265796153,0.10556620188698548,0.06294681548195241,25,23,5,5
extractant,shape_mae,GEN9_REL_MONOLITH vs REC_ecfp_plus_recovered,0.10099123492120851,0.04749995906518256,0.1256883266346327,0.06372569866129547,0.1316003443681017,0.07472177540641248,25,23,5,5
extractant,shape_mae,GEN9_SHAPE_RECOMPOSED vs GEN9_A0_ROW_ONLY,0.17188200227728426,0.08390119699834729,0.20284353841150726,0.09982978551028517,0.20696631989541597,0.13830259630982744,25,21,5,5
extractant,shape_mae,GEN9_SHAPE_RECOMPOSED vs REC_ecfp_plus_recovered,0.1815933714706391,0.09653634064528568,0.2177539617161594,0.1087319679882004,0.2206138950758459,0.15007755623428748,25,21,5,5
extractant,shape_mae,GEN9_X_MULTI_d2 vs GEN9_A0_ROW_ONLY,-0.40969724990955614,-1.1447371809463336,-0.02473924988149593,-1.130518161422838,-0.02315027954038108,-0.39498223117915043,25,8,0,5
extractant,shape_mae,GEN9_X_MULTI_d2 vs REC_ecfp_plus_recovered,-0.3999858807162014,-1.115767626765315,-0.022720619115504152,-1.106642388514512,-0.0210077321585384,-0.38320727125469034,25,7,0,5
extractant,shape_mae,GEN9_X_MULTI_d8c vs GEN9_A0_ROW_ONLY,-0.07450504052562244,-0.195362738163138,-0.032528828172603594,-0.16026936105812728,-0.022613666235383672,-0.12750446510787644,25,7,2,5
extractant,shape_mae,GEN9_X_MULTI_d8c vs REC_ecfp_plus_recovered,-0.06479367133226765,-0.18329077147347936,-0.02960705486032454,-0.15052482388686117,-0.022835364450179925,-0.11572950518341638,25,6,2,5
extractant,shape_mae,REC_ecfp_plus_recovered vs GEN9_A0_ROW_ONLY,-0.009711369193354791,-0.02852975522988681,0.0006234436321800978,-0.027581058846318948,0.0010024471646433591,-0.011774959924460073,25,10,1,5
extractant,span_recovery_distance,GEN9_A0_ROW_ONLY vs REC_ecfp_plus_recovered,0.004904478441104012,-0.009445107910626175,0.025432162806204167,-0.008563476046698609,0.02682789311410357,-0.0005618168993399915,25,14,4,5
extractant,span_recovery_distance,GEN9_A1_ADJ_d05 vs GEN9_A0_ROW_ONLY,0.0669377906306374,0.03944249528333993,0.11747683317315917,0.038559186106535276,0.11439371906916657,0.07053904846525168,25,25,5,5
extractant,span_recovery_distance,GEN9_A1_ADJ_d05 vs REC_ecfp_plus_recovered,0.0718422690717414,0.0360631987048058,0.14074313444627926,0.03566281248127174,0.1384794443401581,0.06997723156591168,25,24,5,5
extractant,span_recovery_distance,GEN9_A2_END_d05 vs GEN9_A0_ROW_ONLY,0.10723829947476395,0.03721485831005668,0.19099770909776909,0.03362718145093481,0.1903758590648462,0.11859212279358015,25,23,5,5
extractant,span_recovery_distance,GEN9_A2_END_d05 vs REC_ecfp_plus_recovered,0.11214277791586796,0.04234948429294792,0.2010831526546975,0.038518721819987486,0.18914323763895696,0.11803030589424016,25,22,5,5
extractant,span_recovery_distance,GEN9_A3_RAND_d05 vs GEN9_A0_ROW_ONLY,0.08836163817344765,0.060140230084074216,0.14433619486716726,0.05568379686773695,0.1362433229876453,0.10732269658964605,25,25,5,5
extractant,span_recovery_distance,GEN9_A3_RAND_d05 vs REC_ecfp_plus_recovered,0.09326611661455168,0.05600315694838164,0.16274126012855505,0.052888097925420804,0.15630921552431376,0.10676087969030605,25,25,5,5
extractant,span_recovery_distance,GEN9_A4_MULTI_d05 vs GEN9_A0_ROW_ONLY,0.03301294368603664,0.006453435638142786,0.0896308010190914,0.0007961541529936301,0.07161346564500967,0.06114521650012339,25,21,4,5
extractant,span_recovery_distance,GEN9_A4_MULTI_d05 vs REC_ecfp_plus_recovered,0.03791742212714065,0.027264038232371106,0.084400064823769,0.02634417729469332,0.07858552532672815,0.0605833996007834,25,23,4,5
extractant,span_recovery_distance,GEN9_REL_MONOLITH vs GEN9_A0_ROW_ONLY,0.24195782938636654,0.10522610644580499,0.3028759988669806,0.1297349184563441,0.31605874301234227,0.15413388210282686,25,25,5,5
extractant,span_recovery_distance,GEN9_REL_MONOLITH vs REC_ecfp_plus_recovered,0.24686230782747057,0.10020312295309637,0.2994491516716059,0.13804439945878338,0.31245374728838937,0.15357206520348687,25,25,5,5
extractant,span_recovery_distance,GEN9_SHAPE_RECOMPOSED vs GEN9_A0_ROW_ONLY,0.36489473605444916,0.2534696450783676,0.4249282962493036,0.2675218992265512,0.4325245054510221,0.3392782144211634,25,23,5,5
extractant,span_recovery_distance,GEN9_SHAPE_RECOMPOSED vs REC_ecfp_plus_recovered,0.3697992144955531,0.2658512938945011,0.4192958366163884,0.284897682196537,0.4250550866999856,0.33871639752182336,25,23,5,5
extractant,span_recovery_distance,GEN9_X_MULTI_d2 vs GEN9_A0_ROW_ONLY,0.05619900110617424,-0.3956277055883898,0.2575236925741025,-0.2736385125352404,0.2840243548165618,-0.04433159596768135,25,18,4,5
extractant,span_recovery_distance,GEN9_X_MULTI_d2 vs REC_ecfp_plus_recovered,0.06110347954727827,-0.380307750986885,0.2538829691873944,-0.26156983052474664,0.2788401863739257,-0.044893412867021365,25,18,4,5
extractant,span_recovery_distance,GEN9_X_MULTI_d8c vs GEN9_A0_ROW_ONLY,0.29786297017993085,0.1298159986224057,0.45522274034240945,0.112251570555233,0.4259205143197695,0.37340349035844156,25,23,5,5
extractant,span_recovery_distance,GEN9_X_MULTI_d8c vs REC_ecfp_plus_recovered,0.30276744862103483,0.15563449332245752,0.4528156555022025,0.13430327377671786,0.41839461815320855,0.3728416734591016,25,25,5,5
