model,axis_label,true_median,true_q05,true_q25,true_q75,true_q95,true_absmax,pred_median,pred_q05,pred_q25,pred_q75,pred_q95,pred_absmax,n_curves,true_abs_q95,frac_pred_steeper_than_true_q95
GEN9_A0_ROW_ONLY,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.38014228586656473,-0.5543274655228314,0.17037592188049008,0.5588001927623366,0.8360959724962486,1.7395811008035487,2105,4.096268892073402,0.0
GEN9_A0_ROW_ONLY,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,2.2344604124314783e-17,-0.0027842733654753274,-0.0005607356185404463,2.857777053571691e-06,0.0008754912766586167,0.003742357529596645,40,0.004260886876512296,0.0
GEN9_A0_ROW_ONLY,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.10782603015388033,-0.013432602649255212,0.031442870293398734,0.19760281116914657,0.3763822360904743,1.5271424280693568,775,4.083272356142025,0.0
GEN9_A0_ROW_ONLY,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,-0.00041611708824528887,-0.015359397192587972,-0.005568084168188258,0.009389091825587188,0.01779378433072439,0.03208482600507478,45,1.702688996342022,0.0
GEN9_A0_ROW_ONLY,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.044390836829882985,-0.030447061094359303,0.009963210642857209,0.07454979444720508,0.1256486123897225,0.24910664066459634,1605,0.27875960482985723,0.0
GEN9_A0_ROW_ONLY,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,0.0,-0.005126929550446606,-0.0017350576756007328,0.0015545531251666223,0.008674823024622288,0.010035962465561743,160,0.053710948877895556,0.0
GEN9_A1_ADJ_d05,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.43213839039278323,-0.6189552710644864,0.1817584639297538,0.6557050317417898,1.0442851523925225,3.94990367103844,2105,4.096268892073402,0.0
GEN9_A1_ADJ_d05,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,8.9478140536824e-17,-0.002770759450542446,-1.7588318452371826e-08,5.659493098051473e-05,0.004419950330216703,0.030696779328444317,40,0.004260886876512296,0.075
GEN9_A1_ADJ_d05,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.1052541365504362,-0.13168548276387168,0.016907905852444567,0.21198293651876599,0.47882076110191374,3.0635150870224157,775,4.083272356142025,0.0
GEN9_A1_ADJ_d05,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,-0.00209977664915062,-0.02627342790061175,-0.010508008253969607,0.004351848940983424,0.025254520700319718,0.0351014001933583,45,1.702688996342022,0.0
GEN9_A1_ADJ_d05,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.045938881511764715,-0.04037240306488771,0.006857321541014371,0.07657454114705885,0.1330877146484472,0.47915129114999966,1605,0.27875960482985723,0.00809968847352025
GEN9_A1_ADJ_d05,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,-0.00046966121453824916,-0.010990510879029448,-0.0023400102845345175,0.0010472040950000004,0.006029321629365536,0.05641402275000001,160,0.053710948877895556,0.00625
GEN9_A2_END_d05,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.518530561820996,-0.8458841392259515,0.16202718596584278,0.960605973122508,1.972708454217924,7.146300652255567,2105,4.096268892073402,0.00332541567695962
GEN9_A2_END_d05,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,4.468950441773841e-17,-0.001199466984635686,0.0,1.5031802380952522e-05,0.012273699287320802,0.08040335012400883,40,0.004260886876512296,0.15
GEN9_A2_END_d05,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.09511504590266937,-0.3476668466764158,-0.0626794642417082,0.316454546281921,0.8740483117273157,7.426741265662861,775,4.083272356142025,0.00903225806451613
GEN9_A2_END_d05,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.0029911090526329757,-0.056629003414362195,-0.0069569929743544204,0.016423044248757165,0.05060772973912081,0.2132953127971404,45,1.702688996342022,0.0
GEN9_A2_END_d05,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.045549683893789356,-0.09841042792151457,-0.002953813178571435,0.08889054610409511,0.19711806845868673,1.266957182403727,1605,0.27875960482985723,0.0367601246105919
GEN9_A2_END_d05,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,0.0007184806200000031,-0.0073903486072379836,-0.0010401932615260573,0.005043842940021718,0.04434715733949998,0.08015484712000001,160,0.053710948877895556,0.025
GEN9_A3_RAND_d05,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.46632923292037415,-0.6167749233851691,0.2100973977467511,0.7243641520991693,1.2940498219523449,8.589355401954997,2105,4.096268892073402,0.0019002375296912114
GEN9_A3_RAND_d05,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,2.979280549908637e-17,-0.015404446733868152,-1.0573260417221984e-07,7.405930012388624e-05,0.01934065271197873,0.06428812047440546,40,0.004260886876512296,0.15
GEN9_A3_RAND_d05,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.08388534476095368,-0.2309263565884708,-0.01942273452695828,0.21432789801271718,0.5646572309301362,4.178230059186409,775,4.083272356142025,0.003870967741935484
GEN9_A3_RAND_d05,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.0005326436007885988,-0.022067249018697797,-0.008061684369331738,0.01827896524263208,0.04464705375914369,0.07672733198169933,45,1.702688996342022,0.0
GEN9_A3_RAND_d05,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.0462594833690475,-0.054932198891347234,0.0030501617070063593,0.08244384085714282,0.13798166767920547,1.1759434507763993,1605,0.27875960482985723,0.008722741433021807
GEN9_A3_RAND_d05,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,-0.0011382442848275865,-0.0071271983214370544,-0.0033782284912666685,0.002085827814603128,0.013213992466999867,0.0710512477399999,160,0.053710948877895556,0.01875
GEN9_A4_MULTI_d05,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.4535069743029744,-0.6526767759867133,0.1947518188090133,0.656614093798678,1.0992576286759623,3.382638511710883,2105,4.096268892073402,0.0
GEN9_A4_MULTI_d05,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,1.8616471672409135e-17,-0.020273971521899626,-1.2097944196427223e-06,0.0005577968983131458,0.0017309373726505602,0.03278363632434092,40,0.004260886876512296,0.1
GEN9_A4_MULTI_d05,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.07872302526754286,-0.15506956473396655,-0.004868969720930302,0.22485560890839446,0.5446384764733069,4.0921366207553564,775,4.083272356142025,0.0012903225806451613
