grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12088131485682366,0.16584942693985774,0.7749469214437368,-0.04597891987290659,0.12198533900832256,0.1673086917317189,0.7983014861995754,-0.06446647520437443,0.12111109843715863,0.16617331368727548,0.7749469214437368,-0.05006828594841939,0.1143418826700531,0.1585223470753101,0.8110403397027601,0.0444003779633676,0.11793135417326511,0.1627191022405288,0.8004246284501062,-0.00686689204723212,0.1114649656241634,0.1549303150836178,0.8089171974522293,0.0872164813293298,0.11713078378283215,0.1617445882049169,0.8004246284501062,0.0051571139344136485,0.0031797442638935164,0.0008005703904329642
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14858685144830672,0.21797494035374715,0.7263157894736842,0.08559922118175334,0.14599417810362855,0.2134590529066923,0.8526315789473684,0.12309487424995769,0.14858685144830672,0.21797494035374715,0.7263157894736842,0.08559922118175334,0.1532938759468087,0.2214050709146818,0.7578947368421053,0.056594119062228554,0.14873384632720224,0.21828581474062142,0.7789473684210526,0.0829891368431327,0.14976135722088968,0.21689450991561723,0.8210526315789474,0.0946415264019922,0.1480842320725808,0.21593844660008976,0.8421052631578947,0.10260551130234807,-0.00014699487889552332,0.0006496142546214279
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.0762027052491135,0.09659296916564185,0.4393939393939394,0.2299127375244039,0.07359794147623622,0.09529725251045408,0.45454545454545453,0.2504343647219136,0.0762027052491135,0.09659296916564185,0.4393939393939394,0.2299127375244039,0.08563353873116025,0.10563866169263444,0.4393939393939394,0.0789256479703162,0.082299363841508,0.101969800728218,0.4393939393939394,0.14179300662152972,0.08543298384247681,0.1033749214101149,0.4393939393939394,0.11797825375265081,0.08230329991324938,0.10040642916174283,0.4393939393939394,0.1679068393629526,-0.006096658592394499,-3.936071741372782e-06
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.13985181924375156,0.17327459411562446,0.2982456140350877,-1.429603972572202,0.13831350297668574,0.17316954848332494,0.2982456140350877,-1.4266590293157249,0.1394672401769851,0.17323401698584642,0.2807017543859649,-1.4284661853181557,0.0960272258486349,0.1320205512808044,0.7368421052631579,-0.41042108698068036,0.1275783470448765,0.16172172380421493,0.3333333333333333,-1.1164228039934962,0.10885076133024112,0.14117472100069914,0.42105263157894735,-0.6127965466176062,0.13210155476537397,0.16463108165175547,0.2982456140350877,-1.1932562304243945,0.011888893132108613,-0.0045232077204974686
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11674862552014953,0.1660343006083526,0.65,-0.7908828125585874,0.12200662707733075,0.17092452772540798,0.675,-0.8979305279877501,0.11795612166674489,0.16722605086769876,0.65,-0.8166840441723486,0.0889719151379407,0.1473622549345235,0.725,-0.41073048470418505,0.10956714534952476,0.1605281849457666,0.725,-0.674071969818256,0.09575319708835504,0.15228086436280522,0.725,-0.5064759428538259,0.11139056605012651,0.162091102453363,0.725,-0.7068285019735467,0.008388976317220131,-0.0018234207006017494
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06812851210025318,0.1107196037070279,0.6923076923076923,0.20137967527697098,0.06746721850293404,0.11068724289096409,0.717948717948718,0.2018464440832386,0.06746721850293404,0.11068724289096409,0.717948717948718,0.2018464440832386,0.07661647005251741,0.1098386771829376,0.6410256410256411,0.2140373627348826,0.06997797608999555,0.10951202307970662,0.6410256410256411,0.21870522955359673,0.0818022456356414,0.11179458027529358,0.6410256410256411,0.18579678505540997,0.07058569786954869,0.10978954893241225,0.6410256410256411,0.2147402906105973,-0.002510757587061513,-0.0006077217795531359
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.10060463222336309,0.1279051603173508,0.8333333333333334,0.15912729967714256,0.10545740925195138,0.12906243919045443,0.8333333333333334,0.14384212125488527,0.1017621232014097,0.12804463043377548,0.8333333333333334,0.15729249405399404,0.22081509426766585,0.2619794166752212,0.5,-2.5276741426671347,0.12721842479821108,0.1473680301972134,0.8333333333333334,-0.11624795756321893,0.10689479696455596,0.12464370205557725,0.7,0.20146344972767605,0.10070176239118439,0.12365239962269518,0.8333333333333334,0.2141146052111531,-0.025456301596801373,0.026516662407026687
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.062194342170248745,0.08108686120713793,0.6153846153846154,-0.06822164975874512,0.06411844905932876,0.08324764582800491,0.6153846153846154,-0.12591166356174277,0.06411844905932876,0.08324764582800491,0.6153846153846154,-0.12591166356174277,0.06796561362507947,0.08565425495346013,0.6538461538461539,-0.19195066420493312,0.06363716003395642,0.08116720029166677,0.6538461538461539,-0.07033943955599598,0.06675713190162415,0.08661206585711917,0.6538461538461539,-0.21875719121160264,0.0633350396030926,0.08087982168566228,0.6538461538461539,-0.06277362165253586,0.000481289025372339,0.0003021204308638198
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13394155833075405,0.1867060549121052,0.52,-0.47024705383196563,0.13951882319542955,0.19192504074677932,0.52,-0.5535913549639249,0.13394155833075405,0.1867060549121052,0.52,-0.47024705383196563,0.11678664844867534,0.16270701713684954,0.52,-0.11657032035588233,0.1208768596785783,0.1683832067337539,0.52,-0.19583446252076397,0.11815784467703244,0.16409400634671456,0.52,-0.13568777213526384,0.12210377309046283,0.16936686776452045,0.52,-0.20984692403930416,0.013064698652175757,-0.0012269134118845365
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.24197119758093033,0.30341409444803463,0.8181818181818182,-0.3503227641522977,0.23887337815950335,0.2997335415620658,0.8181818181818182,-0.3177613858958632,0.23887337815950335,0.2997335415620658,0.8181818181818182,-0.3177613858958632,0.2327173850457041,0.2990622182968942,0.8181818181818182,-0.31186512758314655,0.23963103759959983,0.30208002592604183,0.8181818181818182,-0.3384745156575899,0.23640360892470733,0.3007088878983803,0.8181818181818182,-0.32635144827092377,0.24035027938306186,0.3024133066408271,0.8181818181818182,-0.3414295857463905,-0.0007576594400964809,-0.0007192417834620268
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.2997128707973845,0.3600905502040491,0.25,-2.5494230037646406,0.29882320734719614,0.35700499462689317,0.25,-2.488854798010691,0.29882320734719614,0.35700499462689317,0.25,-2.488854798010691,0.2793144125678246,0.3299663060920268,0.15,-1.9803927668399774,0.29461325623999446,0.35174083093776326,0.25,-2.3867245915186763,0.27978349524179824,0.3340077265361972,0.15,-2.0538474415412895,0.294730526908488,0.3527473649809496,0.3,-2.4061350815573292,0.0042099511072016815,-0.00011727066849354095
extractant,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,12,0.09752379088264361,0.13059283407697952,0.9166666666666666,0.6130074199329059,0.09037710465003435,0.12213623060940076,0.9166666666666666,0.6615044453123115,0.09573711932449132,0.12838278610036147,0.9166666666666666,0.625994889050333,0.1300129678812408,0.1576791606064965,0.8333333333333334,0.4358266815163925,0.09886321388059033,0.13249471292390266,0.9166666666666666,0.6016534671377634,0.1324214285098602,0.16310559598799393,0.8333333333333334,0.39632711740872784,0.10204199673905495,0.1346151720285539,0.9166666666666666,0.5888010797938553,-0.00312609455609901,-0.003178782858464624
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,0.10394977791953681,0.14686769335978744,0.8333333333333334,0.4355845530125627,0.10817124009924352,0.15576456058219404,0.8333333333333334,0.36513168706184873,0.10394977791953681,0.14686769335978744,0.8333333333333334,0.4355845530125627,0.14415695660760472,0.17752122345401777,0.8333333333333334,0.17539320807569736,0.12405336726357076,0.15815329720418544,0.8333333333333334,0.3455102580832823,0.1426143609583704,0.17639715071363837,0.8333333333333334,0.18580304363347033,0.13294821519866198,0.1657508401616876,0.8333333333333334,0.281117651915222,-0.020103589344033945,-0.008894847935091224
extractant,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,12,0.04920696210995145,0.058598387398665616,0.9166666666666666,0.47985625148803934,0.056767135424996146,0.06861760877803558,0.9166666666666666,0.28678049296502406,0.04920696210995145,0.058598387398665616,0.9166666666666666,0.47985625148803934,0.05420830425762325,0.0689383214349991,0.9166666666666666,0.28009786210589493,0.05073760381041919,0.061035125955798235,0.9166666666666666,0.43569779889101434,0.05271293305853563,0.0666759503044818,0.9166666666666666,0.3265730656323502,0.05082278420005554,0.06247606283828229,0.9166666666666666,0.40873882776448534,-0.0015306417004677386,-8.518038963634816e-05
extractant,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,12,0.10044164446830599,0.15723217596194597,0.75,0.4075602727937826,0.10260993011192217,0.15750123343533726,0.75,0.4055309588955368,0.10260993011192217,0.15750123343533726,0.75,0.4055309588955368,0.10971528471836321,0.1575616376432025,0.75,0.40507489494644944,0.10154406126490016,0.15660624974970108,0.75,0.4122677755128321,0.10998807784671738,0.1600167037577511,0.75,0.3863906568846963,0.10183363816178596,0.15743908527402395,0.75,0.406000007524441,0.0010658688470220057,-0.00028957689688580146
extractant,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,12,0.11102511030324373,0.14280757033643915,0.8333333333333334,0.07082162636320721,0.11455620521962258,0.14640556856266604,0.9166666666666666,0.023411010546682043,0.11102511030324373,0.14280757033643915,0.8333333333333334,0.07082162636320721,0.1279009947336527,0.1596187835699482,0.8333333333333334,-0.16081931589857357,0.12194713905987938,0.15292887282276726,0.8333333333333334,-0.06555435293429568,0.12518878802343889,0.15769935704591914,0.8333333333333334,-0.13306931348637696,0.11991298402721899,0.15125175981568473,0.8333333333333334,-0.04231144197389636,-0.010922028756635643,0.002034155032660384
extractant,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,12,0.10468043063723963,0.13594243651903934,1.0,0.6636280742372509,0.10817602722063376,0.13694818120032737,1.0,0.6586324933957336,0.10468043063723963,0.13594243651903934,1.0,0.6636280742372509,0.15344575837076627,0.19649237245015808,0.8333333333333334,0.297249707355872,0.14081420425225596,0.18046817210975835,0.8333333333333334,0.40719633289197343,0.15014602378489061,0.18693453121029263,0.8333333333333334,0.3639537318563153,0.13877962549797787,0.17306518927304365,0.8333333333333334,0.4548335943910201,-0.03613377361501634,0.0020345787542780935
extractant,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,12,0.047772478294098565,0.06498248816475848,0.4166666666666667,-2.6130256839212653,0.048244768749732915,0.06498142982569,0.3333333333333333,-2.6129079975966434,0.048244768749732915,0.06498142982569,0.3333333333333333,-2.6129079975966434,0.04770313460415237,0.060242375182140956,0.4166666666666667,-2.1051497476670247,0.04764630029538943,0.06346016055318908,0.4166666666666667,-2.4457257560954333,0.050034541022267,0.06269880610868736,0.5,-2.363542491939914,0.04758572403056757,0.06385433253381313,0.3333333333333333,-2.488663771840675,0.0005984684543434843,6.057626482185857e-05
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.10741177084538282,0.13455633600683561,0.8333333333333334,0.60238735285399,0.1104442688451661,0.1366449303097145,0.8333333333333334,0.5899480028823383,0.10806170361804286,0.13504112141414373,0.8333333333333334,0.5995171194465256,0.17040691045907386,0.20580361213704815,0.5833333333333334,0.06983954825279326,0.1139815569910086,0.13840290366208152,0.8333333333333334,0.5793292772077165,0.11742105939510507,0.15062866729350216,0.8333333333333334,0.5017272327833759,0.10991409298281336,0.13752659357478556,0.8333333333333334,0.5846394398738215,-0.005919853372965744,0.004067464008195243
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.04954885240801804,0.05903284525169223,0.6666666666666666,0.6965078895520038,0.04832043249391521,0.05756702147542202,0.6666666666666666,0.7113925794124161,0.04882707997363683,0.05857676725917113,0.6666666666666666,0.7011792341926741,0.13944427650376723,0.1638772497597184,0.6666666666666666,-1.338822740864638,0.04986854866827534,0.059897439301448696,0.8333333333333334,0.6875529084332193,0.06338300924019079,0.07275390309253878,0.75,0.5390300994134387,0.05047240214003961,0.06045961430861404,0.75,0.6816603614257999,-0.0010414686946385102,-0.000603853471764268
extractant,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,12,0.15624955479471297,0.21089294354462965,0.6666666666666666,0.45806439284640366,0.14889814826095307,0.20658451251384916,0.75,0.4799811231356518,0.15624955479471297,0.21089294354462965,0.6666666666666666,0.45806439284640366,0.19376714538851295,0.24942299207263882,0.75,0.24195225697966571,0.16935248893080782,0.22746248629710492,0.75,0.36956088099142415,0.1991757755799475,0.26022839765507905,0.75,0.17484988452622918,0.18576325639906188,0.24638047560607207,0.75,0.26033312797141994,-0.01310293413609484,-0.016410767468254067
extractant,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,12,0.039882455813680995,0.050809818739663525,1.0,0.5779105267488603,0.04280714962977412,0.05821611530001457,1.0,0.44589040044545414,0.04061362926770428,0.052342951607727464,1.0,0.5520540158432706,0.06308011338143037,0.09584720883898724,1.0,-0.5019939060056116,0.04542842680092826,0.05488613526544871,1.0,0.5074679080324924,0.05491728430788174,0.08045305824227461,1.0,-0.058264785488861826,0.04273309529837099,0.0518728874557989,1.0,0.5600634178393387,-0.0048147975332239815,0.002695331502557269
extractant,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,12,0.09852097730212046,0.1572244725886565,0.75,0.10690037104876837,0.09957595732678491,0.15530721199158742,0.75,0.12854922026272064,0.09852097730212046,0.1572244725886565,0.75,0.10690037104876837,0.09494361970201587,0.12563906893189078,0.8333333333333334,0.42969256363896025,0.09190919740049701,0.12962951435477277,0.8333333333333334,0.3928899756859674,0.09464758621365506,0.12962169036021043,0.8333333333333334,0.3929632596476478,0.09168717228422642,0.13146248960374055,0.8333333333333334,0.3755993866708225,0.006611779901623455,0.00022202511627059107
extractant,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,11,0.10494649812716754,0.12104027911251158,0.2727272727272727,-9.822592486470123,0.10454627330656169,0.12230431401910566,0.2727272727272727,-10.049815461231812,0.10494649812716754,0.12104027911251158,0.2727272727272727,-9.822592486470123,0.08913802825740944,0.09392989733536267,0.18181818181818182,-5.517471912242053,0.0970422631922885,0.10568695274527587,0.2727272727272727,-7.251145113861098,0.08906429646469856,0.0953646687771775,0.18181818181818182,-5.718100281860058,0.09303484688031581,0.1004677427947561,0.18181818181818182,-6.456323860897862,0.007904234934879045,0.0040074163119726836
extractant,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,11,0.08037351437934746,0.10493783568662296,1.0,0.7318404054256551,0.07965587901611929,0.10709136490378662,1.0,0.7207211532692226,0.08037351437934746,0.10493783568662296,1.0,0.7318404054256551,0.11033909752904297,0.17512760752155063,0.8181818181818182,0.25314143789791566,0.10002357613533555,0.15490104806043264,0.8181818181818182,0.4156973617400507,0.11255303557908984,0.1845907719134292,0.8181818181818182,0.17024647382270608,0.09750495202657156,0.16087395623553122,0.8181818181818182,0.3697677554440273,-0.019650061755988088,0.002518624108763995
extractant,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,10,0.38086839184930293,0.477205820660303,0.8,0.02052520931939228,0.382399494156326,0.4812245016804,0.8,0.003958895683959129,0.38125116742605875,0.47819891391893066,0.8,0.0164442786077178,0.42255187578985004,0.4908726866279237,0.7,-0.03638121682447837,0.3912892628344397,0.47953904902585287,0.8,0.010923795504488965,0.43563582778251647,0.5010315516118028,0.7,-0.07972199777417877,0.3945602508326063,0.48183611278232574,0.8,0.0014254547665242256,-0.010038095408380965,-0.003270987998166608
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,4,0.28592974658236464,0.4519145422276136,0.75,-0.07878781749010888,0.28857999608595813,0.4529234353029606,0.75,-0.08360995245387715,0.28857999608595813,0.4529234353029606,0.75,-0.08360995245387715,0.27563191017482214,0.43769199178164286,0.75,-0.011953603207463193,0.28058866511355335,0.4479332924085464,0.75,-0.05986386253103948,0.28212027493187813,0.4353841555804956,0.75,-0.0013102002519507217,0.28114771282133555,0.44727015046921503,0.75,-0.056728038827075666,0.007991330972404787,-0.0005590477077822009
